
[00:00:00.000 --> 00:00:02.000]  各位姐妹早安
[00:00:02.000 --> 00:00:07.120]  今天又可以跟大家一起去崇拜
[00:00:07.120 --> 00:00:10.520]  一起分享上帝的說話
[00:00:10.520 --> 00:00:13.280]  在19世紀的時候
[00:00:13.280 --> 00:00:16.320]  有一個很出名的政治家
[00:00:16.320 --> 00:00:19.040]  叫做格蘭斯敦
[00:00:19.040 --> 00:00:22.800]  在英國做了12年的首相
[00:00:22.800 --> 00:00:26.080]  又做了4任的財務大臣
[00:00:26.080 --> 00:00:29.280]  有一天有記者問他
[00:00:29.280 --> 00:00:34.080]  他說怎樣才能成功呢
[00:00:34.080 --> 00:00:37.760]  格蘭斯敦就回答
[00:00:37.760 --> 00:00:41.520]  他說有一條路
[00:00:41.520 --> 00:00:47.520]  這條路從郊野一直通到倫敦
[00:00:47.520 --> 00:00:55.280]  人們發覺到這條路的拉車馬死了很多
[00:00:55.280 --> 00:01:00.160]  他們就研究
[00:01:00.160 --> 00:01:04.480]  為什麼這條大路這麼平坦
[00:01:04.480 --> 00:01:06.720]  這麼通順
[00:01:06.720 --> 00:01:12.160]  馬拉車拉到半路的時候就會死
[00:01:12.160 --> 00:01:14.160]  為什麼呢
[00:01:14.160 --> 00:01:17.600]  他們研究出來
[00:01:17.600 --> 00:01:22.240]  原來這條路因為太平坦
[00:01:22.240 --> 00:01:25.920]  太直太通順
[00:01:25.920 --> 00:01:30.320]  所以那些馬經常走這條路的時候
[00:01:30.320 --> 00:01:36.800]  沒有機會發展筋骨和氣力
[00:01:36.800 --> 00:01:42.080]  所以拉車的馬很快就死了
[00:01:42.080 --> 00:01:44.800]  格蘭斯敦就說
[00:01:44.800 --> 00:01:51.040]  人生的路上艱難的很多
[00:01:51.040 --> 00:01:55.200]  但只要勇往直前
[00:01:55.200 --> 00:01:57.520]  努力奮鬥的時候
[00:01:57.520 --> 00:02:05.120]  就可以將人的潛能發揮出來
[00:02:05.120 --> 00:02:09.520]  在我們人生的侍奉路上
[00:02:09.520 --> 00:02:13.440]  我相信都遇到很多艱辛
[00:02:13.440 --> 00:02:18.960]  但當我們遇到艱辛就停下來不敢向前的時候
[00:02:18.960 --> 00:02:24.400]  我們一定不會經歷到成功的喜樂
[00:02:24.400 --> 00:02:29.040]  所以唯有不斷勇敢面對艱難的時候
[00:02:29.040 --> 00:02:32.000]  可以將我們裡面的潛質
[00:02:32.000 --> 00:02:34.000]  上帝給我們的潛質
[00:02:34.000 --> 00:02:36.800]  可以不斷發揮出來
[00:02:36.800 --> 00:02:42.880]  我們先看一下剛才那段經文的背景
[00:02:42.880 --> 00:02:51.360]  在公元前606年的時候
[00:02:51.360 --> 00:02:57.920]  以色列人被擄去巴比倫當奴隸
[00:02:57.920 --> 00:03:01.040]  但耶和華答應他們
[00:03:01.040 --> 00:03:05.440]  他們一定會重歸耶路撒冷
[00:03:05.440 --> 00:03:09.600]  並且耶利米書裡面更加清楚講到
[00:03:09.600 --> 00:03:12.720]  70年之後他們會回來
[00:03:12.720 --> 00:03:16.720]  到了公元前536年
[00:03:16.720 --> 00:03:19.920]  神又感動了波斯王
[00:03:19.920 --> 00:03:23.120]  是一個很奇妙的愛邦皇帝
[00:03:23.120 --> 00:03:26.960]  他竟然肯讓以色列民
[00:03:26.960 --> 00:03:29.840]  大約有4萬2千人左右
[00:03:29.840 --> 00:03:35.440]  回到耶路撒冷重建聖殿
[00:03:35.440 --> 00:03:40.160]  到了公元前520年
[00:03:40.160 --> 00:03:43.520]  神興起哈該先知
[00:03:43.520 --> 00:03:48.480]  說他們回到耶路撒冷的目的
[00:03:48.480 --> 00:03:51.040]  就是要重建聖殿
[00:03:51.040 --> 00:03:57.600]  所以他們一定要努力完成使命的契合
[00:03:57.600 --> 00:04:01.520]  在重建聖殿的過程中
[00:04:01.520 --> 00:04:05.520]  他們遇到很多很多的困難
[00:04:05.520 --> 00:04:10.080]  他們在人力、財力、心力上
[00:04:10.080 --> 00:04:12.640]  都要面對很多的事情
[00:04:12.640 --> 00:04:16.160]  在聖經裡面告訴我們
[00:04:16.160 --> 00:04:22.240]  在公元前520年6月24日
[00:04:22.240 --> 00:04:27.520]  這群人經過哈該先知提一提
