
[00:00:00.000 --> 00:00:02.000]  和平是甚麼意思?
[00:00:02.000 --> 00:00:04.000]  在我和神之間
[00:00:04.000 --> 00:00:06.000]  神不會再計我的數
[00:00:06.000 --> 00:00:08.000]  由舊約到新約都是這樣
[00:00:08.000 --> 00:00:12.000]  即是我可以坦然無懼的來到神的面前
[00:00:12.000 --> 00:00:14.000]  舊約的時候是怎樣?
[00:00:14.000 --> 00:00:16.000]  有些規矩,你守在律法
[00:00:16.000 --> 00:00:18.000]  你憲制,那就沒事
[00:00:18.000 --> 00:00:20.000]  但是,是否真的可以沒事?
[00:00:20.000 --> 00:00:22.000]  當然不是,如果可以就不用有新約
[00:00:22.000 --> 00:00:24.000]  不用耶穌來救我們
[00:00:24.000 --> 00:00:27.000]  所以我們可以很坦誠的問自己
[00:00:27.000 --> 00:00:29.000]  我在神的面前
[00:00:29.000 --> 00:00:31.000]  我能不能夠覺得
[00:00:31.000 --> 00:00:33.000]  我雖然沒有錯
[00:00:33.000 --> 00:00:35.000]  就像保羅所說
[00:00:35.000 --> 00:00:37.000]  我雖然不是完全
[00:00:37.000 --> 00:00:39.000]  但我總覺得我在上帝面前
[00:00:39.000 --> 00:00:41.000]  能夠坦然無懼
[00:00:41.000 --> 00:00:43.000]  這種心是很重要的
[00:00:43.000 --> 00:00:45.000]  是怎樣才可以有?
[00:00:45.000 --> 00:00:49.000]  你要每一天清理內心的不應該有的東西
[00:00:49.000 --> 00:00:51.000]  向神祈禱
[00:00:51.000 --> 00:00:53.000]  向神認罪
[00:00:53.000 --> 00:00:55.000]  這一點我們都很少做
[00:00:55.000 --> 00:00:57.000]  首先你要做這一點
[00:00:57.000 --> 00:00:59.000]  在神面前有敬畏的心
[00:00:59.000 --> 00:01:01.000]  你謙卑認罪
[00:01:01.000 --> 00:01:03.000]  這樣,接下來是甚麼?
[00:01:03.000 --> 00:01:05.000]  我們的良知
[00:01:05.000 --> 00:01:07.000]  就不會被蒙蔽
[00:01:07.000 --> 00:01:09.000]  這是第二個東西
[00:01:09.000 --> 00:01:11.000]  所以,你看到約伯
[00:01:11.000 --> 00:01:14.000]  他認罪的範圍很廣
[00:01:14.000 --> 00:01:16.000]  他還有一種罪
[00:01:16.000 --> 00:01:18.000]  是你都沒有想過
[00:01:18.000 --> 00:01:20.000]  他為他的子女認罪
[00:01:20.000 --> 00:01:22.000]  認罪的罪是甚麼?
[00:01:22.000 --> 00:01:24.000]  叫做「忍而未現」的罪
[00:01:24.000 --> 00:01:26.000]  你是不是很高層次?
[00:01:26.000 --> 00:01:28.000]  我都要認
[00:01:28.000 --> 00:01:31.000]  我的子女還沒做,我都代他認罪
[00:01:31.000 --> 00:01:33.000]  你明不明白
[00:01:33.000 --> 00:01:36.000]  罪的意識對這些猶太人來說
[00:01:36.000 --> 00:01:38.000]  是很深的
[00:01:38.000 --> 00:01:40.000]  他不敢在神的面前驕傲
[00:01:40.000 --> 00:01:44.000]  好了,教育聖經裏面有很多先知的記載
[00:01:44.000 --> 00:01:46.000]  就說神差遣他們
[00:01:46.000 --> 00:01:48.000]  去傳遞上帝的訊息
[00:01:48.000 --> 00:01:51.000]  提醒、督察、審判
[00:01:51.000 --> 00:01:53.000]  但是你要知道
[00:01:53.000 --> 00:01:55.000]  一直以來,以色列人是沒有聽的
[00:01:55.000 --> 00:01:57.000]  你去看《使徒行傳》
[00:01:57.000 --> 00:01:59.000]  那個詩題版還要說到
[00:01:59.000 --> 00:02:02.000]  那班猶太人殺害歷代的先知
[00:02:02.000 --> 00:02:04.000]  原來,你想想
[00:02:04.000 --> 00:02:06.000]  以色列的政治和宗教領袖
[00:02:06.000 --> 00:02:10.000]  他們本來應該是最明白神的心意
[00:02:10.000 --> 00:02:12.000]  但是,竟然他們心裏剛硬
[00:02:12.000 --> 00:02:15.000]  是沒有接受到歷代先知的提醒
[00:02:15.000 --> 00:02:18.000]  所以,當我一直看經文的時候
[00:02:18.000 --> 00:02:20.000]  我覺得,作為目者
[00:02:20.000 --> 00:02:22.000]  在這個時代
[00:02:22.000 --> 00:02:24.000]  其實是有一個責任
[00:02:24.000 --> 00:02:26.000]  可能你問我
[00:02:26.000 --> 00:02:28.000]  你是否很喜歡做英雄
[00:02:28.000 --> 00:02:30.000]  很喜歡說話
[00:02:30.000 --> 00:02:32.000]  我坦白告訴大家
[00:02:32.000 --> 00:02:34.000]  如果我不是傳道人
[00:02:34.000 --> 00:02:36.000]  如果我不是覺得神呼召我
[00:02:36.000 --> 00:02:38.000]  你猜我會選擇什麼?
[00:02:38.000 --> 00:02:42.000]  我當然選擇去旅行
[00:02:42.000 --> 00:02:44.000]  有空就快快樂樂
[00:02:44.000 --> 00:02:48.000]  你猜,這樣做很好嗎?
[00:02:48.000 --> 00:02:52.000]  因為當我們覺得神有感召的時候
