
[00:00:00.000 --> 00:00:04.320]  用一堂課來說關於以洛
[00:00:04.320 --> 00:00:06.320]  因為之前錄不到
[00:00:06.320 --> 00:00:10.080]  有些不太完整
[00:00:10.080 --> 00:00:16.680]  可以先和大家看看
[00:00:16.680 --> 00:00:19.160]  有一些比較重要的經文
[00:00:19.160 --> 00:00:21.960]  希伯來書的十一章
[00:00:26.520 --> 00:00:33.320]  新約只有兩處地方講關於以洛
[00:00:33.320 --> 00:00:38.280]  舊約也不多,只有一段
[00:00:38.280 --> 00:00:43.080]  如果硬要說就是歷代誌的家譜
[00:00:43.080 --> 00:00:45.640]  就有講到以洛
[00:00:45.640 --> 00:00:48.680]  耶穌基督的家譜就是《馬太福音》第一章
[00:00:48.680 --> 00:00:50.360]  又有講到以洛
[00:00:50.360 --> 00:00:53.240]  純粹是人的家譜
[00:00:53.240 --> 00:00:57.800]  真正講到關於他的事跡就有兩段聖經新約
[00:00:57.800 --> 00:01:01.720]  就是希伯來書和猶大書
[00:01:01.720 --> 00:01:05.560]  希伯來書第十一章
[00:01:05.560 --> 00:01:10.120]  比較完整應該由上文第十章讀起
[00:01:10.120 --> 00:01:13.080]  因為十一章是一個
[00:01:13.080 --> 00:01:16.040]  作者的一個
[00:01:16.040 --> 00:01:19.320]  讓我們修信的讀者
[00:01:19.320 --> 00:01:21.240]  希伯來書的讀者
[00:01:21.240 --> 00:01:24.280]  怎樣在他們那個時代
[00:01:24.280 --> 00:01:28.920]  去實踐那個信心
[00:01:28.920 --> 00:01:32.760]  每一個時代的信心的實踐都不同
[00:01:32.760 --> 00:01:35.000]  作者就很想列舉
[00:01:35.000 --> 00:01:37.320]  舊約的聖經人物
[00:01:37.320 --> 00:01:39.640]  或者說舊約的先祖
[00:01:39.640 --> 00:01:41.080]  猶太人
[00:01:41.080 --> 00:01:43.640]  他們在他們那個時代
[00:01:43.640 --> 00:01:48.360]  怎樣來實踐對神的信靠
[00:01:48.360 --> 00:01:50.360]  在他們的生活裏面
[00:01:50.360 --> 00:01:55.000]  作者就列舉了很多聖經人物
[00:01:55.000 --> 00:01:57.320]  都是希伯來書的讀者
[00:01:57.320 --> 00:02:00.920]  可以來到搜尋到
[00:02:00.920 --> 00:02:04.760]  和他們都會家傳戶曉的聖經人物
[00:02:04.760 --> 00:02:06.360]  都很熟悉的
[00:02:06.360 --> 00:02:09.400]  主要那個券面是由三十二節開始的
[00:02:09.400 --> 00:02:11.720]  十章的三十二節
[00:02:11.720 --> 00:02:13.960]  你們要追念往日
[00:02:13.960 --> 00:02:16.200]  蒙了光照以後
[00:02:16.200 --> 00:02:20.200]  所忍受大爭戰的各樣苦難
[00:02:20.200 --> 00:02:21.960]  一面被毀蚌
[00:02:21.960 --> 00:02:23.320]  遭患難
[00:02:23.320 --> 00:02:24.520]  成了氣境
[00:02:24.520 --> 00:02:25.880]  就是一台戲
[00:02:25.880 --> 00:02:27.880]  叫眾人觀看
[00:02:27.880 --> 00:02:35.560]  不好意思
[00:02:35.560 --> 00:02:37.560]  一個比較重要的WhatsApp
[00:02:37.560 --> 00:02:44.280]  要忍心不看了
[00:02:44.280 --> 00:02:46.280]  好 我們繼續了
[00:02:47.720 --> 00:02:50.760]  一面叫眾人觀看
[00:02:50.760 --> 00:02:54.600]  一面陪伴那些受這樣苦難的人
[00:02:54.600 --> 00:02:58.360]  因為你們體恤了那些被困所的人
[00:02:58.360 --> 00:03:01.160]  並且你們的家業被人搶去
[00:03:01.160 --> 00:03:03.160]  也甘心忍受
[00:03:03.160 --> 00:03:07.160]  知道自己有更美長存的家業
[00:03:07.160 --> 00:03:10.760]  所以你們不可丟棄勇敢的心
[00:03:10.760 --> 00:03:13.960]  存這樣的心必得大賞賜
[00:03:13.960 --> 00:03:18.440]  是說對福音信仰的堅持
[00:03:18.440 --> 00:03:24.040]  要有一個勇敢的去承受那個困難
[00:03:24.040 --> 00:03:26.360]  然後作者說
[00:03:26.360 --> 00:03:28.520]  你要堅忍的
[00:03:28.520 --> 00:03:32.040]  得到將來那個大賞賜
[00:03:32.040 --> 00:03:33.160]  三十六節
[00:03:33.160 --> 00:03:35.160]  你們必須忍耐
[00:03:35.160 --> 00:03:38.680]  使你們行完了神的旨意
[00:03:38.680 --> 00:03:41.240]  受苦是神的旨意
[00:03:41.240 --> 00:03:43.400]  就可以得著所應許的
[00:03:43.400 --> 00:03:45.960]  因為還有一點點時候
[00:03:45.960 --> 00:03:47.560]  那要來的就來
[00:03:47.560 --> 00:03:48.840]  並不遲延
[00:03:48.840 --> 00:03:52.120]  只是二人必因信得生
[00:03:52.120 --> 00:03:57.240]  這個是哈伯谷書的二章四節
[00:03:57.240 --> 00:03:58.840]  他若退後
[00:03:58.840 --> 00:04:01.320]  我心裡就不喜歡他
[00:04:01.320 --> 00:04:05.880]  我們卻不是退後入沉淪的那等人
[00:04:05.880 --> 00:04:07.640]  乃是有信心
[00:04:07.640 --> 00:04:10.040]  以至靈魂得救的人
[00:04:10.040 --> 00:04:12.280]  做了一個這樣的對比
[00:04:12.280 --> 00:04:14.280]  就是說如果你退後
[00:04:14.280 --> 00:04:16.520]  你可能會沉淪的
[00:04:16.520 --> 00:04:19.160]  但是我們就不是這樣的人了
[00:04:19.160 --> 00:04:22.680]  也不應該只是在這樣的層次去信
[00:04:22.680 --> 00:04:25.800]  信心是要一路提升到
[00:04:25.800 --> 00:04:28.520]  你很感受到你自己
[00:04:28.520 --> 00:04:30.840]  今生雖然要忍耐
[00:04:30.840 --> 00:04:34.280]  但是將來是靈魂得救
[00:04:34.280 --> 00:04:36.840]  去到神的面前
[00:04:36.840 --> 00:04:41.640]  而且還得到將來的永遠
[00:04:41.640 --> 00:04:43.880]  更美長存的家業
[00:04:43.880 --> 00:04:45.480]  三十四節所說的
[00:04:45.480 --> 00:04:48.440]  接著作者就開始說
[00:04:48.440 --> 00:04:50.520]  歷世歷代的信徒
[00:04:50.520 --> 00:04:54.840]  他們是怎樣去行使他們的信心
[00:04:54.840 --> 00:04:56.680]  來跟隨神呢
[00:04:56.680 --> 00:05:01.800]  所列舉的全部是在困境裡面的信心
[00:05:01.800 --> 00:05:04.120]  不是順境的信心
[00:05:04.120 --> 00:05:06.360]  留意第十一章開始
[00:05:06.360 --> 00:05:09.400]  信就是所望之時的實底
[00:05:09.400 --> 00:05:11.320]  就是說你有信心
[00:05:11.320 --> 00:05:12.760]  連那件事還沒發生
[00:05:12.760 --> 00:05:15.000]  你都看到它的底蘊
[00:05:15.000 --> 00:05:17.240]  你那個結局
[00:05:17.240 --> 00:05:19.640]  這樣的一個望見
[00:05:19.640 --> 00:05:21.560]  是未見之時的確據
[00:05:21.560 --> 00:05:24.440]  哇 你已經有確據了
[00:05:24.440 --> 00:05:27.800]  未見你已經知道那個確據了
[00:05:27.800 --> 00:05:28.680]  古人
[00:05:28.680 --> 00:05:32.440]  當然是在說遠古上古的一些先祖
[00:05:32.440 --> 00:05:35.560]  古人在這信上得了美好的證據
[00:05:35.560 --> 00:05:37.080]  我們因著信
[00:05:37.080 --> 00:05:41.160]  就知道諸世界是藉著神的話語造成的
[00:05:41.160 --> 00:05:44.040]  神話不是說那些天方夜譚的
[00:05:44.040 --> 00:05:47.080]  是神的話語創造諸世界
[00:05:47.080 --> 00:05:49.160]  就是說是有規模的
[00:05:49.160 --> 00:05:50.360]  有秩序的
[00:05:50.360 --> 00:05:53.400]  是有神的旨意在其中的
[00:05:53.400 --> 00:05:55.400]  是有神的管理
[00:05:55.400 --> 00:05:56.600]  維繫
[00:05:56.600 --> 00:05:58.680]  那個的運行的
[00:05:58.680 --> 00:06:01.000]  所以為什麼歷世歷代的科學家
[00:06:01.000 --> 00:06:03.960]  不斷可以累積那些科學的成果
[00:06:03.960 --> 00:06:08.760]  不斷的來到去有新的發言等等
[00:06:08.760 --> 00:06:13.400]  原因就是因為不是自然的演進來的
[00:06:13.400 --> 00:06:15.880]  是由神的話語去做
[00:06:15.880 --> 00:06:17.720]  神要這樣就是這樣的了
[00:06:17.720 --> 00:06:19.960]  神要它是怎樣就怎樣的了
