
[00:00:00.000 --> 00:00:02.000]  一起同心祈禱
[00:00:02.000 --> 00:00:04.500]  感恩天父給我們再一次
[00:00:04.500 --> 00:00:07.520]  我們可以看貼實羅尼加前後書
[00:00:07.520 --> 00:00:10.680]  表面是一卷比較簡單的書卷
[00:00:10.680 --> 00:00:15.600]  和每一章都涉及到主耶穌的再回來
[00:00:15.600 --> 00:00:17.600]  這個所指的再回來
[00:00:17.600 --> 00:00:22.600]  是明顯說的末世第二次的再來
[00:00:22.600 --> 00:00:25.400]  也是世界的末日
[00:00:25.400 --> 00:00:30.400]  也是信徒要進到永恆榮耀的地方
[00:00:30.400 --> 00:00:34.000]  所以我們都很盼望神給我們重視
[00:00:34.000 --> 00:00:36.000]  末世論這個課題
[00:00:36.000 --> 00:00:41.000]  相信和我們今天處於社會
[00:00:41.000 --> 00:00:44.500]  我們可能都會很少去想
[00:00:44.500 --> 00:00:47.300]  世界會有一個終結
[00:00:47.300 --> 00:00:51.700]  但我們很盼望神幫助我們去明白
[00:00:51.700 --> 00:00:52.700]  去掌握
[00:00:52.700 --> 00:00:56.400]  我們將貼前的經卷、經文
[00:00:56.400 --> 00:00:57.900]  都仰望在你的手中
[00:00:57.900 --> 00:00:59.900]  奉主耶穌基督的名
[00:00:59.900 --> 00:01:00.900]  阿門
[00:01:00.900 --> 00:01:01.400]  阿門
[00:01:01.400 --> 00:01:01.900]  阿門
[00:01:01.900 --> 00:01:02.400]  阿門
[00:01:02.400 --> 00:01:02.900]  阿門
[00:01:02.900 --> 00:01:03.400]  阿門
[00:01:03.400 --> 00:01:03.900]  阿門
[00:01:03.900 --> 00:01:04.400]  阿門
[00:01:04.400 --> 00:01:04.900]  阿門
[00:01:04.900 --> 00:01:05.400]  阿門
[00:01:05.400 --> 00:01:05.900]  阿門
[00:01:05.900 --> 00:01:06.400]  阿門
[00:01:06.400 --> 00:01:06.900]  阿門
[00:01:06.900 --> 00:01:07.400]  阿門
[00:01:07.400 --> 00:01:08.400]  大家先拿聖經
[00:01:08.400 --> 00:01:08.900]  好
[00:01:08.900 --> 00:01:09.400]  好
[00:01:09.400 --> 00:01:16.400]  最熟那段就是哥倫多前書十三章
[00:01:16.400 --> 00:01:19.900]  大家應該都相當熟的了
[00:01:19.900 --> 00:01:27.900]  我們可以當作讀一下這些經文裏面的意思
[00:01:27.900 --> 00:01:29.900]  然後我們就會擴大
[00:01:29.900 --> 00:01:31.900]  就是保羅書信裏面
[00:01:31.900 --> 00:01:33.900]  他講到信忘愛的
[00:01:33.900 --> 00:01:35.900]  我已經列出了那些經文
[00:01:35.900 --> 00:01:39.900]  有部分的經卷只是講兩樣的
[00:01:39.900 --> 00:01:41.900]  例如信心、愛心
[00:01:41.900 --> 00:01:45.900]  很少會只是講一樣
[00:01:45.900 --> 00:01:47.900]  譬如信心加盼望
[00:01:47.900 --> 00:01:48.900]  都這樣不多的
[00:01:48.900 --> 00:01:51.900]  但是如果只是講一樣的當然很多
[00:01:51.900 --> 00:01:53.900]  差不多每一卷書都有講
[00:01:53.900 --> 00:01:58.900]  但是因器苛成講幾方面的關係
[00:01:58.900 --> 00:02:01.900]  就是這幾卷書卷有講
[00:02:01.900 --> 00:02:05.900]  我們先看哥倫多前書十三章
[00:02:05.900 --> 00:02:07.900]  那個叫做不是因此
[00:02:07.900 --> 00:02:12.900]  原來是愛心是最妙的道
[00:02:12.900 --> 00:02:17.900]  因為這裏是由第十二到第十四章的經文
[00:02:17.900 --> 00:02:24.900]  十二和十四章的確是講因次的來源
[00:02:24.900 --> 00:02:27.900]  哪些人可以有因次呢?
[00:02:27.900 --> 00:02:30.900]  因次怎樣去運用才叫做因次呢?
[00:02:30.900 --> 00:02:32.900]  即是有它的局限性
[00:02:32.900 --> 00:02:35.900]  如果你離開了教會這個場景
[00:02:35.900 --> 00:02:37.900]  那個就不可以叫做因次了
[00:02:37.900 --> 00:02:41.900]  或者神給你有那些才幹
[00:02:41.900 --> 00:02:44.900]  或者你自己先天後天有的才幹
[00:02:44.900 --> 00:02:49.900]  但你如果不是用在神的教會去祝福
[00:02:49.900 --> 00:02:53.900]  去幫助教會去成長
[00:02:53.900 --> 00:02:56.900]  那個可能是你個人的一個才華
[00:02:56.900 --> 00:03:00.900]  就不能夠去對別人有一個貢獻
[00:03:00.900 --> 00:03:05.900]  這個似乎在《古羅書信》第十二、十四章裏
[00:03:05.900 --> 00:03:08.900]  它很想帶出這個局限性
[00:03:08.900 --> 00:03:11.900]  十二章其中更加重要就是
[00:03:11.900 --> 00:03:17.900]  要釐清因次的來源一定是出於神的
[00:03:17.900 --> 00:03:20.900]  因為有些可能哥倫多教會的人
[00:03:20.900 --> 00:03:22.900]  他未信耶穌之前
[00:03:22.900 --> 00:03:24.900]  他們拜很多偶像
[00:03:24.900 --> 00:03:27.900]  他們可能會有很多靈界經驗
[00:03:27.900 --> 00:03:29.900]  當然是邪靈
[00:03:29.900 --> 00:03:33.900]  所以保羅就要撇清這一切
[00:03:33.900 --> 00:03:35.900]  都要搞清楚
[00:03:35.900 --> 00:03:38.900]  所有的因次都是由神
[00:03:38.900 --> 00:03:40.900]  三一神那裏而來的
[00:03:40.900 --> 00:03:43.900]  這個是大前提
[00:03:43.900 --> 00:03:47.900]  所以如果我們在未信主之前
[00:03:47.900 --> 00:03:51.900]  曾經有過一些靈界經驗、經歷
[00:03:51.900 --> 00:03:54.900]  那些我們要放在神那裏
[00:03:54.900 --> 00:03:56.900]  求神來光照
[00:03:56.900 --> 00:03:58.900]  甚至要悔改
[00:03:58.900 --> 00:04:05.900]  有些可能是神婆、教鬼、靈魂出竅
[00:04:05.900 --> 00:04:09.900]  這些要求主去掃清它的
[00:04:09.900 --> 00:04:11.900]  不是說基督教沒有
[00:04:11.900 --> 00:04:14.900]  保羅都說有辨別諸靈的因次
[00:04:14.900 --> 00:04:16.900]  有這樣的因次
[00:04:16.900 --> 00:04:18.900]  在初期教會的時候
[00:04:18.900 --> 00:04:21.900]  甚至在近代都有些特別
[00:04:21.900 --> 00:04:25.900]  在靈界上有服事的傳道目者
[00:04:25.900 --> 00:04:27.900]  但不是每一個
[00:04:27.900 --> 00:04:29.900]  所以一定要搞清楚
[00:04:29.900 --> 00:04:32.900]  因次的來源一定是從三一神那裏而來
[00:04:32.900 --> 00:04:34.900]  而且是為著教會
[00:04:34.900 --> 00:04:40.900]  每一個信徒都一定有神賜給你的因次
[00:04:40.900 --> 00:04:41.900]  一定有的
[00:04:41.900 --> 00:04:43.900]  所以是多還是少?
[00:04:43.900 --> 00:04:45.900]  是甚麼類別?
[00:04:45.900 --> 00:04:47.900]  但更重要的是
[00:04:47.900 --> 00:04:51.900]  那個目的不是用來炫耀
[00:04:51.900 --> 00:04:54.900]  是用來服事的
[00:04:54.900 --> 00:04:56.900]  這是幾大前提
[00:04:56.900 --> 00:04:58.900]  就是十二章的哥倫多前書
[00:04:58.900 --> 00:05:02.900]  去釐清這些大原則
[00:05:02.900 --> 00:05:06.900]  接著去到第十二章的結尾
[00:05:06.900 --> 00:05:08.900]  要留意一下
[00:05:08.900 --> 00:05:11.900]  它一直都在說那個比較
[00:05:11.900 --> 00:05:14.900]  即是說哥倫多教會的弟兄姊妹
[00:05:14.900 --> 00:05:20.900]  就是忘記了因次是從神那裏賞賜而來的
