
[00:00:00.000 --> 00:00:02.000]  請每位主人平安
[00:00:02.000 --> 00:00:04.000]  早安 我們一起祈禱
[00:00:04.000 --> 00:00:09.500]  感恩天父讓我們能夠今早再一次聚集
[00:00:09.500 --> 00:00:12.500]  我們在十月有堂慶
[00:00:12.500 --> 00:00:16.500]  上星期雄恩也有十二週年的堂慶
[00:00:16.500 --> 00:00:21.000]  我們昨天晚上有一個很大型的福音報道會
[00:00:21.000 --> 00:00:23.000]  音樂的報道會
[00:00:23.000 --> 00:00:25.500]  我們又見到很多很多的家長
[00:00:25.500 --> 00:00:27.500]  帶著很小的小朋友
[00:00:27.500 --> 00:00:32.500]  都一起在整個晚上感受到聖靈的工作
[00:00:32.500 --> 00:00:33.500]  我們很感謝神
[00:00:33.500 --> 00:00:40.500]  這個地方是能夠傳遞這位復活的救主的福音
[00:00:40.500 --> 00:00:44.500]  這個道是神祢自己賜給我們人
[00:00:44.500 --> 00:00:45.500]  我們要去宣講
[00:00:45.500 --> 00:00:47.500]  祢就會與我們同在
[00:00:47.500 --> 00:00:52.500]  今早我們以這個題目再一次彼此來思想的時候
[00:00:52.500 --> 00:00:58.500]  願祢在十一月稱為一個感恩節的月份
[00:00:58.500 --> 00:01:00.500]  以及我們在錦宣家
[00:01:00.500 --> 00:01:04.500]  我們有猜拳的年會等等的事情
[00:01:04.500 --> 00:01:06.500]  我們一起來思想
[00:01:06.500 --> 00:01:09.500]  復活帶給我們的生命意義
[00:01:09.500 --> 00:01:14.500]  我們一起等候禱告奉耶穌基督的名
[00:01:14.500 --> 00:01:15.500]  阿們
[00:01:15.500 --> 00:01:19.500]  剛剛剛才祈禱的時候也有提到
[00:01:19.500 --> 00:01:23.500]  上個星期洪恩的十二週年堂慶
[00:01:23.500 --> 00:01:29.500]  當然我代表教會和一班弟兄姊妹領袖去崇拜
[00:01:29.500 --> 00:01:32.500]  以及去有一些的協助
[00:01:32.500 --> 00:01:37.500]  講道的正正就是老耀洪牧師
[00:01:37.500 --> 00:01:39.500]  他坐在我旁邊
[00:01:39.500 --> 00:01:42.500]  上台講道
[00:01:42.500 --> 00:01:45.500]  見到他的身軀很瘦削
[00:01:45.500 --> 00:01:48.500]  他的西裝已經不合身了
[00:01:48.500 --> 00:01:50.500]  太鬆了
[00:01:50.500 --> 00:01:57.500]  感受到神的僕人那份盡心盡力去服侍
[00:01:57.500 --> 00:02:01.500]  講道非常有震撼力
[00:02:01.500 --> 00:02:07.500]  感受到有一份很大的力量驅拆著他
[00:02:07.500 --> 00:02:11.500]  繼續盡他一口氣去服侍
[00:02:11.500 --> 00:02:13.500]  過兩天
[00:02:13.500 --> 00:02:16.500]  因為我是第一個收到消息
[00:02:16.500 --> 00:02:19.500]  轉發給不同的群體
[00:02:19.500 --> 00:02:21.500]  特別是領袖的群體
[00:02:21.500 --> 00:02:22.500]  同工的群體
[00:02:22.500 --> 00:02:26.500]  一直每天跟著他的進度
[00:02:26.500 --> 00:02:30.500]  又看到神很奇妙的拯救
[00:02:30.500 --> 00:02:31.500]  透過醫生
[00:02:31.500 --> 00:02:32.500]  透過藥物
[00:02:32.500 --> 00:02:33.500]  透過手術
[00:02:33.500 --> 00:02:35.500]  透過香港的醫療體系
[00:02:35.500 --> 00:02:41.500]  使老牧師現在他能夠自己去發短訊
[00:02:41.500 --> 00:02:44.500]  這是很大的生命力
[00:02:44.500 --> 00:02:45.500]  頂姐妹
[00:02:45.500 --> 00:02:47.500]  我們這個月裏面
[00:02:47.500 --> 00:02:49.500]  這是感恩節
[00:02:49.500 --> 00:02:53.500]  西方社會很重視感恩
[00:02:53.500 --> 00:02:55.500]  不過去到十一月
[00:02:55.500 --> 00:03:00.500]  要完結他們的感恩節之後
[00:03:00.500 --> 00:03:04.500]  他們很緊張他們的願望清單
[00:03:04.500 --> 00:03:08.500]  我在聖誕節的時候收到什麼禮物呢
[00:03:08.500 --> 00:03:11.500]  列了很多很多的清單
[00:03:11.500 --> 00:03:14.500]  只是停留在那個物質的感謝
[00:03:14.500 --> 00:03:18.500]  而很少能夠再回頭想想
[00:03:18.500 --> 00:03:20.500]  生命的感恩
[00:03:20.500 --> 00:03:22.500]  生命的意義
[00:03:22.500 --> 00:03:26.500]  對於上主賜給我們每一天的生命
[00:03:26.500 --> 00:03:28.500]  我們能不能夠
[00:03:28.500 --> 00:03:30.500]  就算好的日子
[00:03:30.500 --> 00:03:32.500]  不好的日子
[00:03:32.500 --> 00:03:35.500]  我們都能夠充滿一份感恩呢
[00:03:35.500 --> 00:03:38.500]  很想今天藉這段聖經
[00:03:38.500 --> 00:03:40.500]  來到大家一起彼此的勉勵
[00:03:40.500 --> 00:03:43.500]  這段聖經有很特別的地方
[00:03:43.500 --> 00:03:45.500]  去到最後
[00:03:45.500 --> 00:03:49.500]  整個馬可福音其實就是很想告訴我們
[00:03:49.500 --> 00:03:51.500]  耶穌想告訴他的門徒
[00:03:51.500 --> 00:03:53.500]  跟隨的門徒知道
[00:03:53.500 --> 00:03:54.500]  他是哪一位
[00:03:54.500 --> 00:03:56.500]  他就是那一位的尼塞亞
[00:03:56.500 --> 00:03:58.500]  但是來到第十六章
[00:03:58.500 --> 00:04:02.500]  作者仍然告訴我們一個
[00:04:02.500 --> 00:04:06.500]  當然是當下的結果
[00:04:06.500 --> 00:04:09.500]  就是耶穌死而復活了
[00:04:09.500 --> 00:04:12.500]  門徒一概的不信
[00:04:12.500 --> 00:04:15.500]  這個不信出現了好幾次
[00:04:15.500 --> 00:04:19.500]  就令到我們覺得很困惑
[00:04:19.500 --> 00:04:22.500]  為什麼不是寫得好看一點呢
[00:04:22.500 --> 00:04:24.500]  其中在這段聖經
[00:04:24.500 --> 00:04:26.500]  剛才主席讀了給我們知道的
[00:04:26.500 --> 00:04:30.500]  在比較傳統的重要的抄本裡面
[00:04:30.500 --> 00:04:32.500]  有些經文是沒有的
[00:04:32.500 --> 00:04:35.500]  但是在《使徒行傳》裡面
[00:04:35.500 --> 00:04:39.500]  的而且確裡面所提到的每一個神蹟
[00:04:39.500 --> 00:04:43.500]  神或者耶穌伴隨著使徒
[00:04:43.500 --> 00:04:45.500]  他們去傳道的時候
[00:04:45.500 --> 00:04:47.500]  所來到去施行的神蹟
[00:04:47.500 --> 00:04:50.500]  在《使徒行傳》你可以找得到
[00:04:50.500 --> 00:04:54.500]  但是這一卷書的最後這一段
[00:04:54.500 --> 00:04:57.500]  比較傳統的重要的抄本是沒有的
[00:04:57.500 --> 00:05:00.500]  由九節到第二十節
[00:05:00.500 --> 00:05:02.500]  正正我們今天說的這段聖經
[00:05:02.500 --> 00:05:05.500]  在傳統的抄本是沒有的
[00:05:05.500 --> 00:05:07.500]  當然有其他的抄本
[00:05:07.500 --> 00:05:09.500]  不是那麼權威的就有的
[00:05:09.500 --> 00:05:13.500]  所以和合本選取認為是有
[00:05:13.500 --> 00:05:16.500]  所以就放在這裡裡面
[00:05:16.500 --> 00:05:21.500]  所以成為我們今天中文的群體
[00:05:21.500 --> 00:05:24.500]  就是中國人的群體的華語
[00:05:24.500 --> 00:05:27.500]  我們是有這段聖經
[00:05:27.500 --> 00:05:31.500]  作為我們的權威來了解的
[00:05:31.500 --> 00:05:35.500]  相信最重要的就是第二十節
[00:05:35.500 --> 00:05:40.500]  門徒最終他們能夠明白了
[00:05:40.500 --> 00:05:45.500]  主耶穌的死而復活和升天
[00:05:45.500 --> 00:05:49.500]  然後他們就到處宣傳福音
[00:05:49.500 --> 00:05:55.500]  留意這裡是主耶穌和他們同宮
[00:05:55.500 --> 00:05:58.500]  然後用神蹟追隨著他們
[00:05:58.500 --> 00:06:02.500]  證實所傳的道
[00:06:02.500 --> 00:06:07.500]  不是要誇讚他們行神蹟的能力
[00:06:07.500 --> 00:06:09.500]  有哪些是驅魔人
[00:06:09.500 --> 00:06:12.500]  有哪些能夠化腐朽為神奇
[00:06:12.500 --> 00:06:15.500]  不是那些 那些是次要
[00:06:15.500 --> 00:06:18.500]  那些是伴隨著道本身
[00:06:18.500 --> 00:06:21.500]  是證實所傳的道
[00:06:21.500 --> 00:06:24.500]  是那個道改變人生命
[00:06:24.500 --> 00:06:27.500]  這個是我們要留意
[00:06:27.500 --> 00:06:33.500]  要一起著重教會是要有道
[00:06:33.500 --> 00:06:36.500]  所以這段聖經
[00:06:36.500 --> 00:06:38.500]  我們要回頭看看
[00:06:38.500 --> 00:06:41.500]  有好幾個驚訝
[00:06:41.500 --> 00:06:45.500]  作者特別想highlight給我們知道
[00:06:45.500 --> 00:06:49.500]  父女的驚訝 門徒的驚訝
[00:06:49.500 --> 00:06:54.500]  再加上最後主耶穌對他們的責備
[00:06:54.500 --> 00:06:58.500]  使他們終於有一個很大的
[00:06:58.500 --> 00:07:02.500]  慢慢的整個心靈改變
[00:07:02.500 --> 00:07:04.500]  但是大家有沒有留意
[00:07:04.500 --> 00:07:06.500]  其中有一個人
[00:07:06.500 --> 00:07:10.500]  應該是最大的驚訝
[00:07:10.500 --> 00:07:12.500]  就是在主耶穌復活之後
[00:07:12.500 --> 00:07:15.500]  因為這個人被點名
[00:07:15.500 --> 00:07:20.500]  天使點名說一定要見他
[00:07:20.500 --> 00:07:24.500]  要他在加利利出現
[00:07:24.500 --> 00:07:26.500]  你會猜到是誰
[00:07:26.500 --> 00:07:29.500]  就是這位彼得
[00:07:29.500 --> 00:07:31.500]  很重要告訴我們
[00:07:31.500 --> 00:07:34.500]  我們要留心這件事情
[00:07:34.500 --> 00:07:37.500]  所以我們來求神幫助我們
[00:07:37.500 --> 00:07:41.500]  在我們的人生復活
[00:07:41.500 --> 00:07:44.500]  我們有沒有錯過呢
[00:07:44.500 --> 00:07:46.500]  你錯過復活節
[00:07:46.500 --> 00:07:48.500]  不要緊 那個是節期
[00:07:48.500 --> 00:07:50.500]  但是如果我們的生命錯過了
[00:07:50.500 --> 00:07:52.500]  這位復活的主
[00:07:52.500 --> 00:07:55.500]  向我們的心靈顯現
[00:07:55.500 --> 00:07:59.500]  那這個就是一個很大的錯失
[00:07:59.500 --> 00:08:05.500]  是一個很大的人生的損失
[00:08:05.500 --> 00:08:07.500]  剛剛昨天看到一個新聞
[00:08:07.500 --> 00:08:09.500]  都很有趣
