
[00:00:00.000 --> 00:00:02.480]  我們停了一個星期
[00:00:02.480 --> 00:00:05.760]  我們恢復撒加利亞書的研讀
[00:00:05.760 --> 00:00:08.060]  和大家一起祈禱
[00:00:08.060 --> 00:00:11.940]  多謝天父再一次讓我們能夠在晚上
[00:00:11.940 --> 00:00:15.300]  一同學習聖經的真理
[00:00:15.300 --> 00:00:18.740]  多謝您給我們有機會仔細去看
[00:00:18.740 --> 00:00:22.780]  撒加利亞書這本歸回的歷史書
[00:00:22.780 --> 00:00:24.940]  和先知書的系列
[00:00:24.940 --> 00:00:26.780]  幫助我們能夠明白
[00:00:26.780 --> 00:00:30.260]  尤其是對於將來的預言
[00:00:30.260 --> 00:00:32.980]  聖經真是安定在天
[00:00:32.980 --> 00:00:35.340]  因為是神的默示
[00:00:35.340 --> 00:00:39.980]  使我們能夠了解以色列神的選民
[00:00:39.980 --> 00:00:43.780]  將來在神的手中的光景
[00:00:43.780 --> 00:00:46.540]  那個的福樂、那個的復興
[00:00:46.540 --> 00:00:49.380]  因為我們知道不是靠人的
[00:00:49.380 --> 00:00:52.820]  真的不是人可以速食這件事
[00:00:52.820 --> 00:00:54.700]  願神幫助我們
[00:00:54.700 --> 00:00:57.500]  尤其是對於尼塞亞的預言
[00:00:57.500 --> 00:01:00.700]  那個準確性是令我們吃驚的
[00:01:00.700 --> 00:01:03.460]  幫助我們能夠從其中明白
[00:01:03.460 --> 00:01:05.900]  我們仰望等候在您的面前
[00:01:05.900 --> 00:01:08.780]  禱告奉耶穌基督的名
[00:01:08.780 --> 00:01:10.300]  阿們
[00:01:10.300 --> 00:01:13.900]  我們回到第七、第八章
[00:01:13.900 --> 00:01:17.300]  有少許上一個星期
[00:01:17.300 --> 00:01:19.500]  不夠時間講得詳盡的
[00:01:19.500 --> 00:01:23.580]  我們接著就會進入第九章到十四章
[00:01:23.580 --> 00:01:28.020]  真是一個很遙遠的預言
[00:01:28.020 --> 00:01:31.980]  差不多你讀撒加利亞書
[00:01:31.980 --> 00:01:35.940]  你有那個概念一直讀
[00:01:35.940 --> 00:01:37.980]  就算你不是太
[00:01:37.980 --> 00:01:40.820]  在新約裏面去了解
[00:01:40.820 --> 00:01:42.780]  其實已經浮現了
[00:01:42.780 --> 00:01:45.780]  尼塞亞的那個
[00:01:45.780 --> 00:01:50.660]  模糊的片段、樣貌
[00:01:50.660 --> 00:01:52.820]  你就可以甚至乎
[00:01:52.820 --> 00:01:54.020]  如果我們是新約
[00:01:54.020 --> 00:01:55.860]  回頭讀舊約
[00:01:55.860 --> 00:01:59.060]  其實有主耶穌祂的出現
[00:01:59.060 --> 00:02:01.100]  成就舊恩
[00:02:01.100 --> 00:02:03.220]  我們就可以對號入座
[00:02:03.220 --> 00:02:07.220]  用新約的那個世界的眼光
[00:02:07.220 --> 00:02:10.420]  來去看舊約的預言
[00:02:10.420 --> 00:02:14.140]  正是尼塞亞就是耶穌基督
[00:02:14.140 --> 00:02:16.100]  很奇妙的
[00:02:16.100 --> 00:02:18.580]  裏面的那些預言
[00:02:18.580 --> 00:02:19.980]  你想都沒有想到
[00:02:19.980 --> 00:02:23.900]  福音書是直接這樣引用撒加利亞書的
[00:02:23.900 --> 00:02:25.300]  所以我們
[00:02:25.300 --> 00:02:27.380]  其實我們很熟悉那些經文
[00:02:27.380 --> 00:02:29.900]  但是當我們看回那個原典的
[00:02:29.900 --> 00:02:31.660]  撒加利亞書的時候
[00:02:31.660 --> 00:02:33.820]  其實我們就要問一個問題
[00:02:33.820 --> 00:02:35.780]  當然我們要完整
[00:02:35.780 --> 00:02:39.900]  整個九至十四章這些預言
[00:02:39.900 --> 00:02:41.660]  我們就要問這個問題
[00:02:41.660 --> 00:02:45.180]  耶穌基督在祂地上的成長
[00:02:45.180 --> 00:02:47.260]  祂看到撒加利亞書
[00:02:47.260 --> 00:02:48.900]  祂有什麼感受呢
[00:02:48.900 --> 00:02:52.580]  我們帶著這個心情再看舊約的時候
[00:02:52.580 --> 00:02:55.580]  可能會有很不同的一番滋味
[00:02:55.580 --> 00:02:58.100]  仍然都很慨嘆就是
[00:02:58.100 --> 00:03:00.180]  今天不只是香港
[00:03:00.180 --> 00:03:02.300]  很多的基督徒
[00:03:02.300 --> 00:03:05.420]  舊約根本連揭都不揭
[00:03:05.420 --> 00:03:06.980]  怎樣揭都不懂揭
[00:03:06.980 --> 00:03:08.140]  不要說不揭
[00:03:08.140 --> 00:03:10.860]  這個是一個很大的悲哀
[00:03:10.860 --> 00:03:13.220]  基督徒是不讀經
[00:03:13.220 --> 00:03:15.740]  來到去
[00:03:15.740 --> 00:03:17.860]  自己有機會去研讀
[00:03:17.860 --> 00:03:21.100]  我們回來看回第七章
[00:03:21.100 --> 00:03:26.380]  就是有一個訪問團去尋求釋法
[00:03:26.380 --> 00:03:29.300]  我們在秘魯的時候
[00:03:29.300 --> 00:03:33.980]  一直都在五月、六月來到齋戒禁食
[00:03:33.980 --> 00:03:36.460]  現在有好日子過了
[00:03:36.460 --> 00:03:40.300]  耶路撒冷重建聖殿了
[00:03:40.300 --> 00:03:43.540]  現在也有一班人秘魯歸回的
[00:03:43.540 --> 00:03:45.700]  五萬多人回來了
[00:03:45.700 --> 00:03:48.420]  現在應該怎樣呢
[00:03:48.420 --> 00:03:52.060]  問這個問題的當然是伯特利人
[00:03:52.060 --> 00:03:54.660]  第七章的第二節
[00:03:54.660 --> 00:04:00.460]  那時伯特利人已經打發沙利息和利堅米勒
[00:04:00.460 --> 00:04:02.620]  並跟從他們的人
[00:04:02.620 --> 00:04:05.180]  去懇求耶和華的恩
[00:04:05.180 --> 00:04:08.180]  就是在這樣的情況下
[00:04:08.180 --> 00:04:10.540]  就有一個小小的訪問團
[00:04:10.540 --> 00:04:13.300]  似乎不是秘密地去訪問
[00:04:13.300 --> 00:04:15.460]  而是很想去尋求釋法
[00:04:15.460 --> 00:04:17.740]  到底我們應該怎樣呢
[00:04:17.740 --> 00:04:20.220]  答案就在八章的十六節
[00:04:20.220 --> 00:04:21.540]  我們看過了
[00:04:21.540 --> 00:04:24.060]  但是因為十六、十七節
[00:04:24.060 --> 00:04:25.940]  有些比較重要的經文
[00:04:25.940 --> 00:04:28.980]  跟大家再簡單地回顧一下
[00:04:28.980 --> 00:04:32.580]  然後我們就會進入第九章
[00:04:32.580 --> 00:04:35.820]  我們可以由第十四節開始看
[00:04:35.820 --> 00:04:37.300]  就是那個問題
[00:04:37.300 --> 00:04:40.380]  我們應不應該繼續齋戒禁食
[00:04:40.380 --> 00:04:43.020]  我們應該怎樣做才得到神的恩
[00:04:43.020 --> 00:04:46.580]  因為他們是要懇求耶和華的恩典
[00:04:46.580 --> 00:04:51.820]  現在很特別在這段聖經提了兩次
[00:04:51.820 --> 00:04:53.780]  將來這個民族
[00:04:53.780 --> 00:04:58.300]  是會有很多人拉著猶太人的衫尾
[00:04:58.300 --> 00:05:03.180]  我們要透過你們去得到神的恩典
[00:05:03.180 --> 00:05:07.500]  如果我們現在在這個以巴的戰爭底下
[00:05:07.500 --> 00:05:10.020]  你是猶太人你可能會很害怕
[00:05:10.020 --> 00:05:11.620]  拉著你的衫尾
[00:05:11.620 --> 00:05:14.180]  會不會是自殺式的炸彈
[00:05:14.180 --> 00:05:16.460]  會不會是一些恐怖襲擊
[00:05:16.460 --> 00:05:22.020]  但是撒加利亞書是充滿了平安的寓言
[00:05:22.020 --> 00:05:27.420]  對這個民族的將來美好的願景
[00:05:27.420 --> 00:05:30.420]  是很淋漓盡致地說的
[00:05:30.420 --> 00:05:34.500]  其實現在是大理烏王第二年的九月
[00:05:34.500 --> 00:05:37.380]  撒加利亞先知得到寓言
[00:05:37.380 --> 00:05:40.700]  在這個時候其實是當年的六月
[00:05:40.700 --> 00:05:44.420]  兩位先知有神的密使
[00:05:44.420 --> 00:05:48.580]  就來勉勵當時的領袖省長
[00:05:48.580 --> 00:05:50.020]  就是所羅巴伯
[00:05:50.020 --> 00:05:51.900]  大祭司就是約書亞
[00:05:51.900 --> 00:05:55.380]  來勉勵他們興功重建
[00:05:55.380 --> 00:05:57.740]  破壞了美的聖殿
[00:05:57.740 --> 00:05:59.540]  他們正式現在開工了
[00:05:59.540 --> 00:06:01.380]  在這個時候九月
[00:06:01.380 --> 00:06:03.460]  撒加利亞就憤外得道
[00:06:03.460 --> 00:06:06.540]  首先就是一到第六章
[00:06:06.540 --> 00:06:10.420]  有八組的一些異象
[00:06:10.420 --> 00:06:11.540]  我們都說完了
[00:06:11.540 --> 00:06:12.660]  到第七章
[00:06:12.660 --> 00:06:16.980]  回到這裡就有些人事的問題
[00:06:16.980 --> 00:06:20.500]  就是有些可能秘魯歸回上來的人
[00:06:20.500 --> 00:06:22.780]  他們就很想問
[00:06:22.780 --> 00:06:24.940]  到底我們在當年
[00:06:24.940 --> 00:06:26.980]  這麼多年在秘魯的時候
[00:06:26.980 --> 00:06:29.340]  在巴比倫
[00:06:29.340 --> 00:06:30.700]  在波斯
[00:06:30.700 --> 00:06:35.380]  我們一直做的禁食的守節的事情
[00:06:35.380 --> 00:06:36.980]  現在應該怎麼做呢
[00:06:36.980 --> 00:06:40.380]  怎麼做才會更加合成心意呢
[00:06:40.380 --> 00:06:42.140]  這裡有解答了
[00:06:42.140 --> 00:06:44.940]  我想跟大家再將這一段聖經
[00:06:44.940 --> 00:06:47.060]  認真地再讀一次
[00:06:47.060 --> 00:06:51.020]  八章的十四節
[00:06:51.020 --> 00:06:53.580]  萬君之耶和華如此說
[00:06:53.580 --> 00:06:56.540]  你們列祖惹我發怒的時候
[00:06:56.540 --> 00:06:59.500]  我怎樣定義降和並不後悔
[00:06:59.500 --> 00:07:01.860]  現在我照樣定義
[00:07:01.860 --> 00:07:04.940]  施恩與耶路撒冷和由大家
[00:07:04.940 --> 00:07:06.620]  你們不要懼怕
[00:07:06.620 --> 00:07:09.220]  你們所當行的是怎樣呢
[00:07:09.220 --> 00:07:11.700]  正正就是第三節他們所問的
[00:07:11.700 --> 00:07:13.380]  我們要去尋求
[00:07:13.380 --> 00:07:15.300]  去懇求耶和華的恩
[00:07:15.300 --> 00:07:16.820]  我們應該怎麼做
[00:07:16.820 --> 00:07:18.420]  現在神就說了
[00:07:18.420 --> 00:07:20.540]  你們所當行的就是這樣
[00:07:20.540 --> 00:07:24.060]  所以十六、十七節是金句
[00:07:24.060 --> 00:07:26.980]  各人與鄰舍說話誠實
[00:07:26.980 --> 00:07:29.940]  在城門口按治理判斷
[00:07:29.940 --> 00:07:31.420]  使人和睦
[00:07:31.420 --> 00:07:33.820]  城門口就是說當時他們是
[00:07:33.820 --> 00:07:35.140]  德高望重
[00:07:35.140 --> 00:07:39.580]  尋求民間訴訟的一個地方
[00:07:39.580 --> 00:07:43.580]  那裡一定是城門口有一些受人尊敬的長老
[00:07:43.580 --> 00:07:44.580]  來到去
[00:07:44.580 --> 00:07:46.380]  大家都信服的
[00:07:46.380 --> 00:07:47.900]  大家都信任的
[00:07:47.900 --> 00:07:50.100]  這樣來到去幫忙
[00:07:50.100 --> 00:07:51.420]  做一個仲裁
[00:07:51.420 --> 00:07:54.300]  重點都不是誰對誰錯
[00:07:54.300 --> 00:07:55.740]  公說公有理
[00:07:55.740 --> 00:07:58.580]  而是在那件事情上
[00:07:58.580 --> 00:08:00.860]  尋求最好的和解
[00:08:00.860 --> 00:08:03.900]  最好的大家的和睦共處
[00:08:03.900 --> 00:08:05.900]  所以需要有一個這樣的
[00:08:05.900 --> 00:08:07.300]  一些德高望重
[00:08:07.300 --> 00:08:10.380]  大家都信任的長老
[00:08:10.380 --> 00:08:11.500]  長者
[00:08:11.500 --> 00:08:13.980]  來到去民間的領袖
[00:08:13.980 --> 00:08:15.700]  來到去在城門口
[00:08:15.700 --> 00:08:18.580]  所以如果你讀路德記
[00:08:18.580 --> 00:08:19.580]  有沒有留意
[00:08:19.580 --> 00:08:22.180]  波亞斯就去到城門口
[00:08:22.180 --> 00:08:24.580]  去尋求那些長老
[00:08:24.580 --> 00:08:25.980]  當時的父老
[00:08:25.980 --> 00:08:27.900]  來到去怎樣解說
[00:08:27.900 --> 00:08:33.980]  到底路德是不是可以嫁給我
[00:08:33.980 --> 00:08:36.860]  波亞斯和那個人
[00:08:36.860 --> 00:08:39.500]  那個人是最近的親屬
[00:08:39.500 --> 00:08:41.620]  後來就說我不要
[00:08:41.620 --> 00:08:43.060]  我放棄這個權利
[00:08:43.060 --> 00:08:45.540]  波亞斯就可以娶路德
[00:08:45.540 --> 00:08:47.260]  是要有審裁的
[00:08:47.260 --> 00:08:50.180]  是要有長老判斷的
[00:08:50.180 --> 00:08:51.580]  有一個儀式
[00:08:51.580 --> 00:08:53.580]  一個拋鞋的儀式
[00:08:53.580 --> 00:08:55.580]  所以這個就是城門口
[00:08:55.580 --> 00:09:01.540]  重點就是按自公自理判斷
[00:09:01.540 --> 00:09:04.660]  重點是洗人和睦
[00:09:04.660 --> 00:09:07.980]  所以教會很需要有目者
[00:09:07.980 --> 00:09:10.860]  來到去幫助弟兄姊妹
[00:09:10.860 --> 00:09:14.420]  來到去排除一些的誤會
[00:09:14.420 --> 00:09:16.020]  一些的糾紛
[00:09:16.020 --> 00:09:17.660]  一些的衝突
[00:09:17.660 --> 00:09:19.540]  一些的嚴規
[00:09:19.540 --> 00:09:22.380]  目者是要扮演這個角色
[00:09:22.380 --> 00:09:27.580]  如果一個教會能夠對目者有信任和尊重
[00:09:27.580 --> 00:09:31.220]  很多問題就可以解脫
[00:09:31.220 --> 00:09:33.060]  化繁為簡
[00:09:33.060 --> 00:09:35.940]  不會將小事變大事
[00:09:35.940 --> 00:09:39.620]  不會暗中又拉攏不同的勢力
[00:09:39.620 --> 00:09:41.220]  這樣就沒有了
[00:09:41.220 --> 00:09:42.340]  教會就是
[00:09:42.340 --> 00:09:45.340]  可能一件事整個教會就反轉了
[00:09:45.340 --> 00:09:46.540]  是很可惜
[00:09:46.540 --> 00:09:50.180]  是很浪費大家的心力
[00:09:50.180 --> 00:09:52.460]  教會是應該集中一起
[00:09:52.460 --> 00:09:55.140]  和睦地去傳揚福音
[00:09:55.140 --> 00:09:56.540]  集中力量
[00:09:56.540 --> 00:09:57.580]  對外
[00:09:57.580 --> 00:09:59.540]  對人的心靈
[00:09:59.540 --> 00:10:02.380]  將它帶進去救恩裡面
[00:10:02.380 --> 00:10:05.900]  所以這裡是再一次提醒我們
[00:10:05.900 --> 00:10:08.060]  舊約新約都是這樣
[00:10:08.060 --> 00:10:09.260]  告訴我們
