
[00:00:00.000 --> 00:00:02.000]  請聽我讀出一頁經文
[00:00:02.000 --> 00:00:09.000]  經文是記載在新約聖經哥羅西書第一章一至八節
[00:00:09.000 --> 00:00:13.000]  新約聖經哥羅西書第一章一至八節
[00:00:13.000 --> 00:00:17.000]  在聖經新約第三百零七頁
[00:00:17.000 --> 00:00:20.000]  新約第三百零七頁
[00:00:20.000 --> 00:00:25.000]  奉神旨意
[00:00:25.000 --> 00:00:27.000]  作基督耶穌仕途的保羅
[00:00:27.000 --> 00:00:29.000]  皇門弟兄提摩泰
[00:00:29.000 --> 00:00:32.000]  寫信給哥羅西的聖徒
[00:00:32.000 --> 00:00:34.000]  在基督裡忠心的弟兄
[00:00:34.000 --> 00:00:39.000]  願因為平安從我們的父神歸給你們
[00:00:39.000 --> 00:00:42.000]  因為我為你們禱告的時候
[00:00:42.000 --> 00:00:45.000]  常常感謝我們主耶穌基督的父神
[00:00:45.000 --> 00:00:49.000]  因為聽見你們對基督耶穌的信心
[00:00:49.000 --> 00:00:52.000]  並對眾聖徒有的愛心
[00:00:52.000 --> 00:00:56.000]  這都是因著那給你們存在天上的盼望
[00:00:56.000 --> 00:01:00.000]  它就是你們從前所聽見的真理的道
[00:01:00.000 --> 00:01:02.000]  就是福音
[00:01:02.000 --> 00:01:05.000]  這福音傳到你們那裡
[00:01:05.000 --> 00:01:07.000]  也傳到普天下
[00:01:07.000 --> 00:01:10.000]  並且繼續增長
[00:01:10.000 --> 00:01:12.000]  不斷結果
[00:01:12.000 --> 00:01:14.000]  正如自從你們聽見福音
[00:01:14.000 --> 00:01:17.000]  真正知道神恩惠的日子起
[00:01:17.000 --> 00:01:20.000]  在你們中間也是這樣
[00:01:20.000 --> 00:01:24.000]  這福音是你們從我們所親愛
[00:01:24.000 --> 00:01:26.000]  一同作福人的
[00:01:26.000 --> 00:01:29.000]  以巴忽學道的
[00:01:29.000 --> 00:01:33.000]  它為我們在了基督忠心服役
[00:01:33.000 --> 00:01:36.000]  也把聖靈賜給你們的愛
[00:01:36.000 --> 00:01:38.000]  告訴我們
[00:01:39.000 --> 00:01:45.000]  現在我們今天講到的
[00:01:45.000 --> 00:01:50.000]  今天我們講到的是
[00:01:50.000 --> 00:01:52.000]  我們本台的張牧師 曾鈺棍牧師
[00:01:52.000 --> 00:01:56.000]  而今天講到的主題是
[00:01:56.000 --> 00:01:59.000]  請親上主恩的滋味
[00:01:59.000 --> 00:02:02.000]  現在公正的時間交給張牧師
[00:02:02.000 --> 00:02:12.000]  張牧師:各位弟兄姊妹早晨
[00:02:12.000 --> 00:02:14.000]  我們一起祈禱
[00:02:14.000 --> 00:02:17.000]  我們親愛的主耶穌
[00:02:17.000 --> 00:02:20.000]  你是全地的主宰
[00:02:20.000 --> 00:02:23.000]  更加是人類的主宰
[00:02:23.000 --> 00:02:29.000]  而且是昔在 今在 以後永在的全能者
[00:02:29.000 --> 00:02:31.000]  我們能夠相信你
[00:02:31.000 --> 00:02:33.000]  認識你
[00:02:33.000 --> 00:02:35.000]  是我們人生最重要
[00:02:35.000 --> 00:02:39.000]  最寶貴的一個歸向和發現
[00:02:39.000 --> 00:02:41.000]  我們感謝神
[00:02:41.000 --> 00:02:44.000]  我們很盼望藉著哥羅西書
[00:02:44.000 --> 00:02:48.000]  當我們很認真去研讀這本書
[00:02:48.000 --> 00:02:52.000]  基督就是神一切的豐盛
[00:02:52.000 --> 00:02:54.000]  我們很盼望我們得到的
[00:02:54.000 --> 00:02:59.000]  不僅僅是物質上短暫的豐盛
[00:02:59.000 --> 00:03:02.000]  而是永恆的
[00:03:02.000 --> 00:03:04.000]  屬靈界的
[00:03:04.000 --> 00:03:07.000]  是讓我們整個的生命可以豐富
[00:03:07.000 --> 00:03:09.000]  可以成熟
[00:03:09.000 --> 00:03:12.000]  可以來到去成長的豐盛
[00:03:12.000 --> 00:03:14.000]  願主藉著我們去研讀
[00:03:14.000 --> 00:03:16.000]  藉著我們去默想
[00:03:16.000 --> 00:03:18.000]  藉著我們去遵行
[00:03:18.000 --> 00:03:21.000]  我們可以經歷這一份的豐盛
[00:03:21.000 --> 00:03:24.000]  我們一起在你面前等候禱告
[00:03:24.000 --> 00:03:26.000]  奉耶穌基督的名
[00:03:26.000 --> 00:03:28.000]  阿們
[00:03:28.000 --> 00:03:30.000]  在今年的開始
[00:03:30.000 --> 00:03:32.000]  我會用哥羅西書
[00:03:32.000 --> 00:03:34.000]  只是四章的經文
[00:03:34.000 --> 00:03:37.000]  和大家開始在今的年度
[00:03:37.000 --> 00:03:39.000]  我們去透過這一本書
[00:03:39.000 --> 00:03:44.000]  特別是對當時哥羅西教會面對異端
[00:03:44.000 --> 00:03:47.000]  來到去保羅怎樣將基督
[00:03:47.000 --> 00:03:52.000]  他的本身的身份地位
[00:03:52.000 --> 00:03:53.000]  他的本質
[00:03:53.000 --> 00:03:56.000]  來到去給哥羅西教會認識
[00:03:56.000 --> 00:04:00.000]  以致他們能夠來到去抗衡異端
[00:04:00.000 --> 00:04:03.000]  留意第二章的第五節
[00:04:03.000 --> 00:04:07.000]  對不起可能長一點
[00:04:07.000 --> 00:04:09.000]  二章一節開始
[00:04:09.000 --> 00:04:10.000]  我要你們知道
[00:04:10.000 --> 00:04:13.000]  我為你們和老弟家人
[00:04:13.000 --> 00:04:15.000]  和所有沒有遇我見過面的人
[00:04:15.000 --> 00:04:17.000]  是何等的勤奮
[00:04:17.000 --> 00:04:20.000]  為要使到他們的心得到安慰
[00:04:20.000 --> 00:04:23.000]  因為愛心的緣故互相聯絡
[00:04:23.000 --> 00:04:26.000]  以致能夠在確實的了解裏面
[00:04:26.000 --> 00:04:29.000]  產生到豐盛
[00:04:29.000 --> 00:04:32.000]  好深知道神的傲備
[00:04:32.000 --> 00:04:34.000]  甚麼是神的傲備呢
[00:04:34.000 --> 00:04:36.000]  就是基督
[00:04:36.000 --> 00:04:38.000]  留意第三節之後
[00:04:38.000 --> 00:04:42.000]  在他裏面藏著一切的智慧和知識
[00:04:42.000 --> 00:04:44.000]  我講這些說話
[00:04:44.000 --> 00:04:48.000]  免得有人用花言巧語
[00:04:48.000 --> 00:04:50.000]  迷惑你們
[00:04:50.000 --> 00:04:52.000]  雖然我身體不在你們那裏
[00:04:52.000 --> 00:04:56.000]  心卻在與你們同在
[00:04:56.000 --> 00:04:59.000]  很高興能夠見到你們循規蹈矩
[00:04:59.000 --> 00:05:03.000]  對基督的信心堅固
[00:05:03.000 --> 00:05:08.000]  就是這本書一個重要的主題
[00:05:08.000 --> 00:05:11.000]  要將基督的豐盛
[00:05:11.000 --> 00:05:13.000]  神的傲備
[00:05:13.000 --> 00:05:17.000]  來給哥羅西教會的弟兄姊妹知道
[00:05:17.000 --> 00:05:20.000]  他們能夠抗衡一些異端
[00:05:20.000 --> 00:05:23.000]  這可能是第三第四章
[00:05:23.000 --> 00:05:26.000]  到第二章的時候
[00:05:26.000 --> 00:05:27.000]  我們就會講解
[00:05:27.000 --> 00:05:30.000]  今天先開始
[00:05:30.000 --> 00:05:32.000]  先講一些背景
[00:05:32.000 --> 00:05:36.000]  這本書稱為監獄書信
[00:05:36.000 --> 00:05:39.000]  是保羅第一次到羅馬坐牢
[00:05:39.000 --> 00:05:41.000]  寫的四封書信
[00:05:41.000 --> 00:05:42.000]  其中的一封
[00:05:42.000 --> 00:05:44.000]  有二不所書
[00:05:44.000 --> 00:05:45.000]  肥勒比書
[00:05:45.000 --> 00:05:48.000]  還有一本叫做肥理門書
[00:05:48.000 --> 00:05:51.000]  哥羅西書是第四卷
[00:05:51.000 --> 00:05:53.000]  四卷書裏面
[00:05:53.000 --> 00:05:55.000]  哥羅西書是最特別的
[00:05:55.000 --> 00:05:59.000]  因為保羅沒有去過哥羅西
[00:05:59.000 --> 00:06:02.000]  也不認識裏面的聖徒
[00:06:02.000 --> 00:06:06.000]  但是他有一個年輕的童工
[00:06:06.000 --> 00:06:08.000]  叫做爾巴弗
[00:06:08.000 --> 00:06:12.000]  這個爾巴弗似乎就是在哥羅西
[00:06:12.000 --> 00:06:16.000]  帶領這個教會來開始
[00:06:16.000 --> 00:06:20.000]  和一直在這個教會裏面服事
[00:06:20.000 --> 00:06:25.000]  所以當保羅見到爾巴弗
[00:06:25.000 --> 00:06:27.000]  似乎因為他第四章
[00:06:27.000 --> 00:06:29.000]  提到爾巴弗的時候
[00:06:29.000 --> 00:06:31.000]  都提到爾巴弗和保羅一起
[00:06:31.000 --> 00:06:34.000]  為基督耶穌的緣故坐牢
[00:06:34.000 --> 00:06:38.000]  所以似乎就是爾巴弗去到羅馬
[00:06:38.000 --> 00:06:39.000]  見到保羅
[00:06:39.000 --> 00:06:41.000]  告訴保羅
[00:06:41.000 --> 00:06:43.000]  現在哥羅西教會的情況
[00:06:43.000 --> 00:06:44.000]  屬靈的光景
[00:06:44.000 --> 00:06:47.000]  和他們現在面對一些異端
[00:06:47.000 --> 00:06:50.000]  開始對他們的一個影響
[00:06:50.000 --> 00:06:52.000]  保羅知道之後
[00:06:52.000 --> 00:06:55.000]  他怎樣去幫助哥羅西教會
[00:06:55.000 --> 00:06:58.000]  去梳理他們對真理的堅持
[00:06:58.000 --> 00:07:00.000]  這個後面第二章就會有探討
[00:07:00.000 --> 00:07:02.000]  第三章又很特別的
[00:07:02.000 --> 00:07:05.000]  有兩個的生活態度
[00:07:05.000 --> 00:07:07.000]  首先就是第一到第五節
[00:07:07.000 --> 00:07:10.000]  一些不合聖經的生活
[00:07:10.000 --> 00:07:13.000]  之後一個合聖經的生活
[00:07:13.000 --> 00:07:15.000]  很美麗的配對
[00:07:15.000 --> 00:07:18.000]  這個我們遲些可能去到第五第六堂
[00:07:18.000 --> 00:07:19.000]  如果有機會
[00:07:19.000 --> 00:07:21.000]  我們不知道要講多長
[00:07:21.000 --> 00:07:23.000]  特別希望都不想拖得太長
[00:07:23.000 --> 00:07:25.000]  希望能夠講完這裡之後
[00:07:25.000 --> 00:07:28.000]  就開始來講另外的書卷
[00:07:28.000 --> 00:07:31.000]  今天會探討
[00:07:31.000 --> 00:07:35.000]  保羅聽到這個教會的情況
[00:07:35.000 --> 00:07:38.000]  為他們感謝神
[00:07:38.000 --> 00:07:40.000]  感謝什麼呢?
[00:07:40.000 --> 00:07:44.000]  為哥羅西教會有什麼感謝呢?
[00:07:44.000 --> 00:07:46.000]  可以給我們思想
[00:07:46.000 --> 00:07:48.000]  我們聽到有些人好
[00:07:48.000 --> 00:07:50.000]  我們會感謝什麼呢?
[00:07:50.000 --> 00:07:54.000]  保羅怎樣來為哥羅西教會感謝呢?
[00:07:54.000 --> 00:07:56.000]  接著第九節到第十四節
[00:07:56.000 --> 00:07:58.000]  下一堂我們會講
[00:07:58.000 --> 00:08:01.000]  有五個的祈禱
[00:08:01.000 --> 00:08:02.000]  很工整的
[00:08:02.000 --> 00:08:08.000]  希臘文有五個的動詞
[00:08:08.000 --> 00:08:09.000]  為他們祈禱
[00:08:09.000 --> 00:08:11.000]  五大方面
[00:08:11.000 --> 00:08:14.000]  下一堂我們會講第九到第十四節
[00:08:14.000 --> 00:08:16.000]  大家回去可以背誦讀讀
[00:08:16.000 --> 00:08:20.000]  看看你是不是真的這樣來學習
[00:08:20.000 --> 00:08:23.000]  今天講的是一個感謝神
[00:08:23.000 --> 00:08:24.000]  哥羅西教會
[00:08:24.000 --> 00:08:26.000]  先和大家參考一段經文
[00:08:26.000 --> 00:08:30.000]  在《使徒行傳》第十九章
[00:08:30.000 --> 00:08:32.000]  《使徒行傳》第十九章
[00:08:32.000 --> 00:08:35.000]  就是保羅第三次的旅行報道
[00:08:35.000 --> 00:08:38.000]  他去到這個已忽所
[00:08:38.000 --> 00:08:41.000]  保羅章由第一節開始
[00:08:41.000 --> 00:08:43.000]  阿波羅在哥林多的時候
[00:08:43.000 --> 00:08:46.000]  保羅就經過了內陸的地區
[00:08:46.000 --> 00:08:47.000]  就來到這個已忽所
[00:08:47.000 --> 00:08:50.000]  在那裡他遇見幾個門徒
[00:08:50.000 --> 00:08:51.000]  就問他們
[00:08:51.000 --> 00:08:54.000]  你們信的時候領受了聖靈沒有?
[00:08:54.000 --> 00:08:56.000]  他們就說沒有
[00:08:56.000 --> 00:08:59.000]  我們連什麼是聖靈都沒有聽過
[00:08:59.000 --> 00:09:01.000]  很特別的描述
[00:09:01.000 --> 00:09:03.000]  即是怎樣呢?
[00:09:03.000 --> 00:09:05.000]  第三節
[00:09:05.000 --> 00:09:08.000]  當然有一個很敏銳的
[00:09:08.000 --> 00:09:10.000]  肅靈的觸覺
[00:09:10.000 --> 00:09:12.000]  又說信又說洗禮
[00:09:12.000 --> 00:09:14.000]  完全沒有聽過什麼是聖靈
[00:09:14.000 --> 00:09:16.000]  保羅就問他們
[00:09:16.000 --> 00:09:18.000]  你們接受什麼的洗禮呢?
[00:09:18.000 --> 00:09:19.000]  第三節
[00:09:19.000 --> 00:09:21.000]  你們受的是什麼洗呢?
[00:09:21.000 --> 00:09:22.000]  他們就說
[00:09:22.000 --> 00:09:24.000]  是受若翰的洗
[00:09:24.000 --> 00:09:26.000]  若翰即是施洗若翰
[00:09:26.000 --> 00:09:28.000]  耶穌未出來之前的
[00:09:28.000 --> 00:09:30.000]  在約旦河外
[00:09:30.000 --> 00:09:32.000]  來幫人施洗的施洗若翰
[00:09:32.000 --> 00:09:34.000]  即是撒加利亞
[00:09:34.000 --> 00:09:36.000]  和伊麗莎白的兒子
[00:09:36.000 --> 00:09:38.000]  本來是祭司
[00:09:38.000 --> 00:09:40.000]  後來神的說話臨到他
[00:09:40.000 --> 00:09:42.000]  他就去到約旦河外
[00:09:42.000 --> 00:09:44.000]  在那裡施洗
[00:09:44.000 --> 00:09:46.000]  這個就叫施洗若翰
[00:09:46.000 --> 00:09:49.000]  後來耶穌也去到接受他的洗禮
[00:09:49.000 --> 00:09:50.000]  這個施洗若翰
[00:09:50.000 --> 00:09:51.000]  原來有些門徒
[00:09:51.000 --> 00:09:53.000]  有些人跟他
[00:09:53.000 --> 00:09:55.000]  接受了他的洗禮
[00:09:55.000 --> 00:09:58.000]  輾轉就移居到小亞細亞的
[00:09:58.000 --> 00:10:00.000]  二佛所
[00:10:00.000 --> 00:10:02.000]  在那裡生活
[00:10:02.000 --> 00:10:04.000]  他覺得自己是門徒
[00:10:04.000 --> 00:10:05.000]  若翰的門徒
[00:10:05.000 --> 00:10:08.000]  保羅見到他們的行徑
[00:10:08.000 --> 00:10:10.000]  有些像門徒
[00:10:10.000 --> 00:10:11.000]  就問他們
[00:10:11.000 --> 00:10:13.000]  他們受什麼洗呢?
[00:10:13.000 --> 00:10:14.000]  很特別的
[00:10:14.000 --> 00:10:15.000]  第四節
[00:10:15.000 --> 00:10:16.000]  保羅就說
[00:10:16.000 --> 00:10:18.000]  若翰所施的洗
[00:10:18.000 --> 00:10:20.000]  是悔改的洗禮
[00:10:20.000 --> 00:10:22.000]  他告訴百姓
[00:10:22.000 --> 00:10:24.000]  當信那在他以後
[00:10:24.000 --> 00:10:27.000]  要來的那一位就是耶穌
[00:10:27.000 --> 00:10:28.000]  第五節
[00:10:28.000 --> 00:10:30.000]  他們聽見者說
[00:10:30.000 --> 00:10:33.000]  奉主耶穌的名受洗
[00:10:33.000 --> 00:10:35.000]  保羅就給他們按手
[00:10:35.000 --> 00:10:37.000]  聖靈降在他們身上
[00:10:37.000 --> 00:10:39.000]  剛才說
[00:10:39.000 --> 00:10:42.000]  保羅感覺到他們沒有聖靈
[00:10:42.000 --> 00:10:43.000]  他們自己都承認
