
[00:00:00.000 --> 00:00:02.000]  我們一起禱告
[00:00:02.000 --> 00:00:08.000]  多謝主給我們今天晚上開始第二課的歸回歷史的研讀
[00:00:08.000 --> 00:00:17.000]  我們會從以色列記開始看記載和背後的一個屬靈的含義
[00:00:17.000 --> 00:00:31.000]  都幫助我們明白裡面的經文和對這個時期是一個神感動猶太人回歸的心靈和心意
[00:00:31.000 --> 00:00:37.000]  都讓我們後世的人雖然真的和我們不是有直接關係
[00:00:37.000 --> 00:00:43.000]  但這也是醞釀將來耶路撒冷成為大軍的京城
[00:00:43.000 --> 00:00:46.000]  成為主耶穌降生的地方
[00:00:46.000 --> 00:00:54.000]  都讓我們看到和舊恩歷史的進行其實有息息相關
[00:00:54.000 --> 00:00:58.000]  幫助我們能夠在我們自己現在這個時代
[00:00:58.000 --> 00:01:05.000]  都為神的國度在我們一點點人生的時間去效力去準備
[00:01:05.000 --> 00:01:10.000]  求主帶領我們這樣禱告奉耶穌基督的名
[00:01:10.000 --> 00:01:11.000]  阿們
[00:01:11.000 --> 00:01:14.000]  我們開始第二課
[00:01:14.000 --> 00:01:20.000]  上個星期很簡單將歷史和大家交代了
[00:01:20.000 --> 00:01:27.000]  特別是以色列記一直到以斯帖和尼希米三卷書
[00:01:27.000 --> 00:01:31.000]  另外也有三卷的先知書
[00:01:31.000 --> 00:01:36.000]  哈該、撒加利亞和馬拉基書
[00:01:36.000 --> 00:01:40.000]  就是秘魯歸回三位的先知
[00:01:40.000 --> 00:01:47.000]  他們在那個時代就是在他們重建面對很大困難的時候
[00:01:47.000 --> 00:01:53.000]  先知就有神秘的說話來勸勉他們
[00:01:53.000 --> 00:01:55.000]  所以你又可以想像得到
[00:01:55.000 --> 00:01:58.000]  有70年的時間的真空期
[00:01:58.000 --> 00:02:06.000]  先知再一次出現來勸導重建的那些百姓
[00:02:06.000 --> 00:02:13.000]  特別是那些領袖主要是向所羅巴伯來作勸告
[00:02:13.000 --> 00:02:18.000]  勉勵他要剛強不要膽怯
[00:02:18.000 --> 00:02:23.000]  要來帶領自己的國民來建造神的殿
[00:02:23.000 --> 00:02:27.000]  所以你看到是相輔相成的
[00:02:27.000 --> 00:02:33.000]  有一些領袖響應回歸的呼召
[00:02:33.000 --> 00:02:38.000]  也有一些先知在他們面對困難阻力的時候
[00:02:38.000 --> 00:02:40.000]  成為他們的同路人
[00:02:40.000 --> 00:02:45.000]  也有神的話語來安慰勸勉
[00:02:45.000 --> 00:02:49.000]  尤其是撒加利亞有相當多的寓言
[00:02:49.000 --> 00:02:53.000]  到時我們有機會可以看看這幾卷的先知書
[00:02:53.000 --> 00:02:55.000]  平時沒什麼機會看的
[00:02:55.000 --> 00:03:00.000]  看到歸回歷史就一定要看三卷的先知書
[00:03:00.000 --> 00:03:02.000]  我們由第一章開始看
[00:03:02.000 --> 00:03:08.000]  70年就是由606第一次的秘魯
[00:03:08.000 --> 00:03:11.000]  主前的606年
[00:03:11.000 --> 00:03:14.000]  距離主耶穌還有600多年
[00:03:14.000 --> 00:03:24.000]  到70年有些人是536或者535
[00:03:24.000 --> 00:03:28.000]  主前的536或者535
[00:03:28.000 --> 00:03:31.000]  就是那個秘魯的第一次的歸回
[00:03:31.000 --> 00:03:37.000]  就是以色列記頭六章的經文交代的時間
[00:03:37.000 --> 00:03:41.000]  也是古列王的元年
[00:03:41.000 --> 00:03:43.000]  波斯第一位的皇帝
[00:03:43.000 --> 00:03:46.000]  其實他類似打敗了馬代
[00:03:46.000 --> 00:03:55.000]  馬代波斯是有些相同的統治
[00:03:55.000 --> 00:03:59.000]  一個好像合宗的王
[00:03:59.000 --> 00:04:01.000]  國家有些合作
[00:04:01.000 --> 00:04:04.000]  擊敗了巴比倫
[00:04:04.000 --> 00:04:07.000]  馬代就取締了
[00:04:07.000 --> 00:04:10.000]  馬代又被波斯最終毀滅了
[00:04:10.000 --> 00:04:12.000]  所以現在來到波斯帝國的時候
[00:04:12.000 --> 00:04:14.000]  上個星期就和大家看了
[00:04:14.000 --> 00:04:16.000]  但爾利書九章
[00:04:16.000 --> 00:04:18.000]  但爾利的祈禱
[00:04:18.000 --> 00:04:21.000]  他知道那個英許
[00:04:21.000 --> 00:04:24.000]  即是說他很早期很年輕的時候
[00:04:24.000 --> 00:04:26.000]  他就已經有耶利米書
[00:04:26.000 --> 00:04:29.000]  他已經知道耶利米的寓言
[00:04:29.000 --> 00:04:33.000]  所以他就自己一路計算
[00:04:33.000 --> 00:04:36.000]  留在異鄉都一把年紀了
[00:04:36.000 --> 00:04:38.000]  去到都相當大年紀了
[00:04:38.000 --> 00:04:43.000]  他能夠看到神的英許
[00:04:43.000 --> 00:04:45.000]  很快就會兌現了
[00:04:45.000 --> 00:04:47.000]  所以他就去禱告
[00:04:47.000 --> 00:04:49.000]  似乎不是等到70年才祈禱
[00:04:49.000 --> 00:04:52.000]  而是他一直都來到去
[00:04:52.000 --> 00:04:56.000]  等候神的英許的兌現
[00:04:56.000 --> 00:04:59.000]  他一路來到去默默的
[00:04:59.000 --> 00:05:02.000]  忠心的在朝廷裏面辦公
[00:05:02.000 --> 00:05:04.000]  一個忠心耿耿的
[00:05:04.000 --> 00:05:07.000]  一個亡國的以色列人
[00:05:07.000 --> 00:05:10.000]  歷經四個王朝
[00:05:10.000 --> 00:05:13.000]  他都能夠去到古烈的時候
[00:05:13.000 --> 00:05:15.000]  他仍然都是健在
[00:05:15.000 --> 00:05:17.000]  相信都是已經是老人家一把年紀
[00:05:17.000 --> 00:05:20.000]  都知道自己離開世界
[00:05:20.000 --> 00:05:22.000]  他們不是回去主的懷裡
[00:05:22.000 --> 00:05:24.000]  因為他不知道誰是主的
[00:05:24.000 --> 00:05:28.000]  他就是回到阿伯拉罕的懷裡
[00:05:28.000 --> 00:05:31.000]  得到永恆的安息
[00:05:31.000 --> 00:05:33.000]  這個是他們所知道
[00:05:33.000 --> 00:05:37.000]  舊約對於永生的概念
[00:05:37.000 --> 00:05:40.000]  所以來到這裏的時候
[00:05:40.000 --> 00:05:46.000]  作者當然以以斯拉作為編輯者
[00:05:46.000 --> 00:05:49.000]  以斯拉其實是再過一點點的年日
[00:05:49.000 --> 00:05:52.000]  不是在這個時候出現的
[00:05:52.000 --> 00:05:55.000]  第七章開始就介紹以斯拉他自己
[00:05:55.000 --> 00:05:58.000]  不如我們先看看第七章
[00:05:58.000 --> 00:06:00.000]  是一個字述
[00:06:00.000 --> 00:06:02.000]  一到第六節
[00:06:02.000 --> 00:06:06.000]  這是以後波斯王阿達是西連間
