
[00:00:00.000 --> 00:00:02.000]  大英姐妹午安
[00:00:02.000 --> 00:00:05.840]  我還有兩次在大家當中講道
[00:00:05.840 --> 00:00:07.840]  所以辛苦大家忍耐一下
[00:00:07.840 --> 00:00:16.680]  今天跟大家講道是一個非常困難的任務
[00:00:16.680 --> 00:00:20.480]  希望上帝閱立我講的道
[00:00:20.480 --> 00:00:22.480]  何謂後真相呢
[00:00:22.480 --> 00:00:25.480]  我們首先要講什麼叫做真相
[00:00:25.480 --> 00:00:33.000]  真相可以說是事實的實際情況
[00:00:33.000 --> 00:00:35.760]  我是一個很喜歡看偵探的人
[00:00:35.760 --> 00:00:39.680]  由神探伽利略看到金田一和明偵探柯南
[00:00:39.680 --> 00:00:41.160]  我都看的
[00:00:41.160 --> 00:00:44.720]  明偵探柯南有一句說真相只有一個
[00:00:44.720 --> 00:00:48.480]  但真相是不是只有一個呢
[00:00:48.480 --> 00:00:49.960]  我舉個例子
[00:00:49.960 --> 00:00:53.080]  見Michael笑得這麼大聲拿他來做例子
[00:00:53.080 --> 00:00:57.280]  舉個例子有一天你見到Michael打了Penny一巴
[00:00:57.280 --> 00:00:59.280]  打老婆
[00:00:59.280 --> 00:01:01.280]  打老婆是他不對
[00:01:01.280 --> 00:01:03.280]  事件就是這樣
[00:01:03.280 --> 00:01:06.880]  但這個是不是所謂的真相呢
[00:01:06.880 --> 00:01:09.680]  原來我推前一點時間線去看
[00:01:09.680 --> 00:01:10.680]  原來不是
[00:01:10.680 --> 00:01:16.160]  原來之前Penny已經又插眼又抓又拿刀
[00:01:16.160 --> 00:01:19.280]  跟著Michael打了他一巴讓他冷靜一點
[00:01:19.280 --> 00:01:21.280]  跟著Penny不對
[00:01:21.280 --> 00:01:23.280]  舉例子大家不要以為是真的
[00:01:23.280 --> 00:01:26.960]  原來不是這麼複雜
[00:01:26.960 --> 00:01:31.520]  原來Michael爛賭拿了全副身家去賭
[00:01:31.520 --> 00:01:33.520]  跟著Penny就瘋了
[00:01:33.520 --> 00:01:36.120]  於是又出刀
[00:01:36.120 --> 00:01:38.120]  跟著Michael就打他
[00:01:38.120 --> 00:01:40.120]  跟著Michael不對
[00:01:40.120 --> 00:01:42.120]  你明不明白將時間線一路推的時候
[00:01:42.120 --> 00:01:46.320]  發覺為什麼事情看來看去都不是找到真相
[00:01:47.160 --> 00:01:52.920]  如果由其他人加入去看這件事可能會更加複雜
[00:01:52.920 --> 00:01:54.920]  譬如我們認識Michael
[00:01:54.920 --> 00:01:57.760]  於是我說不是的他平日不是這樣的人
[00:01:57.760 --> 00:01:59.760]  會不會有些事情誤會了
[00:01:59.760 --> 00:02:02.560]  但如果一個女士去看的時候
[00:02:02.560 --> 00:02:04.560]  當然是男人不對
[00:02:04.560 --> 00:02:06.560]  我也聽過別人這樣說
[00:02:06.560 --> 00:02:07.560]  總之就是男人不對
[00:02:07.560 --> 00:02:10.360]  都不理那件事是男人不對
[00:02:10.360 --> 00:02:13.920]  不同人看不同角度去看
[00:02:13.920 --> 00:02:15.920]  似乎真相不是只有一個
[00:02:15.920 --> 00:02:19.920]  我甚至可以說100個人看同一件事可以有100個真相
[00:02:19.920 --> 00:02:22.920]  事實就只有一個
[00:02:22.920 --> 00:02:25.920]  某年某月某日Michael打了Penny一巴
[00:02:25.920 --> 00:02:26.920]  就是這樣
[00:02:26.920 --> 00:02:29.920]  跟著怎樣去解釋或者怎樣去看呢
[00:02:29.920 --> 00:02:33.920]  可能隨著不同的人不同的角度會出現不同的事情
[00:02:33.920 --> 00:02:37.920]  甚至我只需要將一些事情
[00:02:37.920 --> 00:02:43.920]  那個事實去到挪用或者是不同的角度去到詮釋
[00:02:43.920 --> 00:02:44.920]  就會產生不同的結果
[00:02:44.920 --> 00:02:46.920]  這個就是所謂的後真相
[00:02:46.920 --> 00:02:48.920]  真相本來就是浮動
[00:02:48.920 --> 00:02:51.920]  後真相就是透過一些事實的操弄
[00:02:51.920 --> 00:02:53.920]  就可以讓事情完全不同
[00:02:53.920 --> 00:02:54.920]  舉個例子我什麼都不說
[00:02:54.920 --> 00:02:57.920]  只是說Michael打了Penny一巴
[00:02:57.920 --> 00:02:58.920]  其他的全部不說
[00:02:58.920 --> 00:03:00.920]  於是他就變成了壞人
[00:03:00.920 --> 00:03:01.920]  是不是
[00:03:01.920 --> 00:03:03.920]  但我反過來我又可以說
[00:03:03.920 --> 00:03:06.920]  我只是強調Penny出刀
[00:03:06.920 --> 00:03:08.920]  在這樣的情況下
[00:03:08.920 --> 00:03:09.920]  他打了一巴
[00:03:09.920 --> 00:03:11.920]  那些輕描淡寫過了就算了
[00:03:11.920 --> 00:03:14.920]  那你就變成了Penny是壞人
[00:03:14.920 --> 00:03:16.920]  事情發生的時候
[00:03:16.920 --> 00:03:19.920]  你發覺原來我們透過一些事實的操弄
[00:03:19.920 --> 00:03:20.920]  我只是說事實
[00:03:20.920 --> 00:03:23.920]  但是就可以讓真相完全不同
[00:03:23.920 --> 00:03:27.920]  後真相年代就是沒有客觀的真相
[00:03:27.920 --> 00:03:29.920]  只有被篩選下來的部分
[00:03:29.920 --> 00:03:33.920]  對於操弄者他認為他想要的東西
[00:03:33.920 --> 00:03:35.920]  他就用那些虛假的東西
[00:03:35.920 --> 00:03:38.920]  或者一些真相去到挪用
[00:03:38.920 --> 00:03:40.920]  去到支持他自己
[00:03:40.920 --> 00:03:43.920]  你上網經常都會看到一張照片
[00:03:43.920 --> 00:03:45.920]  然後加一些說話
[00:03:45.920 --> 00:03:47.920]  然後發出來
[00:03:47.920 --> 00:03:48.920]  大家WhatsApp應該收不少
[00:03:48.920 --> 00:03:49.920]  是不是
[00:03:49.920 --> 00:03:52.920]  這樣就好像去到支持那句說話
[00:03:52.920 --> 00:03:54.920]  好像特別有說服力
[00:03:54.920 --> 00:03:56.920]  最好就是黑白照片
[00:03:56.920 --> 00:03:57.920]  一個你不認識的外國人
[00:03:57.920 --> 00:03:59.920]  然後寫一些說話
[00:03:59.920 --> 00:04:02.920]  就會好像那句說話有些說服力
[00:04:02.920 --> 00:04:05.920]  你要知道其實這些東西
[00:04:05.920 --> 00:04:08.920]  挪用了或者修改了
[00:04:08.920 --> 00:04:10.920]  不一定是歷史的真相
[00:04:10.920 --> 00:04:13.920]  譬如有句說話
[00:04:13.920 --> 00:04:16.920]  宗教是人民的鴉片
[00:04:16.920 --> 00:04:18.920]  有沒有聽過
[00:04:18.920 --> 00:04:20.920]  其實有句說話
[00:04:20.920 --> 00:04:22.920]  宗教是人的心靈的鴉片
[00:04:22.920 --> 00:04:25.920]  但是其實整篇東西你回去Google一下
[00:04:25.920 --> 00:04:28.920]  前文後理不只是這句
