
[00:00:00.000 --> 00:00:01.720]  大家好 早安
[00:00:01.720 --> 00:00:06.440]  想不到我們這麼快又在螢幕前跟大家見面
[00:00:06.440 --> 00:00:09.120]  不過不用怕 其實我看不到你們
[00:00:09.120 --> 00:00:11.400]  不過天父是看得見的
[00:00:11.400 --> 00:00:15.280]  所以就讓我們暫時放下我們正在做的事
[00:00:15.280 --> 00:00:17.680]  專心去敬拜祂
[00:00:17.680 --> 00:00:20.400]  請聽孫召經文
[00:00:20.400 --> 00:00:23.240]  你們要向耶和華唱新歌
[00:00:23.240 --> 00:00:26.200]  全地都要向耶和華歌唱
[00:00:26.200 --> 00:00:28.320]  要向耶和華歌唱
[00:00:28.320 --> 00:00:32.240]  稱頌祂的名 天天傳揚祂的救恩
[00:00:32.240 --> 00:00:35.880]  雖然疫情已經進入了第四波
[00:00:35.880 --> 00:00:39.600]  我們身邊的環境依然每一天都在改變
[00:00:39.600 --> 00:00:41.560]  有很多的不穩定
[00:00:41.560 --> 00:00:45.120]  但是我們感恩我們仍然每一天都可以
[00:00:45.120 --> 00:00:46.800]  有天天歌唱
[00:00:46.800 --> 00:00:48.600]  讚頌天父的原因
[00:00:48.600 --> 00:00:50.720]  因為無論我們在哪裡
[00:00:50.720 --> 00:00:52.200]  在什麼處境裏面
[00:00:52.200 --> 00:00:55.000]  祂都是在我們的處境裏面與我們同在
[00:00:55.000 --> 00:00:57.320]  祂的恩典依然是隨處可見
[00:00:57.320 --> 00:00:59.320]  (歌曲)
[00:00:59.320 --> 00:01:01.320]  (歌曲)
[00:01:01.320 --> 00:01:03.320]  (歌曲)
[00:01:04.320 --> 00:01:06.320]  (歌曲)
[00:01:06.800 --> 00:01:09.920]  天歌唱 頌讚神之恩
[00:01:09.920 --> 00:01:13.640]  讚嘆宇宙萬千的奴婢
[00:01:13.640 --> 00:01:17.120]  多高心 聖壽溫馨圓理
[00:01:17.120 --> 00:01:21.120]  神做物 無限犀利
[00:01:21.120 --> 00:01:24.640]  天天歌唱 未怕迎狂風
[00:01:24.640 --> 00:01:27.040]  有你共憑每分鐘
[00:01:27.040 --> 00:01:30.280]  點救慾 萬步浪裡衝
[00:01:30.280 --> 00:01:33.200]  何妨彭百匹肉
[00:01:33.200 --> 00:01:36.600]  你護送 神那我感激
[00:01:36.600 --> 00:01:39.200]  因受榮不曾離開
[00:01:39.200 --> 00:01:43.000]  讚嘆在眾好人不可替代
[00:01:43.000 --> 00:01:47.600]  萬事盡福虛 前程由你主宰
[00:01:47.600 --> 00:01:51.000]  永沒變改 神那我感激
[00:01:51.000 --> 00:01:53.800]  因受榮不曾離開
[00:01:53.800 --> 00:01:57.400]  讚嘆在眾好人不可替代
[00:01:57.400 --> 00:02:02.200]  萬事盡福虛 前程由你主宰
[00:02:02.200 --> 00:02:05.200]  你是愛
[00:02:05.200 --> 00:02:08.400]  天歌唱 頌讚神之恩
[00:02:08.400 --> 00:02:12.000]  讚嘆宇宙萬千的奴婢
[00:02:12.000 --> 00:02:15.400]  多高心 聖壽溫馨圓理
[00:02:15.400 --> 00:02:19.400]  神做物 無限犀利
[00:02:19.400 --> 00:02:23.000]  天天歌唱 未怕迎狂風
[00:02:23.000 --> 00:02:25.400]  有你共憑每分鐘
[00:02:25.400 --> 00:02:28.600]  點救慾 萬步浪裡衝
[00:02:28.600 --> 00:02:31.600]  何妨彭百匹肉
[00:02:31.600 --> 00:02:35.000]  你護送 神那我感激
[00:02:35.000 --> 00:02:37.800]  因受榮不曾離開
[00:02:37.800 --> 00:02:41.400]  讚嘆在眾好人不可替代
[00:02:41.400 --> 00:02:46.200]  萬事盡福虛 前程由你主宰
[00:02:46.200 --> 00:02:49.400]  永沒變改 神那我感激
[00:02:49.400 --> 00:02:52.200]  因受榮不曾離開
[00:02:52.200 --> 00:02:55.800]  讚嘆在眾好人不可替代
[00:02:55.800 --> 00:03:00.600]  萬事盡福虛 前程由你主宰
[00:03:00.600 --> 00:03:04.400]  你是愛
[00:03:04.400 --> 00:03:05.800]  神那我感激
[00:03:05.800 --> 00:03:08.400]  因受榮不曾離開
[00:03:08.400 --> 00:03:12.200]  讚嘆在眾好人不可替代
[00:03:12.200 --> 00:03:16.800]  萬事盡福虛 前程由你主宰
[00:03:16.800 --> 00:03:20.200]  永沒變改 神那我感激
[00:03:20.200 --> 00:03:22.800]  因受榮不曾離開
[00:03:22.800 --> 00:03:26.600]  讚嘆在眾好人不可替代
[00:03:26.600 --> 00:03:30.400]  萬事盡福虛 前程由你主宰
[00:03:31.400 --> 00:03:34.200]  你是愛
[00:03:35.200 --> 00:03:38.200]  聖誕節不能去旅行
[00:03:38.200 --> 00:03:39.600]  不能開派對
[00:03:39.600 --> 00:03:41.800]  放假也要留在家
[00:03:41.800 --> 00:03:43.600]  是不是沒什麼慶祝
[00:03:43.600 --> 00:03:45.000]  沒什麼好期待呢?
[00:03:45.000 --> 00:03:46.800]  大家知不知道
[00:03:46.800 --> 00:03:49.600]  今天已經是張臨奇的第二個主日
[00:03:49.600 --> 00:03:54.000]  張臨奇從聖誕節前的第四個主日開始
[00:03:54.000 --> 00:03:57.000]  提醒我們要檢視自己的心靈
[00:03:57.000 --> 00:04:01.000]  預備心靈去慶祝基督的降臣
[00:04:01.000 --> 00:04:04.400]  同時亦期待迎接基督的再來
[00:04:04.400 --> 00:04:09.000]  就讓我們用警醒和盼望的心去唱這首詩歌
[00:04:09.000 --> 00:04:19.400]  在十家山 被人冷眼周先
[00:04:19.400 --> 00:04:26.600]  汗血燙定下 救主被釘死
[00:04:26.600 --> 00:04:33.000]  主在基督 為人背上負擔
[00:04:33.000 --> 00:04:39.000]  是挖那木頭 定應是我
[00:04:39.000 --> 00:04:45.600]  是為了我罪 他捨村歸
[00:04:45.600 --> 00:04:52.600]  是為了我罪 他犧牲一切
[00:04:52.600 --> 00:05:00.000]  在十家山 仰住將顯化的愛
[00:05:00.000 --> 00:05:07.400]  罪在於一生 他拯救萬世
[00:05:07.400 --> 00:05:13.600]  禍沒他望 罪人甘得深深
[00:05:13.600 --> 00:05:20.800]  信他的必可 承受永生
[00:05:20.800 --> 00:05:27.000]  禍沒他望 罪人變改新生
[00:05:27.000 --> 00:05:32.800]  並賜我聖靈 他一世護人
[00:05:32.800 --> 00:05:39.400]  被罪我加所 甘得釋放
[00:05:39.400 --> 00:05:46.000]  被罪我加所 甘我能重獲
[00:05:46.000 --> 00:05:53.400]  禍沒他望 使人主居於心裡
[00:05:53.400 --> 00:05:59.400]  願一生跟主 他一世道人
[00:05:59.400 --> 00:06:02.400]  我們一起來祈禱
[00:06:02.400 --> 00:06:05.600]  主 是祢親自來到這個地上
[00:06:05.600 --> 00:06:08.000]  為我們的罪寫明
[00:06:08.000 --> 00:06:12.600]  讓我們今天可以得著這份永生復活的盼望
[00:06:12.600 --> 00:06:16.200]  就求祢讓我們在這個不能去旅行
[00:06:16.200 --> 00:06:19.200]  可能不是太多出街的聖誕節
[00:06:19.200 --> 00:06:22.000]  當我們紀念耶穌的誕生
[00:06:22.000 --> 00:06:25.200]  我們想起祢為罪
[00:06:25.200 --> 00:06:28.000]  拯救我們這班不配的人
[00:06:28.000 --> 00:06:31.000]  捨棄自己的尊貴的時候
[00:06:31.000 --> 00:06:33.200]  願意我們更加明白
[00:06:33.200 --> 00:06:36.200]  我們這個節日真正值得慶祝
[00:06:36.200 --> 00:06:39.800]  真正期待和盼望的是什麼
[00:06:39.800 --> 00:06:42.800]  共主明教 阿門
[00:06:42.800 --> 00:06:59.800]  禍沒他望 罪人甘得心上
[00:06:59.800 --> 00:07:06.800]  順他的便可承受永生
[00:07:06.800 --> 00:07:12.800]  復活不望 罪人便改真心
[00:07:12.800 --> 00:07:18.800]  並賜我勝利 他一世護人
[00:07:18.800 --> 00:07:25.800]  避盡惡多數 能寫尊貴
[00:07:25.800 --> 00:07:31.800]  是為了我罪 他犧牲一切
[00:07:31.800 --> 00:07:38.800]  在手加上 揚著將面眼的愛
[00:07:38.800 --> 00:07:44.800]  罪債要一生 他拯救萬世
[00:07:44.800 --> 00:07:51.800]  避盡惡加所 甘得釋放
[00:07:51.800 --> 00:07:57.800]  避盡惡加所 甘可得眾望
[00:07:57.800 --> 00:08:04.800]  復活不望 罪人主對於送裡
[00:08:04.800 --> 00:08:11.800]  願一生跟著 他一世道人
[00:08:11.800 --> 00:08:18.800]  願一生跟著 他一世道人
[00:08:23.800 --> 00:08:26.800]  《詩篇》139篇相信是大家很熟悉的經文
[00:08:26.800 --> 00:08:30.800]  講到神的無所不知和無處不在
[00:08:30.800 --> 00:08:33.800]  當你想到自己的每一個心思意念
[00:08:33.800 --> 00:08:34.800]  都簽覆得很清楚
