
[00:00:00.000 --> 00:00:07.000]  立差遣使者,欲望永生神的話。
[00:00:07.000 --> 00:00:11.000]  耶和華,阿術諸葛國,
[00:00:11.000 --> 00:00:18.000]  然使列國和列國之地變為荒蕪,
[00:00:18.000 --> 00:00:23.000]  將列國的神像仍在火裡,
[00:00:23.000 --> 00:00:32.000]  因為他們不是神,是人所做的,是木頭,石頭,
[00:00:32.000 --> 00:00:36.000]  所以被滅絕了。
[00:00:36.000 --> 00:00:40.000]  耶和華,我們的神啊,
[00:00:40.000 --> 00:00:45.000]  現在求祢救我們脫離亞術王的手,
[00:00:45.000 --> 00:00:52.000]  此地上萬國都知道,唯獨祢,耶和華,是神。
[00:00:52.000 --> 00:00:54.000]  感謝神。
[00:00:54.000 --> 00:01:00.000]  今晚我們有陳麗善牧師在中間為我們靜悼,
[00:01:00.000 --> 00:01:03.000]  她的訪題是「反敗為勝的土局」,
[00:01:03.000 --> 00:01:06.000]  我們恭敬她,將時間交給陳牧師。
[00:01:06.000 --> 00:01:24.000]  請問近日香港的情況,有沒有人因為香港的情況這麼混亂睡不著?
[00:01:24.000 --> 00:01:29.000]  有嗎?那你一會兒就要留下來聽講座了。
[00:01:29.000 --> 00:01:32.000]  我自己有兩晚睡不著,
[00:01:32.000 --> 00:01:37.000]  第一晚因為我在灣仔,
[00:01:37.000 --> 00:01:45.000]  因為那些人在金鐘那裡被警察一路驅趕去到灣仔,
[00:01:45.000 --> 00:01:50.000]  所以由三點多吵到差不多五點,那晚真的睡不著了。
[00:01:50.000 --> 00:01:53.000]  第二次就真的睡不著了,
[00:01:53.000 --> 00:02:02.000]  因為那段時間經常打開電視看的都是那些又打又罵的場景,
[00:02:02.000 --> 00:02:06.000]  心裡都覺得有點厭煩,
[00:02:06.000 --> 00:02:17.000]  再聽聽人說香港的治安,經濟,道德,將會一路跌下去,
[00:02:17.000 --> 00:02:24.000]  所以我們將會過一些很艱苦的生活,
[00:02:24.000 --> 00:02:34.000]  可能聽得太多,心裡有那份覺得很悲,又很害怕,又很難過的感覺。
[00:02:34.000 --> 00:02:36.000]  但我又感謝主,
[00:02:36.000 --> 00:02:40.000]  在某一天當我看《創世紀》的時候,
[00:02:40.000 --> 00:02:43.000]  看到羅亞創造方舟,
[00:02:43.000 --> 00:02:50.000]  上帝就吩咐他在方舟頂上開一個窗,
[00:02:50.000 --> 00:02:56.000]  這個窗不單止是給他們透氣之用,
[00:02:56.000 --> 00:03:04.000]  還有藉著這個窗能夠看到外面的景況。
[00:03:04.000 --> 00:03:12.000]  我想想,上帝那時候不讓羅亞發明這個玻璃窗,
[00:03:12.000 --> 00:03:16.000]  如果發明玻璃窗在船中間的時候,
[00:03:16.000 --> 00:03:21.000]  他經常看出去看著很大的風浪的時候,
[00:03:21.000 --> 00:03:23.000]  我想他經常都會很害怕,
[00:03:23.000 --> 00:03:27.000]  哇,這麼大浪,這麼大風,很害怕。
[00:03:27.000 --> 00:03:33.000]  但當時只是這個方舟的頂部有一個天窗,
[00:03:33.000 --> 00:03:35.000]  他就要學習一樣東西了,
[00:03:35.000 --> 00:03:37.000]  他要知道外面的情況,
[00:03:37.000 --> 00:03:42.000]  就要「舉目仰望耶和華」,
[00:03:42.000 --> 00:03:45.000]  而且上高他看不到浪有多大,
[00:03:45.000 --> 00:03:50.000]  他只看到究竟現在是晴天還是陰天。
[00:03:50.000 --> 00:03:54.000]  從這一節的經文裡面,
[00:03:54.000 --> 00:03:57.000]  彼岸也有一個反思,
[00:03:57.000 --> 00:04:01.000]  就是當看地上高風風浪浪的時候,
[00:04:01.000 --> 00:04:03.000]  心靈會很害怕,
[00:04:03.000 --> 00:04:09.000]  但唯有仰望我們創天造地的上帝。
[00:04:09.000 --> 00:04:12.000]  剛才我們讀到那段經文,
[00:04:12.000 --> 00:04:15.000]  是講到猶大王熙西家,
[00:04:15.000 --> 00:04:21.000]  當他面對亞述強國的攻擊的時候,
[00:04:21.000 --> 00:04:23.000]  他也去學習一樣東西,
[00:04:23.000 --> 00:04:27.000]  專心的去依靠耶和華,
[00:04:27.000 --> 00:04:32.000]  以致他渡過了一個很驚險的時間。
[00:04:32.000 --> 00:04:37.000]  我們先認識一下這個熙西家,
[00:04:37.000 --> 00:04:41.000]  熙西家是猶大國的一個君王,
[00:04:41.000 --> 00:04:44.000]  差不多去到猶大國最後,
[00:04:44.000 --> 00:04:47.000]  是第十三個的皇帝,
[00:04:47.000 --> 00:04:52.000]  不過他就是在猶大國裡面,
[00:04:52.000 --> 00:04:54.000]  一個很敬虔,
[00:04:54.000 --> 00:04:58.000]  很尊重上帝主權的一個皇帝,
[00:04:58.000 --> 00:05:02.000]  他二十五歲就開始做皇帝了,
[00:05:02.000 --> 00:05:05.000]  不過他的父親就不太認真,
[00:05:05.000 --> 00:05:07.000]  他父親是阿哈斯,
[00:05:07.000 --> 00:05:10.000]  他不單是拜偶像,
[00:05:10.000 --> 00:05:14.000]  還將每一個民族的偶像,
[00:05:14.000 --> 00:05:18.000]  都搬進了聖殿,
[00:05:18.000 --> 00:05:21.000]  大大得罪了上帝。
[00:05:21.000 --> 00:05:25.000]  但是熙西家就是上帝自己教他的,
[00:05:25.000 --> 00:05:28.000]  所以當他一登基做皇帝的時候,
[00:05:28.000 --> 00:05:31.000]  他第一件事做的是什麼呢?
[00:05:31.000 --> 00:05:33.000]  就是剷除偶像,
[00:05:33.000 --> 00:05:39.000]  他首先將聖殿裡面所有的偶像,
[00:05:39.000 --> 00:05:43.000]  無論是巴力或者其他民族的偶像都好,
[00:05:43.000 --> 00:05:45.000]  全部剷除,
[00:05:45.000 --> 00:05:48.000]  用了差不多十五天的時間,
[00:05:48.000 --> 00:05:53.000]  他也恢復了禦節的敬拜,
[00:05:53.000 --> 00:05:56.000]  因為之前已經停了一段時間了,
[00:05:56.000 --> 00:06:03.000]  他就是呼籲剷除了聖殿裡面的偶像之後,
[00:06:03.000 --> 00:06:06.000]  恢復了禦節的敬拜,
[00:06:06.000 --> 00:06:11.000]  通常過往在《生命記》裡面就說了,
[00:06:11.000 --> 00:06:14.000]  一守就是守七天,
[00:06:14.000 --> 00:06:19.000]  不過那班百姓在熙西家帶領,
[00:06:19.000 --> 00:06:21.000]  雖然是帶領了一陣子的時間,
[00:06:21.000 --> 00:06:25.000]  那個屬靈的氣氛就興嘻嘻,
[00:06:25.000 --> 00:06:27.000]  所以守完七天之後,
[00:06:27.000 --> 00:06:30.000]  他覺得我們沒有守完禦節很久了,
[00:06:30.000 --> 00:06:32.000]  我們要再守多七天,
[00:06:32.000 --> 00:06:35.000]  守多七天的時候要獻祭,
[00:06:35.000 --> 00:06:37.000]  要很多儀式,
[00:06:37.000 --> 00:06:41.000]  熙西家自己拿錢出來,
[00:06:41.000 --> 00:06:47.000]  買些牛羊來獻祭,
[00:06:47.000 --> 00:06:53.000]  整個國家就充滿了對上帝的敬虔,
[00:06:53.000 --> 00:06:56.000]  熙西家對上帝很忠心,
[00:06:56.000 --> 00:07:02.000]  努力地恢復整個聖殿的敬拜,
[00:07:02.000 --> 00:07:04.000]  但是呢,
[00:07:04.000 --> 00:07:07.000]  雖然這麼敬虔,
[00:07:07.000 --> 00:07:14.000]  但是上帝都未必給我們每一件事情都是很順利的,
[00:07:14.000 --> 00:07:18.000]  在他在位十四年,
[00:07:18.000 --> 00:07:22.000]  大約在公元前701年,
[00:07:22.000 --> 00:07:26.000]  那時候北國以色列已經亡國了,
[00:07:26.000 --> 00:07:30.000]  經過十幾二十年之後,
[00:07:30.000 --> 00:07:36.000]  亞什強國就開始在北邊一直打下來,
[00:07:36.000 --> 00:07:41.000]  準備連猶大國都要打,
[00:07:41.000 --> 00:07:44.000]  其實熙西家一直都看到的,
[00:07:44.000 --> 00:07:46.000]  上帝對他很聰明,
[00:07:46.000 --> 00:07:54.000]  他就把城外邊的水源全部截了,
[00:07:54.000 --> 00:07:58.000]  他就希望當亞什軍來到的時候,
[00:07:58.000 --> 00:08:01.000]  他全部斷了他的水源,
[00:08:01.000 --> 00:08:04.000]  以至亞什軍沒有水喝,
[00:08:04.000 --> 00:08:08.000]  不過在他自己城裏面又不可以沒有水,
[00:08:08.000 --> 00:08:12.000]  他就一早就開山作石,
[00:08:12.000 --> 00:08:14.000]  來建築一些水道,
[00:08:14.000 --> 00:08:18.000]  把一些地下水來開發,
[00:08:18.000 --> 00:08:22.000]  以至到就算耶路撒冷城被困都好,
[00:08:22.000 --> 00:08:25.000]  裏面的人都可以有水喝,
[00:08:25.000 --> 00:08:29.000]  然後又趕緊收足長城,
[00:08:29.000 --> 00:08:31.000]  增加軍械,
[00:08:31.000 --> 00:08:35.000]  以至到整個城可以得到保護,
[00:08:35.000 --> 00:08:39.000]  他也召集了所有的藍丁,
[00:08:39.000 --> 00:08:42.000]  告訴他們不需要怕,
[00:08:42.000 --> 00:08:45.000]  因為我們所依靠的是耶和華,
[00:08:45.000 --> 00:08:51.000]  他一定會帶領我們這班猶太民打贏長城,
[00:08:51.000 --> 00:09:00.000]  不過雖然熙西家這麼忠心於上帝,
[00:09:00.000 --> 00:09:04.000]  但是亞什國一直在北邊,
[00:09:04.000 --> 00:09:06.000]  一直打敗其他民族,
[00:09:06.000 --> 00:09:11.000]  一直壓下來猶太的警方,
[00:09:11.000 --> 00:09:14.000]  但是威脅很大,
[00:09:14.000 --> 00:09:19.000]  當來到的時候猶太都覺得沒有辦法,
[00:09:19.000 --> 00:09:21.000]  對抗不了,
[00:09:21.000 --> 00:09:25.000]  所以我們有讀中國歷史都知道,
[00:09:25.000 --> 00:09:28.000]  當你打不過的時候怎麼辦?
[00:09:28.000 --> 00:09:29.000]  罰款,
[00:09:29.000 --> 00:09:38.000]  所以當時他給了多少錢亞什?
[00:09:38.000 --> 00:09:44.000]  300他年得銀子和30他年得金子,
[00:09:44.000 --> 00:09:50.000]  300他年得銀子是一萬公斤的銀,
[00:09:50.000 --> 00:09:52.000]  我不懂得算多少,
[00:09:52.000 --> 00:09:55.000]  金我就懂得問人,
[00:09:55.000 --> 00:10:02.000]  30他年得的金大約是一千公斤的金,
[00:10:02.000 --> 00:10:04.000]  我剛才下午問問先生,
[00:10:04.000 --> 00:10:08.000]  究竟一千公斤的金有多少?
[00:10:08.000 --> 00:10:09.000]  他說是不能算的,
[00:10:09.000 --> 00:10:14.000]  他說現在的金一兩就是一萬三千多,
[00:10:14.000 --> 00:10:17.000]  一斤就是十六兩,
[00:10:17.000 --> 00:10:19.000]  然後再乘一千,
[00:10:19.000 --> 00:10:25.000]  你就會計算到當時的罰款是多少,
[00:10:25.000 --> 00:10:30.000]  在西家將所有的錢和聖殿裡面所有的金器,
[00:10:30.000 --> 00:10:38.000]  連包在聖殿的柱子都要挖出來給亞什王,
[00:10:38.000 --> 00:10:41.000]  不過亞什王貪得無厭,
[00:10:41.000 --> 00:10:45.000]  覺得好像不夠多,
[00:10:45.000 --> 00:10:55.000]  他知道猶大國秘密和埃及有聯絡,
[00:10:55.000 --> 00:10:59.000]  所以他很恨猶大,
[00:10:59.000 --> 00:11:04.000]  所以他決意一定要攻陷耶路撒冷,
[00:11:04.000 --> 00:11:10.000]  這次他先派三位大將軍
[00:11:10.000 --> 00:11:15.000]  去對抗猶大國,
[00:11:15.000 --> 00:11:19.000]  耶路撒冷大聲地罵,
[00:11:19.000 --> 00:11:21.000]  他罵什麼呢?
[00:11:21.000 --> 00:11:26.000]  他說我現在要和你們打賭,
[00:11:26.000 --> 00:11:31.000]  如果我們亞什軍給你們二千匹馬,
[00:11:31.000 --> 00:11:38.000]  你們猶大國能否派出二千人駛騎馬呢?
[00:11:38.000 --> 00:11:43.000]  他覺得你們猶大國的人沒有人懂騎馬,
[00:11:43.000 --> 00:11:47.000]  你們的軍人不是那麼厲害,
[00:11:47.000 --> 00:11:50.000]  還有很侮辱他們,
[00:11:50.000 --> 00:11:59.000]  他們將來要一同吃自己的糞,喝自己的尿,
[00:11:59.000 --> 00:12:00.000]  很侮辱,
[00:12:00.000 --> 00:12:05.000]  他們說你們耶路撒冷城將會被困,
[00:12:05.000 --> 00:12:10.000]  被困之下你們沒有水喝,也沒有東西吃,
[00:12:10.000 --> 00:12:15.000]  於是你們就要用這個方法,
[00:12:15.000 --> 00:12:17.000]  喝尿來解渴,
[00:12:17.000 --> 00:12:20.000]  吃糞便來清潔,
[00:12:20.000 --> 00:12:22.000]  正如有些人,
[00:12:22.000 --> 00:12:25.000]  甚至當時他們猶大之前都試過,
[00:12:25.000 --> 00:12:26.000]  沒有東西吃,
[00:12:26.000 --> 00:12:29.000]  大家交換子女去吃,
[00:12:29.000 --> 00:12:32.000]  或者我們自己爸爸媽媽爺爺,
[00:12:32.000 --> 00:12:35.000]  他們沒有東西吃的時候就吃樹皮,
[00:12:35.000 --> 00:12:38.000]  老鼠也要吃,
[00:12:38.000 --> 00:12:44.000]  然後他們也去對上帝的挑戰,
[00:12:44.000 --> 00:12:47.000]  說你們不要再聽希西家的話,
[00:12:47.000 --> 00:12:51.000]  不要再聽他說耶和華可以保護你,
[00:12:51.000 --> 00:12:55.000]  你看我過往一路打了很多的城市,
[00:12:55.000 --> 00:12:59.000]  這些每一個城市都有他們自己的偶像,
[00:12:59.000 --> 00:13:01.000]  都有他們自己的神明,
[00:13:01.000 --> 00:13:06.000]  但是哪一個神明可以保護自己的國家呢?
[00:13:06.000 --> 00:13:08.000]  沒有的,
[00:13:08.000 --> 00:13:12.000]  所以你們猶大國的人不要浪費時間,
[00:13:12.000 --> 00:13:15.000]  早點投降吧。
[00:13:15.000 --> 00:13:21.000]  亞述這三個代表,這三個官,
[00:13:21.000 --> 00:13:29.000]  用盡羞辱的話去嚇怕猶大的子民,
[00:13:29.000 --> 00:13:33.000]  他們特意用希伯來話去說,
[00:13:33.000 --> 00:13:38.000]  因為當時官方說是用阿蘭話,
[00:13:38.000 --> 00:13:41.000]  但是要嚇怕軍心,
[00:13:41.000 --> 00:13:43.000]  嚇怕所有的人民,
[00:13:43.000 --> 00:13:46.000]  他們特意告訴他們,
[00:13:46.000 --> 00:13:52.000]  以致可以不用打都可以贏這場仗,
[00:13:52.000 --> 00:13:59.000]  還有,他們知道亞述是一個很殘忍的民族,
[00:13:59.000 --> 00:14:03.000]  他們將打輸了的地方的人,
[00:14:03.000 --> 00:14:05.000]  俘虜了的人,
[00:14:05.000 --> 00:14:06.000]  會怎樣呢?
[00:14:06.000 --> 00:14:07.000]  會挖了他們的眼睛,
[00:14:07.000 --> 00:14:09.000]  或者斬手斬腳,
[00:14:09.000 --> 00:14:11.000]  甚至更加殘忍的,
[00:14:11.000 --> 00:14:13.000]  就是剝他的皮,
[00:14:13.000 --> 00:14:15.000]  虐待他到死為止,
[00:14:15.000 --> 00:14:17.000]  又或者有些強壯的,
[00:14:17.000 --> 00:14:19.000]  被他當奴隸的,
[00:14:19.000 --> 00:14:21.000]  就會用鉤子鉤緊他的鼻子,
[00:14:21.000 --> 00:14:25.000]  好像當他是動物般拉他到處走,
[00:14:25.000 --> 00:14:31.000]  所以嚇得那些猶大民非常害怕,
[00:14:31.000 --> 00:14:37.000]  剛剛在前一兩個星期,
[00:14:37.000 --> 00:14:42.000]  我自己都試過一些這麼害怕的場景,
[00:14:42.000 --> 00:14:44.000]  不過沒有他們這麼恐怖,
[00:14:44.000 --> 00:14:46.000]  就是剛才我說到,
[00:14:46.000 --> 00:14:50.000]  當警察將那些不肯散的人,
[00:14:50.000 --> 00:14:55.000]  一路從金鐘趕到我家樓下,
[00:14:55.000 --> 00:14:58.000]  我已經住十幾樓了,
[00:14:58.000 --> 00:15:03.000]  但是下面那些警察和抗議的人,
[00:15:03.000 --> 00:15:05.000]  在那裡聲浪,
[00:15:05.000 --> 00:15:09.000]  說一定會提高聲浪地罵對方,
[00:15:09.000 --> 00:15:11.000]  當警察很大聲說,
[00:15:11.000 --> 00:15:13.000]  你們要走,你們要走,
[00:15:13.000 --> 00:15:16.000]  他們可以更加大聲說,
[00:15:16.000 --> 00:15:19.000]  我們不走,你們退後,你們走,
[00:15:19.000 --> 00:15:22.000]  看了一個多小時,
[00:15:22.000 --> 00:15:26.000]  心裡都覺得很寒,
[00:15:26.000 --> 00:15:30.000]  覺得這樣的吵架,
[00:15:30.000 --> 00:15:34.000]  當我們看到近日,
[00:15:34.000 --> 00:15:39.000]  看到香港很多事情的畫面,
[00:15:39.000 --> 00:15:42.000]  又打鬥,又對罵,
[00:15:42.000 --> 00:15:46.000]  可能我們的血壓都高了幾十度,
[00:15:46.000 --> 00:15:51.000]  但我又覺得我們可以做些什麼呢?
[00:15:51.000 --> 00:15:55.000]  現在希西加當時,
[00:15:55.000 --> 00:15:58.000]  面對著亞述,
[00:15:58.000 --> 00:16:00.000]  這樣罵他們,
[00:16:00.000 --> 00:16:03.000]  他們又可以做些什麼呢?
[00:16:03.000 --> 00:16:06.000]  要賠的錢,要給的錢,都給了,
[00:16:06.000 --> 00:16:09.000]  甚至他沒有錯,他都認錯,
[00:16:09.000 --> 00:16:11.000]  哎呀,對不起了,
[00:16:11.000 --> 00:16:15.000]  但希西加還可以做些什麼呢?
[00:16:15.000 --> 00:16:18.000]  剛才那段經文告訴你,
[00:16:18.000 --> 00:16:27.000]  他聽完亞述將軍的羞辱的話之後,
[00:16:27.000 --> 00:16:31.000]  他不是立即找人商量怎麼辦,
[00:16:31.000 --> 00:16:36.000]  而是披上麻布,
[00:16:36.000 --> 00:16:42.000]  他用一個表達很傷心,很難過的情況,
[00:16:42.000 --> 00:16:47.000]  去到這個聖殿來禱告,
[00:16:47.000 --> 00:16:55.000]  其實這是一個當我們面臨危險危難的時候,
[00:16:55.000 --> 00:17:00.000]  最應該採取的一個步驟。
[00:17:00.000 --> 00:17:05.000]  我記得在我上一間教會侍奉的時候,
[00:17:05.000 --> 00:17:08.000]  有一次在近龍曆年底,
[00:17:08.000 --> 00:17:10.000]  早上我收到一個電話,
[00:17:10.000 --> 00:17:15.000]  告訴我教會一個快要生產嬰兒的姐妹,
[00:17:15.000 --> 00:17:20.000]  她突然中風,暈倒,進了QE,
[00:17:20.000 --> 00:17:24.000]  當時非常危急,
[00:17:24.000 --> 00:17:28.000]  醫生開刀把嬰兒拿出來,
[00:17:28.000 --> 00:17:32.000]  但那個姐妹不可以讓她醒,
[00:17:32.000 --> 00:17:34.000]  一直昏迷,
[00:17:35.000 --> 00:17:39.000]  教會當時說這麼緊急,
[00:17:39.000 --> 00:17:42.000]  為這位姐妹和這個家庭,
[00:17:42.000 --> 00:17:47.000]  我們打算開三天禁食祈禱會,
[00:17:47.000 --> 00:17:53.000]  呼籲頂姐妹下班後回教會祈禱,
[00:17:53.000 --> 00:17:56.000]  你放七點或七點半也好,
[00:17:56.000 --> 00:17:59.000]  總之我們就去到九點半,
[00:17:59.000 --> 00:18:03.000]  但是頂姐妹通常會怎樣回應?
[00:18:03.000 --> 00:18:05.000]  我一定要去醫院,
[00:18:05.000 --> 00:18:07.000]  我要去醫院看,
[00:18:07.000 --> 00:18:11.000]  我要得到最新消息,
[00:18:11.000 --> 00:18:15.000]  我說你去醫院看得到嗎?
[00:18:15.000 --> 00:18:18.000]  去ICU你進得去嗎?
[00:18:18.000 --> 00:18:20.000]  我們在醫院祈禱,
[00:18:20.000 --> 00:18:22.000]  你們一個個站在那裡,
[00:18:22.000 --> 00:18:24.000]  只是呆站,
[00:18:24.000 --> 00:18:27.000]  或者有些人坐在那裡哭,
[00:18:27.000 --> 00:18:30.000]  甚至有些人幾個幾個坐在那裡哭,
[00:18:30.000 --> 00:18:36.000]  誰人真真正正在那裡祈福兩個小時?
[00:18:36.000 --> 00:18:39.000]  於是很努力呼籲下,
[00:18:39.000 --> 00:18:44.000]  很感恩二十多位弟兄姐妹,
[00:18:44.000 --> 00:18:47.000]  回來又禁食祈禱會,
[00:18:47.000 --> 00:18:49.000]  我們是一個蚊型的教會,
[00:18:49.000 --> 00:18:52.000]  只有四十多人,五十多人,
[00:18:52.000 --> 00:18:55.000]  很記得當我們第一晚,
[00:18:55.000 --> 00:18:57.000]  我們跪在那裡祈禱,
[00:18:57.000 --> 00:18:59.000]  哭得整塊地濕透,
[00:18:59.000 --> 00:19:02.000]  我們不斷問上帝為什麼會這樣,
[00:19:02.000 --> 00:19:06.000]  我們很多的不明白,
[00:19:06.000 --> 00:19:09.000]  到了第三晚的時候,
[00:19:09.000 --> 00:19:11.000]  我們大署歡笑,
[00:19:11.000 --> 00:19:12.000]  我們說上帝,
[00:19:12.000 --> 00:19:18.000]  我們願意信服祢的主權,
[00:19:18.000 --> 00:19:21.000]  我們看到很多時候都是,
[00:19:21.000 --> 00:19:23.000]  在很危急的情況下,
[00:19:23.000 --> 00:19:25.000]  最應該祈禱的,
[00:19:25.000 --> 00:19:28.000]  我們可能只是在那裡混亂,
[00:19:28.000 --> 00:19:31.000]  在那裡哭泣,
[00:19:31.000 --> 00:19:34.000]  有時候我們都會在群組裡,
[00:19:34.000 --> 00:19:37.000]  我們看到很多祈禱手,
[00:19:37.000 --> 00:19:39.000]  不止一隻出,兩隻出,三隻出,
[00:19:39.000 --> 00:19:41.000]  但有時候我想想,
[00:19:41.000 --> 00:19:44.000]  在這些出了祈禱手的裡面,
[00:19:44.000 --> 00:19:46.000]  我們有多少的祈禱呢?
[00:19:46.000 --> 00:19:49.000]  可能只是求上帝祝福,
[00:19:49.000 --> 00:19:51.000]  求上帝保守,
[00:19:51.000 --> 00:19:53.000]  所以求上帝幫助我們,
[00:19:53.000 --> 00:19:57.000]  在危險出現的時候,
[00:19:57.000 --> 00:20:01.000]  我們要更多的禱告,
[00:20:01.000 --> 00:20:03.000]  在禱告裡面,
[00:20:03.000 --> 00:20:04.000]  我們又看看,
[00:20:04.000 --> 00:20:06.000]  我們又看看,
[00:20:06.000 --> 00:20:09.000]  他的禱告是怎麼樣的,
[00:20:09.000 --> 00:20:11.000]  第一,他就說,
[00:20:11.000 --> 00:20:14.000]  坐在基路柏之上的耶和華,
[00:20:14.000 --> 00:20:16.000]  以色列的神,
[00:20:16.000 --> 00:20:19.000]  唯有祢是地上萬國的神,
[00:20:19.000 --> 00:20:24.000]  祢創造了天和地,
[00:20:24.000 --> 00:20:27.000]  他首先宣告,
[00:20:27.000 --> 00:20:32.000]  上帝是天地間獨一的主宰,
[00:20:32.000 --> 00:20:34.000]  原本的文字,
[00:20:34.000 --> 00:20:37.000]  這句次序是怎麼樣的呢?
[00:20:37.000 --> 00:20:39.000]  萬君的耶和華,
[00:20:39.000 --> 00:20:41.000]  以色列的上帝,
[00:20:41.000 --> 00:20:45.000]  坐在以基路柏之上的神,
[00:20:45.000 --> 00:20:49.000]  萬君的耶和華排先的,
[00:20:49.000 --> 00:20:51.000]  萬君的耶和華是什麼意思?
[00:20:51.000 --> 00:20:54.000]  全能的上帝,
[00:20:54.000 --> 00:20:56.000]  英文是Almighty,
[00:20:56.000 --> 00:20:58.000]  Almighty God,
[00:20:58.000 --> 00:20:59.000]  全能的上帝,
[00:20:59.000 --> 00:21:03.000]  祂是無所不知,無所不能,無所不見的,
[00:21:03.000 --> 00:21:05.000]  然後,以色列的上帝,
[00:21:05.000 --> 00:21:08.000]  就是他們國家的主,
[00:21:08.000 --> 00:21:11.000]  坐在以基路柏之上的上帝,
[00:21:11.000 --> 00:21:17.000]  記得當摩西帶領他們出埃及的時候,
[00:21:17.000 --> 00:21:21.000]  上帝要他們做一個私恩座,
[00:21:21.000 --> 00:21:22.000]  一個藥櫃,
[00:21:22.000 --> 00:21:24.000]  在上高就是私恩座,
[00:21:24.000 --> 00:21:27.000]  在私恩座的上高,
[00:21:27.000 --> 00:21:29.000]  就有一個基路柏,
[00:21:29.000 --> 00:21:35.000]  就是寓意著上帝和祂的子民同座,
[00:21:35.000 --> 00:21:38.000]  所以他宣告,
[00:21:38.000 --> 00:21:42.000]  上帝是一位全能的上帝,
[00:21:42.000 --> 00:21:45.000]  他是以色列的神,
[00:21:45.000 --> 00:21:50.000]  而以色列的人就是上帝的子民,
[00:21:50.000 --> 00:21:54.000]  所以希西加就說,
[00:21:54.000 --> 00:22:01.000]  上帝是猶太人唯一的真神,
[00:22:01.000 --> 00:22:04.000]  他是掌管著萬有,
[00:22:04.000 --> 00:22:10.000]  無論在天上、海裏面、地下、空中的全宇宙,
[00:22:10.000 --> 00:22:13.000]  都是屬於耶和華的,
[00:22:13.000 --> 00:22:18.000]  他是全知全能的宇宙大君,
[00:22:18.000 --> 00:22:22.000]  但最重要的,
[00:22:22.000 --> 00:22:26.000]  他就是以色列的上帝,
[00:22:26.000 --> 00:22:29.000]  是坐在以基路柏之上的上帝,
[00:22:29.000 --> 00:22:37.000]  他和猶太國有一個很緊密的關係,
[00:22:37.000 --> 00:22:43.000]  就是和他們是上帝和子民,
[00:22:43.000 --> 00:22:46.000]  我記得在兩年前,
[00:22:46.000 --> 00:22:49.000]  今次是晚上,
[00:22:49.000 --> 00:22:51.000]  七點多八點鐘,
[00:22:51.000 --> 00:22:54.000]  我又收到一個電話,
[00:22:54.000 --> 00:22:57.000]  這個事情我曾經說過,
[00:22:57.000 --> 00:22:59.000]  不過忘記在哪一堂說,
[00:22:59.000 --> 00:23:01.000]  不過今天再說,
[00:23:01.000 --> 00:23:03.000]  收到一位弟兄電話,
