
[00:00:00.000 --> 00:00:03.000]  請我們一起同心禱告
[00:00:03.000 --> 00:00:08.000]  再一次我們恭謹地來到去打開聖經
[00:00:08.000 --> 00:00:12.000]  求主的聖靈向我們啟示你的真理
[00:00:12.000 --> 00:00:14.000]  教導我們
[00:00:14.000 --> 00:00:17.000]  讓我們藉著這段相當長的經文
[00:00:17.000 --> 00:00:20.000]  我們能夠可以掌握
[00:00:20.000 --> 00:00:24.000]  到底使徒保羅有什麼的勸勉
[00:00:24.000 --> 00:00:27.000]  和什麼重要的教訓
[00:00:27.000 --> 00:00:31.000]  是菲律賓教會和日後的教會
[00:00:31.000 --> 00:00:34.000]  必須來到去遵從
[00:00:34.000 --> 00:00:41.000]  以至可以獲得從神那裡而來的喜悅和肯定
[00:00:41.000 --> 00:00:43.000]  我們今天晚上都等候
[00:00:43.000 --> 00:00:46.000]  禱告奉耶穌基督的名
[00:00:46.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:52.000]  以福音為核心
[00:00:52.000 --> 00:00:54.000]  相當明顯的了
[00:00:54.000 --> 00:00:58.000]  一章出現了五次福音的緣故
[00:00:58.000 --> 00:01:01.000]  第五節就已經有
[00:01:01.000 --> 00:01:05.000]  因為從第一天直到如今
[00:01:05.000 --> 00:01:08.000]  你們菲律賓人同心合二
[00:01:08.000 --> 00:01:11.000]  興旺福音
[00:01:11.000 --> 00:01:13.000]  第十二節
[00:01:13.000 --> 00:01:14.000]  弟兄們
[00:01:14.000 --> 00:01:16.000]  我要你們知道
[00:01:16.000 --> 00:01:18.000]  我所遭遇的事
[00:01:18.000 --> 00:01:20.000]  保羅現在是坐牢的
[00:01:20.000 --> 00:01:22.000]  在牢裡寫這一封信
[00:01:22.000 --> 00:01:24.000]  其實有四封信
[00:01:24.000 --> 00:01:25.000]  菲律賓書
[00:01:25.000 --> 00:01:26.000]  以弗所書
[00:01:26.000 --> 00:01:27.000]  哥羅西書
[00:01:27.000 --> 00:01:29.000]  肥利門書
[00:01:29.000 --> 00:01:31.000]  稱為監獄書信的四封
[00:01:31.000 --> 00:01:34.000]  這一封是寫給菲律賓教會的
[00:01:34.000 --> 00:01:38.000]  因為在監獄裡遇見一位年輕的
[00:01:38.000 --> 00:01:40.000]  爾巴弗提
[00:01:40.000 --> 00:01:42.000]  是菲律賓教會派去
[00:01:42.000 --> 00:01:45.000]  帶那些捐項給保羅的
[00:01:45.000 --> 00:01:47.000]  保羅收到之後
[00:01:47.000 --> 00:01:49.000]  就叫爾巴弗提回來
[00:01:49.000 --> 00:01:51.000]  來帶這封信回來
[00:01:51.000 --> 00:01:54.000]  所以保羅現在告訴他們
[00:01:54.000 --> 00:01:56.000]  我要你們知道
[00:01:56.000 --> 00:01:58.000]  我所遭遇的事情
[00:01:58.000 --> 00:02:00.000]  反而是什麼呢
[00:02:00.000 --> 00:02:03.000]  是使到福音更加興旺
[00:02:03.000 --> 00:02:05.000]  而且不單止是這樣
[00:02:05.000 --> 00:02:08.000]  甚至有些很難聽到福音的人
[00:02:08.000 --> 00:02:12.000]  有機會因為我坐牢而聽到
[00:02:12.000 --> 00:02:13.000]  這是第十三節
[00:02:13.000 --> 00:02:16.000]  以至在獄營的全軍
[00:02:16.000 --> 00:02:20.000]  羅馬裡面的營
[00:02:20.000 --> 00:02:23.000]  和其餘的人都知道
[00:02:23.000 --> 00:02:25.000]  我是為了基督
[00:02:25.000 --> 00:02:27.000]  福音和基督
[00:02:27.000 --> 00:02:31.000]  在這一章聖經是等同的
[00:02:31.000 --> 00:02:33.000]  是同義詞
[00:02:33.000 --> 00:02:36.000]  我是為基督的緣故受捆索的
[00:02:36.000 --> 00:02:38.000]  然後第十五節
[00:02:38.000 --> 00:02:41.000]  因為主要想講的二十七節
[00:02:41.000 --> 00:02:43.000]  去到二章的十一節
[00:02:43.000 --> 00:02:46.000]  所以就不詳細講前面提過的
[00:02:46.000 --> 00:02:48.000]  這四節關於福音的
[00:02:48.000 --> 00:02:50.000]  十五節
[00:02:50.000 --> 00:02:54.000]  有些人傳基督是出於嫉妒紛爭
[00:02:54.000 --> 00:02:56.000]  即是傳福音
[00:02:56.000 --> 00:02:59.000]  有些人是出於好意的
[00:02:59.000 --> 00:03:01.000]  後者出於好意的
[00:03:01.000 --> 00:03:03.000]  是出於愛心的
[00:03:03.000 --> 00:03:05.000]  看到耶穌的救恩
[00:03:05.000 --> 00:03:07.000]  出於愛來傳的
[00:03:07.000 --> 00:03:10.000]  知道我是奉差遣
[00:03:10.000 --> 00:03:13.000]  然後就說為福音來辯護
[00:03:13.000 --> 00:03:18.000]  這個愛心出於好意
[00:03:18.000 --> 00:03:21.000]  即是說對保羅的身份
[00:03:21.000 --> 00:03:23.000]  使徒的權柄
[00:03:23.000 --> 00:03:25.000]  和他的為人
[00:03:25.000 --> 00:03:27.000]  是一個肯定
[00:03:27.000 --> 00:03:30.000]  所以保羅傳我們更加去支持
[00:03:30.000 --> 00:03:32.000]  更加去幫助他
[00:03:32.000 --> 00:03:33.000]  認同他
[00:03:33.000 --> 00:03:35.000]  來鼓勵他
[00:03:35.000 --> 00:03:38.000]  但是保羅在這裡告訴我們
[00:03:38.000 --> 00:03:40.000]  原來有兩類人
[00:03:40.000 --> 00:03:42.000]  有些人
[00:03:42.000 --> 00:03:44.000]  接著就講前者
[00:03:44.000 --> 00:03:45.000]  十七節
[00:03:45.000 --> 00:03:49.000]  前者就是出於紛爭嫉妒的一些人
[00:03:49.000 --> 00:03:51.000]  他們都傳基督
[00:03:51.000 --> 00:03:54.000]  不過似乎的含義就是說
