
[00:00:00.000 --> 00:00:02.600]  頂姐妹早晨
[00:00:02.600 --> 00:00:07.600]  知不知道下個禮拜日是什麼日子?
[00:00:07.600 --> 00:00:11.200]  是啦,是年初二
[00:00:11.200 --> 00:00:19.100]  在準備新年期間送大家一句聖經
[00:00:19.100 --> 00:00:23.000]  等候耶和華的必從新得力
[00:00:23.000 --> 00:00:26.200]  他們必如鷹展翅上騰
[00:00:26.200 --> 00:00:29.400]  他們奔跑卻不困倦
[00:00:29.400 --> 00:00:32.600]  行走卻不疲乏
[00:00:32.600 --> 00:00:37.400]  這樣怎麼能過一個有力的生命呢?
[00:00:37.400 --> 00:00:41.800]  有人說,有兩個很重要的
[00:00:41.800 --> 00:00:46.600]  第一個就是對上帝的完全的倚靠
[00:00:46.600 --> 00:00:51.000]  第二就是對上帝完全的信服
[00:00:51.000 --> 00:00:54.600]  今天我們說的這個聖經人物
[00:00:54.600 --> 00:01:01.600]  以撒在生命當中就有了這兩個特點
[00:01:01.600 --> 00:01:06.200]  先對以撒有一點認識
[00:01:06.200 --> 00:01:12.800]  他的名字的意思是「笑」
[00:01:12.800 --> 00:01:14.800]  很開心地笑
[00:01:14.800 --> 00:01:18.400]  為什麼他的名字叫「笑」呢?
[00:01:18.400 --> 00:01:20.600]  這麼開心地笑呢?
[00:01:20.600 --> 00:01:25.400]  原來他的出生可以說是一個神蹟
[00:01:25.400 --> 00:01:29.600]  是上帝特別賜給他父母的
[00:01:29.600 --> 00:01:32.200]  因為當他出生的時候
[00:01:32.200 --> 00:01:35.800]  他父親是阿伯拉罕
[00:01:35.800 --> 00:01:38.000]  已經一百歲了
[00:01:38.000 --> 00:01:41.600]  他母親就九十歲了
[00:01:41.600 --> 00:01:47.000]  一般來說已經過了生育的年紀
[00:01:47.000 --> 00:01:49.800]  所以是不可能的
[00:01:49.800 --> 00:01:53.600]  不過阿伯拉罕所投靠的上帝
[00:01:53.600 --> 00:01:55.600]  是凡事都能的
[00:01:55.600 --> 00:01:59.400]  他也可以使得「無」變為「有」
[00:01:59.400 --> 00:02:03.600]  以致他父母雖然年紀這麼大
[00:02:03.600 --> 00:02:06.600]  但是他仍然可以出生
[00:02:06.600 --> 00:02:09.000]  仍然可以生育
[00:02:09.000 --> 00:02:11.400]  當他一出生的時候
[00:02:11.400 --> 00:02:16.000]  聖經形容他母親「笑都不吭聲」
[00:02:16.000 --> 00:02:18.200]  就改了這個兒子
[00:02:18.200 --> 00:02:20.600]  以撒就是「喜笑」
[00:02:20.600 --> 00:02:22.600]  很開心地笑
[00:02:22.600 --> 00:02:26.800]  當我們問
[00:02:26.800 --> 00:02:28.400]  在這個創世記
[00:02:28.400 --> 00:02:31.600]  或者猶太列祖裏面
[00:02:31.600 --> 00:02:34.600]  我們認識哪幾個呢?
[00:02:34.600 --> 00:02:37.000]  通常第一個就是說哪個?
[00:02:37.000 --> 00:02:38.800]  阿伯拉罕
[00:02:38.800 --> 00:02:40.600]  然後呢?
[00:02:40.600 --> 00:02:41.800]  雅各
[00:02:41.800 --> 00:02:45.200]  以撒通常都被人忽略了
[00:02:45.200 --> 00:02:47.600]  但是在這個聖經裏面
[00:02:47.600 --> 00:02:49.400]  我們很多時候都會說
[00:02:49.400 --> 00:02:52.200]  就是這個阿伯拉罕的神
[00:02:52.200 --> 00:02:53.600]  以撒的神
[00:02:53.600 --> 00:02:55.800]  和雅各的神
[00:02:55.800 --> 00:02:58.800]  所以都是列祖之一
[00:02:58.800 --> 00:03:00.800]  在這三個
[00:03:00.800 --> 00:03:03.200]  很多時候聖經都說
[00:03:03.200 --> 00:03:04.200]  阿伯拉罕的神
[00:03:04.200 --> 00:03:05.200]  以撒的神
[00:03:05.200 --> 00:03:06.600]  雅各的神
[00:03:06.600 --> 00:03:09.800]  在裏面最長命的那個
[00:03:09.800 --> 00:03:12.800]  就是以撒
[00:03:12.800 --> 00:03:14.800]  最長命的是以撒
[00:03:14.800 --> 00:03:17.600]  但是整個創世記裏面記載
[00:03:17.600 --> 00:03:19.600]  記載得最少的那個
[00:03:19.600 --> 00:03:21.400]  又是以撒
[00:03:21.400 --> 00:03:24.400]  阿伯拉罕他175歲
[00:03:24.400 --> 00:03:26.800]  但是創世記記載他
[00:03:26.800 --> 00:03:30.200]  由第12章一直到25章
[00:03:30.200 --> 00:03:35.200]  足足有13章是他的
[00:03:35.200 --> 00:03:36.800]  他的兒子更厲害
[00:03:36.800 --> 00:03:38.400]  他的兒子還短命
[00:03:38.400 --> 00:03:40.000]  147歲而已
[00:03:40.000 --> 00:03:44.000]  但是由這個創世記第27章
[00:03:44.000 --> 00:03:46.000]  一直到49章
[00:03:46.000 --> 00:03:49.000]  主要都是由他做主角
[00:03:49.000 --> 00:03:52.000]  所以就說了22章的聖經
[00:03:52.000 --> 00:03:55.000]  這個以撒
[00:03:55.000 --> 00:03:58.800]  做主角就只有26章
[00:03:58.800 --> 00:04:01.800]  剛才啟仁弟兄幫我們讀了大部份
[00:04:01.800 --> 00:04:03.800]  其他都有的
[00:04:03.800 --> 00:04:06.800]  不過是一些配角
[00:04:06.800 --> 00:04:08.800]  不是他做主角
[00:04:08.800 --> 00:04:13.400]  這個以撒可以說是一個信義代
[00:04:13.400 --> 00:04:17.200]  因為他爸爸被稱為信心之父
[00:04:17.200 --> 00:04:21.000]  在對耶和華的信心
[00:04:21.000 --> 00:04:26.000]  是給了以撒和後代一個很好的榜樣
[00:04:26.000 --> 00:04:28.600]  我們看看這個以撒
[00:04:28.600 --> 00:04:31.600]  因著他爸爸影響的緣故
[00:04:31.600 --> 00:04:34.400]  他對上帝都很信服
[00:04:34.400 --> 00:04:38.400]  我們看看在當中聖經記載了三件事情
[00:04:38.400 --> 00:04:40.400]  第一件很出名的
[00:04:40.400 --> 00:04:43.200]  翻得久一點的頂姐妹都知道的
[00:04:43.200 --> 00:04:48.200]  就是當以撒大約二十多三十歲的時候
[00:04:48.200 --> 00:04:52.200]  有一天他爸爸就說要上山獻祭
[00:04:52.200 --> 00:04:57.200]  以撒就揹著柴和火
[00:04:57.200 --> 00:04:59.200]  但是一路走去很奇怪
[00:04:59.200 --> 00:05:03.200]  為什麼爸爸沒有帶製品羊羔呢
[00:05:03.200 --> 00:05:04.200]  問爸爸
[00:05:04.200 --> 00:05:06.200]  爸爸就告訴他
[00:05:06.200 --> 00:05:11.200]  上帝自己一定會預備的
[00:05:11.200 --> 00:05:14.200]  去到這個獻祭的地方
[00:05:14.200 --> 00:05:19.200]  他就跟著將以撒綁在祭壇上
[00:05:19.200 --> 00:05:23.200]  但是當時以撒已經二十多三十歲了
[00:05:23.200 --> 00:05:27.200]  我想他一定會奇怪的
[00:05:27.200 --> 00:05:28.200]  不奇怪的那個就傻了
[00:05:28.200 --> 00:05:29.200]  一定會奇怪
[00:05:29.200 --> 00:05:32.200]  為什麼無端綁在這裡呢
[00:05:32.200 --> 00:05:35.200]  也都可能心知不妙了
[00:05:35.200 --> 00:05:39.200]  但是完全沒有反抗
[00:05:39.200 --> 00:05:43.200]  為什麼他這麼乖這麼聽話呢
[00:05:43.200 --> 00:05:47.200]  第一 他很尊重他很愛的父親
[00:05:47.200 --> 00:05:49.200]  他很尊重爸爸
[00:05:49.200 --> 00:05:53.200]  他覺得爸爸要怎麼做就怎麼做
[00:05:53.200 --> 00:05:59.200]  第二 他很信得過爸爸所信的上帝
[00:05:59.200 --> 00:06:02.200]  我看過爸爸之前這麼多的經歷
[00:06:02.200 --> 00:06:05.200]  他會帶領爸爸一步一步經歷的
[00:06:05.200 --> 00:06:07.200]  所以他覺得
[00:06:07.200 --> 00:06:11.200]  耶和華吩咐了爸爸要這麼做的時候
[00:06:11.200 --> 00:06:13.200]  他就一定要去信服
[00:06:13.200 --> 00:06:18.200]  他也都知道上帝一定會負責任的
[00:06:18.200 --> 00:06:23.200]  就算到最後他成為了製品被獻上的時候
[00:06:23.200 --> 00:06:27.200]  他都覺得是應該的
[00:06:27.200 --> 00:06:30.200]  其實在那次的獻祭裡面
[00:06:30.200 --> 00:06:33.200]  上帝不是真的要以撒的性命
[00:06:33.200 --> 00:06:37.200]  而是要去看伯拉罕的心
[00:06:37.200 --> 00:06:39.200]  他要將這個兒子
[00:06:39.200 --> 00:06:42.200]  是上帝給過他的
[00:06:42.200 --> 00:06:44.200]  但也都變成了那段時間
[00:06:44.200 --> 00:06:50.200]  成為了伯拉罕和他的太太撒拉的心肝寶貝
[00:06:50.200 --> 00:06:52.200]  什麼都給了他
[00:06:52.200 --> 00:06:57.200]  他就要看上帝要看伯拉罕的心
[00:06:57.200 --> 00:06:59.200]  在以撒那裡
[00:06:59.200 --> 00:07:03.200]  還是繼續在耶和華那裡呢
[00:07:03.200 --> 00:07:05.200]  有時候我們都是這樣的
[00:07:05.200 --> 00:07:08.200]  上帝從我們的生命當中
[00:07:08.200 --> 00:07:10.200]  他會拿走一些東西
[00:07:10.200 --> 00:07:12.200]  我們覺得很寶貝
[00:07:12.200 --> 00:07:14.200]  當他拿走了的時候
[00:07:14.200 --> 00:07:16.200]  我們就會覺得很慘
[00:07:16.200 --> 00:07:18.200]  要生要死的
[00:07:18.200 --> 00:07:22.200]  但上帝其實就讓我們看到
[00:07:22.200 --> 00:07:24.200]  要看到我們
[00:07:24.200 --> 00:07:27.200]  對這件心肝寶貝的東西重要一點
[00:07:27.200 --> 00:07:29.200]  還是上帝重要一點呢
[00:07:29.200 --> 00:07:33.200]  我在教育學院畢業的時候
[00:07:33.200 --> 00:07:35.200]  拍了拖兩年了
[00:07:35.200 --> 00:07:38.200]  在我畢業之後
[00:07:38.200 --> 00:07:40.200]  我就發覺到
[00:07:40.200 --> 00:07:45.200]  我那個男朋友疏遠我
[00:07:45.200 --> 00:07:46.200]  又不再打電話給我
[00:07:46.200 --> 00:07:48.200]  又不再約我出街
[00:07:48.200 --> 00:07:50.200]  後來就知道
[00:07:50.200 --> 00:07:53.200]  原來在教會裡面找到另外一個人
[00:07:53.200 --> 00:07:55.200]  當時很難過
[00:07:55.200 --> 00:07:57.200]  很難過
[00:07:57.200 --> 00:07:59.200]  很多的埋怨
[00:07:59.200 --> 00:08:01.200]  很多的不忿
[00:08:01.200 --> 00:08:03.200]  但也在那次
[00:08:03.200 --> 00:08:05.200]  上帝開我的眼睛
[00:08:05.200 --> 00:08:09.200]  讓我看到人是會變的
[00:08:09.200 --> 00:08:11.200]  最初是他先找我
[00:08:11.200 --> 00:08:13.200]  但竟然兩年之後
[00:08:13.200 --> 00:08:15.200]  他就去找了第二個
[00:08:15.200 --> 00:08:17.200]  他找到第二個比我更加好的
[00:08:17.200 --> 00:08:21.200]  但是我一直在祈禱
[00:08:21.200 --> 00:08:23.200]  我一直在祈禱上帝
[00:08:23.200 --> 00:08:25.200]  幫助我
[00:08:25.200 --> 00:08:27.200]  因為那時候開始出來教書
[00:08:27.200 --> 00:08:29.200]  那怎麼辦呢
[00:08:29.200 --> 00:08:31.200]  我求上帝給我有平安
[00:08:31.200 --> 00:08:36.200]  我每一天都用一個多小時的時間去祈禱
[00:08:36.200 --> 00:08:37.200]  暑假嘛
[00:08:37.200 --> 00:08:39.200]  用一個多小時的時間去祈禱
[00:08:39.200 --> 00:08:42.200]  上帝很快就給我有平安
