
[00:00:00.000 --> 00:00:10.000]  大家好,今天繼續跟大家分享一個我覺得是重要的訊息
[00:00:10.000 --> 00:00:16.000]  當我們一直說我們要發展,我們要向神的國前進的時候
[00:00:16.000 --> 00:00:20.000]  有些基石其實是非常重要的,要去定的
[00:00:20.000 --> 00:00:25.000]  這個時間跟大家講這段經文,就是大家一定要記得有一個前提
[00:00:25.000 --> 00:00:29.000]  為什麼這班門徒會去問耶穌天國裡面誰最大
[00:00:29.000 --> 00:00:35.000]  如果大家還記得,那些門徒曾經在聖經當中去爭辯
[00:00:35.000 --> 00:00:40.000]  將來的時間誰在耶穌的左邊和右邊,誰在裡面最大
[00:00:40.000 --> 00:00:45.000]  可能我不知道,聖經裡面沒有說,或者當時他們的爭辯就攤牌
[00:00:45.000 --> 00:00:49.000]  你看看我為耶穌的怨顧,我做了什麼,我放棄了那隻魚船
[00:00:49.000 --> 00:00:54.000]  然後有一個再大,我放棄了一把媽媽,或者是這樣子,我不知道
[00:00:54.000 --> 00:00:59.000]  總之他就說,我在神的國裡面,我應該是最大的,類似這樣
[00:00:59.000 --> 00:01:06.000]  但是你會發覺,耶穌的舉動很簡單,帶一個小朋友來到他面前
[00:01:06.000 --> 00:01:10.000]  天國裡面,誰最大?他最大
[00:01:10.000 --> 00:01:17.000]  為什麼這麼重要呢?當今天我們說我們要去建立神的國的時候
[00:01:17.000 --> 00:01:23.000]  首先大家就要搞清楚什麼叫神的國,神的國需要什麼
[00:01:23.000 --> 00:01:31.000]  很多時候我們很容易就會將屬世裡面的眼光和價值觀套在神的國裡面
[00:01:31.000 --> 00:01:38.000]  我們看到這個世界上,什麼叫做厲害?我不知道大家現在是不是還在流行,我沒有經常最新的最新的
[00:01:38.000 --> 00:01:44.000]  很多時候什麼叫做厲害的教會?就是ABC的教會叫做最厲害的
[00:01:44.000 --> 00:01:50.000]  什麼叫做ABC?attendance,很多人數,超級教會,過萬人
[00:01:50.000 --> 00:01:57.000]  B,building,我們一間很漂亮的,所以教會越建越高
[00:01:57.000 --> 00:02:02.000]  如果大家還記得,當時在溫州那裡曾經有過拆十字架事件
[00:02:02.000 --> 00:02:09.000]  然後你就會發覺,當你不看,一看,那些教堂是什麼?每一間都這麼厲害
[00:02:09.000 --> 00:02:16.000]  每一間都這麼厲害,C,cash,我們教會又很有錢
[00:02:16.000 --> 00:02:22.000]  這樣就叫做厲害的教會,所以教會應該追求ABC,是不是?聽完節目
[00:02:22.000 --> 00:02:28.000]  有一段日子,我想大家留意,連教會都有潮流
[00:02:28.000 --> 00:02:34.000]  有一段時間突然間講教會增長,然後就蜂擁的所有教會都一起去學教會增長
[00:02:34.000 --> 00:02:39.000]  看似是對的,但問題是慢慢慢慢就變成比賽
[00:02:39.000 --> 00:02:42.000]  你這間教會增長多少,他們的教會增長多少?
[00:02:42.000 --> 00:02:46.000]  很容易就陷入了這些熟悉的價值觀裡面
[00:02:46.000 --> 00:02:50.000]  耶穌在這裡的時候,為什麼他要把這個小孩子拿出來?
[00:02:50.000 --> 00:02:57.000]  因為他想告訴大家,我天國裡面所需要的是一個小孩子的樣式
[00:02:57.000 --> 00:03:03.000]  什麼叫做小孩子的樣式?不是今天你自己去套入,你認為小孩子是這樣
[00:03:03.000 --> 00:03:08.000]  然後我想大家回到聖經裡面,很習慣地,每一樣東西當聖經講,回到聖經講
[00:03:08.000 --> 00:03:14.000]  什麼叫做小孩子的樣式?就是上帝創造時候的樣式
[00:03:14.000 --> 00:03:20.000]  上帝創造人的時候的樣式,就是小孩子的樣式
[00:03:20.000 --> 00:03:28.000]  其實最初亞當夏娃被創造出來的時候,他們的生活是非常簡單的
[00:03:28.000 --> 00:03:32.000]  你留意一下,整個創世記當中,他寫得很清楚的
[00:03:32.000 --> 00:03:40.000]  全部的東西都是上帝做的,定位很清楚,上帝做,上帝定了所有的規矩
[00:03:40.000 --> 00:03:46.000]  地面就是地面,海裡就是海裡,天上就是天上
[00:03:46.000 --> 00:03:53.000]  然後創造人的時候,他告訴別人,你們要吃樹上的果子
[00:03:53.000 --> 00:03:59.000]  你教清楚,上帝命定了大家不是吃草的
[00:03:59.000 --> 00:04:04.000]  你們吃樹上的果子,某程度上,我想大家留意
[00:04:04.000 --> 00:04:10.000]  當上帝讓人去管理,是叫他管理動物,他沒有叫人管理植物
[00:04:10.000 --> 00:04:18.000]  意思是什麼?其實植物是代表上帝賜予,就是說人的生命是由上帝賜予
[00:04:18.000 --> 00:04:22.000]  不斷不斷的供給,我不需要你走去擔心
[00:04:22.000 --> 00:04:26.000]  大家都知道,如果植物在一個很正常的環境裡面的時候
[00:04:26.000 --> 00:04:30.000]  它會很周而復始的不斷的結果,對不對?
[00:04:30.000 --> 00:04:35.000]  它不需要你擔心,人不需要花點心力去做這件事
[00:04:35.000 --> 00:04:40.000]  然後他給了我一個工作的範圍,你幫我好好的管理動物
[00:04:40.000 --> 00:04:44.000]  大家也知道,當時的世界是否需要管理?
[00:04:44.000 --> 00:04:48.000]  我需要做一個羊欄嗎?不用的,在這個世界裡面,大家都相信
[00:04:48.000 --> 00:04:53.000]  所有的動物其實都是可以一起相處的,沒有所謂的空晚的野獸
[00:04:53.000 --> 00:04:58.000]  當時上帝的命定,原本是所有的動物都是吃草的
[00:04:58.000 --> 00:05:04.000]  就是說上帝創造了一個時候,當時的人是非常簡單
[00:05:04.000 --> 00:05:08.000]  我有上帝的供給,我滿足於上帝的供給
[00:05:08.000 --> 00:05:14.000]  我每天有上帝要我所做的事,我很有目標,每天都要做什麼事
[00:05:14.000 --> 00:05:19.000]  小孩子是一個這樣的狀態
[00:05:19.000 --> 00:05:24.000]  套回我們今天所見的小孩子
[00:05:24.000 --> 00:05:28.000]  坦白說,小孩子的滿足是什麼?
[00:05:28.000 --> 00:05:35.000]  你猜一下,在正常情況下,在你還沒跟他講錢有多重要之前
[00:05:35.000 --> 00:05:38.000]  就是說你還沒跟他賺錢去買玩具之前
[00:05:38.000 --> 00:05:44.000]  你給他一張100元,給他一包糖,他選哪樣?
[00:05:44.000 --> 00:05:53.000]  你帶他去吃一頓好的,明天我給你一千元,他選哪樣?
[00:05:53.000 --> 00:05:56.000]  我要吃一頓好的
[00:05:56.000 --> 00:06:03.000]  我要形容的就是,其實今天小孩子,我講得直接一點
[00:06:03.000 --> 00:06:05.000]  是被我們大人教壞的
[00:06:05.000 --> 00:06:13.000]  是我們的大人慢慢慢慢開始成長之後
[00:06:13.000 --> 00:06:18.000]  你開始滲入了很多人與人之間的比較
[00:06:18.000 --> 00:06:23.000]  你開始滲入了很多這個世界裡的條條框框
[00:06:23.000 --> 00:06:27.000]  你開始忘記了上帝創造你最初的原意
[00:06:27.000 --> 00:06:32.000]  你用你自己不斷去追求,不斷去追求,不斷去追求
[00:06:32.000 --> 00:06:37.000]  你認為這個世界上那些是最有價值的
[00:06:37.000 --> 00:06:41.000]  我不知道大家有沒有發覺,其實今天這些是屬靈爭戰
[00:06:41.000 --> 00:06:43.000]  我可以講得嚴重一點
[00:06:43.000 --> 00:06:46.000]  今天很多人沒有事情做,做什麼?
[00:06:46.000 --> 00:06:53.000]  香港不是最流行,但在大陸就很流行,就是叫做殺手機
[00:06:53.000 --> 00:06:57.000]  看什麼?看抖音
[00:06:57.000 --> 00:07:01.000]  一個一個不斷看,你不要看小哥那樣東西
[00:07:01.000 --> 00:07:04.000]  那裡就可以看你幾個小時
[00:07:04.000 --> 00:07:09.000]  我想大家留意,你的價值觀就是從那裡來的
[00:07:09.000 --> 00:07:13.000]  它慢慢就會去改變你的思想
[00:07:13.000 --> 00:07:15.000]  什麼叫做漂亮的標準?
[00:07:15.000 --> 00:07:20.000]  我想問問大家,到今天,有圖有沒有真相?
[00:07:20.000 --> 00:07:27.000]  我想告訴大家,你千萬不要再相信照片裡所謂的美女
[00:07:27.000 --> 00:07:34.000]  我絕對告訴大家,大家有沒有看到那些美顏的效果
[00:07:34.000 --> 00:07:36.000]  一個阿婆可以變成一個美女?
[00:07:36.000 --> 00:07:38.000]  大家知道吧?
[00:07:38.000 --> 00:07:41.000]  她告訴你什麼叫美的價值觀
[00:07:41.000 --> 00:07:43.000]  什麼叫有身份地位
[00:07:43.000 --> 00:07:48.000]  什麼叫賺到錢
[00:07:48.000 --> 00:07:53.000]  什麼叫吃喝玩樂,是一種享受
[00:07:53.000 --> 00:07:58.000]  你慢慢慢慢就被這個世界裡面不斷改變你
[00:07:58.000 --> 00:08:02.000]  再加上我們個人的經驗
[00:08:02.000 --> 00:08:06.000]  我們在這個世界上很想賺到別人的讚譽
[00:08:06.000 --> 00:08:08.000]  這個世界人對我的讚譽
[00:08:08.000 --> 00:08:12.000]  這個世界人對我的稱讚,對我的肯定
[00:08:12.000 --> 00:08:18.000]  我們慢慢用錢,用其他的物質,用所有東西去堆砌我們這個人出來
[00:08:18.000 --> 00:08:21.000]  然後你就教你的下一代
[00:08:21.000 --> 00:08:25.000]  所以你要好好讀書,為什麼?
[00:08:25.000 --> 00:08:31.000]  因為將來你才有出色的,你才能夠賺到錢
[00:08:31.000 --> 00:08:37.000]  你才能夠得到爸爸媽媽今天認為有價值的那個
[00:08:37.000 --> 00:08:43.000]  所以當我們的子女達到這個世界一個錢的標準的時候
[00:08:43.000 --> 00:08:45.000]  我們心滿意足
[00:08:45.000 --> 00:08:47.000]  真是聰明的兒子,真是聰明的女兒
[00:08:47.000 --> 00:08:50.000]  如果我們那個讀書不成的,那怎麼辦?
[00:08:50.000 --> 00:08:53.000]  一講你兒子的樣子,就不要提了
[00:08:53.000 --> 00:09:02.000]  其實我想大家回想起上帝所說的小孩子
[00:09:02.000 --> 00:09:12.000]  就是最初那一個完全依靠上帝滿足於上帝他自己的小孩子
[00:09:12.000 --> 00:09:17.000]  當今天我跟大家說,小朋友你看他多天真,他都不為明天憂慮
[00:09:17.000 --> 00:09:19.000]  接著大人就會回答什麼?
[00:09:19.000 --> 00:09:22.000]  當然不用了,他都不用為明天的餐,是吧?
