
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹,我們一同先有個禱告
[00:00:03.000 --> 00:00:06.000]  秋天我們再次感謝你
[00:00:06.000 --> 00:00:09.000]  感謝你讓我們有生命的氣息
[00:00:09.000 --> 00:00:13.000]  感謝你讓我們在你的殿中敬拜你
[00:00:13.000 --> 00:00:16.000]  一家孩子都要分享你自己的話的時候
[00:00:16.000 --> 00:00:19.000]  求真理的聖靈與我們眾人同在
[00:00:19.000 --> 00:00:22.000]  願意我們無論講的聽的
[00:00:22.000 --> 00:00:25.000]  都是被主你自己的話語進入真理當中
[00:00:25.000 --> 00:00:28.000]  被主你自己的話語得著造就得著安慰
[00:00:28.000 --> 00:00:31.000]  我們恭敬的將以下時間交上
[00:00:31.000 --> 00:00:34.000]  奉主耶穌基督明智祈求,阿們
[00:00:34.000 --> 00:00:37.000]  弟兄姊妹平安
[00:00:37.000 --> 00:00:40.000]  今個星期呢,明天大家知道什麼節日吧
[00:00:40.000 --> 00:00:43.000]  父親節,不知道大家有沒有計劃
[00:00:43.000 --> 00:00:46.000]  跟家裡的父親去慶祝
[00:00:46.000 --> 00:00:50.000]  很多時候都會聽到一些做爸爸的會這樣說
[00:00:50.000 --> 00:00:55.000]  他們就說很多人會比較重視母親節
[00:00:55.000 --> 00:00:59.000]  因為爸爸就好像很多時候在家裡是一個配角的角色
[00:00:59.000 --> 00:01:03.000]  因為可能做媽媽的就是要懷胎十月
[00:01:03.000 --> 00:01:06.000]  又要經歷生孩子的過程
[00:01:06.000 --> 00:01:08.000]  所以很多時候感覺就是
[00:01:08.000 --> 00:01:11.000]  媽媽在家裡好像比較重要
[00:01:11.000 --> 00:01:14.000]  但是原來有一些研究顯示
[00:01:14.000 --> 00:01:18.000]  一個家庭原來父親的角色都很重要
[00:01:18.000 --> 00:01:21.000]  一個父親的形象
[00:01:21.000 --> 00:01:23.000]  我們說father image
[00:01:23.000 --> 00:01:27.000]  原來會影響一個小朋友的發展
[00:01:27.000 --> 00:01:29.000]  之前看過一些報導
[00:01:29.000 --> 00:01:31.000]  在美國的心理學家
[00:01:31.000 --> 00:01:34.000]  曾經做過一個家庭的實驗
[00:01:34.000 --> 00:01:36.000]  最終他得出一個結論就是說
[00:01:36.000 --> 00:01:40.000]  原來父親對小孩成長的影響力
[00:01:40.000 --> 00:01:43.000]  是母親的50倍
[00:01:43.000 --> 00:01:48.000]  原來如果爸爸參與照顧多一些小孩
[00:01:48.000 --> 00:01:52.000]  他在學校的成績就相對地會比較好一點
[00:01:52.000 --> 00:01:56.000]  而如果爸爸陪伴小孩參加課外活動多一些
[00:01:56.000 --> 00:01:59.000]  那個小朋友就可能會覺得比較幸福
[00:01:59.000 --> 00:02:04.000]  所以爸爸對小朋友成長的過程的作用
[00:02:04.000 --> 00:02:07.000]  可能比我們想像中的重要
[00:02:07.000 --> 00:02:09.000]  不過坦白說
[00:02:09.000 --> 00:02:13.000]  今天在香港又或者在我們的社會裡
[00:02:13.000 --> 00:02:17.000]  很多時候家人可能爸爸就是要出去工作
[00:02:17.000 --> 00:02:21.000]  好像中國人就是男主外女主內
[00:02:21.000 --> 00:02:25.000]  未必有很多時間可以照顧家裡的小朋友
[00:02:25.000 --> 00:02:27.000]  又或者在我們的成長裡
[00:02:27.000 --> 00:02:30.000]  很多時候地上的父親
[00:02:30.000 --> 00:02:33.000]  未必真的可以做到很完美
[00:02:33.000 --> 00:02:36.000]  曾經聽過一些朋友分享
[00:02:36.000 --> 00:02:40.000]  他的爸爸就是一個不是很負責任的爸爸
[00:02:40.000 --> 00:02:43.000]  在他很小的時候已經拋棄了他
[00:02:43.000 --> 00:02:47.000]  所以他對爸爸的感覺不是太好
[00:02:47.000 --> 00:02:50.000]  甚至可能有一些朋友
[00:02:50.000 --> 00:02:53.000]  說父親很早已經離開了這個世界
[00:02:53.000 --> 00:02:58.000]  未必有很多機會和父親去相處
[00:02:58.000 --> 00:03:00.000]  所以沒錯
[00:03:00.000 --> 00:03:02.000]  我們今天在地上的父親
[00:03:02.000 --> 00:03:05.000]  或許未必是最完美
[00:03:05.000 --> 00:03:08.000]  又或者我們都是有缺陷
[00:03:08.000 --> 00:03:12.000]  又或者我們對父親的形象都是很模糊
[00:03:12.000 --> 00:03:14.000]  但今天我們作為基督徒
[00:03:14.000 --> 00:03:16.000]  聖經這樣跟我們說
[00:03:16.000 --> 00:03:19.000]  它說當我們相信主耶穌的時候
[00:03:19.000 --> 00:03:22.000]  我們的身份是神的兒女
[00:03:22.000 --> 00:03:26.000]  我們每一個人有一位在天上的父親
[00:03:26.000 --> 00:03:29.000]  所以今天很希望藉著神的話
[00:03:29.000 --> 00:03:33.000]  我們一同去認識我們在天上的父
[00:03:33.000 --> 00:03:36.000]  是一位怎樣的父親
[00:03:36.000 --> 00:03:39.000]  在剛才讀的那段經文裡
[00:03:39.000 --> 00:03:40.000]  十一章五節
[00:03:40.000 --> 00:03:42.000]  如果我們看前一點
[00:03:42.000 --> 00:03:44.000]  我們看第一節的話
[00:03:44.000 --> 00:03:46.000]  如果大家有聖經可以看
[00:03:46.000 --> 00:03:49.000]  其實當時聖經形容耶穌
[00:03:49.000 --> 00:03:51.000]  在第一節說
[00:03:51.000 --> 00:03:54.000]  耶穌當時在一個地方禱告
[00:03:54.000 --> 00:03:57.000]  禱告完的時候門徒就問耶穌
[00:03:57.000 --> 00:04:00.000]  求耶穌教他怎樣禱告
[00:04:00.000 --> 00:04:03.000]  而耶穌就教門徒禱告
[00:04:03.000 --> 00:04:05.000]  之後那段經文
[00:04:05.000 --> 00:04:06.000]  如果我們看聖經
[00:04:06.000 --> 00:04:07.000]  大家一定很熟悉
[00:04:07.000 --> 00:04:09.000]  如果回教會很久
[00:04:09.000 --> 00:04:11.000]  就是我們很熟悉的主禱文
[00:04:11.000 --> 00:04:13.000]  甚至我們都會背
[00:04:13.000 --> 00:04:15.000]  而主禱文的第一句
[00:04:15.000 --> 00:04:17.000]  大家都知道就是
[00:04:17.000 --> 00:04:20.000]  我們在天上的父
[00:04:20.000 --> 00:04:24.000]  而這個稱呼其實是一個很重要的稱呼
[00:04:24.000 --> 00:04:27.000]  也是一個很重要的基礎
[00:04:27.000 --> 00:04:30.000]  因為今天我們原來和天上的父
[00:04:30.000 --> 00:04:35.000]  是父子和父親和子女的關係
[00:04:35.000 --> 00:04:37.000]  原來只有我們每次禱告的對象
[00:04:37.000 --> 00:04:39.000]  是我們的父親
[00:04:39.000 --> 00:04:41.000]  是我們的爸爸
[00:04:41.000 --> 00:04:43.000]  但是因為大家都知道
[00:04:43.000 --> 00:04:45.000]  我們天上的父親是看不到的
[00:04:45.000 --> 00:04:48.000]  不和我們現在在地上的父親
[00:04:48.000 --> 00:04:52.000]  所以當耶穌說完主禱文之後
[00:04:52.000 --> 00:04:54.000]  接著就是我們今天那段經文
[00:04:54.000 --> 00:04:56.000]  耶穌說了一個比喻
[00:04:56.000 --> 00:04:58.000]  去幫助我們明白
[00:04:58.000 --> 00:05:00.000]  在我們今天天上的父
[00:05:00.000 --> 00:05:01.000]  究竟是一位怎樣的父
[00:05:01.000 --> 00:05:03.000]  而且教導門徒
[00:05:03.000 --> 00:05:06.000]  是怎樣去實踐一個禱告的生活
[00:05:06.000 --> 00:05:09.000]  這個比喻很容易明白
[00:05:09.000 --> 00:05:12.000]  在路加福音十一章五節說
[00:05:12.000 --> 00:05:16.000]  在半夜有一個朋友去到另一個朋友的家
[00:05:16.000 --> 00:05:18.000]  想借三個餅
[00:05:18.000 --> 00:05:20.000]  其實大家想像一下
[00:05:20.000 --> 00:05:23.000]  這是一個很非一般的行動
[00:05:23.000 --> 00:05:26.000]  因為在時間上已經不是一個很好的時間
[00:05:26.000 --> 00:05:30.000]  大家半夜的時間應該是在家裡休息
[00:05:30.000 --> 00:05:34.000]  而這個朋友去到他的朋友家門前
[00:05:34.000 --> 00:05:36.000]  他的朋友就回覆
[00:05:36.000 --> 00:05:38.000]  就說你不要打擾我了
[00:05:38.000 --> 00:05:40.000]  因為門已經關上
[00:05:40.000 --> 00:05:42.000]  我家人都睡了
[00:05:42.000 --> 00:05:45.000]  如果我起床開門給你
[00:05:45.000 --> 00:05:47.000]  一定會把家人吵醒
[00:05:47.000 --> 00:05:49.000]  所以就請他離開
[00:05:49.000 --> 00:05:52.000]  因為這個也是一個最合理的方法
[00:05:52.000 --> 00:05:55.000]  但因為那時候已經是太晚了
[00:05:55.000 --> 00:05:58.000]  但這個人就不住去求
