
[00:00:00.000 --> 00:00:02.000]  好 我們一起同心祈禱
[00:00:02.000 --> 00:00:05.000]  感恩天父讓我們在晚上
[00:00:05.000 --> 00:00:07.760]  我們可以再一次去研讀
[00:00:07.760 --> 00:00:09.520]  貼撒羅尼加前書
[00:00:09.520 --> 00:00:11.840]  都幫助我們能夠對於
[00:00:11.840 --> 00:00:14.560]  仕途保羅和提摩泰
[00:00:14.560 --> 00:00:16.800]  或者是
[00:00:16.800 --> 00:00:19.240]  西拉等等
[00:00:19.240 --> 00:00:21.600]  都能夠對於當時
[00:00:21.600 --> 00:00:23.600]  二千年前他們在
[00:00:23.600 --> 00:00:25.600]  這個希臘
[00:00:25.600 --> 00:00:26.960]  在雅典
[00:00:26.960 --> 00:00:28.960]  來寫這封信的時候
[00:00:29.200 --> 00:00:34.000]  他們的內心是對貼撒羅尼加城的弟兄姊妹
[00:00:34.000 --> 00:00:35.440]  是掛心的
[00:00:35.440 --> 00:00:37.760]  都讓我們能夠從哲理行間
[00:00:37.760 --> 00:00:39.040]  感受到
[00:00:39.040 --> 00:00:42.000]  牧者和弟兄姊妹之間
[00:00:42.000 --> 00:00:44.000]  那份牧養的恩情
[00:00:44.000 --> 00:00:46.400]  我們可以來掌握
[00:00:46.400 --> 00:00:48.400]  也在我們現代
[00:00:48.400 --> 00:00:51.360]  一個繁忙的社會
[00:00:51.360 --> 00:00:52.720]  大都會裡面
[00:00:52.720 --> 00:00:55.840]  我們彼此的關顧牧養
[00:00:55.840 --> 00:00:57.840]  應該怎樣能夠
[00:00:57.840 --> 00:01:00.720]  可以透過一些大的方向原則
[00:01:00.720 --> 00:01:04.560]  來找到我們自己的方法
[00:01:04.560 --> 00:01:06.560]  來彼此的關顧
[00:01:06.560 --> 00:01:08.560]  願神帶領我們
[00:01:08.560 --> 00:01:11.680]  我們都會碰到關於主再來的問題
[00:01:11.680 --> 00:01:14.960]  無論我們之後會看的末世論
[00:01:14.960 --> 00:01:20.400]  但是在整卷書都在在的充斥著
[00:01:20.400 --> 00:01:22.400]  主耶穌要回來
[00:01:22.400 --> 00:01:25.360]  我們要準備這樣的概念
[00:01:25.360 --> 00:01:27.120]  這個教導
[00:01:27.120 --> 00:01:30.800]  到底保羅他的用意
[00:01:30.800 --> 00:01:32.800]  和當時的他的處境
[00:01:32.800 --> 00:01:34.800]  是為什麼會這樣想呢?
[00:01:34.800 --> 00:01:37.200]  願主都帶領我們大家明白
[00:01:37.200 --> 00:01:39.440]  我們仰望等候禱告
[00:01:39.440 --> 00:01:41.680]  奉耶穌基督的名
[00:01:41.680 --> 00:01:42.960]  阿們
[00:01:42.960 --> 00:01:47.200]  好,我們來看第二章
[00:01:47.200 --> 00:01:49.200]  因為停了一次
[00:01:49.200 --> 00:01:51.200]  上一次是清明
[00:01:51.200 --> 00:01:55.280]  我們來看第二章
[00:01:55.280 --> 00:01:57.280]  我很快地讀一讀
[00:01:57.280 --> 00:02:01.680]  因為這次我們應該由第十三節開始看起
[00:02:01.680 --> 00:02:05.840]  但是十三節之前有幾節未講得太詳盡
[00:02:05.840 --> 00:02:07.840]  我可以再補充
[00:02:07.840 --> 00:02:10.160]  因為有時候陸陸續續
[00:02:10.160 --> 00:02:13.200]  都會有新朋友加入我們的茶經班
[00:02:13.200 --> 00:02:15.200]  當然他們是在網上聽
[00:02:15.200 --> 00:02:19.440]  所以有時候都需要多講一些背景
[00:02:19.440 --> 00:02:22.480]  或者是有些重要的經文
[00:02:22.480 --> 00:02:24.480]  我們稍為停留久一點
[00:02:24.480 --> 00:02:26.480]  第二章很快地講了
[00:02:26.480 --> 00:02:30.320]  為什麼保羅要寫這封信
[00:02:30.320 --> 00:02:32.320]  剛才國祈禱的時候都講了
[00:02:32.320 --> 00:02:35.680]  他很快地輾轉去到雅典
[00:02:35.680 --> 00:02:37.680]  在雅典那裡
[00:02:37.680 --> 00:02:39.680]  他有一些事工
[00:02:39.680 --> 00:02:42.880]  但是當他完成所有事情之後
[00:02:42.880 --> 00:02:44.880]  他就很掛心
[00:02:44.880 --> 00:02:48.480]  這個貼索羅來加城的頂姐妹
[00:02:48.480 --> 00:02:51.440]  尤其是提摩泰
[00:02:51.440 --> 00:02:57.200]  很早期就跟隨保羅到雅典
[00:02:57.200 --> 00:03:01.040]  保羅就不讓他留在雅典
[00:03:01.040 --> 00:03:03.440]  而是就打發他回去
[00:03:03.440 --> 00:03:05.440]  因為他可能是年青
[00:03:05.440 --> 00:03:08.160]  不是主要被針對的對象
[00:03:08.160 --> 00:03:12.080]  所以貼索羅來加城的暴徒
[00:03:12.080 --> 00:03:14.560]  或者那些反對的領袖
[00:03:14.560 --> 00:03:16.560]  就不會對提摩泰
[00:03:16.560 --> 00:03:19.760]  有太多的為難或者逼迫
[00:03:19.760 --> 00:03:25.120]  所以他也方便了解當時教會的情況
[00:03:25.120 --> 00:03:28.800]  這是記載在《士徒行傳》的18章經文
[00:03:28.800 --> 00:03:32.240]  大家可以有時間去看那些歷史背景
[00:03:32.240 --> 00:03:37.360]  對於我們掌握貼索羅來加教會的近況
[00:03:37.360 --> 00:03:40.320]  和這本書的寫作原因
[00:03:40.320 --> 00:03:42.800]  也是相對比較容易掌握的
[00:03:42.800 --> 00:03:47.200]  當然我們稍後才講關於主在內
[00:03:47.200 --> 00:03:54.240]  有時說得太多、太強調
[00:03:54.240 --> 00:03:56.960]  又會衍生一些副作用
[00:03:56.960 --> 00:04:00.320]  就是四章開始就說
[00:04:00.320 --> 00:04:02.960]  有些貼索羅來加的弟兄姊妹
[00:04:02.960 --> 00:04:05.440]  主都回來了,不要做事了
[00:04:05.440 --> 00:04:08.480]  翹起雙手等主耶穌回來了
[00:04:08.480 --> 00:04:10.720]  但是仍然要生活
[00:04:10.720 --> 00:04:11.920]  要生活的時候
[00:04:11.920 --> 00:04:18.640]  他們就在教會裏面帶來很多的怯
[00:04:18.640 --> 00:04:22.400]  就是在那裏不做事
[00:04:22.400 --> 00:04:27.280]  又令到保羅要從另一個角度去講
[00:04:27.280 --> 00:04:30.240]  主在內和你恩勤工作
[00:04:30.240 --> 00:04:32.240]  是不單止沒有抵觸
[00:04:32.240 --> 00:04:35.120]  而且是相輔相成的
[00:04:35.120 --> 00:04:36.960]  這是一個新概念
[00:04:36.960 --> 00:04:40.880]  初期教會特別是剛剛信主的教會
[00:04:40.880 --> 00:04:43.440]  其實就很需要明白這一點
[00:04:43.440 --> 00:04:45.520]  因為很多時候以為
[00:04:45.520 --> 00:04:48.320]  他回來我們就甚麼都不用管
[00:04:48.320 --> 00:04:51.920]  這個概念其實一向都是錯的
[00:04:51.920 --> 00:04:56.240]  否則主的在內就變成養了懶人
[00:04:56.240 --> 00:04:58.880]  甚至連一些未信的人
[00:04:58.880 --> 00:05:01.280]  都會覺得教會很奇怪
[00:05:01.280 --> 00:05:04.960]  所以我們一定要對真理有一個平衡
[00:05:04.960 --> 00:05:08.240]  恩勤工作不等於不等待主在內
[00:05:08.240 --> 00:05:09.840]  又是一個很平衡的
[00:05:09.840 --> 00:05:13.120]  所以原來我們對真理都要有一個
[00:05:13.120 --> 00:05:16.240]  比較掌握得全面一些
[00:05:16.240 --> 00:05:20.880]  譬如這個星期我在洪恩講道
[00:05:20.880 --> 00:05:24.000]  特別強調保羅叫我們不要論斷
[00:05:24.000 --> 00:05:26.960]  不要評斷那些目者
[00:05:26.960 --> 00:05:31.440]  但是兩者是不是應該要有一個緩衝
[00:05:31.440 --> 00:05:33.920]  和怎樣能夠調和呢
[00:05:33.920 --> 00:05:35.600]  是不是甚麼都不要判斷呢
[00:05:35.600 --> 00:05:37.520]  那又不是的
[00:05:37.520 --> 00:05:41.040]  所以如果我們偏向某一個道理
[00:05:41.040 --> 00:05:44.080]  而在那裏不斷放大
[00:05:44.080 --> 00:05:45.760]  其實又不健康
[00:05:45.760 --> 00:05:48.560]  所以真理的平衡
[00:05:48.560 --> 00:05:52.800]  其實是信徒不斷需要去做一個調教
[00:05:52.800 --> 00:05:56.000]  否則偏向某一樣東西
[00:05:56.000 --> 00:05:58.000]  又會帶來一個很大的
[00:05:58.000 --> 00:06:01.200]  如果是小的可能是一個笑話
[00:06:01.200 --> 00:06:04.080]  如果大的可能是一個異端就不好了
[00:06:04.080 --> 00:06:05.520]  第二章開始
[00:06:05.520 --> 00:06:08.960]  他說弟兄們你們自己原曉得
[00:06:08.960 --> 00:06:12.960]  我們進到你們那裏並不是徒然的
[00:06:12.960 --> 00:06:16.640]  我們從前在菲勒比被害受辱
[00:06:16.640 --> 00:06:18.320]  這是你們知道的
[00:06:18.320 --> 00:06:22.560]  然而還是靠我們的神放開膽量
[00:06:22.560 --> 00:06:26.880]  在大爭戰中把神的福音傳給你們
[00:06:26.880 --> 00:06:29.040]  保羅看他的傳道
[00:06:29.040 --> 00:06:31.120]  很多的難阻
[00:06:31.120 --> 00:06:33.520]  菲勒比就是那個侍女
[00:06:33.520 --> 00:06:36.720]  那個主人因為有地方勢力
[00:06:36.720 --> 00:06:39.440]  又因為那個發財的
[00:06:39.440 --> 00:06:42.400]  即是交軌的那些靈媒
[00:06:42.400 --> 00:06:44.480]  令到他發達致富
[00:06:44.480 --> 00:06:47.360]  現在沒有那個靈媒去幫
[00:06:47.360 --> 00:06:49.760]  所以他就抓他們去見官
[00:06:49.760 --> 00:06:53.760]  保羅就要坐在菲勒比的監獄裏面
[00:06:53.760 --> 00:06:57.440]  都是一個屈辱來的
[00:06:57.440 --> 00:07:01.040]  是一個保羅看的戰爭
[00:07:01.040 --> 00:07:02.240]  一個真戰來的
[00:07:02.240 --> 00:07:05.440]  但是他仍然是靠著神的恩典
[00:07:05.440 --> 00:07:08.640]  他第二天就離開菲勒比了
[00:07:08.640 --> 00:07:12.800]  勸勉完這個女底亞的教會之後
[00:07:12.800 --> 00:07:14.560]  他就輾轉離開
[00:07:14.560 --> 00:07:17.600]  之後坐船就去到暗非波利
[00:07:17.600 --> 00:07:19.360]  去到貼索羅尼加
[00:07:19.360 --> 00:07:23.440]  在貼索羅尼加那裏有猶太人的會堂
[00:07:23.440 --> 00:07:28.160]  暗示菲勒比是沒有猶太人居住
[00:07:28.160 --> 00:07:31.040]  所以我們去年的11月去
[00:07:31.040 --> 00:07:38.640]  又發現菲勒比真的沒有猶太人的社群
[00:07:38.640 --> 00:07:43.120]  挺吻合聖經的教導
[00:07:43.120 --> 00:07:45.840]  貼索羅尼加就不是了
[00:07:45.840 --> 00:07:48.480]  保羅就看到有會堂
[00:07:48.480 --> 00:07:50.080]  他就進去會堂
[00:07:50.080 --> 00:07:52.160]  照著他素常的規矩
[00:07:52.160 --> 00:07:54.160]  在會堂裏面去讀經
[00:07:54.160 --> 00:07:57.360]  男士猶太人是可以
[00:07:57.360 --> 00:08:02.960]  路過都可以在安息日讀經的
[00:08:02.960 --> 00:08:05.680]  這裏告訴我們第三節
[00:08:05.680 --> 00:08:08.960]  我們的勸勉不是出於錯誤
[00:08:08.960 --> 00:08:10.400]  不是出於污穢
[00:08:10.400 --> 00:08:12.080]  也不是用詭詐
[00:08:12.080 --> 00:08:17.040]  似乎講到他的傳道在貼索羅尼加城
[00:08:17.040 --> 00:08:20.880]  有一個純傳的動機
[00:08:20.880 --> 00:08:23.440]  他特別強調這件事
[00:08:23.440 --> 00:08:25.680]  似乎和他急速的離開
[00:08:25.680 --> 00:08:28.240]  因為有極大的困難
[00:08:28.240 --> 00:08:32.240]  很難一下子解釋給每一個人知道
[00:08:32.240 --> 00:08:34.000]  他這麼急速的走
[00:08:34.000 --> 00:08:40.160]  所以一定會被人攻擊他的動機不純傳
[00:08:40.160 --> 00:08:44.880]  所以在這裏他就要提醒他們這班使徒
[00:08:44.880 --> 00:08:46.880]  進到貼索羅尼加城
[00:08:46.880 --> 00:08:51.600]  我們甚麼原因去你當中傳道
[00:08:51.600 --> 00:08:55.360]  或者甚麼原因我們急速四個星期就要走
[00:08:55.360 --> 00:08:57.200]  所以這是要解釋的
[00:08:57.200 --> 00:08:59.840]  他要讓弟兄姐妹知道
[00:08:59.840 --> 00:09:01.680]  不是見到難處
[00:09:01.680 --> 00:09:03.600]  沒甚麼好處
[00:09:03.600 --> 00:09:07.520]  沒甚麼油水等等
[00:09:07.520 --> 00:09:09.760]  就走了
[00:09:09.760 --> 00:09:10.800]  就不是了
[00:09:10.800 --> 00:09:13.360]  這裏告訴我們
[00:09:13.360 --> 00:09:16.800]  他被神嚴重了
[00:09:16.800 --> 00:09:17.760]  第四節
[00:09:17.760 --> 00:09:20.320]  但神既然嚴重了我們
[00:09:20.320 --> 00:09:22.320]  把福音託付我們
[00:09:22.320 --> 00:09:24.000]  我們就照樣講
[00:09:24.000 --> 00:09:25.840]  不是要討人喜歡
[00:09:25.840 --> 00:09:26.960]  乃是要討
[00:09:26.960 --> 00:09:29.680]  察驗我們心的神喜歡
[00:09:29.680 --> 00:09:32.480]  所以這個簡選
[00:09:32.480 --> 00:09:34.720]  保羅在這裏就用察驗
[00:09:34.720 --> 00:09:37.840]  即是神託付保羅
[00:09:37.840 --> 00:09:39.200]  這班使徒
[00:09:39.200 --> 00:09:42.080]  他們有那個責任
[00:09:42.080 --> 00:09:44.400]  神好像驗過他們
[00:09:44.400 --> 00:09:45.600]  即是試驗過
[00:09:45.600 --> 00:09:47.760]  因為是驗證
[00:09:47.760 --> 00:09:49.520]  試驗過保羅
[00:09:49.520 --> 00:09:50.960]  覺得他是忠心的
[00:09:50.960 --> 00:09:53.920]  可以承擔一個這麼大的使命
[00:09:53.920 --> 00:09:56.320]  就是神國度的福音
[00:09:56.320 --> 00:09:57.600]  藉著保羅
[00:09:57.600 --> 00:10:00.080]  可以傳到外邦人當中
[00:10:00.080 --> 00:10:02.560]  即是你不可以索託非人
[00:10:02.560 --> 00:10:04.720]  神嚴重了我們
[00:10:04.720 --> 00:10:06.080]  你可以想像到
[00:10:06.080 --> 00:10:07.760]  保羅在過去
[00:10:07.760 --> 00:10:09.600]  由他在大馬士革
[00:10:09.600 --> 00:10:13.520]  在路上被大光照耀之後
[00:10:13.520 --> 00:10:15.760]  那個開始
[00:10:15.760 --> 00:10:17.520]  他就接觸福音了
[00:10:17.520 --> 00:10:19.040]  接觸耶穌了
[00:10:19.040 --> 00:10:21.360]  原來從另一個角度
[00:10:21.360 --> 00:10:23.520]  是神嚴重他
[00:10:23.520 --> 00:10:26.800]  是神已經考驗過保羅
[00:10:26.800 --> 00:10:30.320]  他經過了很多訓練
[00:10:30.320 --> 00:10:32.480]  磨練
[00:10:32.480 --> 00:10:33.840]  困難
[00:10:33.840 --> 00:10:36.240]  現在他正正式式
[00:10:36.240 --> 00:10:39.680]  第二次宣教的旅程
[00:10:39.680 --> 00:10:42.880]  就來到歐洲
[00:10:42.880 --> 00:10:44.960]  大陸傳道
[00:10:44.960 --> 00:10:49.680]  遇到的是一個比較急的攻擊
[00:10:49.680 --> 00:10:51.760]  實在不知道什麼原因
[00:10:51.760 --> 00:10:55.120]  保羅不是每個地方都要走的
[00:10:55.120 --> 00:10:56.880]  有些地方他不走的
[00:10:56.880 --> 00:11:00.480]  比如十八章說他去到雅典之後
[00:11:00.480 --> 00:11:02.240]  最終他去到哥倫多
[00:11:02.240 --> 00:11:03.440]  他是不走的
[00:11:03.440 --> 00:11:05.600]  他住了一年半的
[00:11:05.600 --> 00:11:10.720]  所以當然那裡又有另外一個神的顯現
[00:11:10.720 --> 00:11:13.280]  就是耶穌在晚上
[00:11:13.280 --> 00:11:14.560]  在他家裡
[00:11:14.560 --> 00:11:15.920]  向他顯現
[00:11:15.920 --> 00:11:17.040]  告訴他
[00:11:17.040 --> 00:11:18.800]  你不需要懼怕
[00:11:18.800 --> 00:11:20.320]  你要只管說
[00:11:20.320 --> 00:11:22.560]  因為在這個城裡面
[00:11:22.560 --> 00:11:23.600]  哥倫多城
[00:11:23.600 --> 00:11:26.160]  是有很多很多我的百姓的
[00:11:26.160 --> 00:11:28.800]  保羅就在那裡住了一年半
[00:11:28.800 --> 00:11:31.360]  所以原來走與不走
[00:11:31.360 --> 00:11:34.160]  都是有神的時間
[00:11:34.160 --> 00:11:35.920]  神的心意
[00:11:35.920 --> 00:11:39.920]  作為目者就應該要有這個
[00:11:39.920 --> 00:11:41.520]  最重要的想法
[00:11:41.520 --> 00:11:44.160]  當然客觀因素都可能會是的
[00:11:44.160 --> 00:11:47.680]  但是更重要的是內心裡面有帶領
[00:11:47.680 --> 00:11:51.040]  有神的印證
[00:11:51.040 --> 00:11:52.480]  引導
[00:11:52.480 --> 00:11:53.280]  安排
[00:11:53.280 --> 00:11:55.520]  這些我們大家都要學習的
[00:11:55.520 --> 00:11:58.640]  所以有些事情我們學一下祈禱
[00:11:58.640 --> 00:12:00.080]  或者很簡單就是
[00:12:00.080 --> 00:12:01.040]  這件事
[00:12:01.040 --> 00:12:02.640]  神啊我應該怎麼做呢
[00:12:02.640 --> 00:12:04.640]  問一下也好
[00:12:04.640 --> 00:12:06.960]  問一下之後你再用你的腦去想
[00:12:06.960 --> 00:12:07.840]  不是錯的
[00:12:07.840 --> 00:12:09.440]  都要用腦的
[00:12:09.440 --> 00:12:11.920]  但是用腦之前都要祈禱
[00:12:11.920 --> 00:12:12.800]  神啊
[00:12:12.800 --> 00:12:14.320]  我這樣做
[00:12:14.320 --> 00:12:15.920]  是不是對呢
[00:12:15.920 --> 00:12:17.920]  去或者留
[00:12:17.920 --> 00:12:19.920]  都是要這樣學習祈禱
[00:12:19.920 --> 00:12:22.880]  尤其是那些婚姻對象更加
[00:12:22.880 --> 00:12:26.160]  就是終身大事
[00:12:26.160 --> 00:12:27.120]  是
[00:12:27.120 --> 00:12:28.960]  我們說遠了
[00:12:28.960 --> 00:12:31.280]  嚴重了保羅
[00:12:31.280 --> 00:12:33.120]  和他們這一幫使徒
[00:12:33.120 --> 00:12:36.400]  嚴重之後就託付了
[00:12:36.400 --> 00:12:37.760]  你看看神
[00:12:37.760 --> 00:12:39.280]  都不是傻的
[00:12:39.280 --> 00:12:40.960]  神都是嚴重
[00:12:40.960 --> 00:12:42.800]  接著託付
[00:12:42.800 --> 00:12:44.960]  我們在教會
[00:12:44.960 --> 00:12:45.920]  我們不要
[00:12:45.920 --> 00:12:46.960]  下盤輕輕
[00:12:46.960 --> 00:12:48.000]  別人叫你做你就做
[00:12:48.000 --> 00:12:51.520]  你要自己都要承擔到
[00:12:51.520 --> 00:12:53.360]  所以神是嚴重
[00:12:53.360 --> 00:12:54.800]  接著託付
[00:12:54.800 --> 00:12:55.600]  接著呢
[00:12:55.600 --> 00:12:57.760]  他們就照樣說
[00:12:57.760 --> 00:13:00.160]  不懼怕人情
[00:13:00.160 --> 00:13:02.000]  不是說不看人情世故
[00:13:02.000 --> 00:13:02.720]  而是
[00:13:02.720 --> 00:13:04.720]  不是說你喜歡我說我就說
[00:13:04.720 --> 00:13:06.480]  你不喜歡我說我就不說
[00:13:06.480 --> 00:13:07.200]  那就不是
[00:13:07.200 --> 00:13:08.000]  反過來
[00:13:08.000 --> 00:13:09.600]  你不喜歡我說的真理
[00:13:09.600 --> 00:13:10.800]  我都要說明
[00:13:10.800 --> 00:13:11.360]  是
[00:13:11.360 --> 00:13:13.680]  我不是要抱人的喜歡
[00:13:13.680 --> 00:13:15.920]  否則就太容易做了
[00:13:15.920 --> 00:13:18.800]  全世界最容易做的工作就是傳道人了
[00:13:18.800 --> 00:13:21.040]  因為你喜歡我聽什麼我就說什麼
[00:13:21.040 --> 00:13:23.280]  其他什麼都不說
[00:13:23.280 --> 00:13:24.320]  如果嚴格來說
[00:13:24.320 --> 00:13:26.880]  一個星期最忙就是星期的上午
[00:13:26.880 --> 00:13:28.960]  其他時間都是做一些行政
[00:13:28.960 --> 00:13:30.000]  那很空閒的
[00:13:30.000 --> 00:13:30.800]  很沒事的
