
[00:00:00.000 --> 00:00:02.000]  現在是正道的時間
[00:00:02.000 --> 00:00:05.680]  今晚很高興有本堂的實習神學生
[00:00:05.680 --> 00:00:08.360]  黃澳賢導師在我們當中正道
[00:00:08.360 --> 00:00:12.120]  他今晚的講題是「神跡一直都在」
[00:00:12.120 --> 00:00:17.520]  經文是記載在《仕途行傳》第三章一至十節
[00:00:17.520 --> 00:00:19.680]  請聽神的話語
[00:00:19.680 --> 00:00:23.320]  下午三時禱告的時候
[00:00:23.320 --> 00:00:26.000]  彼得和約翰上聖殿去
[00:00:26.000 --> 00:00:29.200]  一個從無福慮就是卻退的人
[00:00:29.680 --> 00:00:30.960]  正被人抬來
[00:00:30.960 --> 00:00:35.960]  他們天天把他放在聖殿的一個叫美門的門口
[00:00:35.960 --> 00:00:38.440]  求進聖殿的人施捨
[00:00:38.440 --> 00:00:43.600]  他們看見彼得約翰將要進聖殿
[00:00:43.600 --> 00:00:45.640]  就求他們施捨
[00:00:45.640 --> 00:00:48.400]  彼得和約翰定睛看他
[00:00:48.400 --> 00:00:51.680]  彼得說:看著我們
[00:00:51.680 --> 00:00:54.080]  那人就注目看他們
[00:00:54.080 --> 00:00:56.520]  只望從他們得著什麼
[00:00:56.520 --> 00:00:58.120]  彼得卻說:
[00:00:58.760 --> 00:01:00.600]  金銀我都沒有
[00:01:00.600 --> 00:01:02.800]  但我把我有的給你
[00:01:02.800 --> 00:01:06.800]  奉拿撒勒人耶穌基督的名起來行走
[00:01:06.800 --> 00:01:12.440]  於是彼得拉著他的右手扶他起來
[00:01:12.440 --> 00:01:16.640]  他的腳和划骨立刻健壯了
[00:01:16.640 --> 00:01:18.960]  就跳起來站著
[00:01:18.960 --> 00:01:20.600]  又開始行走
[00:01:20.600 --> 00:01:23.120]  他跟他們進了聖殿
[00:01:23.120 --> 00:01:25.440]  邊走邊跳讚美神
[00:01:25.920 --> 00:01:29.560]  百姓都看見他又行走又讚美神
[00:01:29.560 --> 00:01:33.800]  認得他是那素常坐在聖殿的美門口
[00:01:33.800 --> 00:01:35.400]  求人施捨的
[00:01:35.400 --> 00:01:40.160]  就因他所遇到的事滿心驚訝詫異
[00:01:40.160 --> 00:01:41.480]  經能讀筆
[00:01:41.480 --> 00:01:43.120]  有請黃澳賢導師
[00:01:55.640 --> 00:01:57.040]  各位弟兄姊妹平安
[00:01:57.040 --> 00:02:02.240]  很高興今年能夠成為錦宣家裡的實習神學生
[00:02:02.240 --> 00:02:04.160]  我主要服侍的群體
[00:02:04.160 --> 00:02:07.080]  就是飛龍團契和青年團契
[00:02:07.080 --> 00:02:12.040]  想不到第一次在台上跟大家分享上帝的話語的時候
[00:02:12.040 --> 00:02:13.560]  是一個這樣的場合
[00:02:13.560 --> 00:02:16.680]  不過敬拜是不受時間所限
[00:02:16.680 --> 00:02:18.120]  也不受空間所限
[00:02:18.120 --> 00:02:21.600]  只要我們是心靈誠實去敬拜主的話
[00:02:21.600 --> 00:02:23.960]  上帝都閱立我們的敬拜
[00:02:24.640 --> 00:02:25.720]  我們一同禱告
[00:02:25.720 --> 00:02:29.560]  阿爸父我們感謝讚美你
[00:02:29.560 --> 00:02:32.600]  求你預備弟兄姊妹的心
[00:02:32.600 --> 00:02:35.480]  開我們的心讓你的話語再重信去
[00:02:35.480 --> 00:02:37.720]  也求你高沒孩子的口
[00:02:37.720 --> 00:02:40.160]  讓我所說的和聽的
[00:02:40.160 --> 00:02:43.200]  我們同得益處一同被造就
[00:02:43.200 --> 00:02:46.320]  我們將以下的時間都交上
[00:02:46.320 --> 00:02:47.360]  求主你閱立
[00:02:47.360 --> 00:02:49.640]  奉耶穌基督得勝的名字而求
[00:02:49.640 --> 00:02:50.360]  阿們
[00:02:50.360 --> 00:02:54.280]  弟兄姊妹對於你們來說
[00:02:54.840 --> 00:02:55.960]  神蹟是什麼呢
[00:02:55.960 --> 00:02:57.960]  奧古斯丁說
[00:02:57.960 --> 00:03:00.800]  神蹟並不是違反自然的
[00:03:00.800 --> 00:03:03.480]  乃是違反人所知道的自然
[00:03:03.480 --> 00:03:06.800]  相信有神的人自然都會相信神蹟
[00:03:06.800 --> 00:03:08.280]  對我來說
[00:03:08.280 --> 00:03:10.440]  神蹟就是神的作為
[00:03:10.440 --> 00:03:12.040]  是神能力的彰顯
[00:03:12.040 --> 00:03:17.040]  在福音書裡面主耶穌大概行了35個神蹟
[00:03:17.040 --> 00:03:19.640]  特別是約翰福音的記載
[00:03:19.640 --> 00:03:23.440]  他記載耶穌行神蹟的時候用一個特別的字眼
[00:03:23.800 --> 00:03:24.560]  記號
[00:03:24.560 --> 00:03:25.280]  Sign
[00:03:25.280 --> 00:03:26.320]  Semiron
[00:03:26.320 --> 00:03:27.400]  故此
[00:03:27.400 --> 00:03:31.880]  耶穌的神蹟就是神的管治權介入人類生活的記號
[00:03:31.880 --> 00:03:35.320]  一個記號本身是沒有什麼特別價值的
[00:03:35.320 --> 00:03:40.240]  就好像一個路牌
[00:03:40.240 --> 00:03:41.840]  我們開車的人就明白了
[00:03:41.840 --> 00:03:44.440]  其實路牌本身是沒有什麼價值的
[00:03:44.440 --> 00:03:46.080]  不過卻是很重要的
[00:03:46.080 --> 00:03:48.120]  如果沒有了這個路牌的話
[00:03:48.120 --> 00:03:50.640]  開車的人就不知道應該怎麼走
[00:03:50.640 --> 00:03:52.320]  應該走哪條路才對
[00:03:52.920 --> 00:03:54.120]  神蹟也是一樣
[00:03:54.120 --> 00:03:55.440]  在福音書裡面
[00:03:55.440 --> 00:03:58.040]  神蹟事件不是最有價值的事
[00:03:58.040 --> 00:04:01.720]  最重要的是要顯明耶穌基督是神
[00:04:01.720 --> 00:04:03.320]  是大有能力的
[00:04:03.320 --> 00:04:08.520]  而初期教會的神蹟是要證明聖靈的工作和主的能力
[00:04:08.520 --> 00:04:11.320]  今天我們作為跟隨主的人
[00:04:11.320 --> 00:04:14.280]  同樣經歷著各種不同的神蹟
[00:04:14.280 --> 00:04:16.600]  全因為我們的主
[00:04:16.600 --> 00:04:19.360]  是一位到今天仍然活著的主
[00:04:20.400 --> 00:04:23.080]  很多謝主席剛才跟我們還讀了經文
[00:04:23.080 --> 00:04:28.280]  但是我也喜歡跟弟兄姊妹一同讀經
[00:04:28.280 --> 00:04:31.680]  如果大家手邊有聖經的話可以打開
[00:04:31.680 --> 00:04:35.800]  又或者可以跟著這個投影片一起讀
[00:04:35.800 --> 00:04:39.160]  我這一段的經文是在和合本裡面的
[00:04:39.160 --> 00:04:41.200]  我們一起讀了
[00:04:41.200 --> 00:04:41.920]  預備讀
[00:04:41.920 --> 00:04:46.680]  《新初禱告的時候,彼得約翰上聖殿去》
[00:04:47.160 --> 00:04:51.480]  有一個人生來是瓊腿的,天天被人抬來
[00:04:51.480 --> 00:04:55.400]  就在殿的一個門口,那門名叫美門
[00:04:55.400 --> 00:04:57.520]  要求進殿的人周濟
[00:04:57.520 --> 00:05:02.640]  他看見彼得約翰將要進殿,就求他們周濟
[00:05:02.640 --> 00:05:05.400]  彼得約翰定睛看他
[00:05:05.400 --> 00:05:07.800]  彼得說:你看我們
[00:05:07.800 --> 00:05:12.000]  那人就留意看他們,只望得著什麼
[00:05:12.000 --> 00:05:15.360]  彼得說:金銀我都沒有
[00:05:15.560 --> 00:05:17.560]  只把我所有的給你
[00:05:17.560 --> 00:05:20.680]  我奉拿撒勒人耶穌基督的名
[00:05:20.680 --> 00:05:22.320]  叫你起來行走
[00:05:22.320 --> 00:05:26.040]  於是拉著他的右手扶他起來
[00:05:26.040 --> 00:05:29.680]  他的腳和畫子骨立刻見狀了
[00:05:29.680 --> 00:05:33.200]  就跳起來站著又行走
[00:05:33.200 --> 00:05:34.960]  同他們進了殿
[00:05:34.960 --> 00:05:37.400]  走著跳著讚美神
[00:05:37.400 --> 00:05:41.240]  百姓都看見他行走,讚美神
[00:05:42.080 --> 00:05:46.800]  認得他是那素上坐在殿的美門口求周濟的
[00:05:46.800 --> 00:05:51.080]  就因他所遇著的事,滿心稀奇驚訝
[00:05:51.080 --> 00:05:57.240]  在這裡我要先和大家交代一下《使徒行傳》的背景
[00:05:57.240 --> 00:06:00.400]  《使徒行傳》的作者盧嘉烈在《使徒行傳》
[00:06:00.400 --> 00:06:03.920]  主要是寄述門徒聚集在耶路撒冷城的時候
[00:06:03.920 --> 00:06:07.040]  耶穌怎樣藉著他所賜下的聖靈
[00:06:07.040 --> 00:06:09.120]  帶領初期教會的發展
[00:06:09.560 --> 00:06:12.320]  我們讀《使徒行傳》的時候要特別留心
[00:06:12.320 --> 00:06:16.080]  《使徒行傳》是寄述初期教會發展的情況
[00:06:16.080 --> 00:06:18.400]  是一段不能夠重複的歷史
[00:06:18.400 --> 00:06:21.320]  當中有很多的描述是不適宜
[00:06:21.320 --> 00:06:24.520]  直接就應用在我們今天的教會生活裡面的
[00:06:24.520 --> 00:06:26.600]  但是其中帶出的意義
[00:06:26.600 --> 00:06:29.960]  是對我們今天信徒仍然具有相當的重要性
[00:06:29.960 --> 00:06:33.480]  今天我們來看看彼得在聖殿門口
[00:06:33.480 --> 00:06:36.040]  醫好了一個生來瘸腿的人
[00:06:36.600 --> 00:06:41.120]  這是使徒所行又被具體記載的第一個神蹟
[00:06:41.120 --> 00:06:44.200]  那時候的教會要行神蹟
[00:06:44.200 --> 00:06:46.920]  今天的教會也要行很多神蹟
[00:06:46.920 --> 00:06:49.640]  主耶穌在世的時候要行神蹟
[00:06:49.640 --> 00:06:51.680]  現在祂雖然在天上
[00:06:51.680 --> 00:06:54.080]  但是在地上仍然行很多神蹟
[00:06:54.080 --> 00:06:57.880]  福音書記載了主開展的工作
[00:06:57.880 --> 00:07:00.640]  到使徒時代主仍然工作
[00:07:00.640 --> 00:07:01.760]  即使是今天
[00:07:01.760 --> 00:07:04.800]  祂同樣在教會在我們中間工作
[00:07:05.640 --> 00:07:08.760]  在路加不撻的耶路撒冷教會的活動空間
[00:07:08.760 --> 00:07:12.080]  不單止是停留在他們本身的群體裡面
[00:07:12.080 --> 00:07:14.520]  甚至連聖殿、猶太會堂
[00:07:14.520 --> 00:07:17.680]  都成為了教會為主做見證的地方
[00:07:17.680 --> 00:07:20.640]  在聖靈的能力幫助下
[00:07:20.640 --> 00:07:24.920]  任何環境都不會構成教會為主做見證的阻撓
[00:07:24.920 --> 00:07:26.360]  就好像我們今天這樣
[00:07:26.360 --> 00:07:31.080]  雖然我們都是在網上或者在網上一起敬拜
[00:07:31.080 --> 00:07:34.520]  但是都不會成為我們為主做見證的阻撓
[00:07:35.120 --> 00:07:37.040]  在使徒行傳的第一二章
[00:07:37.040 --> 00:07:40.080]  我們看到最早門徒活動的中心點
[00:07:40.080 --> 00:07:41.960]  還是在耶路撒冷聖殿
[00:07:41.960 --> 00:07:45.480]  而今天我會和大家看的第三章
[00:07:45.480 --> 00:07:48.920]  同樣是發生在耶路撒冷聖殿的情況
[00:07:48.920 --> 00:07:53.440]  神蹟發生的時機
[00:07:53.440 --> 00:07:55.280]  就是要我們把握機會
[00:07:55.280 --> 00:07:58.560]  在新初禱告的時候
[00:07:58.560 --> 00:08:00.680]  彼得·約翰上聖殿去
[00:08:00.680 --> 00:08:03.760]  有一個人真是劊腿的
[00:08:03.880 --> 00:08:05.520]  天天被人抬來
[00:08:05.520 --> 00:08:08.080]  放在殿的一個門口
[00:08:08.080 --> 00:08:10.600]  那個門名叫做尾門
[00:08:10.600 --> 00:08:13.000]  要求進殿的人來去周祭
[00:08:13.000 --> 00:08:15.600]  他看到彼得·約翰將要進殿了
[00:08:15.600 --> 00:08:17.080]  就求他們周祭
[00:08:17.080 --> 00:08:19.640]  彼得·約翰就定睛看著他
[00:08:19.640 --> 00:08:20.520]  彼得說
[00:08:20.520 --> 00:08:21.840]  你看我們
[00:08:21.840 --> 00:08:27.320]  新約時代的猶太人有三個禱告的時間
[00:08:27.320 --> 00:08:29.120]  分別是早上九點
[00:08:29.120 --> 00:08:31.800]  正午十二點和下午三點
[00:08:31.800 --> 00:08:33.760]  在這三個不同的時間
[00:08:33.760 --> 00:08:37.040]  他們都會很常聚集在聖殿裡面禱告
[00:08:37.040 --> 00:08:39.640]  剛才主席幫我們讀的時候已經解釋了
[00:08:39.640 --> 00:08:42.920]  新初其實就是指下午三點鐘
[00:08:42.920 --> 00:08:46.280]  有一個人天生就是劊腿的了
[00:08:46.280 --> 00:08:48.000]  他生來就有缺陷
[00:08:48.000 --> 00:08:50.600]  每一天都被人抬過來
[00:08:50.600 --> 00:08:52.920]  放在殿的一個門口
[00:08:52.920 --> 00:08:54.960]  放這個字
[00:08:54.960 --> 00:08:57.880]  是在投影片裡面紅色了
[00:08:57.880 --> 00:09:02.480]  放這個字的原文時態是表現一個慣性的動作
[00:09:02.480 --> 00:09:05.040]  就是說這個人是例行公事地
[00:09:05.040 --> 00:09:06.720]  每一天都被人放在那裡
[00:09:06.720 --> 00:09:09.080]  而經文裡面的「美門」
[00:09:09.080 --> 00:09:11.360]  就是指耶路撒冷聖殿
[00:09:11.360 --> 00:09:14.440]  如果看到投影片的話
[00:09:14.440 --> 00:09:15.520]  大家可以看看
[00:09:15.520 --> 00:09:18.720]  美門的外面就是外邦人院
[00:09:18.720 --> 00:09:20.720]  他們要經過外邦人院
[00:09:20.720 --> 00:09:23.320]  經過美門才能夠進入女人院
[00:09:23.320 --> 00:09:25.440]  就是說這個地方
[00:09:25.440 --> 00:09:26.920]  是很多人聚集
[00:09:26.920 --> 00:09:28.440]  無論是外邦人、女人
[00:09:28.440 --> 00:09:30.640]  還是說要進入聖殿裡面的猶太人
[00:09:30.880 --> 00:09:32.880]  他們都要經過這個門口
[00:09:32.880 --> 00:09:38.400]  這個門口就是位置在耶路撒冷東邊的牆的一個門
[00:09:38.400 --> 00:09:40.280]  可以想像到
[00:09:40.280 --> 00:09:42.240]  這個生來劊腿的人
[00:09:42.240 --> 00:09:43.880]  根據摩西的律法
[00:09:43.880 --> 00:09:47.680]  其實有殘缺的人是不可以進入聖殿裡面的
[00:09:47.680 --> 00:09:48.720]  所以
[00:09:48.720 --> 00:09:53.000]  大概這個就是他被放在這個門口的原因
[00:09:53.000 --> 00:09:54.320]  因為他不可以進去
[00:09:54.320 --> 00:09:57.200]  而這個門口又是最多人的地方
[00:09:57.200 --> 00:09:58.560]  如果我們想一下
[00:09:58.560 --> 00:10:01.560]  我們最常見到黑蓋的地方
[00:10:01.560 --> 00:10:03.960]  斷股不會是一些很冷清的角落
[00:10:03.960 --> 00:10:06.400]  應該是一些熙來讓往的地方
[00:10:06.400 --> 00:10:07.840]  這個人也是一樣
[00:10:07.840 --> 00:10:09.080]  他揀選了這個地方
[00:10:09.080 --> 00:10:10.400]  就被人放在那裡了
[00:10:10.400 --> 00:10:16.280]  我相信彼得和約翰上聖殿的時候
[00:10:16.280 --> 00:10:17.760]  大概都沒有預計過
[00:10:17.760 --> 00:10:21.520]  沒有想過自己要幫助這個生來劊腿的人
[00:10:21.520 --> 00:10:25.760]  不過神又讓彼得看到這個有需要的人
[00:10:25.760 --> 00:10:28.520]  而彼得也立刻抓緊了這個機會
[00:10:28.800 --> 00:10:31.920]  經文記載彼得和約翰定徵看他
[00:10:31.920 --> 00:10:34.400]  彼得看見他的需要
[00:10:34.400 --> 00:10:36.160]  就立刻把握這個機會
[00:10:36.160 --> 00:10:37.720]  去見證主耶穌
[00:10:37.720 --> 00:10:39.080]  醫治了這個人
[00:10:39.080 --> 00:10:43.160]  弟兄姊妹有把握時機是相當重要的
[00:10:43.160 --> 00:10:45.440]  我之前在舞會服侍的時候
[00:10:45.440 --> 00:10:47.880]  就會跟一些青年團契的青年人
[00:10:47.880 --> 00:10:50.480]  一起去尖沙咀那裡去報徒
[00:10:50.480 --> 00:10:52.480]  通常我們重點
[00:10:52.480 --> 00:10:55.240]  都是找一些跟我們年紀相仿的年輕人
[00:10:55.240 --> 00:10:58.400]  來打開這個話題盒
[00:10:58.400 --> 00:11:01.560]  我拉著車邊還可以叫做青年人
[00:11:01.560 --> 00:11:05.760]  跟他們聊天會比較覺得容易有話題
[00:11:05.760 --> 00:11:07.320]  又可以聊聊生活
[00:11:07.320 --> 00:11:09.160]  又可以聊聊信仰
[00:11:09.160 --> 00:11:11.680]  但是那一次的行動裡面
[00:11:11.680 --> 00:11:12.760]  很特別
[00:11:12.760 --> 00:11:14.560]  在文化中心附近
[00:11:14.560 --> 00:11:17.360]  遇到一個很孤單身影的伯伯
[00:11:17.360 --> 00:11:20.080]  如果大家有經過文化中心的話
[00:11:20.080 --> 00:11:21.600]  可能你們也會見過
[00:11:21.600 --> 00:11:24.560]  伯伯通常會在看報紙
[00:11:24.560 --> 00:11:26.000]  或者在聽收音機
[00:11:26.000 --> 00:11:28.480]  甚至乎現在他們會開始玩電話了
[00:11:28.480 --> 00:11:31.680]  但是這個伯伯並沒有做任何事情
[00:11:31.680 --> 00:11:33.800]  他坐在一個沒有人的花槽
[00:11:33.800 --> 00:11:35.320]  他坐在那裡
[00:11:35.320 --> 00:11:37.320]  就這樣舉目望著天
[00:11:37.320 --> 00:11:40.840]  我們就被這個孤單的身影吸引著
[00:11:40.840 --> 00:11:42.960]  我跟我的報道拍檔
[00:11:42.960 --> 00:11:45.400]  就一起去跟這個伯伯聊聊天
[00:11:45.400 --> 00:11:47.400]  在言談之間知道
[00:11:47.400 --> 00:11:49.920]  這個伯伯我們姑且叫他華叔
[00:11:49.920 --> 00:11:52.120]  華叔已經92歲
[00:11:52.120 --> 00:11:54.800]  當我知道華叔已經92歲的時候
[00:11:55.400 --> 00:11:56.640]  聖靈催迫我
[00:11:56.640 --> 00:11:58.240]  我心裡面有一個感動
[00:11:58.240 --> 00:12:01.600]  如果我今天不跟華叔傳福音的話
[00:12:01.600 --> 00:12:05.640]  可能華叔是這一生人都沒有機會再聽福音
[00:12:05.640 --> 00:12:08.160]  於是我就膽小膽大地
[00:12:08.160 --> 00:12:09.800]  拿出了一張福音單張
[00:12:09.800 --> 00:12:12.080]  如果大家有出隊報道的經驗
[00:12:12.080 --> 00:12:12.840]  都會知道
[00:12:12.840 --> 00:12:16.240]  拿福音單張出來是一個很critical的時間
[00:12:16.240 --> 00:12:18.120]  你一拿出來他就會
[00:12:18.120 --> 00:12:19.560]  不用了不用了
[00:12:19.560 --> 00:12:22.440]  但是華叔並沒有
[00:12:22.440 --> 00:12:24.640]  我們拿出福音單張來問華叔
[00:12:24.720 --> 00:12:26.560]  華叔你有沒有聽過耶穌
[00:12:26.560 --> 00:12:28.160]  華叔說我沒有聽過
[00:12:28.160 --> 00:12:30.400]  那好吧不如我們說說
[00:12:30.400 --> 00:12:32.400]  福音單張的內容
[00:12:32.400 --> 00:12:34.120]  和你介紹耶穌給你認識
[00:12:34.120 --> 00:12:36.960]  於是我們就和華叔
[00:12:36.960 --> 00:12:40.400]  去go through了整張福音單張
[00:12:40.400 --> 00:12:42.400]  完成這張福音單張之後
[00:12:42.400 --> 00:12:45.680]  就去到整個故事最高潮的部分了
[00:12:45.680 --> 00:12:47.000]  我們就問華叔
[00:12:47.000 --> 00:12:50.320]  華叔你願不願意信耶穌
[00:12:50.320 --> 00:12:52.560]  華叔那一刻說好啊
[00:12:52.560 --> 00:12:53.240]  信啊
[00:12:53.840 --> 00:12:54.680]  那一刻
[00:12:54.680 --> 00:12:57.200]  第一次問我好震撼啊
[00:12:57.200 --> 00:13:00.840]  華叔跟著我們一字一句地決志信主
[00:13:00.840 --> 00:13:04.800]  第一次問我看著這個九十二歲的老人家
[00:13:04.800 --> 00:13:06.960]  我心裡面的激動
[00:13:06.960 --> 00:13:11.040]  是因為我經歷了上帝與我同工
[00:13:11.040 --> 00:13:13.520]  我很肯定相信
[00:13:13.520 --> 00:13:15.120]  華叔信耶穌
[00:13:15.120 --> 00:13:17.240]  不是因為我這個絕口不洩的人
[00:13:17.240 --> 00:13:18.760]  說了這張福音單張他就相信
[00:13:18.760 --> 00:13:21.800]  一定是聖靈在我們中間工作
[00:13:22.240 --> 00:13:24.600]  神是真真實實在我們中間
[00:13:24.600 --> 00:13:27.920]  能夠與主同工確實是好得無比
[00:13:27.920 --> 00:13:29.720]  經歷了這件事之後
[00:13:29.720 --> 00:13:30.840]  我發現
[00:13:30.840 --> 00:13:34.400]  要抓緊每一個能夠見證主的機會
[00:13:34.400 --> 00:13:36.000]  就好像彼得那樣
[00:13:36.000 --> 00:13:39.240]  而且抓緊機會的不單止是我
[00:13:39.240 --> 00:13:40.240]  不單止是彼得
[00:13:40.240 --> 00:13:41.480]  還有華叔
[00:13:41.480 --> 00:13:43.800]  還有這個生雷磕腿的人
[00:13:43.800 --> 00:13:49.800]  神蹟帶來了什麼改變呢
[00:13:49.800 --> 00:13:52.080]  神蹟帶來的是生命轉化
