
[00:00:00.000 --> 00:00:01.720]  好,頂智妹早晨
[00:00:01.720 --> 00:00:05.440]  今天跟大家一起有機會再去分享
[00:00:05.440 --> 00:00:10.800]  這一段大家非常耳熟能詳的經文
[00:00:10.800 --> 00:00:17.960]  但正因為熟悉,我們往往疏忽了它
[00:00:17.960 --> 00:00:20.800]  你會發覺很多時候我們對這些耳熟能詳的經文
[00:00:20.800 --> 00:00:22.200]  我們都有一種態度
[00:00:22.200 --> 00:00:22.800]  就是什麼呢?
[00:00:22.800 --> 00:00:25.440]  特別我們信賴耶穌一段時間
[00:00:25.440 --> 00:00:28.240]  一段日子,我們有經歷的頂智妹都會說
[00:00:28.240 --> 00:00:35.080]  我知道,但是,或者叫做我知道,不過
[00:00:35.080 --> 00:00:36.560]  背後的意思就是
[00:00:36.560 --> 00:00:39.080]  是的,我知道,我明白,我聽過
[00:00:39.080 --> 00:00:41.520]  聽過很多次了,聖經的教導
[00:00:41.520 --> 00:00:47.160]  不過我有我自己的原因,很難做,做不到
[00:00:47.160 --> 00:00:49.240]  但我想告訴你,抱歉
[00:00:49.240 --> 00:00:50.960]  如果你真的有這樣的態度的話
[00:00:50.960 --> 00:00:55.320]  我想告訴你,你在嘲笑耶穌
[00:00:55.320 --> 00:00:57.800]  因為他明知道你做不到
[00:00:57.800 --> 00:01:01.280]  但仍然去教導你
[00:01:01.280 --> 00:01:04.880]  是不是這樣呢?
[00:01:04.880 --> 00:01:10.120]  其實頂智妹,上帝的話語一直都是要求你去想清楚
[00:01:10.120 --> 00:01:14.600]  聽清楚,之後去明白過來
[00:01:14.600 --> 00:01:18.480]  明白經文後面的時候在說什麼
[00:01:18.480 --> 00:01:22.640]  之後就去實行出來
[00:01:22.640 --> 00:01:25.040]  不是去看你自己行不行
[00:01:25.040 --> 00:01:27.520]  而是你明白了上帝的意思之後
[00:01:27.520 --> 00:01:29.760]  你就去實行吧
[00:01:29.760 --> 00:01:34.200]  在我們道路上,特別是這段時間,這段疫情當中
[00:01:34.200 --> 00:01:36.440]  坦白說,我可以肯定地告訴頂智妹
[00:01:36.440 --> 00:01:38.200]  我們這一班信賴耶穌,特別是
[00:01:38.200 --> 00:01:43.240]  就算我,我信賴耶穌都差不多40年
[00:01:43.240 --> 00:01:46.680]  我們是沒有經歷過這些時間的
[00:01:46.680 --> 00:01:50.880]  我們都不斷在經歷很多新的事情
[00:01:50.880 --> 00:01:54.600]  很多時候最怕的就是,打到靠近了
[00:01:54.600 --> 00:01:58.560]  但之後大家還是在討論
[00:01:58.560 --> 00:02:02.280]  大家還是在左顧右盼
[00:02:02.280 --> 00:02:04.240]  怕這個,怕那個
[00:02:04.240 --> 00:02:07.240]  之後的時間不去做
[00:02:07.240 --> 00:02:10.800]  但其實在這段時間裡面,在教會當中我們都發覺
[00:02:10.800 --> 00:02:13.560]  很多事情,既然你明白那個處境
[00:02:13.560 --> 00:02:15.400]  你知道別人的需要的時候
[00:02:15.400 --> 00:02:18.480]  你先做了
[00:02:18.480 --> 00:02:20.600]  先走出來
[00:02:20.600 --> 00:02:22.800]  先實行了
[00:02:22.800 --> 00:02:26.160]  錯了又如何呢?
[00:02:26.160 --> 00:02:31.120]  我們為什麼不是先去應對這個重要的急先呢?
[00:02:31.120 --> 00:02:35.480]  而是因為我們自己眼光的限制,而去限制了事情
[00:02:35.480 --> 00:02:40.120]  我舉個例子,在這個疫情最早期,2019年的時候
[00:02:40.120 --> 00:02:43.960]  當時仍然是一個很飄忽的時間
[00:02:43.960 --> 00:02:46.480]  一時可以回來,一時不可以回來
[00:02:46.480 --> 00:02:50.320]  我記得當時的教會仍然在討論
[00:02:50.320 --> 00:02:53.480]  喂,應不應該直播?
[00:02:53.480 --> 00:02:57.920]  究竟在網上直播的時間,算不算崇拜?
[00:02:57.920 --> 00:03:01.920]  究竟在崇拜當中的時候,上帝在不在?
[00:03:01.920 --> 00:03:05.440]  我們是不是應該回來教會才應該這樣?
[00:03:05.440 --> 00:03:07.800]  但我想告訴大家,這幾年大家很清楚看到
[00:03:07.800 --> 00:03:14.520]  不是你想不想,是環境裡面告訴你,你不可以不這樣做
[00:03:14.520 --> 00:03:18.280]  我們是不是仍然要繼續討論這個問題呢?
[00:03:18.280 --> 00:03:23.560]  當然,我尊重每一個人對於信仰的立場和看法
[00:03:23.560 --> 00:03:25.040]  我們是要互相尊重的
[00:03:25.040 --> 00:03:29.320]  但我想說,在這個情況下,先試試吧
[00:03:29.320 --> 00:03:32.960]  其實今天上帝給了很多教導
[00:03:32.960 --> 00:03:36.160]  在我們走過的道路當中,我們都會覺得不行
[00:03:36.160 --> 00:03:38.760]  為什麼呢?因為我們看到自己的限制
[00:03:38.760 --> 00:03:42.640]  我們看到很多次的失敗,我們看到很多的不OK
[00:03:42.640 --> 00:03:49.760]  但我想告訴大家,主耶穌仍然在聖經裡教導你
[00:03:49.760 --> 00:03:53.120]  弟兄姊妹,就正因為你肯去實行出來
[00:03:53.120 --> 00:03:57.720]  所以這才會帶來生命的改變
[00:03:57.720 --> 00:04:06.640]  不要一直給自己藉口去拒絕主耶穌和上帝在聖經當中的教導
[00:04:06.640 --> 00:04:09.800]  我們今天作為基督徒,我們最有力量的
[00:04:09.800 --> 00:04:12.760]  其實就是上帝的說話
[00:04:12.760 --> 00:04:14.760]  弟兄姊妹,我想再提醒你
[00:04:14.760 --> 00:04:20.760]  上帝最初說這個世界,說有就有,是他的說話
[00:04:20.760 --> 00:04:23.200]  他的說話是帶著能力的
[00:04:23.200 --> 00:04:27.880]  他的說話尚且連整個世界都可以被創造出來,可以扭轉
[00:04:27.880 --> 00:04:29.560]  更何況是你的生命
[00:04:29.560 --> 00:04:33.160]  請你不要用你自己的限制,限制了上帝的大能
[00:04:33.160 --> 00:04:37.880]  所以在這段經文一開始的時候
[00:04:37.880 --> 00:04:42.200]  他首先教你的,請你將你自己的視線轉移
[00:04:42.200 --> 00:04:45.400]  這段經文一開始的時候,是這一位請求你
[00:04:45.400 --> 00:04:49.520]  願意為你死,沒有能力的主耶穌跟你說
[00:04:49.520 --> 00:04:55.480]  所以我告訴你們不要為生命憂慮吃什麼,為身體憂慮穿什麼
[00:04:55.480 --> 00:05:00.920]  中國人有句話叫做,人無軟弱必有近憂
[00:05:00.920 --> 00:05:03.920]  弟兄姊妹,沒錯,這是事實
[00:05:03.920 --> 00:05:07.720]  但同樣的,我想告訴大家,這也是人的軟弱
[00:05:07.720 --> 00:05:10.640]  因為你只看著你自己
[00:05:10.640 --> 00:05:14.240]  你只看著你自己行不行
[00:05:14.240 --> 00:05:18.760]  你只看到你自己有多少東西
[00:05:18.760 --> 00:05:21.360]  所以你就會擔心這個擔心那個
[00:05:21.360 --> 00:05:26.120]  但是現在這個生命的主跟你說,不要
[00:05:26.120 --> 00:05:30.920]  很斬釘截鐵的跟你說,不要
[00:05:30.920 --> 00:05:35.120]  你不要為生命的事去憂慮了
[00:05:35.120 --> 00:05:40.640]  首先請你將你的眼光轉移到耶穌基督的身上
[00:05:40.640 --> 00:05:43.240]  難道他會騙你嗎?
[00:05:43.240 --> 00:05:48.320]  這位願意為你死的救主,難道他會欺騙你嗎?
[00:05:48.320 --> 00:05:52.720]  他就是跟你說,你不要這樣做了
[00:05:52.720 --> 00:05:55.600]  為什麼?因為下面的經文就跟你說
[00:05:55.600 --> 00:05:58.760]  當你的眼光懂得轉移到主耶穌身上的時候
[00:05:58.760 --> 00:06:01.880]  突破你自己的限制的時候,你才能看到出路
[00:06:01.880 --> 00:06:06.560]  你才能看得入聖經當中,主耶穌跟你所說的什麼
[00:06:06.560 --> 00:06:10.840]  這裡的經文就是請你搞清楚你人生的核心價值
[00:06:10.840 --> 00:06:14.240]  什麼才是真正的重要
[00:06:14.240 --> 00:06:20.320]  這裡的經文說,因為生命勝於飲食,身體勝於衣裳
