
[00:00:00.000 --> 00:00:03.000]  我們有一個簡單祈禱先
[00:00:03.000 --> 00:00:04.000]  多謝主
[00:00:04.000 --> 00:00:06.000]  再一次我們可以在晚上
[00:00:06.000 --> 00:00:09.000]  我們能夠來到去安坐家中
[00:00:09.000 --> 00:00:11.000]  我們可以透過科技
[00:00:11.000 --> 00:00:14.000]  我們能夠在現場一樣
[00:00:14.000 --> 00:00:16.000]  來到去聆聽神的真道
[00:00:16.000 --> 00:00:20.000]  多謝主讓我們能夠有聖經可以去研讀
[00:00:20.000 --> 00:00:22.000]  很盼望我們能夠明白
[00:00:22.000 --> 00:00:25.000]  特別約翰福音是一卷
[00:00:25.000 --> 00:00:28.000]  真是介紹耶穌是神而止的
[00:00:28.000 --> 00:00:31.000]  這個很重要的訊息
[00:00:31.000 --> 00:00:34.000]  都讓我們能夠拿捏得很準確
[00:00:34.000 --> 00:00:39.000]  以致是一路影響我們內心的生命
[00:00:39.000 --> 00:00:42.000]  來到去對永恆的渴慕
[00:00:42.000 --> 00:00:47.000]  其實我們一路朝向永生的進程
[00:00:47.000 --> 00:00:52.000]  幫助我們能夠真是對地上我們有了解
[00:00:52.000 --> 00:00:55.000]  對永恆我們更加有一個渴慕
[00:00:55.000 --> 00:00:58.000]  今天晚上我們進入第六章
[00:00:58.000 --> 00:01:00.000]  關乎到生命之良
[00:01:00.000 --> 00:01:04.000]  幫助我們去明白和掌握經文的背景
[00:01:04.000 --> 00:01:06.000]  和脈絡
[00:01:06.000 --> 00:01:09.000]  和作者要去討論
[00:01:09.000 --> 00:01:11.000]  要帶出的真理
[00:01:11.000 --> 00:01:13.000]  我們這樣仰望禱告
[00:01:13.000 --> 00:01:15.000]  奉耶穌基督的名
[00:01:15.000 --> 00:01:16.000]  阿們
[00:01:16.000 --> 00:01:19.000]  有些請求的
[00:01:19.000 --> 00:01:24.000]  就是如果你加入我們這個查經班
[00:01:24.000 --> 00:01:27.000]  而你不在我們聖經的群組
[00:01:27.000 --> 00:01:31.000]  你就要給我電話
[00:01:31.000 --> 00:01:34.000]  使我能夠加你的名字
[00:01:34.000 --> 00:01:38.000]  很多時候我都會透過聖經的群組
[00:01:38.000 --> 00:01:40.000]  WhatsApp群組
[00:01:40.000 --> 00:01:43.000]  來將一些很簡單的筆記給大家
[00:01:43.000 --> 00:01:45.000]  或者有些可能是課外的東西
[00:01:45.000 --> 00:01:48.000]  因為又不是在現場
[00:01:48.000 --> 00:01:51.000]  所以就要大家留意
[00:01:51.000 --> 00:01:53.000]  當然你可以聽回錄音
[00:01:53.000 --> 00:01:55.000]  可能你一個半小時
[00:01:55.000 --> 00:01:57.000]  我怕你們會很累
[00:01:57.000 --> 00:01:59.000]  你們重溫
[00:01:59.000 --> 00:02:01.000]  特別是坐車的時候
[00:02:01.000 --> 00:02:03.000]  當是幫你催眠
[00:02:03.000 --> 00:02:05.000]  其實挺好挺舒服的
[00:02:05.000 --> 00:02:06.000]  有些重點
[00:02:06.000 --> 00:02:07.000]  有時候可能你這麼快
[00:02:07.000 --> 00:02:09.000]  你未必get到
[00:02:09.000 --> 00:02:11.000]  變成你會再聽回
[00:02:11.000 --> 00:02:13.000]  其實就會有幫助的
[00:02:13.000 --> 00:02:15.000]  這兩個請求
[00:02:15.000 --> 00:02:17.000]  如果你知道有些人
[00:02:17.000 --> 00:02:20.000]  他們都很想有系統地研讀
[00:02:20.000 --> 00:02:23.000]  約翰福音都可以鼓勵他們參加
[00:02:23.000 --> 00:02:27.000]  上個星期我們講了第五章
[00:02:27.000 --> 00:02:28.000]  都當講完了
[00:02:28.000 --> 00:02:32.000]  因為藉著一個很特別的神蹟
[00:02:32.000 --> 00:02:36.000]  來帶出耶穌的身份
[00:02:36.000 --> 00:02:39.000]  因為必然當時的猶太人
[00:02:39.000 --> 00:02:41.000]  因為是在耶路撒冷
[00:02:41.000 --> 00:02:43.000]  這裡等一下我會說
[00:02:43.000 --> 00:02:46.000]  作者是很有意思地
[00:02:46.000 --> 00:02:49.000]  重點有幾個地方
[00:02:49.000 --> 00:02:51.000]  他要記載的
[00:02:51.000 --> 00:02:54.000]  所以地點是一個重點
[00:02:54.000 --> 00:02:56.000]  節期又是一個重點
[00:02:56.000 --> 00:02:58.000]  差不多已經涵蓋了
[00:02:58.000 --> 00:03:01.000]  整個約翰福音的21章
[00:03:01.000 --> 00:03:04.000]  所以不是好像其他的福音書
[00:03:04.000 --> 00:03:06.000]  叫做符類福音
[00:03:06.000 --> 00:03:09.000]  好像有個時間表
[00:03:09.000 --> 00:03:10.000]  記完這一樣
[00:03:10.000 --> 00:03:11.000]  記第二樣
[00:03:11.000 --> 00:03:13.000]  在加伯隆發生的事
[00:03:13.000 --> 00:03:15.000]  這樣記載
[00:03:15.000 --> 00:03:16.000]  就不是的
[00:03:16.000 --> 00:03:18.000]  約翰福音是一個充滿了神學
[00:03:18.000 --> 00:03:21.000]  基督論的神學的一卷書
[00:03:21.000 --> 00:03:24.000]  所以剛才我們給了大家一點資料
[00:03:24.000 --> 00:03:28.000]  七個「我是」、「我就是」
[00:03:28.000 --> 00:03:31.000]  希利文是一個連貫詞
[00:03:31.000 --> 00:03:33.000]  Ego eimi
[00:03:33.000 --> 00:03:36.000]  出現了很齊齊的
[00:03:36.000 --> 00:03:42.000]  作者他很善於這樣去用的希利文
[00:03:42.000 --> 00:03:44.000]  你可以想像到
[00:03:44.000 --> 00:03:47.000]  你可以想像到他的結構
[00:03:47.000 --> 00:03:51.000]  很想重複又重複告訴我們
[00:03:51.000 --> 00:03:54.000]  到底耶穌是哪一個呢?
[00:03:54.000 --> 00:03:56.000]  這個不是對我們今天說的
[00:03:56.000 --> 00:04:01.000]  是對當時班辣斯坦和散居在
[00:04:01.000 --> 00:04:05.000]  以色列以外的地方
[00:04:05.000 --> 00:04:08.000]  叫做迪亞斯波羅
[00:04:08.000 --> 00:04:11.000]  即是散居在各處的猶太人
[00:04:11.000 --> 00:04:13.000]  就是這些人
[00:04:13.000 --> 00:04:14.000]  他們很好奇
[00:04:14.000 --> 00:04:17.000]  到底耶穌是何方神聖
[00:04:17.000 --> 00:04:19.000]  作者就有這個責任
[00:04:19.000 --> 00:04:24.000]  要來解說給這些人知道
[00:04:24.000 --> 00:04:27.000]  最終的目的就是要使他們能夠
[00:04:27.000 --> 00:04:31.000]  接受耶穌得著這個永恆生命
[00:04:31.000 --> 00:04:32.000]  我們外邦人
[00:04:32.000 --> 00:04:35.000]  我們就不是在這個context裏面
[00:04:35.000 --> 00:04:38.000]  但是大家的入門都是一樣的
[00:04:38.000 --> 00:04:41.000]  都是透過不知道什麼原因
[00:04:41.000 --> 00:04:42.000]  信了耶穌
[00:04:42.000 --> 00:04:44.000]  然後我們應該要
[00:04:44.000 --> 00:04:46.000]  好像約翰福所說
[00:04:46.000 --> 00:04:51.000]  我們要盡心對耶穌本身的身份有認識
[00:04:51.000 --> 00:04:53.000]  這本書其中一個題材就是
[00:04:53.000 --> 00:04:54.000]  神蹟
[00:04:54.000 --> 00:04:57.000]  如果你只是信神蹟
[00:04:57.000 --> 00:05:00.000]  幫不到你的生命盡心
[00:05:00.000 --> 00:05:02.000]  這個是一而再出現的
[00:05:02.000 --> 00:05:03.000]  第五章有了
[00:05:03.000 --> 00:05:05.000]  第六章更加明顯
[00:05:05.000 --> 00:05:08.000]  兩個大的神蹟
[00:05:08.000 --> 00:05:10.000]  五餅二魚
[00:05:10.000 --> 00:05:12.000]  五千人
[00:05:12.000 --> 00:05:18.000]  然後一個耶穌走在海面上的船
[00:05:18.000 --> 00:05:20.000]  突然之間就過了對面岸
[00:05:20.000 --> 00:05:22.000]  兩個神蹟
[00:05:22.000 --> 00:05:27.000]  但是都不能夠令到那些吃餅得飽的猶太人
[00:05:27.000 --> 00:05:30.000]  其實嚴格來說是加利利人
[00:05:30.000 --> 00:05:34.000]  來對主耶穌有一個生命的認識
[00:05:34.000 --> 00:05:36.000]  當主耶穌說他是生命的糧
[00:05:36.000 --> 00:05:37.000]  稍後我們說
[00:05:37.000 --> 00:05:39.000]  六章三十五節
[00:05:39.000 --> 00:05:42.000]  但是那些人是無法接受
[00:05:42.000 --> 00:05:44.000]  耶穌再繼續用那個比喻
[00:05:44.000 --> 00:05:47.000]  就是耶穌的肉和耶穌的血
[00:05:47.000 --> 00:05:51.000]  那些人就紛紛的感覺是很冒犯
[00:05:51.000 --> 00:05:53.000]  就離開
[00:05:53.000 --> 00:05:56.000]  上一次我們說到五章
[00:05:56.000 --> 00:05:59.000]  其實耶路撒冷的人是想殺耶穌
[00:05:59.000 --> 00:06:02.000]  因為他不單止犯了安息日
[00:06:02.000 --> 00:06:07.000]  就是安息日叫那個三十八年病患的奇難雜症
[00:06:07.000 --> 00:06:08.000]  不知道什麼病
[00:06:08.000 --> 00:06:10.000]  來到他起身
[00:06:10.000 --> 00:06:11.000]  行走
[00:06:11.000 --> 00:06:13.000]  但是那天是安息日
[00:06:13.000 --> 00:06:18.000]  所以他們就很看重你干犯了律法
[00:06:18.000 --> 00:06:20.000]  誰令到你干犯了律法
[00:06:20.000 --> 00:06:22.000]  就是那個耶穌
[00:06:22.000 --> 00:06:25.000]  耶穌不單止沒有說對不起
[00:06:25.000 --> 00:06:27.000]  我負作事直到如今
[00:06:27.000 --> 00:06:30.000]  這是《創世記》二章很清楚的
[00:06:30.000 --> 00:06:34.000]  我也作事
[00:06:34.000 --> 00:06:40.000]  他們一聽就很噁心地
[00:06:40.000 --> 00:06:43.000]  你將自己比喻為神
[00:06:43.000 --> 00:06:47.000]  所以就展開了耶穌和他們的對話
[00:06:47.000 --> 00:06:48.000]  其實就不是對話
[00:06:48.000 --> 00:06:50.000]  是耶穌一個人說完
[00:06:50.000 --> 00:06:53.000]  一直說到接近47節
[00:06:53.000 --> 00:06:58.000]  第五章全部是耶穌自己單方面的獨白
[00:06:58.000 --> 00:07:01.000]  接著就由31節開始
[00:07:01.000 --> 00:07:03.000]  就有四個的見證
[00:07:03.000 --> 00:07:06.000]  施洗約翰的見證
[00:07:06.000 --> 00:07:09.000]  有父神的見證
[00:07:09.000 --> 00:07:11.000]  有聖經的見證
[00:07:11.000 --> 00:07:14.000]  就是舊約的Torah
[00:07:14.000 --> 00:07:16.000]  特別是摩西五經
[00:07:16.000 --> 00:07:18.000]  還有摩西的見證
[00:07:18.000 --> 00:07:20.000]  四個見證
[00:07:20.000 --> 00:07:21.000]  這樣來到去
[00:07:21.000 --> 00:07:29.000]  其實差不多是譴責這些耶路撒冷的居民
[00:07:29.000 --> 00:07:35.000]  他們不單止不會因為神蹟有一個反思
[00:07:35.000 --> 00:07:38.000]  而是因為他們要對號入座
[00:07:38.000 --> 00:07:40.000]  你犯安息日
[00:07:40.000 --> 00:07:41.000]  你叫人犯安息日
[00:07:41.000 --> 00:07:44.000]  你就是一個罪人
[00:07:44.000 --> 00:07:50.000]  而且你還要更加說自己與神同等
[00:07:50.000 --> 00:07:52.000]  就是罪無可恕
[00:07:52.000 --> 00:07:57.000]  所以耶穌不單止不會為自己辯解
[00:07:57.000 --> 00:08:01.000]  反而將真理更加說清楚
[00:08:01.000 --> 00:08:05.000]  當然有些我們不能太詳細去看
[00:08:05.000 --> 00:08:08.000]  其中就是每次提到父神差遣
[00:08:08.000 --> 00:08:11.000]  耶穌都說是父叫我做
[00:08:11.000 --> 00:08:13.000]  我才可以做
[00:08:13.000 --> 00:08:15.000]  如果父母叫我做
[00:08:15.000 --> 00:08:17.000]  我是不會做的
[00:08:17.000 --> 00:08:19.000]  這個徹底的馴服
[00:08:19.000 --> 00:08:22.000]  就充斥在整本書裏面
[00:08:22.000 --> 00:08:25.000]  第六章還有
[00:08:25.000 --> 00:08:30.000]  我們可以去到這些經文再給大家去講
[00:08:30.000 --> 00:08:34.000]  其實有一個point就是第六章會再深化一點
[00:08:34.000 --> 00:08:38.000]  去到第十章就更加重
[00:08:38.000 --> 00:08:41.000]  就可能要點出一點點
[00:08:41.000 --> 00:08:45.000]  第五章我們上一個禮拜講得不夠詳盡
[00:08:45.000 --> 00:08:48.000]  第六章因為待會會講的
[00:08:48.000 --> 00:08:52.000]  特別是第25節
[00:08:52.000 --> 00:08:54.000]  或者第24節
[00:08:54.000 --> 00:08:56.000]  這樣就比較完整
[00:08:56.000 --> 00:08:58.000]  24到第29節
[00:08:58.000 --> 00:09:02.000]  不好意思我再開一部冷氣
[00:09:02.000 --> 00:09:04.000]  有點熱
[00:09:04.000 --> 00:09:18.000]  要深化這個point
[00:09:18.000 --> 00:09:22.000]  講到末日的復活
[00:09:22.000 --> 00:09:26.000]  第六章就再講得更加重
[00:09:26.000 --> 00:09:31.000]  沒有一個人會失落在末日的復活
[00:09:31.000 --> 00:09:35.000]  耶穌要使每一個人都復活
[00:09:35.000 --> 00:09:38.000]  你想一下這個永恆保障
[00:09:38.000 --> 00:09:41.000]  是約翰福音講得很厲害的
[00:09:41.000 --> 00:09:43.000]  十章繼續講的
[00:09:43.000 --> 00:09:47.000]  那些金句裏面可能大家不知道熟不熟
[00:09:47.000 --> 00:09:49.000]  等下我和大家揭一揭
[00:09:49.000 --> 00:09:52.000]  我們將來去到就會再詳細講
[00:09:52.000 --> 00:09:54.000]  這裡留意一下第24節
[00:09:54.000 --> 00:09:56.000]  五章24節
[00:09:56.000 --> 00:09:58.000]  我實實在在的告訴你們
[00:09:58.000 --> 00:10:03.000]  那聽我說,又信猜我來者的,就有永生
[00:10:03.000 --> 00:10:07.000]  不至於定罪,是已經出死入生了
[00:10:07.000 --> 00:10:11.000]  這是一個開展永生之旅
[00:10:11.000 --> 00:10:14.000]  當然不是肉身的永生復活
[00:10:14.000 --> 00:10:17.000]  是講一個將來
[00:10:17.000 --> 00:10:19.000]  其實已經開始了
[00:10:19.000 --> 00:10:21.000]  是一個現在的進行式
[00:10:21.000 --> 00:10:23.000]  你可以這樣說
[00:10:23.000 --> 00:10:26.000]  耶穌的出現到他成就救恩
[00:10:26.000 --> 00:10:30.000]  我們就因為他而已經開始永生
[00:10:30.000 --> 00:10:34.000]  但是,接著再講,25節
[00:10:34.000 --> 00:10:36.000]  我實實在在的告訴你們
[00:10:36.000 --> 00:10:39.000]  時候將到,現在就是了
[00:10:39.000 --> 00:10:42.000]  死人要聽見神兒子的聲音
[00:10:42.000 --> 00:10:44.000]  聽見的人就要活了
[00:10:44.000 --> 00:10:47.000]  因為,乎怎樣在自己有生命
[00:10:47.000 --> 00:10:51.000]  就似給他兒子也照樣在自己有生命
[00:10:51.000 --> 00:10:54.000]  並且,因為他是人子
[00:10:54.000 --> 00:10:56.000]  就似給他行審判的權並
[00:10:56.000 --> 00:11:01.000]  再豐富了那個永生的內容
[00:11:01.000 --> 00:11:06.000]  我們真的可以聽到神兒子的聲音
[00:11:06.000 --> 00:11:08.000]  聽見的人就要活
[00:11:08.000 --> 00:11:12.000]  就是說,將來你不要擔心你是火化
[00:11:12.000 --> 00:11:16.000]  還是中國人說的死無葬身之地,化了灰
[00:11:16.000 --> 00:11:18.000]  都不用擔心
[00:11:18.000 --> 00:11:22.000]  聽見神兒子的聲音就要再活
[00:11:22.000 --> 00:11:26.000]  這是一個很重要的人類的盼望
[00:11:26.000 --> 00:11:28.000]  不過,有個條件的
[00:11:28.000 --> 00:11:31.000]  就是要見子而信的人
[00:11:31.000 --> 00:11:39.000]  其中就是因為主耶穌是完完全全領受父神的差遣
[00:11:39.000 --> 00:11:41.000]  是神的救贖的計劃
[00:11:41.000 --> 00:11:50.000]  所以,耶穌是唯一領受神的將來審判的權並
[00:11:50.000 --> 00:11:53.000]  所以,耶穌也是審判的主
[00:11:53.000 --> 00:11:56.000]  所以,兩者不單止沒有衝突
[00:11:56.000 --> 00:12:00.000]  我們已經逃避了白色的大寶座的審判
[00:12:00.000 --> 00:12:02.000]  我們將來就復活
[00:12:02.000 --> 00:12:05.000]  我們將來就不是一個永死的審判
[00:12:05.000 --> 00:12:07.000]  而是我們的一個獎賞
[00:12:07.000 --> 00:12:13.000]  所以,很有限的人生絕對不是基督教的鴉片
[00:12:13.000 --> 00:12:19.000]  是我們如何用我們的有限人生去為主而活
[00:12:19.000 --> 00:12:26.000]  而我們進入永恆就得到稱讚和將來的獎賞
[00:12:26.000 --> 00:12:31.000]  因為將來是有審判的發生
[00:12:31.000 --> 00:12:33.000]  所以,第28節
[00:12:33.000 --> 00:12:35.000]  五章28節
[00:12:35.000 --> 00:12:38.000]  你們不要把這事看作稀奇
[00:12:38.000 --> 00:12:44.000]  事後將到,凡在墳墓裡的都要聽見他的聲音就出來
[00:12:44.000 --> 00:12:48.000]  所以,這裡不是說拉薩路的復活這麼簡單
[00:12:48.000 --> 00:12:51.000]  是說將來的永恆的復活
[00:12:51.000 --> 00:12:54.000]  行善的復活得生
[00:12:54.000 --> 00:12:57.000]  作惡的復活定罪
[00:12:57.000 --> 00:12:59.000]  我憑著自己不能作什麼
[00:12:59.000 --> 00:13:02.000]  我怎麼聽見就怎麼審判
[00:13:02.000 --> 00:13:04.000]  我的審判也是公平的
[00:13:04.000 --> 00:13:07.000]  因為我不求自己的意思
[00:13:07.000 --> 00:13:10.000]  只求那猜我來者的意思
[00:13:10.000 --> 00:13:14.000]  所以我們不需要將這些經文扭曲
[00:13:14.000 --> 00:13:15.000]  特別是審望台
