
[00:00:00.000 --> 00:00:04.000]  《新命紀》第五章十二至十五節
[00:00:05.000 --> 00:00:07.000]  當守安息日為聖日
[00:00:07.000 --> 00:00:10.000]  正如耶和華祢神所吩咐的
[00:00:10.000 --> 00:00:13.000]  六日要勞碌做一切的工
[00:00:13.000 --> 00:00:16.000]  但第七日是向耶和華祢的神
[00:00:16.000 --> 00:00:18.000]  當守的安息日
[00:00:18.000 --> 00:00:19.000]  這一日
[00:00:19.000 --> 00:00:24.000]  祢和祢的兒女、瀑婢、牛、驢、牲畜
[00:00:24.000 --> 00:00:27.000]  以及祢城裡寄居的客女
[00:00:27.000 --> 00:00:29.000]  都不可做任何的工
[00:00:29.000 --> 00:00:33.000]  使祢的瀑婢可以和祢一樣休息
[00:00:33.000 --> 00:00:37.000]  祢要紀念祢在埃及地作過奴僕
[00:00:37.000 --> 00:00:42.000]  耶和華祢的神用大能的手和新出來的棒臂
[00:00:42.000 --> 00:00:44.000]  領祢從那裡出來
[00:00:44.000 --> 00:00:49.000]  因此耶和華祢的神吩咐祢守安息日
[00:00:49.000 --> 00:00:53.000]  第二節經文是利未記二十三章二十二節
[00:00:53.000 --> 00:00:57.000]  你們在自己的地收割莊稼時
[00:00:57.000 --> 00:01:00.000]  不可割進田的角落
[00:01:00.000 --> 00:01:04.000]  也不可捨取莊稼所掉落的
[00:01:04.000 --> 00:01:08.000]  要把他們留給窮人和寄居的
[00:01:08.000 --> 00:01:09.000]  我是耶和華
[00:01:09.000 --> 00:01:10.000]  你們的神
[00:01:10.000 --> 00:01:12.000]  經文讀筆
[00:01:12.000 --> 00:01:15.000]  今天我們有吳景霖吳導師
[00:01:15.000 --> 00:01:18.000]  在我當中是傳講神的話語
[00:01:18.000 --> 00:01:20.000]  他今天的講題是
[00:01:20.000 --> 00:01:23.000]  保留田角不拾遺落
[00:01:23.000 --> 00:01:24.000]  恭敬張議員
[00:01:24.000 --> 00:01:26.000]  時間交給吳導師
[00:01:26.000 --> 00:01:27.000]  各位靚姐妹早晨
[00:01:27.000 --> 00:01:29.000]  祝你們平安
[00:01:29.000 --> 00:01:33.000]  有些靚姐妹可能覺得我比較默登
[00:01:33.000 --> 00:01:36.000]  其實我在大家當中都有一年了
[00:01:36.000 --> 00:01:39.000]  不過我在天崇那邊服侍
[00:01:39.000 --> 00:01:42.000]  我是剛剛在香港神學院畢業
[00:01:42.000 --> 00:01:47.000]  所以上一年我在錦宣家實習
[00:01:47.000 --> 00:01:49.000]  在天崇那邊幫忙
[00:01:49.000 --> 00:01:52.000]  是不是不夠聲音
[00:01:52.000 --> 00:01:54.000]  我見到越來越fit
[00:01:54.000 --> 00:01:55.000]  OK是吧
[00:01:55.000 --> 00:02:00.000]  開始講今天的訊息
[00:02:00.000 --> 00:02:05.000]  其實想講一個關於我自己真實發生的故事
[00:02:05.000 --> 00:02:08.000]  有一天我送我兒子上學
[00:02:08.000 --> 00:02:11.000]  我有兒子我已結婚
[00:02:11.000 --> 00:02:13.000]  不要看我樣子有少少年輕
[00:02:13.000 --> 00:02:15.000]  其實我有差不多年紀
[00:02:15.000 --> 00:02:17.000]  是不是有點fit
[00:02:17.000 --> 00:02:20.000]  好不好
[00:02:20.000 --> 00:02:21.000]  好些嗎
[00:02:21.000 --> 00:02:23.000]  我送我兒子上學的時候
[00:02:23.000 --> 00:02:25.000]  經過一個小型街市
[00:02:25.000 --> 00:02:29.000]  現在街市其實只不過幾個店舖
[00:02:29.000 --> 00:02:33.000]  有賣菜的賣肉的賣水果的
[00:02:33.000 --> 00:02:35.000]  我送我兒子上學的時候
[00:02:35.000 --> 00:02:37.000]  經過街市的時候
[00:02:37.000 --> 00:02:38.000]  見到有一個婆婆
[00:02:38.000 --> 00:02:42.000]  她就在一堆垃圾那裡彎下身
[00:02:42.000 --> 00:02:44.000]  你猜她在做什麼
[00:02:44.000 --> 00:02:46.000]  她在撿一些東西來吃
[00:02:46.000 --> 00:02:49.000]  一路逐粒逐粒撿上去放在口裡
[00:02:49.000 --> 00:02:51.000]  逐粒逐粒撿
[00:02:51.000 --> 00:02:54.000]  看清楚一點原來她在撿一些水果來吃
[00:02:54.000 --> 00:02:57.000]  那堆垃圾相當之噁心
[00:02:57.000 --> 00:03:01.000]  有些豬皮有些豬肥膏
[00:03:01.000 --> 00:03:04.000]  有些爛菜有些水果
[00:03:04.000 --> 00:03:08.000]  婆婆就在當中撿一些沒那麼爛的水果來吃
[00:03:08.000 --> 00:03:11.000]  經過的時候我兒子問我
[00:03:11.000 --> 00:03:12.000]  婆婆在做什麼
[00:03:12.000 --> 00:03:15.000]  因為我們比較趕時間
[00:03:15.000 --> 00:03:18.000]  我比較懶所以起床比較遲
[00:03:18.000 --> 00:03:19.000]  趕著送她上學
[00:03:19.000 --> 00:03:21.000]  但兒子又問我婆婆在做什麼
[00:03:21.000 --> 00:03:23.000]  我很急著跟他說
[00:03:23.000 --> 00:03:24.000]  婆婆很窮
[00:03:24.000 --> 00:03:25.000]  她沒錢買東西吃
[00:03:25.000 --> 00:03:28.000]  所以她就要撿垃圾
[00:03:28.000 --> 00:03:31.000]  說完之後我問自己
[00:03:31.000 --> 00:03:33.000]  我是不是這樣說完就算了
[00:03:33.000 --> 00:03:36.000]  事情是不是這樣就完結了
[00:03:36.000 --> 00:03:39.000]  我的確是向我兒子解釋了發生什麼事
[00:03:39.000 --> 00:03:42.000]  是不是這樣就算了
[00:03:42.000 --> 00:03:44.000]  接著怎樣處理怎樣做
[00:03:44.000 --> 00:03:46.000]  我就先埋個關子
[00:03:46.000 --> 00:03:48.000]  我等一下再跟大家說
[00:03:48.000 --> 00:03:50.000]  說回今天的經文
[00:03:50.000 --> 00:03:53.000]  今天的經文剛才主席也幫我們讀了
[00:03:53.000 --> 00:03:57.000]  我想說的第一段是關於安息日的經文
[00:03:57.000 --> 00:04:02.000]  安息日其實在十誡裏面
[00:04:02.000 --> 00:04:04.000]  都是上帝對我們的吩咐
[00:04:04.000 --> 00:04:06.000]  是要求我們遵守的
[00:04:06.000 --> 00:04:09.000]  這段經文我再跟大家讀一次
[00:04:09.000 --> 00:04:11.000]  當守安息日為正日
[00:04:11.000 --> 00:04:14.000]  正如耶和華你神所吩咐的六日
[00:04:14.000 --> 00:04:16.000]  要勞碌做你一切的工
[00:04:16.000 --> 00:04:20.000]  但第七日是向耶和華你的神當守的安息日
[00:04:20.000 --> 00:04:23.000]  這一日你和你的兒女
[00:04:23.000 --> 00:04:26.000]  瀑被、牛、驢、牲畜
[00:04:26.000 --> 00:04:29.000]  以及你城裏寄居的客女
[00:04:29.000 --> 00:04:31.000]  都不可做任何的工
[00:04:31.000 --> 00:04:34.000]  使你的瀑被可以和你一樣休息
[00:04:34.000 --> 00:04:37.000]  你要紀念你在埃及地作過勞瀑
