
[00:00:00.000 --> 00:00:02.000]  請姐妹主女們平安
[00:00:02.000 --> 00:00:04.000]  我們一起再祈禱
[00:00:04.000 --> 00:00:10.000]  感恩天父給我們今早我們能夠再一次聚集
[00:00:10.000 --> 00:00:17.000]  很盼望教會我們能夠將主耶穌救贖世人的恩典
[00:00:17.000 --> 00:00:19.000]  赦罪的權柄
[00:00:19.000 --> 00:00:22.000]  我們能夠充分了解明白
[00:00:22.000 --> 00:00:24.000]  大家一起齊心努力
[00:00:24.000 --> 00:00:26.000]  為福音效力
[00:00:26.000 --> 00:00:29.000]  今天是第一個星期的章臨期
[00:00:29.000 --> 00:00:34.000]  我們很盼望在過去一些先賢
[00:00:34.000 --> 00:00:38.000]  一些過去在教會的歷史裏面
[00:00:38.000 --> 00:00:45.000]  他們一直建構四個星期的等待耶穌基督的復活降臨
[00:00:45.000 --> 00:00:50.000]  也是我們今天等待主耶穌第二次回來的時間
[00:00:50.000 --> 00:00:54.000]  教會需要有這種警醒、醒悟的心靈
[00:00:54.000 --> 00:01:00.000]  來仰望主第二次從高天降臨的時間
[00:01:00.000 --> 00:01:03.000]  這個萬民得到救贖的時候
[00:01:03.000 --> 00:01:08.000]  幫助我們明白我們處身在現在我們的社會
[00:01:08.000 --> 00:01:10.000]  應該怎樣為主作見證
[00:01:10.000 --> 00:01:12.000]  願神帶領我們
[00:01:12.000 --> 00:01:14.000]  今早我們等候在你的面前
[00:01:14.000 --> 00:01:18.000]  求主藉著小行傳這段發生的歷史
[00:01:18.000 --> 00:01:20.000]  給我們能夠有啟發
[00:01:20.000 --> 00:01:21.000]  一起的護臉
[00:01:21.000 --> 00:01:23.000]  奉主耶穌基督的名
[00:01:23.000 --> 00:01:24.000]  阿們
[00:01:24.000 --> 00:01:26.000]  剛才也提過
[00:01:26.000 --> 00:01:28.000]  我們也有一個
[00:01:28.000 --> 00:01:30.000]  當然不是很隆重
[00:01:30.000 --> 00:01:31.000]  好像禮儀教會一樣
[00:01:31.000 --> 00:01:35.000]  我們會有章臨期的慶祝
[00:01:35.000 --> 00:01:37.000]  今天第一個星期的主日
[00:01:37.000 --> 00:01:39.000]  就是傳統禮儀教會
[00:01:39.000 --> 00:01:43.000]  他們會燃點紫色的蠟燭
[00:01:43.000 --> 00:01:48.000]  象徵著四個星期的章臨期的開始
[00:01:48.000 --> 00:01:52.000]  就好像等於教會年的新年
[00:01:52.000 --> 00:01:53.000]  新的開始
[00:01:53.000 --> 00:01:57.000]  紫色也好像代表著
[00:01:57.000 --> 00:02:02.000]  一種對於救恩的了解
[00:02:02.000 --> 00:02:04.000]  尤其是那個醒悟
[00:02:04.000 --> 00:02:06.000]  有一種這樣的含義
