
[00:00:00.000 --> 00:00:03.080]  再次代表教會歡迎今天
[00:00:03.080 --> 00:00:06.520]  特別可能是第一次來參加崇拜
[00:00:06.520 --> 00:00:10.000]  你可能對崇拜整個的程序
[00:00:10.000 --> 00:00:11.480]  有些陌生
[00:00:11.480 --> 00:00:13.360]  又或者可能很好奇
[00:00:13.360 --> 00:00:16.080]  到底崇拜是什麼來的呢?
[00:00:16.080 --> 00:00:18.560]  相信大家是因為有邀請卡
[00:00:18.560 --> 00:00:20.160]  也都有你的小朋友
[00:00:20.160 --> 00:00:22.280]  今天來到去獻唱
[00:00:22.280 --> 00:00:24.040]  大家不覺得那些混亂
[00:00:24.040 --> 00:00:26.800]  那些不是那麼協調的
[00:00:26.800 --> 00:00:29.080]  那個獻唱呢 介意
[00:00:29.080 --> 00:00:32.400]  甚至乎你坐到很前一個拍照的位置
[00:00:32.400 --> 00:00:35.160]  那個位置呢 就不用五百元一張票的
[00:00:35.160 --> 00:00:36.720]  不用很貴
[00:00:36.720 --> 00:00:38.200]  完全免費的
[00:00:38.200 --> 00:00:40.400]  大家完全不介意這些
[00:00:40.400 --> 00:00:42.400]  因為
[00:00:42.400 --> 00:00:44.280]  那個是你的小朋友
[00:00:44.280 --> 00:00:48.160]  是你將你一生最好的給他的
[00:00:48.160 --> 00:00:50.160]  那個對象
[00:00:50.160 --> 00:00:54.000]  崇拜這一個環節
[00:00:54.000 --> 00:00:58.840]  是一個傳遞一個訊息的時候
[00:00:58.840 --> 00:01:03.840]  上主要有一個訊息傳遞給你
[00:01:03.840 --> 00:01:06.960]  相當簡單 三節聖經
[00:01:06.960 --> 00:01:10.760]  保羅勸勉修信的讀者
[00:01:10.760 --> 00:01:12.480]  外邦人
[00:01:12.480 --> 00:01:17.000]  你們不單止不需要因為我現在受的患難
[00:01:17.000 --> 00:01:18.960]  來去喪膽
[00:01:18.960 --> 00:01:20.360]  反而
[00:01:20.360 --> 00:01:24.760]  用了兩個很重要的形容
[00:01:24.760 --> 00:01:27.600]  或者說信徒的優點
[00:01:27.600 --> 00:01:30.960]  來到神的面前
[00:01:30.960 --> 00:01:33.200]  就是要沒有信心
[00:01:33.200 --> 00:01:35.080]  篤信不疑
[00:01:35.080 --> 00:01:37.480]  還有要放膽無懼
[00:01:37.480 --> 00:01:39.760]  兩個的形容
[00:01:39.760 --> 00:01:44.160]  信徒你需要有這樣的心靈的狀態
[00:01:44.160 --> 00:01:45.920]  去到神的面前
[00:01:45.920 --> 00:01:47.640]  所以今天早上
[00:01:47.640 --> 00:01:50.160]  很想透過這幾節聖經
[00:01:50.160 --> 00:01:51.800]  我們去探討
[00:01:51.800 --> 00:01:53.440]  一個訊息
[00:01:53.440 --> 00:01:57.600]  怎樣可以去到神的面前
[00:01:57.600 --> 00:02:00.080]  有個簡單的祈禱
[00:02:00.080 --> 00:02:01.520]  多謝主
[00:02:01.520 --> 00:02:04.000]  我們要打開聖經
[00:02:04.000 --> 00:02:06.240]  很豐富的真理
[00:02:06.240 --> 00:02:11.160]  涵蓋我們人生每一個成長階段
[00:02:11.160 --> 00:02:13.600]  祢想我們認識的
[00:02:13.600 --> 00:02:16.720]  今早有新朋友
[00:02:16.720 --> 00:02:20.680]  也有信主很多年的主裏面的弟兄姊妹
[00:02:20.680 --> 00:02:22.440]  我們很盼望
[00:02:22.440 --> 00:02:25.320]  做物主在我們的心靈裏面
[00:02:25.320 --> 00:02:27.640]  讓我們有空間
[00:02:27.640 --> 00:02:29.320]  有準備
[00:02:29.320 --> 00:02:31.600]  聆聽祢的教導
[00:02:31.600 --> 00:02:34.000]  我們很想能夠認識祢
[00:02:34.000 --> 00:02:35.920]  這樣感恩禱告
[00:02:35.920 --> 00:02:38.440]  奉耶穌基督的名
[00:02:38.440 --> 00:02:39.640]  阿們
[00:02:39.640 --> 00:02:40.560]  都說了
[00:02:40.560 --> 00:02:44.280]  保羅說了兩個很重要的優點
[00:02:44.280 --> 00:02:45.440]  信徒
[00:02:45.440 --> 00:02:49.640]  你可以帶著一個無懼的心靈
[00:02:49.640 --> 00:02:52.680]  去到神的面前
[00:02:52.680 --> 00:02:54.120]  不知道你羨慕不羨慕
[00:02:54.120 --> 00:02:57.120]  你能夠去到神的面前呢
[00:02:57.120 --> 00:02:59.080]  基督教告訴我們
[00:02:59.080 --> 00:03:01.320]  你如果認識耶穌
[00:03:01.320 --> 00:03:03.040]  在耶穌裏面
[00:03:03.040 --> 00:03:06.280]  你可以有無懼的心靈
[00:03:06.280 --> 00:03:09.000]  和你可以有充足的信心
[00:03:09.000 --> 00:03:10.880]  去到神的面前
[00:03:10.880 --> 00:03:11.760]  去到神的面前
[00:03:11.760 --> 00:03:14.040]  第一個我們想的就是祈禱
[00:03:14.040 --> 00:03:16.240]  求恩典
[00:03:16.240 --> 00:03:20.360]  求我的人生有大靈
[00:03:20.360 --> 00:03:21.760]  再高一點的
[00:03:21.760 --> 00:03:22.560]  再好
[00:03:22.560 --> 00:03:23.800]  再厲害的
[00:03:23.800 --> 00:03:28.200]  就是你享受祂的愛
[00:03:28.200 --> 00:03:30.960]  對祂有認識
[00:03:30.960 --> 00:03:34.440]  不是單純去向祂求
[00:03:34.440 --> 00:03:37.880]  不知道你有沒有這樣的準備
[00:03:37.880 --> 00:03:42.720]  你要學習一個無懼的信心呢
[00:03:42.720 --> 00:03:44.840]  如果父親節要我們去思想一下
[00:03:44.840 --> 00:03:46.000]  爸爸
[00:03:46.000 --> 00:03:48.560]  總結一下爸爸的時候
[00:03:48.560 --> 00:03:51.680]  我自己做了一個很小很小的對比
[00:03:51.680 --> 00:03:54.600]  因為我的兒子就坐在那裏
[00:03:54.600 --> 00:03:57.640]  就是靈祥的弟兄
[00:03:57.640 --> 00:04:01.120]  我的爸爸退休之後
[00:04:01.120 --> 00:04:03.360]  有很長的時間
[00:04:03.360 --> 00:04:05.240]  除了吃飯
[00:04:05.240 --> 00:04:08.040]  他會出來和我們吃飯
[00:04:08.040 --> 00:04:10.920]  吃完很快就回到他的房間
[00:04:10.920 --> 00:04:14.400]  他的房間好像一個藏經閣一樣
[00:04:14.400 --> 00:04:17.240]  那些經是馬經
[00:04:17.240 --> 00:04:19.560]  整間屋佈滿了
[00:04:19.560 --> 00:04:23.880]  他用那些螢光筆畫到很多很複雜
[00:04:23.880 --> 00:04:26.480]  偶然間
[00:04:26.480 --> 00:04:31.000]  試過是種成五六十萬的一次的馬
[00:04:31.000 --> 00:04:33.800]  大部分的時間都是輸錢
[00:04:33.800 --> 00:04:37.080]  但是他的房間就不讓我們進去
[00:04:37.080 --> 00:04:39.640]  堆積如山的馬經
[00:04:39.640 --> 00:04:41.400]  他的研究
[00:04:41.400 --> 00:04:44.400]  不新的鑽研
[00:04:44.400 --> 00:04:47.160]  都是輸錢的
[00:04:47.160 --> 00:04:49.480]  令到我自己覺得的就是
[00:04:49.480 --> 00:04:51.640]  他不讓我們進去那個房間
[00:04:51.640 --> 00:04:53.560]  他的睡房
[00:04:53.560 --> 00:04:54.920]  那個房間是一個禁地
[00:04:54.920 --> 00:04:56.520]  我們不能進去
[00:04:56.520 --> 00:04:58.560]  所以我的人生
[00:04:58.560 --> 00:05:03.160]  偶然間可能是一至兩次進去
[00:05:03.160 --> 00:05:06.000]  和我媽媽進去
[00:05:06.000 --> 00:05:07.360]  我就沒有機會
[00:05:07.360 --> 00:05:10.200]  長時間在裡面和她聊天
[00:05:10.200 --> 00:05:12.320]  更加不會和我們的子女聊天
[00:05:12.320 --> 00:05:13.480]  很少
[00:05:13.480 --> 00:05:14.720]  當然
[00:05:14.720 --> 00:05:17.960]  比我再小一點的弟妹
[00:05:17.960 --> 00:05:19.320]  就有機會
[00:05:19.320 --> 00:05:21.280]  來和爸爸聊天
[00:05:21.280 --> 00:05:23.680]  那時候已經是他的晚年了
[00:05:23.680 --> 00:05:25.000]  我自己就
[00:05:25.000 --> 00:05:26.840]  在我成長的裡面
[00:05:26.840 --> 00:05:28.640]  近乎沒有
[00:05:28.640 --> 00:05:30.800]  那這個對比
[00:05:30.800 --> 00:05:32.560]  和我的兒子
[00:05:32.560 --> 00:05:34.840]  就剛剛有些不同
[00:05:34.840 --> 00:05:35.880]  最近都挺多的
[00:05:35.880 --> 00:05:37.320]  挺密的
[00:05:37.320 --> 00:05:39.320]  很多時候都晚上回家
[00:05:39.320 --> 00:05:40.600]  一回家
[00:05:40.600 --> 00:05:42.120]  第一時間就開著電腦
[00:05:42.120 --> 00:05:43.480]  開著燈
[00:05:43.480 --> 00:05:46.560]  兒子就很自然的在客廳進來
[00:05:46.560 --> 00:05:48.880]  站在房門口和我聊天
[00:05:48.880 --> 00:05:50.400]  將他今天發生的事情
[00:05:50.400 --> 00:05:52.080]  或者我今天發生的事情
[00:05:52.080 --> 00:05:54.600]  大家就有一個交流的交流
[00:05:54.600 --> 00:05:56.640]  不是報告一些事情給我聽
[00:05:56.640 --> 00:06:00.120]  是大家有一個交流
[00:06:00.120 --> 00:06:02.280]  大家都很享受
[00:06:02.280 --> 00:06:03.480]  那個的
[00:06:03.480 --> 00:06:05.120]  很短的
[00:06:05.120 --> 00:06:06.920]  真的可能十幾分鐘
[00:06:06.920 --> 00:06:08.720]  我又再專注我的工作
[00:06:08.720 --> 00:06:11.200]  他又回到他的電腦
[00:06:11.200 --> 00:06:13.080]  但是那十幾分鐘
[00:06:13.080 --> 00:06:15.760]  就真的可以大家交流到
[00:06:15.760 --> 00:06:17.640]  父子之間的
[00:06:17.640 --> 00:06:20.840]  一種愛的關係
[00:06:20.840 --> 00:06:22.600]  探望朋友
[00:06:22.600 --> 00:06:23.840]  今天
[00:06:23.840 --> 00:06:26.280]  你來到禮拜堂這裡
[00:06:26.280 --> 00:06:27.120]  這個地方
[00:06:27.120 --> 00:06:30.960]  說明給你聽是敬拜真神的
[00:06:30.960 --> 00:06:34.360]  如果用我們今天能夠明白的科技術語
[00:06:34.360 --> 00:06:37.440]  這個地方的Wi-Fi特別強
[00:06:37.440 --> 00:06:39.600]  升到上天
[00:06:39.600 --> 00:06:41.840]  敬拜神的地方
[00:06:41.840 --> 00:06:44.280]  分外有神的平安
[00:06:44.280 --> 00:06:45.760]  神的同在
[00:06:45.760 --> 00:06:47.160]  神的愛
[00:06:47.160 --> 00:06:50.160]  是我們不斷的灌輸
[00:06:50.160 --> 00:06:53.000]  是聖經叫我們這樣灌輸的
[00:06:53.000 --> 00:06:54.560]  所以這個地方
[00:06:54.560 --> 00:06:57.000]  是很應該任何人
[00:06:57.000 --> 00:06:59.800]  都可以來到神的面前的
[00:06:59.800 --> 00:07:02.320]  所以正正第十一節
[00:07:02.320 --> 00:07:04.520]  保羅就是告訴我們
[00:07:04.520 --> 00:07:05.800]  我們需要來到這裡
[00:07:05.800 --> 00:07:08.440]  有這個放膽無懼
[00:07:08.440 --> 00:07:10.920]  滿有自信
[00:07:10.920 --> 00:07:13.880]  對於當時在保羅的時代
[00:07:13.880 --> 00:07:17.720]  外邦人是被猶太人所歧視
[00:07:17.720 --> 00:07:19.400]  所排擠
[00:07:19.400 --> 00:07:22.360]  他們是不可能領受
[00:07:22.360 --> 00:07:24.200]  我們的祖宗
[00:07:24.200 --> 00:07:27.880]  猶太人的種種的福利的
[00:07:27.880 --> 00:07:32.280]  即是說人為製造的那些隔絕
[00:07:32.280 --> 00:07:34.480]  在保羅的年代
[00:07:34.480 --> 00:07:37.640]  但是保羅他傳的福音
[00:07:37.640 --> 00:07:40.160]  就說因為耶穌的緣故
[00:07:40.160 --> 00:07:42.360]  神現在是接納世人
[00:07:42.360 --> 00:07:43.920]  每一個民族
[00:07:43.920 --> 00:07:45.360]  任何的人
[00:07:45.360 --> 00:07:47.200]  當然那個條件
[00:07:47.200 --> 00:07:49.080]  就是十二節
[00:07:49.080 --> 00:07:51.800]  我們要在耶穌裡面
[00:07:51.800 --> 00:07:53.960]  我們因信耶穌
[00:07:53.960 --> 00:07:56.440]  就在祂的裡面
[00:07:56.440 --> 00:07:58.960]  放膽無懼
[00:07:58.960 --> 00:08:00.400]  篤信不疑
[00:08:00.400 --> 00:08:02.280]  或者說新的翻譯就是
[00:08:02.280 --> 00:08:04.600]  滿有自信的
[00:08:04.600 --> 00:08:07.400]  去到神的面前
[00:08:07.400 --> 00:08:09.880]  去到神的面前
[00:08:09.880 --> 00:08:13.200]  就是帶來那個真正永恆的福祿
[00:08:13.200 --> 00:08:15.760]  你去得到真神的面前
[00:08:15.760 --> 00:08:18.160]  你就會有那份
