
[00:00:00.000 --> 00:00:05.500]  今日宣道係記載喺《路加福音》九章二十八至三十六節
[00:00:05.500 --> 00:00:15.500]  說了這些話以後,約有八天,耶穌帶著彼得、約翰、雅各上山去禱告
[00:00:15.500 --> 00:00:22.000]  正禱告的時候,他的面貌改變了,衣服潔白放光
[00:00:22.000 --> 00:00:27.500]  忽然有摩西和以利亞兩個人同耶穌說話
[00:00:28.000 --> 00:00:32.500]  他們在榮光裡顯現,談論耶穌去世的事
[00:00:32.500 --> 00:00:36.500]  就是他在耶路撒冷將要完成的事
[00:00:36.500 --> 00:00:47.500]  彼得和他的同伴都打頓,但一清醒,就看見耶穌的榮光和與他一起站長的那兩個人
[00:00:47.500 --> 00:00:53.500]  兩人正要和耶穌分離的時候,彼得對耶穌說
[00:00:54.000 --> 00:01:03.500]  老師,我們在這裡真好,我們來搭三座棚,一座為你,一座為摩西,一座為以利亞
[00:01:03.500 --> 00:01:07.500]  他卻不知道自己在說些什麼
[00:01:07.500 --> 00:01:17.500]  說這些話的時候,有一朵雲彩來遮蓋他們,他們一進入雲彩就很懼怕
[00:01:18.000 --> 00:01:26.500]  有聲音從雲彩裡出來說:這是我的兒子,我所揀選的,你們要聽從他
[00:01:26.500 --> 00:01:32.500]  聲音停止後,只見耶穌獨自一人
[00:01:32.500 --> 00:01:39.500]  當那些日子,門徒保持沉默,不把所看見的事告訴任何人
[00:01:39.500 --> 00:01:44.500]  感謝神,今天有本堂傳道人曾敏姑娘在我們中間靜悼
[00:01:45.000 --> 00:01:50.500]  她的講題是受苦如榮耀,現在恭請曾敏姑娘靜悼
[00:01:50.500 --> 00:01:52.500]  請姐妹晚安
[00:01:52.500 --> 00:01:58.500]  其實受苦節,復活節已經過了一段時間
[00:01:58.500 --> 00:02:05.500]  很特別,通常我們會覺得受苦這個題目一定是受苦節的時候說的
[00:02:05.500 --> 00:02:13.500]  過了一段時間之後再說,感覺好像有點不太相配,不太合適
[00:02:14.000 --> 00:02:19.500]  但我想說,這個題目無論在什麼時候都好,都很值得我們思考
[00:02:19.500 --> 00:02:25.500]  願意今晚透過上帝的說話經文再一次成為我們的提醒
[00:02:25.500 --> 00:02:27.500]  我們一同祈禱
[00:02:27.500 --> 00:02:37.500]  天父上帝我們感謝祢,讓我們今晚仍然有生命氣息來到您面前去親近祢
[00:02:38.000 --> 00:02:43.500]  很願意祢對我們每一個去說話,願聖靈充滿我們的心
[00:02:43.500 --> 00:02:50.500]  讓我們智慧和悟性去明白,奉耶穌基督的名字祈禱,阿們
[00:02:50.500 --> 00:02:55.500]  今天這個題目很特別說受苦與榮耀,很特別
[00:02:55.500 --> 00:03:06.500]  其實這兩件事在經文和聖經裡面某個程度可以說是差不多是孿生兄弟
[00:03:07.000 --> 00:03:15.500]  受苦與榮耀是黏在一起的,當然不是所有場合在聖經裡面都是這樣的
[00:03:15.500 --> 00:03:21.500]  但至少在這裡他們是黏在一起的,受苦與榮耀是在一起的
[00:03:21.500 --> 00:03:28.500]  很特別,通常以人的性情來說我們比較想要榮耀
[00:03:28.500 --> 00:03:33.500]  我們想要各方面的榮耀,在各方面有很出色的成就
[00:03:34.000 --> 00:03:39.500]  希望別人讚賞自己,這些就是來自人的榮耀
[00:03:39.500 --> 00:03:44.500]  又或者有一天我們回去見天父,天父就稱讚我們
[00:03:44.500 --> 00:03:49.500]  你真是又良善又忠心的僕人,你真是很好
[00:03:49.500 --> 00:03:54.500]  這個就是來自上帝的稱讚,榮耀
[00:03:55.000 --> 00:04:03.500]  但在這裡我們很少會這樣想,榮耀會黏著受苦
[00:04:03.500 --> 00:04:08.500]  最好不要有受苦,為什麼不要有受苦?
[00:04:08.500 --> 00:04:14.500]  因為以人的性情來說,其實我們是很怕受苦的
[00:04:14.500 --> 00:04:22.500]  很少有人這樣說,就是祈禱上帝啊,你給我多一點苦難
[00:04:23.000 --> 00:04:32.500]  讓我的生命更成長和成熟,特別現在這個年代很少人這樣說
[00:04:32.500 --> 00:04:38.500]  我不敢說有沒有人這樣說,至少我會說很少人這樣祈禱
[00:04:38.500 --> 00:04:42.500]  如果這樣祈禱,別人會覺得你很不正常
[00:04:42.500 --> 00:04:50.500]  你要拿苦來生,求上帝給你苦難,怎麼會呢?
[00:04:51.000 --> 00:04:53.500]  所以每個人都希望過一個更加舒適的生活
[00:04:53.500 --> 00:05:03.500]  我希望人生是美好的,最好每天都沒有困難,沒有任何的挫折
[00:05:03.500 --> 00:05:09.500]  人生一路平步青雲,一路升上去
[00:05:09.500 --> 00:05:12.500]  想要什麼就有什麼,想做什麼就可以做什麼
[00:05:12.500 --> 00:05:17.500]  還要不停被人稱讚,被上帝稱讚,這個人生就最好了,最完美了
[00:05:18.000 --> 00:05:26.500]  千萬不要有苦難,但是我想說很特別的地方就是
[00:05:26.500 --> 00:05:30.500]  你會發覺人生充滿了苦難
[00:05:30.500 --> 00:05:40.500]  在這個星期,很特別的是我們比較少在身邊有交通意外的時候
[00:05:40.500 --> 00:05:44.500]  我們很少會這樣想,這些交通意外會帶來死亡
[00:05:45.000 --> 00:05:52.500]  但如果大家有印象的話,在元朗高速公路發生交通意外
[00:05:52.500 --> 00:06:00.500]  那天真的有人離世,令人感到很意外
[00:06:00.500 --> 00:06:08.500]  還有不同的新聞發生,苦難總是離不開我們這個世界
[00:06:09.000 --> 00:06:16.500]  剛才說的苦難是有意外,有不想見到的情況發生
[00:06:16.500 --> 00:06:23.500]  而今天在經文裡的苦難有些不同,不是這種苦難
[00:06:23.500 --> 00:06:30.500]  但這個苦難卻是和榮耀緊緊的結連在一起
[00:06:30.500 --> 00:06:34.500]  我們就去看看究竟是什麼一回事
[00:06:35.000 --> 00:06:40.500]  如果大家看這段經文的時候,應該會看到一個很特別的結構
[00:06:40.500 --> 00:06:44.500]  一個類似三文治式的結構
[00:06:44.500 --> 00:06:52.500]  開始的時候有榮耀,很快就看到苦難的描述出現
[00:06:52.500 --> 00:06:56.500]  之後又有一個描述,又和榮耀有關
[00:06:56.500 --> 00:06:59.500]  所以就像一個ABA的結構
[00:07:00.000 --> 00:07:05.500]  在裡面榮耀和苦難就黏在一起
[00:07:05.500 --> 00:07:11.500]  經文背景是說:說了這些話以後有白天
[00:07:11.500 --> 00:07:20.500]  如果大家翻開聖經的話,就知道耶穌在預言自己的受難和復活
[00:07:20.500 --> 00:07:25.500]  亦鼓勵人要揹起十字架來跟從我
[00:07:25.500 --> 00:07:29.500]  因為如果要救自己生命,就會喪掉生命
[00:07:29.500 --> 00:07:37.000]  但如果願意為耶穌喪生,卻會救了自己的生命
[00:07:37.000 --> 00:07:41.000]  這就是前面的一番說話
[00:07:41.000 --> 00:07:47.000]  到了這裡,過了大約八天,就發生了一個場景
[00:07:47.000 --> 00:07:53.000]  很多時候人們去描述這一段就會說:登山變象
[00:07:53.000 --> 00:07:58.000]  門徒看到耶穌很榮耀的一面,非常好
[00:07:58.500 --> 00:08:01.000]  很多時候,他們說的就是這樣
[00:08:01.000 --> 00:08:06.000]  其實是忽略了當中最重要的,受苦的部分
[00:08:06.000 --> 00:08:13.000]  在這個時間,耶穌就帶著幾個門徒
[00:08:13.000 --> 00:08:18.000]  彼得、約翰和雅各上山祈禱
[00:08:18.000 --> 00:08:23.000]  這次祈禱的確和其他時候不一樣
[00:08:23.000 --> 00:08:27.000]  他們除了裡面有祈禱的內容之外
[00:08:27.500 --> 00:08:31.000]  他們還說耶穌變了整個形象
[00:08:31.000 --> 00:08:36.000]  這個時候是說,正禱告的時候,祂的面貌改變了
[00:08:36.000 --> 00:08:44.000]  衣服已白放光,整個形象變得很美麗,很光亮
[00:08:44.000 --> 00:08:51.000]  今天在場的朋友,有些姐妹穿著白色的衣服
[00:08:51.000 --> 00:08:54.000]  非常好看,很美麗
[00:08:54.500 --> 00:09:00.000]  但我想說,真正的潔白放光,是要光很多倍
[00:09:00.000 --> 00:09:06.000]  是要撐著眼睛的,撐著你的眼睛這麼厲害
[00:09:06.000 --> 00:09:10.000]  你會覺得很驚訝,不會覺得很尋常
[00:09:10.000 --> 00:09:15.000]  那一下子的確給人有一個很榮耀的形象
[00:09:15.000 --> 00:09:21.000]  難怪有很多人看這段經文,總是會將焦點放在
[00:09:21.500 --> 00:09:27.000]  耶穌改變形象,和平時是很不一樣的,非常榮耀
[00:09:27.000 --> 00:09:35.000]  更加特別的是摩西和以利亞兩人和耶穌說話
[00:09:35.000 --> 00:09:42.000]  摩西和以利亞明顯是很多年前離世的人
[00:09:42.000 --> 00:09:50.000]  但他們兩人並不是普通人,不是過身的人
[00:09:50.500 --> 00:09:53.000]  他們兩人是很有代表性的
[00:09:53.000 --> 00:09:56.000]  所以在這裏出現是有一個特別的意義
[00:09:56.000 --> 00:10:01.000]  首先,摩西代表了甚麼呢?大家想起了甚麼呢?
[00:10:01.000 --> 00:10:05.000]  台下的電影姐妹有沒有想起甚麼呢?
[00:10:05.000 --> 00:10:07.000]  摩西令你想起甚麼呢?
[00:10:07.000 --> 00:10:16.000]  過紅海,然後出埃及,之前出埃及過紅海
[00:10:16.500 --> 00:10:22.000]  非常特別,這代表了甚麼呢?
[00:10:22.000 --> 00:10:28.000]  救贖,摩西帶領以色列民出埃及
[00:10:28.000 --> 00:10:32.000]  脫離遺奴之地,讓他們得以自由
[00:10:32.000 --> 00:10:36.000]  讓他們的百姓得蒙救贖
[00:10:36.000 --> 00:10:41.000]  他在那個位置是救贖者,當然最終極的救贖者一定是上帝
[00:10:41.000 --> 00:10:44.000]  但上帝藉他的手去救百姓
[00:10:44.500 --> 00:10:49.000]  但在這裏他亦有一個很象徵性很重要的位置
[00:10:49.000 --> 00:10:51.000]  他是律法的代表
[00:10:51.000 --> 00:10:57.000]  大家記得在西奈山上,上帝向摩西頒佈十誡
[00:10:57.000 --> 00:11:00.000]  上帝透過摩西告訴百姓
[00:11:00.000 --> 00:11:07.000]  作為我的百姓,應該怎樣生活才能合乎我的心意
[00:11:07.000 --> 00:11:10.000]  所以摩西就是那個管道,那個出口
[00:11:10.500 --> 00:11:13.000]  上帝教他,告訴他所有的事情
[00:11:13.000 --> 00:11:16.000]  然後摩西就走回去跟百姓說
[00:11:16.000 --> 00:11:20.000]  你看到摩西的時候就想起律法,他是律法的代表
[00:11:20.000 --> 00:11:26.000]  當然摩西不只是這個身份,摩西同樣令人想起先知
[00:11:26.000 --> 00:11:30.000]  不過在這個位置比較突出,他是一個律法的代表
[00:11:30.000 --> 00:11:34.000]  然後以利亞亦都很特別
[00:11:34.000 --> 00:11:37.000]  以利亞會行神蹟
[00:11:37.500 --> 00:11:41.000]  其實他的經歷都是非常特別
[00:11:41.000 --> 00:11:46.000]  但說真的,在聖經裏可以行神蹟的人不只是以利亞一個
[00:11:46.000 --> 00:11:48.000]  有很多個
[00:11:48.000 --> 00:11:53.000]  你說作為先知只有他一個嗎?又不是
[00:11:53.000 --> 00:12:00.000]  不過在這裏,以利亞的確成為了先知的代表
[00:12:00.000 --> 00:12:04.000]  他是先知這一邊的人
[00:12:04.500 --> 00:12:08.000]  而摩西就代表了律法的權威
[00:12:08.000 --> 00:12:15.000]  兩個人一起同時出現,跟耶穌聊天,是有什麼意義呢?
[00:12:15.000 --> 00:12:21.000]  是不是摩西和以利亞感到非常無聊
[00:12:21.000 --> 00:12:25.000]  這一下出現一下,聊聊天
[00:12:25.000 --> 00:12:31.000]  又或者耶穌想令人覺得自己地位很超然
[00:12:31.500 --> 00:12:35.000]  找救藥量這麼多的人來,跟自己聊天
[00:12:35.000 --> 00:12:39.000]  讓我的門徒看到,於是他們都覺得我很特別
[00:12:39.000 --> 00:12:42.000]  是不是這樣呢?不是
[00:12:42.000 --> 00:12:45.000]  其實重點在這裏
[00:12:45.000 --> 00:12:49.000]  上帝要藉著這兩個人物跟耶穌聊天
[00:12:49.000 --> 00:12:52.000]  給予耶穌一個很重要的肯定
[00:12:52.000 --> 00:12:54.000]  是什麼呢?
[00:12:54.000 --> 00:12:59.000]  就是耶穌不只是木匠的兒子
[00:12:59.500 --> 00:13:03.000]  他絕對不是一個平民老百姓
[00:13:03.000 --> 00:13:07.000]  他是上帝的兒子,而且重要的是
[00:13:07.000 --> 00:13:13.000]  耶穌絕對是繼承了整個猶太傳統的信仰
[00:13:13.000 --> 00:13:19.000]  這個信仰裏面既有律法,也有先知很奇妙的作為
[00:13:19.000 --> 00:13:24.000]  在整個系統裏面,耶穌完全繼承了
[00:13:24.000 --> 00:13:28.000]  所以他有一個很超然的位置
[00:13:28.500 --> 00:13:32.000]  他絕對不是一個一般的人
[00:13:32.000 --> 00:13:35.000]  上帝要透過這兩個人跟耶穌聊天
[00:13:35.000 --> 00:13:38.000]  給予耶穌一個很大的肯定
[00:13:38.000 --> 00:13:41.000]  也讓眾人看到,他跟其他人是不一樣的
[00:13:41.000 --> 00:13:46.000]  當他將來要做什麼事情,成就上帝的旨意的時候
[00:13:46.000 --> 00:13:51.000]  他絕對有這個權位,他也絕對有這個位置
[00:13:51.000 --> 00:13:55.000]  所以這個位置是很重要的
[00:13:55.500 --> 00:13:59.000]  聊天絕對不是一般性的聊天
[00:13:59.000 --> 00:14:02.000]  在這裏,我很相信
[00:14:02.000 --> 00:14:08.000]  雖然門徒在耶穌身邊,但他們不太清楚發生什麼事
[00:14:08.000 --> 00:14:13.000]  也不知道為什麼這兩個人會出現在這裏
[00:14:13.000 --> 00:14:21.000]  最特別的是,前面很多人都覺得很榮耀
[00:14:21.500 --> 00:14:26.000]  耶穌的衣服發光,令人的眼睛瞪大
[00:14:26.000 --> 00:14:30.000]  真是很榮耀,登山後就變了形象
[00:14:30.000 --> 00:14:36.000]  其實更重要的是,忽然間整個描述變得很冷
[00:14:36.000 --> 00:14:38.000]  什麼叫很冷呢?
[00:14:38.000 --> 00:14:40.000]  他們在說什麼呢?
[00:14:40.000 --> 00:14:45.000]  關於耶穌在耶路撒冷將要完成的事
[00:14:45.000 --> 00:14:47.000]  是耶穌的使命
[00:14:47.000 --> 00:14:49.000]  是什麼事呢?
[00:14:49.500 --> 00:14:55.000]  是不是他將要被高舉為王,得到更高的榮耀呢?
[00:14:55.000 --> 00:14:59.000]  不是的,忽然間整個描述令人心一沉
[00:14:59.000 --> 00:15:03.000]  是不是在說耶穌去世的事?
[00:15:03.000 --> 00:15:05.000]  他將要死
[00:15:05.000 --> 00:15:07.000]  沒錯,他會去耶路撒冷
[00:15:07.000 --> 00:15:12.000]  不過不是在說他被高舉為王,而是他將要死
[00:15:12.000 --> 00:15:19.000]  他將要受苦,他要受死,他要被埋葬
[00:15:19.000 --> 00:15:22.500]  後面隱藏了,沒有說他要復活,升天的事
[00:15:22.500 --> 00:15:28.500]  但至少人知道他受苦,將會面對一個艱難的處境
[00:15:28.500 --> 00:15:33.500]  這令人難以想像
[00:15:33.500 --> 00:15:38.500]  為什麼一個如此榮耀的場面,不是一直接著下去
[00:15:38.500 --> 00:15:44.500]  讓人看到一個又一個的高峰,忽然間令人沉下去呢?
[00:15:44.500 --> 00:15:48.500]  其實這正是上帝想讓我們經歷的
[00:15:49.500 --> 00:15:54.000]  沒錯,耶穌的身份很榮耀
[00:15:54.000 --> 00:16:02.000]  耶穌也承繼了整個猶太信仰的系統
[00:16:02.000 --> 00:16:05.000]  他有一個很正統的位置
[00:16:05.000 --> 00:16:12.000]  但他也有他的使命,就是要為人受苦
[00:16:12.000 --> 00:16:16.000]  在這裡我們看得很沉
[00:16:16.500 --> 00:16:21.000]  但我想說,在上帝眼中一點也不沉
[00:16:21.000 --> 00:16:25.000]  這個位置正正要彰顯耶穌的榮耀
[00:16:25.000 --> 00:16:28.000]  這個位置令人難以想像
[00:16:28.000 --> 00:16:31.000]  受苦怎會和榮耀黏在一起呢?
[00:16:31.000 --> 00:16:33.000]  上帝就是要讓人看到
[00:16:33.000 --> 00:16:35.000]  沒錯,這個位置就是要讓人看到
[00:16:35.000 --> 00:16:37.000]  耶穌受苦就是要和榮耀一起
[00:16:37.000 --> 00:16:40.000]  耶穌受苦不是迫於無奈
[00:16:40.000 --> 00:16:44.000]  有些人想害他,將會捉住他
[00:16:44.500 --> 00:16:48.000]  他避無可避,於是就被捉了
[00:16:48.000 --> 00:16:51.000]  於是就被冤枉,經歷不公義的審判
[00:16:51.000 --> 00:16:56.000]  然後被人鞭打,戲弄,最後被釘死在十字架上
[00:16:56.000 --> 00:16:59.000]  所有這些都是被迫的,絕對不是
[00:16:59.000 --> 00:17:01.000]  上帝想讓人看到
[00:17:01.000 --> 00:17:06.000]  耶穌整個受苦的過程是上帝自己的計劃
[00:17:06.000 --> 00:17:09.000]  他計劃了,這是他的工作
[00:17:09.000 --> 00:17:14.000]  他要他的兒子,真的要他兒子這樣經歷
[00:17:14.000 --> 00:17:16.500]  一定要受苦,一定要他受死
[00:17:16.500 --> 00:17:23.500]  整件事沒有人令到耶穌被迫要面對這些
[00:17:23.500 --> 00:17:25.500]  是很無奈的,很無助的
[00:17:25.500 --> 00:17:29.500]  這一切都是出於上帝的主權
[00:17:29.500 --> 00:17:31.500]  是上帝的工作
[00:17:31.500 --> 00:17:35.500]  而耶穌要承受上帝給他的使命
[00:17:35.500 --> 00:17:37.500]  這是耶穌的使命
[00:17:37.500 --> 00:17:40.500]  他會去實現,他會去承受
[00:17:41.000 --> 00:17:44.500]  所以雖然受苦,雖然痛苦
[00:17:44.500 --> 00:17:47.500]  但卻是很正面的
[00:17:47.500 --> 00:17:50.500]  在神的眼中看,非常正面
[00:17:50.500 --> 00:17:52.500]  一點也不負面
[00:17:52.500 --> 00:17:55.500]  因為耶穌受苦之後帶來的
[00:17:55.500 --> 00:17:58.500]  是千千萬萬的人得蒙請救
[00:17:58.500 --> 00:18:04.500]  這是上帝為人所預備的唯一救贖人的方法
[00:18:04.500 --> 00:18:07.500]  事實上,今天在座這麼多人
[00:18:07.500 --> 00:18:09.500]  你們能夠坐在這裡
[00:18:10.000 --> 00:18:12.500]  就是因為昔日
[00:18:12.500 --> 00:18:18.500]  天父派他的兒子去承受他所託付給他的使命
[00:18:18.500 --> 00:18:20.500]  就是受苦
[00:18:20.500 --> 00:18:26.500]  在世人看來,吳榮耀很悲慘,很低良
