
[00:00:00.000 --> 00:00:04.000]  很高興今天有陳麗蟬牧師為我們去到靜堂
[00:00:04.000 --> 00:00:07.000]  陳牧師是我們本堂的全途同工
[00:00:07.000 --> 00:00:10.000]  他的講題是「當敬拜上帝」
[00:00:10.000 --> 00:00:13.000]  經文是記載在兩段
[00:00:13.000 --> 00:00:17.000]  第一段是啟示錄第四章九至十一節
[00:00:17.000 --> 00:00:22.000]  第二段是在第五章十一至十四節
[00:00:22.000 --> 00:00:26.000]  我先讀出啟示錄第四章九至十一節
[00:00:26.000 --> 00:00:29.000]  在新約的聖經四百零三年
[00:00:30.000 --> 00:00:35.000]  每逢四活物將榮耀、尊貴、感謝
[00:00:35.000 --> 00:00:40.000]  歸給那坐在寶上活到永永遠遠者的時候
[00:00:40.000 --> 00:00:44.000]  二十四位長老就俯伏敬拜
[00:00:44.000 --> 00:00:50.000]  坐在寶座上活到永永遠遠的那一位
[00:00:50.000 --> 00:00:55.000]  又把他們的冠冕放在寶座前說
[00:00:55.000 --> 00:01:01.000]  我們的主,我們的神,你配得榮耀、尊貴、權並
[00:01:01.000 --> 00:01:04.000]  因為你創造了萬物
[00:01:04.000 --> 00:01:09.000]  萬物因你的旨意被創造而存在
[00:01:09.000 --> 00:01:13.000]  啟示錄第五章十一至十四節
[00:01:13.000 --> 00:01:22.000]  新約聖經四百零四頁
[00:01:22.000 --> 00:01:29.000]  我又觀看,我聽見寶座和活物及長老的周圍
[00:01:29.000 --> 00:01:32.000]  有許多天使的聲音
[00:01:32.000 --> 00:01:35.000]  他們的數目有千千萬萬
[00:01:35.000 --> 00:01:40.000]  大聲說:被殺的羔羊配得權並
[00:01:40.000 --> 00:01:47.000]  豐富、智慧、力量、尊貴、榮耀、重讚
[00:01:47.000 --> 00:01:57.000]  我又聽見在天上、地上、地底下、滄海裡和天地間一切所有被造之物
[00:01:57.000 --> 00:02:07.000]  都說:願重讚、尊貴、榮耀、權勢都歸給坐在寶座上的那位和羔羊
[00:02:07.000 --> 00:02:09.000]  直到永永遠遠
[00:02:09.000 --> 00:02:12.000]  四活物就說:阿們
[00:02:12.000 --> 00:02:15.000]  眾長老也俯伏敬拜
[00:02:15.000 --> 00:02:17.000]  現在有請陳牧師
[00:02:17.000 --> 00:02:33.000]  陳志全議員
[00:02:33.000 --> 00:02:35.000]  鼎姐妹早晨
[00:02:35.000 --> 00:02:38.000]  我記得十幾年前
[00:02:38.000 --> 00:02:40.000]  我有一個親戚
[00:02:40.000 --> 00:02:44.000]  他正面臨家庭裡的一些問題
[00:02:44.000 --> 00:02:47.000]  夫婦之間經常吵架
[00:02:47.000 --> 00:02:51.000]  所以整個家庭永無寧日
[00:02:51.000 --> 00:02:53.000]  那時我和我二姐姐
[00:02:53.000 --> 00:02:58.000]  盡量幫忙照顧家裡的小朋友
[00:02:58.000 --> 00:03:00.000]  三四歲的小朋友
[00:03:00.000 --> 00:03:03.000]  有一次暑假
[00:03:03.000 --> 00:03:05.000]  放假那天
[00:03:05.000 --> 00:03:10.000]  我帶了小女兒去游泳
[00:03:10.000 --> 00:03:13.000]  之後又上我姐姐家裡玩
[00:03:13.000 --> 00:03:15.000]  玩到黃昏
[00:03:15.000 --> 00:03:18.000]  我就說要回家了
[00:03:18.000 --> 00:03:19.000]  回家吃飯
[00:03:19.000 --> 00:03:22.000]  他突然就哭了
[00:03:22.000 --> 00:03:25.000]  他說:哎呀!我好餓呀
[00:03:25.000 --> 00:03:28.000]  其實我想他有一點點餓
[00:03:28.000 --> 00:03:31.000]  不過最主要是不捨得走
[00:03:31.000 --> 00:03:36.000]  因為又有我姐姐的女兒和他一起玩
[00:03:36.000 --> 00:03:37.000]  所以沒辦法
[00:03:37.000 --> 00:03:41.000]  就讓他在我姐姐家裡吃飯
[00:03:41.000 --> 00:03:43.000]  之後七點多
[00:03:43.000 --> 00:03:46.000]  就和他搭巴士走
[00:03:46.000 --> 00:03:48.000]  坐巴士的時候
[00:03:48.000 --> 00:03:51.000]  他突然跟我說
[00:03:51.000 --> 00:03:54.000]  他說:你肚不肚餓呀?
[00:03:54.000 --> 00:03:57.000]  我說:少少啦
[00:03:57.000 --> 00:04:00.000]  他說:將來你老了的時候
[00:04:00.000 --> 00:04:05.000]  你肚餓我就會煮飯給你吃
[00:04:05.000 --> 00:04:07.000]  很感動
[00:04:07.000 --> 00:04:09.000]  我想他想到
[00:04:09.000 --> 00:04:10.000]  剛才他肚餓
[00:04:10.000 --> 00:04:11.000]  他很想吃東西
[00:04:11.000 --> 00:04:12.000]  他可以吃了
[00:04:12.000 --> 00:04:13.000]  吃飽了
[00:04:13.000 --> 00:04:15.000]  滿足了
[00:04:15.000 --> 00:04:17.000]  但他又想到
[00:04:17.000 --> 00:04:20.000]  但我這個人他還沒吃
[00:04:20.000 --> 00:04:24.000]  所以他就這樣說這句話
[00:04:24.000 --> 00:04:27.000]  他說:將來你老了的時候
[00:04:27.000 --> 00:04:30.000]  你肚餓我就會煮飯給你吃
[00:04:30.000 --> 00:04:33.000]  一聽到就很感動
[00:04:33.000 --> 00:04:36.000]  到今天我再一次想起的時候
[00:04:36.000 --> 00:04:39.000]  我都很感動
[00:04:39.000 --> 00:04:44.000]  其實我們今天講的主題是敬拜的對象
[00:04:44.000 --> 00:04:47.000]  就是當人去感受到
[00:04:47.000 --> 00:04:51.000]  經歷到上帝對我們的創造
[00:04:51.000 --> 00:04:55.000]  對我們的眷顧
[00:04:55.000 --> 00:04:58.000]  我們去感受到祂的愛的時候
[00:04:58.000 --> 00:05:01.000]  我們只要願意
[00:05:01.000 --> 00:05:04.000]  去甘心作出一些行動
[00:05:04.000 --> 00:05:05.000]  一些回應
[00:05:05.000 --> 00:05:08.000]  就是一個敬拜
[00:05:08.000 --> 00:05:17.000]  剛才啟邦我們讀出了啟示錄第四和第五章的經文
[00:05:17.000 --> 00:05:20.000]  我們先看看啟示錄的背景
[00:05:20.000 --> 00:05:24.000]  啟示錄是在第一世紀
[00:05:24.000 --> 00:05:26.000]  六十多年左右
[00:05:26.000 --> 00:05:33.000]  當時耶穌基督過世已經是一段時間了
[00:05:33.000 --> 00:05:36.000]  自從耶穌基督被釘之後
[00:05:36.000 --> 00:05:40.000]  所有的信徒都經歷不少的困難
[00:05:40.000 --> 00:05:43.000]  受著政治的打擊
[00:05:43.000 --> 00:05:46.000]  他們因為拒絕君王的敬拜的時候
[00:05:46.000 --> 00:05:48.000]  他帶來的結果是怎樣呢?
[00:05:48.000 --> 00:05:50.000]  他們被排斥
[00:05:50.000 --> 00:05:52.000]  被排斥之餘
[00:05:52.000 --> 00:05:55.000]  他們也不可以公開做生意
[00:05:55.000 --> 00:06:00.000]  所以基本上一班的基督徒都是貧困的
[00:06:00.000 --> 00:06:07.000]  而這個啟示錄就是耶穌基督其中一位的門徒約翰
[00:06:07.000 --> 00:06:10.000]  他當時已經是九十多歲了
[00:06:10.000 --> 00:06:17.000]  他被羅馬皇帝放逐到一個拔摩島
[00:06:17.000 --> 00:06:22.000]  那裡的天氣經常陰陰暗暗
[00:06:22.000 --> 00:06:26.000]  據傳說他在拔摩島裡面
[00:06:26.000 --> 00:06:33.000]  在石礦場裡面分派做苦工
[00:06:33.000 --> 00:06:36.000]  所以生活非常困難
[00:06:36.000 --> 00:06:38.000]  在這樣的場景裡面
[00:06:38.000 --> 00:06:41.000]  上帝就讓約翰
[00:06:41.000 --> 00:06:49.000]  先讓他看到地上高一般的教會的腐敗和不足
[00:06:49.000 --> 00:06:52.000]  也讓他看到教會雖然不足
[00:06:52.000 --> 00:06:58.000]  但裡面又很有堅信和堅忍
[00:06:58.000 --> 00:07:00.000]  另外一方面
[00:07:00.000 --> 00:07:02.000]  看完地上高的場景之後
[00:07:02.000 --> 00:07:05.000]  他就看到天上高了
[00:07:05.000 --> 00:07:08.000]  在啟示錄的第四和第五章
[00:07:08.000 --> 00:07:13.000]  整個啟示錄裡面有七場天上高敬拜的第一場
[00:07:13.000 --> 00:07:18.000]  兩章都是講同一個的景況
[00:07:18.000 --> 00:07:28.000]  當約翰看到將來在補助上高的敬拜是多麼澎湃的時候
[00:07:28.000 --> 00:07:30.000]  就激勵老約翰
[00:07:30.000 --> 00:07:35.000]  以致他的憂傷和疲乏的心境
[00:07:35.000 --> 00:07:37.000]  能夠得到鼓勵
[00:07:37.000 --> 00:07:41.000]  我們一起從這兩段裡面
[00:07:41.000 --> 00:07:45.000]  我們看回我們所敬拜的上帝
[00:07:45.000 --> 00:07:48.000]  是一位怎樣的上帝
[00:07:48.000 --> 00:07:51.000]  在敬拜的敬拜裡面
