
[00:00:00.000 --> 00:00:04.500]  我們一起同心討告
[00:00:04.500 --> 00:00:08.380]  因天賦給我們又可以在今晚
[00:00:08.380 --> 00:00:11.840]  來到去有最後一講的《羅馬書》
[00:00:11.840 --> 00:00:18.000]  都給我們有42講 能夠同鼎姐妹一同
[00:00:18.000 --> 00:00:21.200]  從第一章一直到第16章
[00:00:21.200 --> 00:00:25.080]  真是看到司徒保羅是有系統的
[00:00:25.080 --> 00:00:31.340]  這樣去將救恩的原委
[00:00:31.340 --> 00:00:35.580]  為什麼需要福音 講得很淋漓盡致
[00:00:35.580 --> 00:00:40.180]  也讓我們能夠看到我們成為了基督徒之後
[00:00:40.180 --> 00:00:43.000]  是有一個很榮耀的身份
[00:00:43.000 --> 00:00:46.600]  聖靈的內著和神兒女
[00:00:46.600 --> 00:00:51.600]  神的後製這個身份是何等的尊貴
[00:00:51.600 --> 00:00:56.720]  所以在地上的人如果不認識耶穌
[00:00:56.720 --> 00:01:00.820]  人生無論是多麼在地上有成就
[00:01:00.820 --> 00:01:05.160]  當然我們不是抹殺這些成就、這些努力
[00:01:05.160 --> 00:01:08.860]  但是在永恆裏面是一無是處
[00:01:08.860 --> 00:01:14.280]  是非常之可惜 所以現在那個宣講的責任
[00:01:14.280 --> 00:01:19.760]  就是落在教會和每一個時代的弟兄姊妹的身上
[00:01:19.760 --> 00:01:25.280]  求神幫助我們 因為福音不能夠自己去傳開
[00:01:25.280 --> 00:01:29.000]  必須是屬主的兒女有意識地
[00:01:29.000 --> 00:01:32.100]  甚至乎是要有那個承擔
[00:01:32.100 --> 00:01:37.180]  來將福音傳到最需要的人 求神幫助
[00:01:37.180 --> 00:01:39.780]  今天晚上我們有這個總論
[00:01:39.780 --> 00:01:43.560]  願神讓我們在大概一個多小時的時間
[00:01:43.560 --> 00:01:47.080]  都可以有一個溫習 願神帶領
[00:01:47.080 --> 00:01:51.080]  下個星期當我們開新的《出埃及記》的時候
[00:01:51.080 --> 00:01:53.800]  又讓我們能夠從40章的經文
[00:01:53.800 --> 00:01:57.560]  和在整個摩西五經的脈絡裏面
[00:01:57.560 --> 00:02:05.160]  我們能夠梳理到摩西或者五經的作者
[00:02:05.160 --> 00:02:11.260]  呈現給我們認識的那個出埃及的時代
[00:02:11.260 --> 00:02:17.020]  神怎樣去揀選你的選民 猶太人
[00:02:17.020 --> 00:02:21.380]  以色列人成為國度 願神帶領我們
[00:02:21.380 --> 00:02:24.020]  我們今晚仰望等候在你的面前
[00:02:24.020 --> 00:02:28.080]  奉耶穌基督的名 阿們
[00:02:28.080 --> 00:02:33.200]  首先多謝各位參加一段長時間的羅馬書研讀
[00:02:33.200 --> 00:02:36.540]  抱歉今晚有一點點喉嚨不舒服
[00:02:36.540 --> 00:02:39.500]  所以可能聲線不能夠這麼大
[00:02:39.500 --> 00:02:42.880]  希望都能夠 因為我預備了很多張PowerPoint
[00:02:42.880 --> 00:02:46.420]  我希望都能夠要快一點的去
[00:02:46.420 --> 00:02:55.120]  這個題目都差不多是必須要這個總題
[00:02:55.120 --> 00:03:02.820]  真的告訴我們福音是來自與神的和好
[00:03:02.820 --> 00:03:06.320]  來自耶穌基督 神所差遣
[00:03:06.320 --> 00:03:09.160]  從死復活的耶穌基督
[00:03:09.160 --> 00:03:12.460]  我們就能夠可以透過主耶穌
[00:03:12.460 --> 00:03:14.820]  就得著這個永恆生命
[00:03:14.820 --> 00:03:17.320]  這個永恆生命就是神的義
[00:03:17.320 --> 00:03:20.600]  與神和好的這個新生命
[00:03:20.600 --> 00:03:24.040]  所以既然這個這麼重要的信息
[00:03:24.040 --> 00:03:28.200]  保羅在一個整個大的脈絡裏面
[00:03:28.200 --> 00:03:31.580]  絕對不是將它分了很少的段落
[00:03:31.580 --> 00:03:35.800]  而是一個很清楚的一個大的脈絡
[00:03:35.800 --> 00:03:39.080]  那個總題就是教會
[00:03:39.080 --> 00:03:43.660]  特別以羅馬修信的教會為那個首先的單位
[00:03:43.660 --> 00:03:47.460]  必須要向萬民宣講福音
[00:03:47.460 --> 00:03:50.340]  因為萬民都需要救恩
[00:03:50.340 --> 00:03:53.980]  就是每一個民族都需要神的福音
[00:03:53.980 --> 00:03:57.480]  所以我們今天就在這個總題裏面
[00:03:57.480 --> 00:04:01.620]  等一下跟大家再做一個總結
[00:04:01.620 --> 00:04:05.600]  我們一直在過去用了好幾堂的時間
[00:04:05.600 --> 00:04:09.240]  去講到16章1到第16節
[00:04:09.240 --> 00:04:14.880]  是很特別的所有保羅書信13卷的保羅書信
[00:04:14.880 --> 00:04:17.320]  都沒有這麼長的文案
[00:04:17.320 --> 00:04:20.920]  在這個文案裏面我們梳理了
[00:04:20.920 --> 00:04:24.100]  雖然那些人物我們大部份都不認識
[00:04:24.100 --> 00:04:30.560]  但是我們又梳理到在古代羅馬的時候
[00:04:30.560 --> 00:04:34.140]  保羅的時代有些名字
[00:04:34.140 --> 00:04:37.080]  根據一些解經家他們的研究
[00:04:37.080 --> 00:04:39.320]  有些是貴族的名字
[00:04:39.320 --> 00:04:42.380]  有些是奴隸 明顯是奴隸的名字
[00:04:42.380 --> 00:04:46.520]  更加特別的就是有男的 不出奇
[00:04:46.520 --> 00:04:49.140]  但是特別的就是有女的
[00:04:49.140 --> 00:04:53.180]  而且不止一個在保羅的文案裏面
[00:04:53.180 --> 00:04:55.460]  要不就是他們可以在教會裏面
[00:04:55.460 --> 00:04:59.480]  有相當顯赫的地位 例如妃婢
[00:04:59.480 --> 00:05:03.000]  另外有其它的 譬如瑪麗娜
[00:05:03.000 --> 00:05:04.820]  我們之前都講過了
[00:05:04.820 --> 00:05:07.400]  所以等一下我們看這些PowerPoint的時候
[00:05:07.400 --> 00:05:11.360]  我們就知道 所以如果我們一個宏觀的看
[00:05:11.360 --> 00:05:15.820]  保羅這樣大量的文案 接近26位
[00:05:15.820 --> 00:05:18.300]  因為有一個是夫婦這樣文案
[00:05:18.300 --> 00:05:25.100]  就讓我們看到保羅似乎在羅馬的教會
[00:05:25.100 --> 00:05:28.400]  認識相當多的弟兄姊妹
[00:05:28.400 --> 00:05:35.380]  而且這些不是跟他經常一起同宮的
[00:05:35.380 --> 00:05:38.680]  宣教旅程的那些同宮
[00:05:38.680 --> 00:05:43.580]  而是在羅馬教會安頓
[00:05:43.580 --> 00:05:49.260]  在意大利教會裏面來服侍的
[00:05:49.260 --> 00:05:52.820]  這樣就帶出了保羅其實
[00:05:52.820 --> 00:05:56.180]  雖然沒有去到羅馬建立教會
[00:05:56.180 --> 00:06:01.260]  但是他都認識來自不同的地方
[00:06:01.260 --> 00:06:07.120]  最後落戶在意大利羅馬的教會
[00:06:07.120 --> 00:06:11.340]  這樣來服侍 所以這樣的文案
[00:06:11.340 --> 00:06:15.520]  以及準備他自己很快要去到羅馬
[00:06:15.520 --> 00:06:17.900]  跟他們有商交
[00:06:17.900 --> 00:06:21.300]  將一些肅靈的恩賜分給他們的時候
[00:06:21.300 --> 00:06:25.360]  接著保羅就說要蒙他們的頌恆
[00:06:25.360 --> 00:06:27.360]  這個16章後面的經文
[00:06:27.360 --> 00:06:33.840]  接著他就會去意大利之後
[00:06:33.840 --> 00:06:37.700]  就要去到西班牙那裏去傳道
[00:06:37.700 --> 00:06:39.700]  所以你可以想象得到
[00:06:39.700 --> 00:06:43.440]  在歐洲的意大利都是中部
[00:06:43.440 --> 00:06:47.100]  一直下去到南面 再南面 歐洲最南面
[00:06:47.100 --> 00:06:49.900]  就是西班牙 葡萄牙的地方
[00:06:49.900 --> 00:06:51.440]  你可以想象得到
[00:06:51.440 --> 00:06:56.160]  保羅進入東歐 保加利亞
[00:06:56.160 --> 00:06:58.160]  就是菲律賓那一帶
[00:06:58.160 --> 00:07:02.740]  馬其頓 就是現在的希臘等等的地方
[00:07:02.740 --> 00:07:06.120]  接著本來就要上北一點的
[00:07:06.120 --> 00:07:09.620]  高加索的那一帶 加拿大等等的地方
[00:07:09.620 --> 00:07:13.260]  但是神就帶領他一直由東歐
[00:07:13.260 --> 00:07:17.440]  接著就過去 最終去到哥倫多
[00:07:17.440 --> 00:07:20.080]  接著就再回去以弗所
[00:07:20.080 --> 00:07:22.080]  就是過去土耳其那一邊
[00:07:22.080 --> 00:07:25.480]  所以當時他的足跡都是在東歐
[00:07:25.480 --> 00:07:27.480]  和中歐的地方
[00:07:27.480 --> 00:07:31.460]  但是後來輾轉 當然北歐就好像沒怎麼提他
[00:07:31.460 --> 00:07:34.000]  可能那個時候北歐都還沒有太開發
[00:07:34.000 --> 00:07:38.360]  所以最後保羅在他的心願裏面
[00:07:38.360 --> 00:07:41.200]  就是想去西班牙宣教
[00:07:41.200 --> 00:07:44.580]  就是說在他能夠用腳
[00:07:44.580 --> 00:07:53.180]  當然也是坐船去環島的地中海一帶的地方
[00:07:53.180 --> 00:07:59.380]  都是保羅向這些外邦人傳道的足跡
[00:07:59.380 --> 00:08:03.360]  所以他能夠認識這些弟兄姊妹
[00:08:03.360 --> 00:08:07.120]  更加讓我們看到保羅的胸襟
[00:08:07.120 --> 00:08:09.440]  保羅的神學觀
[00:08:09.440 --> 00:08:15.120]  保羅他貴為一個這麼重要
[00:08:15.120 --> 00:08:19.420]  他相當的時間是一個拉比
[00:08:19.420 --> 00:08:23.580]  拉比就是說那個嚴謹的訓練
[00:08:23.580 --> 00:08:26.920]  嚴謹訓練自己嚴謹
[00:08:26.920 --> 00:08:30.360]  有時候就慢慢越來越變成很原教旨
[00:08:30.360 --> 00:08:33.560]  當自己要求自己很高的時候
[00:08:33.560 --> 00:08:35.800]  那個人就不知不覺
[00:08:35.800 --> 00:08:39.600]  好像生人勿近那樣 不苟言笑
[00:08:39.600 --> 00:08:43.480]  還有什麼都很快就上綱上線
[00:08:43.480 --> 00:08:47.320]  對不對真理 有沒有違反神的旨意
[00:08:47.320 --> 00:08:50.660]  很容易不單止是對自己
[00:08:50.660 --> 00:08:53.420]  尤其是更加容易是對其他人
[00:08:53.420 --> 00:08:59.980]  所以保羅能夠這樣去對女性的民安
[00:08:59.980 --> 00:09:05.280]  對奴隸的民安 對外邦人的民安
[00:09:05.280 --> 00:09:09.500]  但是這樣已經讓我們看到
[00:09:09.500 --> 00:09:12.660]  這位使徒他的生命
