
[00:00:00.000 --> 00:00:02.000]  各位頂主平安
[00:00:02.000 --> 00:00:04.000]  很久沒見你們了
[00:00:04.000 --> 00:00:08.000]  今晚很開心和大家分享經文
[00:00:08.000 --> 00:00:10.000]  我們一起仰望神
[00:00:10.000 --> 00:00:30.000]  (廢話)
[00:00:30.000 --> 00:00:52.000]  (廢話)
[00:00:52.000 --> 00:00:55.000]  當我們讀經文時
[00:00:55.000 --> 00:01:01.000]  我們發現亞蘭和以色列有軍事衝突
[00:01:01.000 --> 00:01:06.000]  亞蘭不斷攻打以色列
[00:01:06.000 --> 00:01:08.000]  但每次都失敗
[00:01:08.000 --> 00:01:12.000]  他們覺得一定有間諜
[00:01:12.000 --> 00:01:14.000]  於是軍師就說
[00:01:14.000 --> 00:01:17.000]  其實不是間諜
[00:01:17.000 --> 00:01:21.000]  因為當中有一個先知爾尼沙
[00:01:21.000 --> 00:01:24.000]  他是神人
[00:01:24.000 --> 00:01:26.000]  所以他有先知的能力
[00:01:26.000 --> 00:01:29.000]  可以知道你的軍事計劃是怎樣
[00:01:29.000 --> 00:01:32.000]  這個王就想著
[00:01:32.000 --> 00:01:36.000]  一定要去抓這個爾尼沙
[00:01:36.000 --> 00:01:40.000]  這樣我們的計劃就可以實行了
[00:01:40.000 --> 00:01:45.000]  我們看到亞蘭的皇帝
[00:01:45.000 --> 00:01:48.000]  其實他對先知爾尼沙並不陌生
[00:01:48.000 --> 00:01:54.000]  因為他曾經治療了乃蠻元帥
[00:01:54.000 --> 00:01:57.000]  他本來有麻風病
[00:01:57.000 --> 00:02:00.000]  所以他對他有點害怕
[00:02:00.000 --> 00:02:04.000]  不過他也要去捉拿他
[00:02:04.000 --> 00:02:06.000]  但當我們讀經文時
[00:02:06.000 --> 00:02:08.000]  發現當他們要去捉拿他的時候
[00:02:08.000 --> 00:02:13.000]  神就等到他們眼目分花
[00:02:13.000 --> 00:02:16.000]  所以我們看到
[00:02:16.000 --> 00:02:19.000]  爾尼沙的禱告是怎樣的呢
[00:02:19.000 --> 00:02:24.000]  我們嘗試從三方面去看
[00:02:24.000 --> 00:02:27.000]  爾尼沙這個神人的信心
[00:02:27.000 --> 00:02:30.000]  首先我們看看他的祈禱
[00:02:30.000 --> 00:02:33.000]  如果方便的話
[00:02:33.000 --> 00:02:35.000]  可以打開聖經繼續看
[00:02:35.000 --> 00:02:37.000]  繼續讀下去的時候
[00:02:37.000 --> 00:02:40.000]  會發現先知的僕人
[00:02:40.000 --> 00:02:43.000]  首先看到不妙
[00:02:43.000 --> 00:02:46.000]  整個城都被圍困
[00:02:46.000 --> 00:02:50.000]  他就快點告訴先知
[00:02:50.000 --> 00:02:53.000]  糟糕了,我們怎麼辦呢
[00:02:53.000 --> 00:02:57.000]  而先知就跟他說
[00:02:57.000 --> 00:03:04.000]  不用怕,因為他跟我們同在
[00:03:04.000 --> 00:03:07.000]  比跟他們同在更多
[00:03:07.000 --> 00:03:12.000]  爾尼沙就馬上向神祈禱
[00:03:12.000 --> 00:03:14.000]  他祈求甚麼呢
[00:03:14.000 --> 00:03:18.000]  求你開他的眼目
[00:03:18.000 --> 00:03:19.000]  使他人看見
[00:03:19.000 --> 00:03:23.000]  開這個年青人的眼
[00:03:23.000 --> 00:03:25.000]  希望他能看到
[00:03:25.000 --> 00:03:26.000]  看到甚麼呢
[00:03:26.000 --> 00:03:29.000]  看到火焰的車和火馬
[00:03:29.000 --> 00:03:34.000]  當他看到一幕的時候
[00:03:34.000 --> 00:03:37.000]  其實這個神人先知
[00:03:37.000 --> 00:03:41.000]  他肉眼是看不到甚麼的
[00:03:41.000 --> 00:03:43.000]  不過透過這個人
[00:03:43.000 --> 00:03:45.000]  這個僕人看到的東西
[00:03:45.000 --> 00:03:48.000]  讓他知道原來
[00:03:48.000 --> 00:03:52.000]  神派使者是用這樣的形式出現的
[00:03:52.000 --> 00:03:56.000]  有火車火馬
[00:03:56.000 --> 00:03:59.000]  而對這個先知來說
[00:03:59.000 --> 00:04:02.000]  其實使者用甚麼形式
[00:04:02.000 --> 00:04:04.000]  是沒有甚麼影響的
[00:04:04.000 --> 00:04:09.000]  因為他知道神一向與他同在
[00:04:09.000 --> 00:04:11.000]  只是現在他看到
[00:04:11.000 --> 00:04:13.000]  用火車火馬的形式
[00:04:13.000 --> 00:04:18.000]  所以其實神是即時回應爾尼沙
[00:04:18.000 --> 00:04:20.000]  祂說請你開他的眼
[00:04:20.000 --> 00:04:25.000]  他馬上就看見火車火馬
[00:04:25.000 --> 00:04:29.000]  是圍繞著爾尼沙
[00:04:29.000 --> 00:04:31.000]  神即時回應
[00:04:31.000 --> 00:04:33.000]  所以弟兄姊妹我們去祈禱的時候
[00:04:33.000 --> 00:04:36.000]  其實我們都可以坦然無懼的
[00:04:36.000 --> 00:04:38.000]  我們儘管去到神面前
[00:04:38.000 --> 00:04:40.000]  在祂的施恩補助前
[00:04:40.000 --> 00:04:44.000]  我們去求連率蒙恩維
[00:04:44.000 --> 00:04:50.000]  可以做及時的幫助
[00:04:50.000 --> 00:04:51.000]  爾尼沙
[00:04:51.000 --> 00:04:55.000]  無論神用甚麼方法去展示
[00:04:55.000 --> 00:04:58.000]  他仍然知道神是與他同在的
[00:04:58.000 --> 00:05:00.000]  他不害怕的
[00:05:00.000 --> 00:05:01.000]  我們看到
[00:05:01.000 --> 00:05:05.000]  當我們要遵行神的旨意
[00:05:05.000 --> 00:05:07.000]  可能有人會與你對抗
[00:05:07.000 --> 00:05:09.000]  大家有沒有想到
[00:05:09.000 --> 00:05:12.000]  神讓爾尼沙去國賊島
[00:05:12.000 --> 00:05:13.000]  有危機
[00:05:13.000 --> 00:05:15.000]  他提醒王
[00:05:15.000 --> 00:05:18.000]  就是惹來殺機
[00:05:18.000 --> 00:05:22.000]  人家要殺他
[00:05:22.000 --> 00:05:27.000]  主耶穌去遵行天父的旨意
[00:05:27.000 --> 00:05:32.000]  他為了我們要行上十字架
[00:05:32.000 --> 00:05:34.000]  初期教會的信徒
[00:05:34.000 --> 00:05:38.000]  他忠心地去遵行神的旨意
[00:05:38.000 --> 00:05:40.000]  帶來很多逼迫
[00:05:40.000 --> 00:05:41.000]  弟兄姊妹有沒有留心到
[00:05:41.000 --> 00:05:44.000]  遵行神的旨意
[00:05:44.000 --> 00:05:46.000]  是會
[00:05:46.000 --> 00:05:49.000]  未必是這條路很順的
[00:05:49.000 --> 00:05:53.000]  但是爾尼沙對神有信心
[00:05:53.000 --> 00:05:55.000]  他說不要懼怕
[00:05:55.000 --> 00:05:58.000]  因為與我同在
[00:05:58.000 --> 00:06:00.000]  與他們同在更多
[00:06:00.000 --> 00:06:02.000]  因為雖然他們有很多軍兵
[00:06:02.000 --> 00:06:04.000]  很多車馬
[00:06:04.000 --> 00:06:08.000]  但是都不夠神的使者多
[00:06:08.000 --> 00:06:11.000]  多灘是一個平原
[00:06:11.000 --> 00:06:13.000]  在東邊是一個山丘
[00:06:13.000 --> 00:06:18.000]  神讓這個僕人看到滿山火車火馬
[00:06:18.000 --> 00:06:20.000]  也展示到
[00:06:20.000 --> 00:06:23.000]  神要保護爾尼沙
[00:06:23.000 --> 00:06:25.000]  所以神一定要去保守
[00:06:25.000 --> 00:06:27.000]  幫助這個爾尼沙
[00:06:27.000 --> 00:06:29.000]  所以爾尼沙自己很清楚知道
[00:06:29.000 --> 00:06:33.000]  神與他的同在
[00:06:33.000 --> 00:06:37.000]  既然這些使者那麼多
[00:06:37.000 --> 00:06:38.000]  他還怕什麼呢
[00:06:38.000 --> 00:06:41.000]  所以他安然地去面對敵軍
[00:06:41.000 --> 00:06:46.000]  神經常都用他的華語去安慰他的僕人
[00:06:46.000 --> 00:06:50.000]  就好像在耶律書一章八字那裡
[00:06:50.000 --> 00:06:53.000]  講到你不要怕
[00:06:53.000 --> 00:06:55.000]  因為我要你同在
[00:06:55.000 --> 00:06:56.000]  要拯救你
[00:06:56.000 --> 00:06:59.000]  這是耶和華說的
[00:06:59.000 --> 00:07:01.000]  當你去讀聖經的時候
[00:07:01.000 --> 00:07:04.000]  神有很多華語去對你提醒
[00:07:04.000 --> 00:07:06.000]  所以這個時候
[00:07:06.000 --> 00:07:09.000]  其實爾尼沙他知道
[00:07:09.000 --> 00:07:12.000]  我沒有辦法救自己
[00:07:12.000 --> 00:07:13.000]  他唯有什麼呢
[00:07:13.000 --> 00:07:15.000]  他唯一的做法是祈禱
[00:07:15.000 --> 00:07:17.000]  他在這些包圍人當中
[00:07:17.000 --> 00:07:21.000]  他去呼求神
[00:07:21.000 --> 00:07:22.000]  他去求神說什麼呢
[00:07:22.000 --> 00:07:24.000]  求祢擊打這國
[00:07:24.000 --> 00:07:26.000]  使他們眼目深明
[00:07:26.000 --> 00:07:28.000]  神即時回應他
[00:07:28.000 --> 00:07:29.000]  就照爾尼沙的話
[00:07:29.000 --> 00:07:30.000]  擊打他們
[00:07:30.000 --> 00:07:35.000]  使他們眼目深明
[00:07:35.000 --> 00:07:37.000]  然後接著
[00:07:37.000 --> 00:07:38.000]  你會發現
[00:07:38.000 --> 00:07:41.000]  接下來
[00:07:41.000 --> 00:07:43.000]  爾尼沙又跟這些人說
[00:07:43.000 --> 00:07:45.000]  明明這群人是抓他的
[00:07:45.000 --> 00:07:47.000]  但是他竟然會說
[00:07:47.000 --> 00:07:49.000]  這不是那條路
[00:07:49.000 --> 00:07:50.000]  也不是那座城
[00:07:50.000 --> 00:07:52.000]  你們跟我走
[00:07:52.000 --> 00:07:53.000]  我必領你們到
[00:07:53.000 --> 00:07:55.000]  你們要尋找的人那裡
[00:07:55.000 --> 00:07:58.000]  於是他領他們到瑟瑪尼亞
[00:07:58.000 --> 00:08:00.000]  是不是很奇怪呢
[00:08:00.000 --> 00:08:03.000]  在這裡他在做什麼呢
[00:08:03.000 --> 00:08:05.000]  他是不是在誤導他們呢
[00:08:05.000 --> 00:08:07.000]  明明不是找他的嗎
[00:08:07.000 --> 00:08:09.000]  他為什麼說
[00:08:09.000 --> 00:08:11.000]  我帶你去找那個人呢
[00:08:11.000 --> 00:08:14.000]  明明不是找他的嗎
[00:08:14.000 --> 00:08:16.000]  大家看到就是
[00:08:16.000 --> 00:08:19.000]  他很大膽
