
[00:00:00.000 --> 00:00:02.000]  以下是宣導的時間
[00:00:02.000 --> 00:00:05.000]  今天講完是楊明麗姑娘
[00:00:05.000 --> 00:00:09.000]  楊姑娘是我們本堂的傳導人
[00:00:09.000 --> 00:00:12.000]  她的講題是「看你的母親」
[00:00:12.000 --> 00:00:16.000]  經文是記載在約翰福音十九章
[00:00:16.000 --> 00:00:18.000]  二十五至二十七節
[00:00:18.000 --> 00:00:22.000]  站在耶穌十字架旁邊的
[00:00:22.000 --> 00:00:25.000]  有他的母親姨母
[00:00:26.000 --> 00:00:30.000]  納羅伯的妻子瑪利亞和莫大拉的瑪利亞
[00:00:30.000 --> 00:00:35.000]  耶穌見母親和他所愛的冷門徒站在旁邊
[00:00:35.000 --> 00:00:40.000]  就對母親說:母親,看你的兒子
[00:00:40.000 --> 00:00:45.000]  又對冷門徒說:看你的母親
[00:00:45.000 --> 00:00:50.000]  從那一刻起冷門徒就接他到自己家裡去
[00:00:50.000 --> 00:00:52.000]  現在我們恭請楊姑娘
[00:00:52.000 --> 00:00:54.000]  各位弟兄姊妹早安
[00:00:55.000 --> 00:00:57.000]  我們一起低頭祈禱
[00:00:57.000 --> 00:00:59.000]  天父上帝來到您的庚前
[00:00:59.000 --> 00:01:01.000]  祈求您紀念看顧我們
[00:01:01.000 --> 00:01:04.000]  祈求祢今天是我們敬拜祢的日子
[00:01:04.000 --> 00:01:06.000]  祈求祢切腹
[00:01:06.000 --> 00:01:09.000]  讓每一位母親有著祢的恩典
[00:01:09.000 --> 00:01:12.000]  祈求祢賜予他們生生命的平安
[00:01:12.000 --> 00:01:14.000]  特別紀念我們當中
[00:01:14.000 --> 00:01:19.000]  我們當中一起崇拜的母親和父親
[00:01:19.000 --> 00:01:21.000]  還未認識您
[00:01:21.000 --> 00:01:23.000]  求主您也試試機會幫助他們
[00:01:24.000 --> 00:01:25.000]  感動他們
[00:01:25.000 --> 00:01:27.000]  讓他們有機會認識您
[00:01:27.000 --> 00:01:29.000]  相信您 求主憐憫
[00:01:29.000 --> 00:01:31.000]  天父上帝我們禱告
[00:01:31.000 --> 00:01:33.000]  求祢切腹幫助我們
[00:01:33.000 --> 00:01:35.000]  讓您的話語成為我們心裡的力量
[00:01:35.000 --> 00:01:37.000]  頌主耶穌基督的聖名 阿門
[00:01:37.000 --> 00:01:47.000]  今天我們看的經文是一段很短的經文
[00:01:47.000 --> 00:01:50.000]  這段經文大家都很熟悉
[00:01:51.000 --> 00:01:52.000]  我先恭祝各位
[00:01:52.000 --> 00:01:54.000]  今天是甚麼節日呢
[00:01:54.000 --> 00:01:56.000]  我剛才好像沒有跟Mingo約好
[00:01:56.000 --> 00:01:59.000]  不過今天是媽媽、媽媽、婆婆節
[00:01:59.000 --> 00:02:05.000]  祝福媽媽、媽媽、婆婆們快樂
[00:02:05.000 --> 00:02:12.000]  這段經文是耶穌基督在十字架上說的
[00:02:12.000 --> 00:02:14.000]  耶穌基督被釘在十字架上說的話
[00:02:14.000 --> 00:02:18.000]  被稱為十七言裡的第四句
[00:02:19.000 --> 00:02:21.000]  前後還有三句
[00:02:21.000 --> 00:02:25.000]  這句話是耶穌基督被釘在十字架上的時候
[00:02:25.000 --> 00:02:29.000]  祂還記掛著母親的需要
[00:02:29.000 --> 00:02:36.000]  說真的 母親是站在下面去聽的
[00:02:36.000 --> 00:02:38.000]  做父母的就是這樣
[00:02:38.000 --> 00:02:41.000]  無論子女遇到甚麼情況
[00:02:41.000 --> 00:02:43.000]  最賞心的都是父母
[00:02:43.000 --> 00:02:46.000]  這種血淋淋的場面
[00:02:47.000 --> 00:02:49.000]  可能女士會很害怕
[00:02:49.000 --> 00:02:56.000]  但是瑪利亞還是去到那裡
[00:02:56.000 --> 00:02:58.000]  看弟弟的情況
[00:02:58.000 --> 00:03:00.000]  看耶穌基督的情況
[00:03:00.000 --> 00:03:04.000]  這個時候耶穌基督已經被人鞭打完
[00:03:04.000 --> 00:03:07.000]  又再釘十字架
[00:03:07.000 --> 00:03:10.000]  旁邊還有一些被釘十字架的人
[00:03:10.000 --> 00:03:14.000]  瑪利亞還是站在那裡陪著耶穌
[00:03:14.000 --> 00:03:16.000]  其實很心痛的
[00:03:16.000 --> 00:03:17.000]  很難過的
[00:03:17.000 --> 00:03:20.000]  沒有甚麼力量可以站在那裡
[00:03:20.000 --> 00:03:22.000]  但是母親沒有愛的力量
[00:03:22.000 --> 00:03:24.000]  祂站在那裡
[00:03:24.000 --> 00:03:30.000]  耶穌基督被稱為最愛的門徒
[00:03:30.000 --> 00:03:32.000]  我相信耶穌基督不只是愛約翰
[00:03:32.000 --> 00:03:35.000]  不過約翰也覺得耶穌基督很愛他
[00:03:35.000 --> 00:03:37.000]  他自稱為耶穌基督所愛的門徒
[00:03:37.000 --> 00:03:40.000]  一直陪著瑪利亞
[00:03:40.000 --> 00:03:44.000]  耶穌基督在十字架上看下來的時候
[00:03:45.000 --> 00:03:46.000]  他想到一件事
[00:03:46.000 --> 00:03:49.000]  就是要交托母親給人
[00:03:49.000 --> 00:03:52.000]  其實他還有兄弟姐妹
[00:03:52.000 --> 00:03:56.000]  但是耶穌基督也是一個很孝順的人
[00:03:56.000 --> 00:03:59.000]  可以有兄弟姐妹照顧母親
[00:03:59.000 --> 00:04:02.000]  但是他還是要盡自己的本份
[00:04:02.000 --> 00:04:04.000]  在十字架上他也交托給約翰
[00:04:04.000 --> 00:04:07.000]  你幫我照顧母親
[00:04:07.000 --> 00:04:10.000]  母親你就當他是你的兒子
[00:04:10.000 --> 00:04:13.000]  這是耶穌基督在十字架上
[00:04:14.000 --> 00:04:15.000]  其實那種痛苦是
[00:04:15.000 --> 00:04:17.000]  說一句話也辛苦
[00:04:17.000 --> 00:04:20.000]  但是他總是說這兩個
[00:04:20.000 --> 00:04:24.000]  之後他所說的話就是
[00:04:24.000 --> 00:04:26.000]  我渴
[00:04:26.000 --> 00:04:29.000]  父啊你為什麼離棄我
[00:04:29.000 --> 00:04:31.000]  成鳥
[00:04:31.000 --> 00:04:33.000]  這句話算是很長的
[00:04:33.000 --> 00:04:36.000]  看你的兒子
[00:04:36.000 --> 00:04:38.000]  看你的母親
[00:04:38.000 --> 00:04:40.000]  在他的痛苦當中
[00:04:40.000 --> 00:04:42.000]  他不忘要做一件事
[00:04:43.000 --> 00:04:45.000]  就是照顧母親
[00:04:45.000 --> 00:04:50.000]  這是他在上面最艱難的時候
[00:04:50.000 --> 00:04:54.000]  他仍然想著的
[00:04:54.000 --> 00:04:56.000]  可能他想起的就是
[00:04:56.000 --> 00:04:59.000]  母親是怎樣養育他的呢
[00:04:59.000 --> 00:05:01.000]  耶穌基督是神
[00:05:01.000 --> 00:05:04.000]  但他不是一下子從天而降
[00:05:04.000 --> 00:05:08.000]  就快要被釘的耶穌
[00:05:08.000 --> 00:05:10.000]  一個成年人
[00:05:11.000 --> 00:05:13.000]  馬利亞懷孕而生出來的
[00:05:13.000 --> 00:05:16.000]  馬利亞在未嫁的時候
[00:05:16.000 --> 00:05:18.000]  有天使來跟他說
[00:05:18.000 --> 00:05:20.000]  問他
[00:05:20.000 --> 00:05:23.000]  神揀選你做耶穌的媽媽的時候
[00:05:23.000 --> 00:05:25.000]  你願意嗎
[00:05:25.000 --> 00:05:27.000]  而馬利亞接受了
[00:05:27.000 --> 00:05:30.000]  馬利亞一直照顧著耶穌
[00:05:30.000 --> 00:05:33.000]  懷孕生育照顧著耶穌
[00:05:33.000 --> 00:05:35.000]  看著他長大
[00:05:35.000 --> 00:05:38.000]  我想可能很多媽媽都是這樣
[00:05:39.000 --> 00:05:41.000]  懷孕來的時候合不合適
[00:05:41.000 --> 00:05:45.000]  馬利亞生耶穌的時候是不合適的
[00:05:45.000 --> 00:05:47.000]  因為他未婚
[00:05:47.000 --> 00:05:49.000]  他未婚
[00:05:49.000 --> 00:05:51.000]  為何神不在呢
[00:05:51.000 --> 00:05:53.000]  我快要結婚的時候
[00:05:53.000 --> 00:05:55.000]  預備行婚禮的時候
[00:05:55.000 --> 00:05:57.000]  你才說呢
[00:05:57.000 --> 00:05:59.000]  沒有了一段弱勢去懷疑
[00:05:59.000 --> 00:06:01.000]  到底我是否有甚麼事呢
[00:06:01.000 --> 00:06:03.000]  我做了甚麼呢
[00:06:03.000 --> 00:06:05.000]  不是的
[00:06:05.000 --> 00:06:07.000]  祂是早了很久
[00:06:08.000 --> 00:06:10.000]  祂是馬加烈跟馬利亞說的
[00:06:10.000 --> 00:06:12.000]  馬利亞可以推祂
[00:06:12.000 --> 00:06:14.000]  我還未結婚呢
[00:06:14.000 --> 00:06:16.000]  遲些吧遲些吧
[00:06:16.000 --> 00:06:18.000]  這是我們常說的
[00:06:18.000 --> 00:06:20.000]  我們現在不方便
[00:06:20.000 --> 00:06:22.000]  牧師你遲些再找我侍奉吧
[00:06:22.000 --> 00:06:24.000]  馬利亞說
[00:06:24.000 --> 00:06:26.000]  好 神說是就是
[00:06:26.000 --> 00:06:28.000]  可以了
[00:06:28.000 --> 00:06:30.000]  我們有時
[00:06:30.000 --> 00:06:32.000]  做媽媽的
[00:06:32.000 --> 00:06:34.000]  或者你回想一下
[00:06:34.000 --> 00:06:36.000]  有沒有這樣的時候
[00:06:37.000 --> 00:06:38.000]  在生孩子的時候
[00:06:38.000 --> 00:06:40.000]  是否在你的計劃當中
[00:06:40.000 --> 00:06:43.000]  有時有些是計劃了
[00:06:43.000 --> 00:06:45.000]  但為何神還未到呢
[00:06:45.000 --> 00:06:47.000]  我還等了幾年
[00:06:47.000 --> 00:06:49.000]  我都計劃了
[00:06:49.000 --> 00:06:51.000]  有些時候媽媽可能會想
[00:06:51.000 --> 00:06:53.000]  我還未計劃
[00:06:53.000 --> 00:06:55.000]  我打算再遲兩年
[00:06:55.000 --> 00:06:58.000]  一方面想有二人世界
[00:06:58.000 --> 00:07:01.000]  另一方面我要儲錢
[00:07:01.000 --> 00:07:04.000]  我現在工作很忙
