
[00:00:00.000 --> 00:00:02.000]  先一齊禱告
[00:00:02.000 --> 00:00:05.000]  再一次我們多謝主
[00:00:05.000 --> 00:00:07.000]  讓今天晚上
[00:00:07.000 --> 00:00:09.000]  雖然外面都是炎熱
[00:00:09.000 --> 00:00:11.000]  但是我們可以在禮拜堂這裡
[00:00:11.000 --> 00:00:13.000]  來安靜
[00:00:13.000 --> 00:00:14.000]  親近你
[00:00:14.000 --> 00:00:17.000]  和去研讀神的話語
[00:00:17.000 --> 00:00:19.000]  盼望我們都有系統
[00:00:19.000 --> 00:00:21.000]  去對撒姆爾記上
[00:00:21.000 --> 00:00:23.000]  關於撒姆爾
[00:00:23.000 --> 00:00:24.000]  掃羅
[00:00:24.000 --> 00:00:25.000]  大衛
[00:00:25.000 --> 00:00:27.000]  和他們身邊的人
[00:00:27.000 --> 00:00:29.000]  一些事情
[00:00:29.000 --> 00:00:31.000]  特別作者很想我們
[00:00:31.000 --> 00:00:33.000]  後世的人認識的
[00:00:33.000 --> 00:00:35.000]  都能夠掌握
[00:00:35.000 --> 00:00:37.000]  得到教訓
[00:00:37.000 --> 00:00:39.000]  我們今天晚上
[00:00:39.000 --> 00:00:41.000]  等候在神的面前
[00:00:41.000 --> 00:00:43.000]  保守弟兄姊妹如果有參加的
[00:00:43.000 --> 00:00:45.000]  都能夠可以順利
[00:00:45.000 --> 00:00:47.000]  進入那個網絡
[00:00:47.000 --> 00:00:48.000]  或者來到教會
[00:00:48.000 --> 00:00:50.000]  來聆聽神的話語
[00:00:50.000 --> 00:00:52.000]  我們這樣禱告
[00:00:52.000 --> 00:00:54.000]  奉耶穌基督的名
[00:00:54.000 --> 00:00:55.000]  阿們
[00:00:55.000 --> 00:00:56.000]  上一個禮拜
[00:00:56.000 --> 00:00:58.000]  我們就講到十四章
[00:00:58.000 --> 00:01:00.000]  近修美的
[00:01:00.000 --> 00:01:03.000]  十四章上個禮拜我們講得不夠詳盡
[00:01:03.000 --> 00:01:05.000]  就是
[00:01:05.000 --> 00:01:07.000]  由那個
[00:01:07.000 --> 00:01:09.000]  可能勾起大家的印象
[00:01:09.000 --> 00:01:11.000]  就是因為
[00:01:11.000 --> 00:01:14.000]  作者都給了一些背景資料我們
[00:01:14.000 --> 00:01:16.000]  非利士人
[00:01:16.000 --> 00:01:18.000]  他們掌握那個
[00:01:18.000 --> 00:01:19.000]  鐵器
[00:01:19.000 --> 00:01:21.000]  那些兵器
[00:01:21.000 --> 00:01:23.000]  非利士人掌握了
[00:01:23.000 --> 00:01:25.000]  以色列人
[00:01:25.000 --> 00:01:27.000]  大部分人是沒有兵器的
[00:01:27.000 --> 00:01:29.000]  那些工具
[00:01:29.000 --> 00:01:31.000]  都是可能是很基本的
[00:01:31.000 --> 00:01:33.000]  木的
[00:01:33.000 --> 00:01:35.000]  木製的工具
[00:01:35.000 --> 00:01:37.000]  所以他們要打那些鐵器
[00:01:37.000 --> 00:01:39.000]  就要去到非利士人那裡打的
[00:01:39.000 --> 00:01:41.000]  就是說是一個很懸殊的
[00:01:41.000 --> 00:01:43.000]  裝備的
[00:01:43.000 --> 00:01:45.000]  所以當
[00:01:45.000 --> 00:01:47.000]  蘇羅聚集三千人
[00:01:47.000 --> 00:01:49.000]  來打仗
[00:01:49.000 --> 00:01:51.000]  這個就是一個疑點
[00:01:51.000 --> 00:01:53.000]  為什麼會聚集這麼少呢
[00:01:53.000 --> 00:01:55.000]  上一次
[00:01:55.000 --> 00:01:57.000]  他打那個基列瓦比人的時候
[00:01:57.000 --> 00:01:59.000]  就是基列瓦比人被
[00:01:59.000 --> 00:02:01.000]  這個當時的
[00:02:01.000 --> 00:02:03.000]  那些
[00:02:03.000 --> 00:02:05.000]  應該是米顛
[00:02:05.000 --> 00:02:07.000]  人來攻擊的時候
[00:02:07.000 --> 00:02:09.000]  就
[00:02:09.000 --> 00:02:11.000]  三十三萬
[00:02:11.000 --> 00:02:13.000]  可以焦聚整個以色列
[00:02:13.000 --> 00:02:15.000]  這樣來對抗
[00:02:15.000 --> 00:02:17.000]  那些人
[00:02:17.000 --> 00:02:19.000]  所以你就會看到
[00:02:19.000 --> 00:02:21.000]  這裡是有一個很大的落差
[00:02:21.000 --> 00:02:23.000]  為什麼會
[00:02:23.000 --> 00:02:25.000]  是這樣呢
[00:02:25.000 --> 00:02:27.000]  這是一個疑點
[00:02:27.000 --> 00:02:29.000]  另外就是因為這樣的緣故
[00:02:29.000 --> 00:02:33.000]  以色列人知道要對抗
[00:02:33.000 --> 00:02:35.000]  非利士人
[00:02:35.000 --> 00:02:37.000]  他們就很害怕
[00:02:37.000 --> 00:02:39.000]  雖然蘇羅焦聚他們
[00:02:39.000 --> 00:02:41.000]  有些
[00:02:41.000 --> 00:02:43.000]  十四章那裡描述
[00:02:49.000 --> 00:02:51.000]  第
[00:02:51.000 --> 00:02:53.000]  十六節這一段
[00:02:53.000 --> 00:02:59.000]  不讀這麼長了
[00:02:59.000 --> 00:03:01.000]  因為我們等一下要講第十五十六章
[00:03:01.000 --> 00:03:03.000]  最終就是大衛
[00:03:03.000 --> 00:03:05.000]  今天我們會講大衛的出場
[00:03:05.000 --> 00:03:07.000]  十九節這一段
[00:03:07.000 --> 00:03:11.000]  蘇羅正與濟斯說話的時候
[00:03:11.000 --> 00:03:13.000]  非利士營中的
[00:03:13.000 --> 00:03:15.000]  軒揚
[00:03:15.000 --> 00:03:17.000]  越發大了
[00:03:17.000 --> 00:03:19.000]  用一種
[00:03:19.000 --> 00:03:21.000]  突襲的形式
[00:03:21.000 --> 00:03:23.000]  兩個人走到一個
[00:03:23.000 --> 00:03:25.000]  崖口一個很險要的
[00:03:25.000 --> 00:03:27.000]  地方
[00:03:27.000 --> 00:03:29.000]  祈禱
[00:03:29.000 --> 00:03:31.000]  神啊如果你讓我們打贏
[00:03:31.000 --> 00:03:33.000]  就這樣成就
[00:03:33.000 --> 00:03:35.000]  就很奇妙地
[00:03:35.000 --> 00:03:37.000]  居然
[00:03:37.000 --> 00:03:39.000]  那些守衛
[00:03:39.000 --> 00:03:41.000]  叫這兩個人上去
[00:03:41.000 --> 00:03:43.000]  他們的營寨
[00:03:43.000 --> 00:03:45.000]  知道是希伯來人
[00:03:45.000 --> 00:03:47.000]  邀請他們上去的營寨
[00:03:47.000 --> 00:03:49.000]  等
[00:03:49.000 --> 00:03:51.000]  打開門讓人進入
[00:03:51.000 --> 00:03:53.000]  就好像吳三桂
[00:03:53.000 --> 00:03:55.000]  開關
[00:03:55.000 --> 00:03:57.000]  讓清兵入關
[00:03:57.000 --> 00:03:59.000]  所以就這樣
[00:03:59.000 --> 00:04:01.000]  帶來一個大大的得勝
[00:04:01.000 --> 00:04:03.000]  特別作者在這裡
[00:04:03.000 --> 00:04:05.000]  首先講了兩個對比
[00:04:05.000 --> 00:04:09.000]  我們再讀下面
[00:04:09.000 --> 00:04:13.000]  第十九節的下半節
[00:04:13.000 --> 00:04:15.000]  蘇羅對濟斯說
[00:04:15.000 --> 00:04:17.000]  停手吧
[00:04:17.000 --> 00:04:19.000]  因為當時他叫濟斯
[00:04:19.000 --> 00:04:21.000]  來獻祭
[00:04:21.000 --> 00:04:25.000]  再有一個特別的地方
[00:04:25.000 --> 00:04:27.000]  是這一章上個禮拜我們不夠時間講得詳盡
[00:04:27.000 --> 00:04:29.000]  居然約桂
[00:04:29.000 --> 00:04:31.000]  再一次出現在營中
[00:04:31.000 --> 00:04:35.000]  在軍隊的陣營當中
[00:04:35.000 --> 00:04:37.000]  再勾起我們第七章
[00:04:37.000 --> 00:04:41.000]  應該是第四章到第七章
[00:04:41.000 --> 00:04:45.000]  當時大濟斯
[00:04:45.000 --> 00:04:47.000]  以利
[00:04:47.000 --> 00:04:49.000]  和他兩個兒子
[00:04:49.000 --> 00:04:53.000]  雖然我們不知道誰做了統領
[00:04:53.000 --> 00:04:57.000]  但是他們有一個很強烈的訴求
[00:04:57.000 --> 00:04:59.000]  只要神在軍中
[00:04:59.000 --> 00:05:01.000]  自然就會打勝仗
[00:05:01.000 --> 00:05:05.000]  所以他們有這個迷思迷信
[00:05:05.000 --> 00:05:07.000]  他們就把約桂抬出來
[00:05:07.000 --> 00:05:09.000]  去到陣營
[00:05:09.000 --> 00:05:13.000]  以為神的約桂
[00:05:13.000 --> 00:05:15.000]  在我們中間
[00:05:15.000 --> 00:05:19.000]  非利士人自然會敗退
[00:05:19.000 --> 00:05:21.000]  現在似乎是照辦煮碗
[00:05:21.000 --> 00:05:31.000]  因為作者描述了兩軍對峙的強弱元素的裝備之後
[00:05:31.000 --> 00:05:33.000]  就提到
[00:05:33.000 --> 00:05:35.000]  或者一併讀也好
[00:05:35.000 --> 00:05:37.000]  我們讀前一點
[00:05:37.000 --> 00:05:39.000]  就是十六節這一段
[00:05:39.000 --> 00:05:41.000]  十四章的十六節
[00:05:41.000 --> 00:05:43.000]  今晚可能先從這裡
[00:05:43.000 --> 00:05:45.000]  說得比較詳細一點
[00:05:45.000 --> 00:05:49.000]  好像再一次告訴我們
[00:05:49.000 --> 00:05:55.000]  蘇羅又是想有一個要打一場勝戰的心態
[00:05:55.000 --> 00:05:57.000]  十六節
[00:05:57.000 --> 00:05:59.000]  在汴雅吻的基比亞
[00:05:59.000 --> 00:06:01.000]  蘇羅的守望兵
[00:06:01.000 --> 00:06:03.000]  看見非利士的軍眾潰散
[00:06:03.000 --> 00:06:08.000]  當然就是之前約拿丹特襲的原因
[00:06:08.000 --> 00:06:11.000]  和神令到非利士人潰敗
[00:06:11.000 --> 00:06:15.000]  看見他們四處亂竄
[00:06:15.000 --> 00:06:19.000]  非利士人蘇羅就跟隨他的文說
[00:06:19.000 --> 00:06:21.000]  你們查點查點
[00:06:21.000 --> 00:06:27.000]  看看我們這裡誰出去做這件事
[00:06:27.000 --> 00:06:29.000]  他們一去調查
[00:06:29.000 --> 00:06:32.000]  報告回來就說約拿丹和拿兵器的人
[00:06:32.000 --> 00:06:34.000]  就是他的隨從
[00:06:34.000 --> 00:06:36.000]  不在這裡
[00:06:36.000 --> 00:06:38.000]  就是說其實還沒有打仗
[00:06:38.000 --> 00:06:42.000]  他現在就要在約櫃面前祈禱
[00:06:42.000 --> 00:06:44.000]  有神的蔭秘
[00:06:44.000 --> 00:06:45.000]  十八節
