
[00:00:00.000 --> 00:00:02.000]  我們先一起祈禱
[00:00:02.000 --> 00:00:06.000]  多謝主讓我們今天晚上
[00:00:06.000 --> 00:00:09.000]  雖然天氣未必最穩定
[00:00:09.000 --> 00:00:11.000]  剛剛打完風
[00:00:11.000 --> 00:00:13.000]  但也感謝主讓我們平安
[00:00:13.000 --> 00:00:19.000]  香港也沒有遭受大規模風災的影響
[00:00:19.000 --> 00:00:21.000]  我們也很感謝神
[00:00:21.000 --> 00:00:25.000]  很盼望我們繼續能夠在一個很平安的地方
[00:00:25.000 --> 00:00:28.000]  去思想神的話語
[00:00:28.000 --> 00:00:31.000]  以及在我們的生活處境
[00:00:31.000 --> 00:00:34.000]  在這個時代我們如何去回應
[00:00:34.000 --> 00:00:39.000]  上帝在我們生命裡所賜給我們的恩典
[00:00:39.000 --> 00:00:43.000]  我們有的資源可以跟別人分享
[00:00:43.000 --> 00:00:45.000]  特別是這本書《路德記》
[00:00:45.000 --> 00:00:50.000]  也提到分享帶來很豐盛的改變
[00:00:50.000 --> 00:00:52.000]  求主帶領我們大家
[00:00:52.000 --> 00:00:57.000]  我們這樣仰望禱告奉耶穌基督的名
[00:00:57.000 --> 00:00:59.000]  我們也有機會在這裡
[00:00:59.000 --> 00:01:01.000]  在這裡跟各位分享
[00:01:01.000 --> 00:01:03.000]  或者我會戴上口罩
[00:01:03.000 --> 00:01:05.000]  因為也有現場的頂姐妹
[00:01:05.000 --> 00:01:07.000]  慢慢說吧
[00:01:07.000 --> 00:01:11.000]  讓我不會太緊張氣管
[00:01:11.000 --> 00:01:13.000]  突然間很有感動
[00:01:13.000 --> 00:01:16.000]  想跟大家看一句聖經人物
[00:01:16.000 --> 00:01:19.000]  我怕今晚未必能說完
[00:01:19.000 --> 00:01:21.000]  四章聖經
[00:01:21.000 --> 00:01:24.000]  要用點時間
[00:01:24.000 --> 00:01:27.000]  因為有些背景大家未必很熟悉
[00:01:27.000 --> 00:01:31.000]  可能藉這些機會去說一下舊約的背景
[00:01:31.000 --> 00:01:36.000]  可以幫助大家多方面吸收舊約
[00:01:36.000 --> 00:01:38.000]  路德這個人物
[00:01:38.000 --> 00:01:42.000]  我們可以看看《瑪太福音》
[00:01:42.000 --> 00:01:45.000]  為什麼跟新約有關呢?
[00:01:45.000 --> 00:01:48.000]  因為很重要有五個女人
[00:01:48.000 --> 00:01:52.000]  在新約耶穌的家譜裡
[00:01:52.000 --> 00:01:59.000]  至少在作者瑪太的內心裡
[00:01:59.000 --> 00:02:03.000]  是頗欣賞這五個女人的
[00:02:03.000 --> 00:02:07.000]  《瑪太福音》的第一章第一節
[00:02:07.000 --> 00:02:12.000]  這裡說:阿伯拉罕的後裔
[00:02:12.000 --> 00:02:14.000]  大衛的子孫
[00:02:14.000 --> 00:02:16.000]  耶穌基督的家譜
[00:02:16.000 --> 00:02:22.000]  很清楚這個家譜是選擇性記載的
[00:02:22.000 --> 00:02:24.000]  不是一個很順序的
[00:02:24.000 --> 00:02:26.000]  誰生誰的記載
[00:02:26.000 --> 00:02:30.000]  是由阿伯拉罕這位信心之父
[00:02:30.000 --> 00:02:33.000]  得到神的應許
[00:02:33.000 --> 00:02:38.000]  神賜給他以色列的地圖
[00:02:38.000 --> 00:02:41.000]  和他成為多國之父
[00:02:41.000 --> 00:02:46.000]  大衛更加是神所合神心意的君王
[00:02:46.000 --> 00:02:50.000]  列王記上第五章經文
[00:02:50.000 --> 00:02:54.000]  接著說:阿伯拉罕生以薩
[00:02:54.000 --> 00:02:56.000]  以薩生雅各
[00:02:56.000 --> 00:02:58.000]  即是說阿伯拉罕的父親他拉
[00:02:58.000 --> 00:03:00.000]  都不記載了
[00:03:00.000 --> 00:03:03.000]  記載在神的面前
[00:03:03.000 --> 00:03:05.000]  兩個信心偉人
[00:03:05.000 --> 00:03:07.000]  這兩個信心偉人
[00:03:07.000 --> 00:03:09.000]  他的後代
[00:03:09.000 --> 00:03:11.000]  他很想告訴我們
[00:03:11.000 --> 00:03:13.000]  就是耶穌的家譜
[00:03:13.000 --> 00:03:15.000]  這兩個信心偉人的後代
[00:03:15.000 --> 00:03:18.000]  出現的就是救主耶穌
[00:03:18.000 --> 00:03:23.000]  所以你看到這個家譜是充滿了設計的
[00:03:23.000 --> 00:03:25.000]  阿伯拉罕生以薩
[00:03:25.000 --> 00:03:27.000]  以薩生雅各
[00:03:27.000 --> 00:03:30.000]  雅各生尤大和他的弟兄
[00:03:30.000 --> 00:03:32.000]  尤大從他馬氏
[00:03:32.000 --> 00:03:34.000]  他馬氏就是尤大的媳婦
[00:03:34.000 --> 00:03:36.000]  第一個女人出現了
[00:03:36.000 --> 00:03:38.000]  生法勒斯和謝拉
[00:03:38.000 --> 00:03:41.000]  法勒斯生希斯倫
[00:03:41.000 --> 00:03:43.000]  希斯倫生阿蘭
[00:03:43.000 --> 00:03:45.000]  阿蘭生阿米拿達
[00:03:45.000 --> 00:03:47.000]  阿米拿達生拿順
[00:03:47.000 --> 00:03:50.000]  拿順生薩門
[00:03:50.000 --> 00:03:52.000]  薩門和一個太太
[00:03:52.000 --> 00:03:54.000]  就是拉合
[00:03:54.000 --> 00:03:57.000]  約書亞記第三章的拉合
[00:03:57.000 --> 00:04:04.000]  這個拉合就是耶利哥的一個婦人
[00:04:04.000 --> 00:04:06.000]  是一個妓女
[00:04:06.000 --> 00:04:10.000]  第二個女人就是拉合
[00:04:10.000 --> 00:04:14.000]  拉合生波亞斯
[00:04:14.000 --> 00:04:16.000]  拉合生波亞斯
[00:04:16.000 --> 00:04:19.000]  誰是波亞斯呢?
[00:04:19.000 --> 00:04:21.000]  下面立刻說
[00:04:21.000 --> 00:04:24.000]  波亞斯從勞德氏生俄比德
[00:04:24.000 --> 00:04:27.000]  波亞斯從他的太太
[00:04:27.000 --> 00:04:29.000]  即是說他娶了勞德
[00:04:29.000 --> 00:04:33.000]  就是我們今晚要集中說的勞德
[00:04:33.000 --> 00:04:36.000]  這個是第三個婦人
[00:04:36.000 --> 00:04:38.000]  生了俄比德
[00:04:38.000 --> 00:04:40.000]  俄比德生耶西
[00:04:40.000 --> 00:04:43.000]  耶西生大衛王
[00:04:43.000 --> 00:04:45.000]  耶西生大衛王
[00:04:45.000 --> 00:04:47.000]  你就可以想像得到
[00:04:47.000 --> 00:04:51.000]  作者馬太是刻意想告訴我們
[00:04:51.000 --> 00:04:55.000]  主耶穌從哪些人而生出來的
[00:04:55.000 --> 00:04:58.000]  他特別是追溯到阿伯拉罕
[00:04:58.000 --> 00:05:02.000]  阿伯拉罕以前的先祖就不記了
[00:05:02.000 --> 00:05:06.000]  因為他拉帶著他的兒子阿伯拉罕
[00:05:06.000 --> 00:05:09.000]  離開吾爾
[00:05:09.000 --> 00:05:13.000]  然後去到迦南
[00:05:13.000 --> 00:05:16.000]  即是以色列的地方
[00:05:16.000 --> 00:05:19.000]  當然他拉未去到就已經死了
[00:05:19.000 --> 00:05:22.000]  死了在一個地方
[00:05:22.000 --> 00:05:25.000]  我突然間又忘記了名字
[00:05:25.000 --> 00:05:27.000]  去到大衛王
[00:05:27.000 --> 00:05:30.000]  後面我們就不詳細說了
[00:05:30.000 --> 00:05:33.000]  還有兩個重要的女人
[00:05:33.000 --> 00:05:36.000]  就是烏尼亞的妻子
[00:05:36.000 --> 00:05:37.000]  即是拔士巴
[00:05:37.000 --> 00:05:40.000]  另外就是去到瑪利亞
[00:05:40.000 --> 00:05:45.000]  五個女人對耶穌有直接的影響
[00:05:45.000 --> 00:05:49.000]  當然那個影響可能是經過幾代
[00:05:49.000 --> 00:05:54.000]  這個就是新約的作者肯定了給我們知道
[00:05:54.000 --> 00:05:58.000]  這個勞德嫁了給波亞斯
[00:05:58.000 --> 00:06:03.000]  而波亞斯的媽媽就是妓女拉罕
[00:06:03.000 --> 00:06:08.000]  這個就很值得我們去看看前因後果
[00:06:08.000 --> 00:06:11.000]  去想一下這些敘述
[00:06:11.000 --> 00:06:15.000]  帶給當時代的無論波亞斯
[00:06:15.000 --> 00:06:18.000]  無論是勞德
[00:06:18.000 --> 00:06:21.000]  或者是他的兒子俄比德
[00:06:21.000 --> 00:06:26.000]  俄比德的兒子就是耶西
[00:06:26.000 --> 00:06:30.000]  耶西就很明顯在撒姆爾記有很詳細記載
[00:06:30.000 --> 00:06:35.000]  撒姆爾記的十三章開始就記載耶西的家族
[00:06:35.000 --> 00:06:38.000]  都是一個大的富戶
[00:06:38.000 --> 00:06:40.000]  都有很多的兒子
[00:06:40.000 --> 00:06:43.000]  然後大衛就是最小的兒子
[00:06:43.000 --> 00:06:46.000]  所以新約就已經有記載
[00:06:46.000 --> 00:06:49.000]  關於勞德的一些事情
[00:06:49.000 --> 00:06:53.000]  我們現在可以回來看看勞德記
[00:06:53.000 --> 00:06:56.000]  在撒姆爾記上之前
[00:06:56.000 --> 00:06:58.000]  也都是事司記之後
[00:06:58.000 --> 00:07:06.000]  似乎作者或者說編修舊約的學者
[00:07:06.000 --> 00:07:07.000]  或者這些的拉比
[00:07:07.000 --> 00:07:13.000]  都是將時間的次序都放在經文裏面
[00:07:13.000 --> 00:07:17.000]  當然如果我們知道希伯來的聖經
[00:07:17.000 --> 00:07:20.000]  勞德記就不是放在歷史書
