
[00:00:00.000 --> 00:00:02.000]  尊家弟兄姊妹平安
[00:00:02.000 --> 00:00:11.000]  我相信近期最熱門的話題一定離不開移民
[00:00:11.000 --> 00:00:16.000]  一個月內大家可能會吃幾次離別的聚餐
[00:00:16.000 --> 00:00:20.000]  當然無論是個人也好還是家庭也好
[00:00:20.000 --> 00:00:24.000]  他們選擇移民也有很多原因
[00:00:24.000 --> 00:00:26.000]  未必只是一個單一的原因
[00:00:26.000 --> 00:00:31.000]  不過感覺到有逼迫或有苦難的臨到
[00:00:31.000 --> 00:00:35.000]  都可能是其中一個很想離開的原因
[00:00:35.000 --> 00:00:37.000]  面對苦難的臨到
[00:00:37.000 --> 00:00:41.000]  有人選擇離開也有人選擇留下
[00:00:41.000 --> 00:00:43.000]  對於非信徒來說
[00:00:43.000 --> 00:00:47.000]  安全感可能是一個最大的考慮因素
[00:00:47.000 --> 00:00:49.000]  對於信徒來說
[00:00:49.000 --> 00:00:52.000]  我們的安全感是來自哪裡呢
[00:00:52.000 --> 00:00:58.000]  而苦難的來臨可以給我們什麼信仰的反省呢
[00:00:58.000 --> 00:01:02.000]  今天我想透過彼得前書四章七節十一節
[00:01:02.000 --> 00:01:05.000]  去看看在苦難裏面
[00:01:05.000 --> 00:01:09.000]  信仰可以給信徒一個什麼樣的安全感
[00:01:09.000 --> 00:01:11.000]  我們一起去祈禱
[00:01:11.000 --> 00:01:14.000]  親愛的恩主你救贖我們
[00:01:14.000 --> 00:01:17.000]  讓我們在這個急速變幻的世代裏面
[00:01:17.000 --> 00:01:19.000]  作你的子民
[00:01:19.000 --> 00:01:22.000]  你揀選我們生活在這個時代裏面
[00:01:22.000 --> 00:01:24.000]  為你作見證
[00:01:24.000 --> 00:01:26.000]  求你兼顧我們的心
[00:01:26.000 --> 00:01:28.000]  好叫我們在這個逐勢洪流裏面
[00:01:28.000 --> 00:01:31.000]  我們能夠仍然站立得穩
[00:01:31.000 --> 00:01:32.000]  榮耀你的名
[00:01:32.000 --> 00:01:33.000]  我們祈禱
[00:01:33.000 --> 00:01:36.000]  奉靠主耶穌基督得勝名至其穆
[00:01:36.000 --> 00:01:37.000]  阿們
[00:01:37.000 --> 00:01:39.000]  我們進入經文之前
[00:01:39.000 --> 00:01:42.000]  首先了解一下經文的背景
[00:01:42.000 --> 00:01:45.000]  根據彼得前書一章一節的內容
[00:01:45.000 --> 00:01:48.000]  經文已經透露了作者究竟是誰
[00:01:48.000 --> 00:01:51.000]  而且在彼得前書裏面
[00:01:51.000 --> 00:01:55.000]  有幾段經文對於耶穌的受苦的描述
[00:01:55.000 --> 00:01:59.000]  似乎是出自當時一個目擊證人的手筆
[00:01:59.000 --> 00:02:02.000]  很多證據顯示
[00:02:02.000 --> 00:02:06.000]  作者和耶穌有相當密切親密的關係
[00:02:06.000 --> 00:02:09.000]  因此初期教會的教父
[00:02:09.000 --> 00:02:12.000]  很多都會認為彼得前書的作者
[00:02:12.000 --> 00:02:15.000]  就是跟從耶穌的十二個使徒之一
[00:02:15.000 --> 00:02:20.000]  亦都是第一批被耶穌呼召的門徒彼得
[00:02:20.000 --> 00:02:24.000]  我們對彼得最深刻的印象是甚麼呢?
[00:02:24.000 --> 00:02:29.000]  很多時候都是在耶穌被祭司長捉拿之前
[00:02:29.000 --> 00:02:32.000]  已經預言彼得會在雞叫之前
[00:02:32.000 --> 00:02:34.000]  三次不認主
[00:02:34.000 --> 00:02:38.000]  而這個事實亦都一如耶穌所料
[00:02:38.000 --> 00:02:41.000]  彼得三次不認主的詳細事件
[00:02:41.000 --> 00:02:45.000]  很清楚地被記錄在福音書裏
[00:02:45.000 --> 00:02:49.000]  彼得的信仰生命固然有軟弱的一面
[00:02:49.000 --> 00:02:52.000]  但他也有愛主的一面
[00:02:52.000 --> 00:02:54.000]  在主耶穌復活之後
[00:02:54.000 --> 00:02:57.000]  主耶穌在提比利亞海邊
[00:02:57.000 --> 00:03:01.000]  和彼得有一次面對面的單獨對談
[00:03:01.000 --> 00:03:04.000]  耶穌三次問彼得
[00:03:04.000 --> 00:03:07.000]  「你愛我比這些更深嗎?」
[00:03:07.000 --> 00:03:10.000]  彼得當時經過一段
[00:03:10.000 --> 00:03:14.000]  耶穌死而復生的信仰反思之後
[00:03:14.000 --> 00:03:18.000]  再一次回應主耶穌對他的呼召
[00:03:18.000 --> 00:03:22.000]  然後主耶穌三次吩咐彼得
[00:03:22.000 --> 00:03:25.000]  「你勿養我的羊」
[00:03:25.000 --> 00:03:29.000]  這是耶穌升天之前親自交託給彼得的使命
[00:03:29.000 --> 00:03:32.000]  彼得領受了這個使命之後
[00:03:32.000 --> 00:03:35.000]  一直去忠心侍奉主
[00:03:35.000 --> 00:03:38.000]  差不多直到主後65年左右
[00:03:38.000 --> 00:03:41.000]  被尼祿王殺害而殉道
[00:03:41.000 --> 00:03:44.000]  彼得前書寫信的年期
[00:03:44.000 --> 00:03:46.000]  大約在主後60年左右
[00:03:46.000 --> 00:03:49.000]  即是在彼得殉道之前大概五年
[00:03:49.000 --> 00:03:51.000]  而彼得前書的對象
[00:03:51.000 --> 00:03:56.000]  就是散居在小亞細亞北部一帶的外邦信徒
[00:03:56.000 --> 00:04:00.000]  這批主所交託給彼得勿養的小羊
[00:04:00.000 --> 00:04:03.000]  在他所居住的社會被排擠
[00:04:03.000 --> 00:04:07.000]  在信仰上受到迫害和苦難
[00:04:07.000 --> 00:04:10.000]  用今天的說法
[00:04:10.000 --> 00:04:13.000]  他們是一批弱勢社群
[00:04:13.000 --> 00:04:17.000]  在所居住的社區受到邊緣化的對待
[00:04:17.000 --> 00:04:20.000]  他們不是面對苦難的臨到
[00:04:20.000 --> 00:04:24.000]  而是苦難已經發生在他們身上
[00:04:24.000 --> 00:04:26.000]  彼得在這樣的背景下
[00:04:26.000 --> 00:04:28.000]  寫信給他們
[00:04:28.000 --> 00:04:32.000]  向他們作出鼓勵和安慰
[00:04:32.000 --> 00:04:33.000]  在第一章六節
[00:04:33.000 --> 00:04:35.000]  彼得就已經指出
[00:04:35.000 --> 00:04:40.000]  雖然你們必須在百般試煉中暫時休愁
[00:04:40.000 --> 00:04:43.000]  必須在百般試煉中
[00:04:43.000 --> 00:04:48.000]  是指到他們所面對的試煉是逃避不了的
[00:04:48.000 --> 00:04:50.000]  試煉逃避不了
[00:04:50.000 --> 00:04:52.000]  那就改變我們的心態
[00:04:52.000 --> 00:04:55.000]  看看怎樣去面對
[00:04:55.000 --> 00:04:57.000]  在第三章十四節
[00:04:57.000 --> 00:04:59.000]  彼得有對信徒說
[00:04:59.000 --> 00:05:02.000]  即使你們為義受苦
[00:05:02.000 --> 00:05:04.000]  但都是有福的
[00:05:04.000 --> 00:05:06.000]  不要怕人的威嚇
[00:05:06.000 --> 00:05:09.000]  也不需要驚慌
[00:05:09.000 --> 00:05:11.000]  這節經文顯示出
[00:05:11.000 --> 00:05:15.000]  信徒其實已經身處在苦難當中
[00:05:15.000 --> 00:05:17.000]  到了第四章一節
[00:05:17.000 --> 00:05:18.000]  彼得又說
