
[00:00:00.000 --> 00:00:03.000]  我們請梅牧師向我們正道
[00:00:03.000 --> 00:00:05.360]  他的講題是耶穌的門徒
[00:00:05.360 --> 00:00:12.000]  經文記載在路加福音22章35至46節
[00:00:12.000 --> 00:00:14.120]  耶穌又對他們說
[00:00:14.120 --> 00:00:15.920]  我猜你們出去的時候
[00:00:15.920 --> 00:00:19.960]  沒有前郎、沒有後郎、沒有孩子
[00:00:19.960 --> 00:00:22.000]  你們缺少什麼沒有?
[00:00:22.000 --> 00:00:25.280]  他們說:沒有
[00:00:25.280 --> 00:00:27.240]  耶穌對他們說
[00:00:27.240 --> 00:00:30.680]  但如今有前郎的要戴著
[00:00:30.680 --> 00:00:32.800]  有後郎的也一樣
[00:00:32.800 --> 00:00:36.800]  沒有刀的要買衣服、買刀
[00:00:36.800 --> 00:00:38.400]  我告訴你們
[00:00:38.400 --> 00:00:40.360]  經上寫著說
[00:00:40.360 --> 00:00:43.080]  他被列在罪犯之中
[00:00:43.080 --> 00:00:46.000]  這話必須應驗在我身上
[00:00:46.000 --> 00:00:50.200]  因為那關於我的事必然成就
[00:00:50.200 --> 00:00:53.320]  他們說:主呀!請看
[00:00:53.320 --> 00:00:55.600]  這裡有兩把刀
[00:00:55.600 --> 00:00:59.400]  耶穌對他們說:夠了
[00:00:59.400 --> 00:01:00.480]  耶穌出來
[00:01:00.480 --> 00:01:02.680]  朝上往橄欖山去
[00:01:02.680 --> 00:01:05.520]  門徒也跟隨他
[00:01:05.520 --> 00:01:07.120]  到了那地方
[00:01:07.120 --> 00:01:09.040]  他就對他們說
[00:01:09.040 --> 00:01:10.400]  你們要禱告
[00:01:10.400 --> 00:01:13.280]  免得陷入試探
[00:01:13.280 --> 00:01:14.920]  於是他離開他們
[00:01:14.920 --> 00:01:18.000]  又有一塊石頭拎出去那麼遠
[00:01:18.000 --> 00:01:20.080]  跪下禱告
[00:01:20.080 --> 00:01:22.520]  說:父呀!
[00:01:22.520 --> 00:01:26.520]  祢若願意求祢將這杯撤去
[00:01:26.520 --> 00:01:29.520]  然而不是照我的意願
[00:01:29.520 --> 00:01:33.080]  而是要成全祢的旨意
[00:01:33.080 --> 00:01:36.040]  有一位天使從天上顯現
[00:01:36.040 --> 00:01:39.000]  加添他的力量
[00:01:39.000 --> 00:01:41.600]  耶穌非常痛苦焦慮
[00:01:41.600 --> 00:01:43.480]  禱告更加狠切
[00:01:43.480 --> 00:01:47.200]  汗如大血點滴在地上
[00:01:47.200 --> 00:01:48.560]  禱告完了
[00:01:48.560 --> 00:01:51.920]  他起來到門徒那裡
[00:01:51.920 --> 00:01:56.440]  見他們因為憂愁都睡著了
[00:01:56.440 --> 00:01:58.440]  就對他們說
[00:01:58.440 --> 00:02:00.680]  你們為什麼睡覺呢?
[00:02:00.680 --> 00:02:01.840]  起來禱告
[00:02:01.840 --> 00:02:04.240]  免得陷入試探
[00:02:04.240 --> 00:02:06.240]  將時間交給謝牧師
[00:02:06.240 --> 00:02:26.840]  (教會議員招待)
[00:02:26.840 --> 00:02:29.120]  海底眾平安
[00:02:29.120 --> 00:02:34.920]  在開始之前我們先做一個祈禱
[00:02:34.920 --> 00:02:37.480]  我們的主愛神愛滿心感謝祢
[00:02:37.480 --> 00:02:39.000]  讓我們看回
[00:02:39.000 --> 00:02:41.320]  當時祢怎樣揀選門徒的時候
[00:02:41.320 --> 00:02:42.440]  主也願意祢
[00:02:42.440 --> 00:02:43.640]  將這幅圖畫
[00:02:43.640 --> 00:02:45.440]  回應在我們心裡面
[00:02:45.440 --> 00:02:47.240]  讓我們能夠知道今天
[00:02:47.240 --> 00:02:49.640]  我們成為祢的兒女
[00:02:49.640 --> 00:02:51.440]  我們要跟從祢
[00:02:51.440 --> 00:02:52.240]  主也求祢
[00:02:52.240 --> 00:02:54.080]  在當中帶領我們的心
[00:02:54.080 --> 00:02:55.920]  讓我們知道怎樣去跟從
[00:02:55.920 --> 00:02:57.320]  幫助我們
[00:02:57.320 --> 00:02:58.480]  我們這樣祈禱
[00:02:58.480 --> 00:03:00.120]  教會是奉主耶穌基督的名教
[00:03:00.120 --> 00:03:02.120]  阿門
[00:03:02.120 --> 00:03:31.120]  (教會議員招待)
[00:03:31.120 --> 00:03:40.120]  (教會議員招待)
[00:03:40.120 --> 00:03:43.120]  我們看畫面的時候會想到
[00:03:43.120 --> 00:03:46.920]  當天主耶穌去召喚門徒
[00:03:46.920 --> 00:03:50.240]  門徒裡面有些是打魚的
[00:03:50.240 --> 00:03:51.640]  記不記得耶穌說
[00:03:51.640 --> 00:03:53.240]  「來跟從我去叫你」
[00:03:53.240 --> 00:03:55.440]  「得人魚得魚一樣」
[00:03:55.440 --> 00:03:59.320]  於是祂去
[00:03:59.320 --> 00:04:08.120]  (打魚)
[00:04:08.120 --> 00:04:13.920]  當天耶穌在選舉裡面
[00:04:13.920 --> 00:04:15.120]  有不同的類別
[00:04:15.120 --> 00:04:18.920]  有些甚至是做瑞利的
[00:04:18.920 --> 00:04:20.120]  有漁夫的
[00:04:20.120 --> 00:04:22.320]  你看聖經前面就看到
[00:04:22.320 --> 00:04:25.120]  有十二個
[00:04:25.120 --> 00:04:28.120]  今天我們每個人坐在這裡
[00:04:28.120 --> 00:04:31.120]  你覺得你和旁邊的前事
[00:04:31.120 --> 00:04:32.520]  其實不一樣的
[00:04:32.520 --> 00:04:34.120]  每個人的個性都不同
[00:04:34.120 --> 00:04:37.120]  神在不同的時間選了你
[00:04:37.120 --> 00:04:38.720]  可能你回到教會很久
[00:04:38.720 --> 00:04:40.120]  你才願意信主
[00:04:40.120 --> 00:04:42.120]  每個人不同的時間
[00:04:42.120 --> 00:04:45.120]  但神就是這樣選了你
[00:04:45.120 --> 00:04:47.120]  今天我們就從
[00:04:47.120 --> 00:04:49.120]  耶穌召喚門徒裡面
[00:04:49.120 --> 00:04:53.120]  我們看看當天
[00:04:53.120 --> 00:04:55.120]  祂怎樣選擇他們
[00:04:55.120 --> 00:04:56.120]  而選擇他們
[00:04:56.120 --> 00:04:58.120]  來到當中的時候
[00:04:58.120 --> 00:05:01.120]  祂不是任由他們怎樣去做事
[00:05:01.120 --> 00:05:03.120]  而是祂最先吩咐他們
[00:05:03.120 --> 00:05:05.120]  不要去外邦人的地方
[00:05:05.120 --> 00:05:07.120]  先在自己的地方
[00:05:07.120 --> 00:05:09.120]  叫他們去傳道的時候
[00:05:09.120 --> 00:05:12.120]  有很多事要交代他們
[00:05:12.120 --> 00:05:17.120]  祂說叫你去以色列人的迷室羊那裡
[00:05:17.120 --> 00:05:19.120]  然後他們邊走邊傳
[00:05:19.120 --> 00:05:21.120]  就是天國近鳥
[00:05:21.120 --> 00:05:25.120]  他們要將信息帶出去
[00:05:25.120 --> 00:05:29.120]  今天來到我們二十二章的時候
[00:05:29.120 --> 00:05:32.120]  似乎情況就不同了
[00:05:32.120 --> 00:05:34.120]  你會看到
[00:05:34.120 --> 00:05:36.120]  今天他們的傳道方式
[00:05:36.120 --> 00:05:38.120]  和以前不同了
[00:05:38.120 --> 00:05:42.120]  在路亞方二十二章三十五節
[00:05:42.120 --> 00:05:48.120]  是說到
[00:05:48.120 --> 00:05:50.120]  他們出去的時候
[00:05:50.120 --> 00:05:51.120]  沒有東西的
[00:05:51.120 --> 00:05:52.120]  沒有前浪
[00:05:52.120 --> 00:05:53.120]  沒有後浪
[00:05:53.120 --> 00:05:56.120]  沒有孩子
[00:05:56.120 --> 00:05:58.120]  但主耶穌問他們
[00:05:58.120 --> 00:06:00.120]  你們有沒有缺少東西呢
[00:06:00.120 --> 00:06:04.120]  他們回答沒有
[00:06:04.120 --> 00:06:06.120]  因為過去
[00:06:06.120 --> 00:06:08.120]  他們開始去承擔使命
[00:06:08.120 --> 00:06:10.120]  開始去傳道的時候
[00:06:10.120 --> 00:06:13.120]  主耶穌叫他們什麼都不用帶
[00:06:13.120 --> 00:06:15.120]  所以你看到
[00:06:15.120 --> 00:06:17.120]  在路亞方十章十十章裡
[00:06:17.120 --> 00:06:19.120]  就很清楚了
[00:06:19.120 --> 00:06:21.120]  下集會說到
[00:06:21.120 --> 00:06:24.120]  不要帶這些不要帶那些
[00:06:24.120 --> 00:06:25.120]  總之你去到
[00:06:25.120 --> 00:06:27.120]  就有人招呼你
