
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹早安,主佑你們平安
[00:00:03.000 --> 00:00:07.240]  又是安息的系列,這次是第三次
[00:00:07.240 --> 00:00:08.960]  應該是最後一次
[00:00:08.960 --> 00:00:12.520]  其實本來想這次會再分兩次說
[00:00:12.520 --> 00:00:15.560]  但我怕到了第四次大家受不了
[00:00:15.560 --> 00:00:19.240]  之前那兩次可以回到教會的YouTube
[00:00:19.240 --> 00:00:21.200]  可以找回來聽
[00:00:21.200 --> 00:00:22.640]  不過也會重溫的
[00:00:22.640 --> 00:00:25.080]  稍後會有一點重溫
[00:00:25.080 --> 00:00:26.920]  首先說個例子
[00:00:26.920 --> 00:00:31.680]  我相信大家應該都有用過八達通
[00:00:31.680 --> 00:00:35.880]  我記得在二十多年前剛推出八達通的時候
[00:00:35.880 --> 00:00:39.600]  之前我還在用地鐵的儲值車票
[00:00:39.600 --> 00:00:41.160]  坐巴士要用銀散紙
[00:00:41.160 --> 00:00:43.840]  可能有些人未經歷過我們這一代
[00:00:43.840 --> 00:00:45.640]  每個人都用八達通
[00:00:45.640 --> 00:00:48.280]  對我們來說是很新奇的一件事
[00:00:48.280 --> 00:00:51.760]  隔著錢包放上去就可以扣錢
[00:00:51.760 --> 00:00:53.480]  那時候覺得很奇怪
[00:00:53.480 --> 00:00:55.920]  很新穎的一件事,很開心
[00:00:55.920 --> 00:00:58.760]  那時候曾經流行一些都市傳說
[00:00:58.760 --> 00:01:00.080]  什麼都市傳說呢?
[00:01:00.080 --> 00:01:03.400]  就是說你將八達通放到微波爐上叮
[00:01:03.400 --> 00:01:05.560]  每十秒就會增加一毛錢
[00:01:05.560 --> 00:01:06.880]  有沒有聽過?
[00:01:06.880 --> 00:01:07.680]  沒有聽過?
[00:01:07.680 --> 00:01:09.200]  真的有這樣的都市傳說
[00:01:09.200 --> 00:01:11.600]  你現在在網上找還會找到
[00:01:11.600 --> 00:01:13.080]  另一個傳說就是說
[00:01:13.080 --> 00:01:15.960]  你先將八達通充值三百塊
[00:01:15.960 --> 00:01:18.200]  然後拿去微波爐叮五秒
[00:01:18.200 --> 00:01:21.280]  餘額就會變成999
[00:01:21.280 --> 00:01:24.680]  當然之後就會出現很多報廢的八達通
[00:01:24.680 --> 00:01:27.120]  被微波爐叮爛了
[00:01:27.120 --> 00:01:30.800]  大家都明白這些都市傳說是假的
[00:01:30.800 --> 00:01:33.160]  但是真的有人相信
[00:01:33.160 --> 00:01:34.840]  然後叮爛了八達通
[00:01:34.840 --> 00:01:36.400]  我想問大家
[00:01:36.400 --> 00:01:38.120]  你會不會中計呢?
[00:01:38.120 --> 00:01:41.240]  你中計了就不好意思告訴我
[00:01:41.240 --> 00:01:43.880]  但是我想問為什麼你不會中計
[00:01:43.880 --> 00:01:45.520]  為什麼?
[00:01:45.520 --> 00:01:48.760]  為什麼你不用電去將八達通
[00:01:48.760 --> 00:01:54.120]  它可以有資料可以讀寫到那張卡上
[00:01:54.120 --> 00:01:55.520]  你知不知道為什麼?
[00:01:55.520 --> 00:01:57.200]  不知道為什麼
[00:01:57.200 --> 00:01:58.320]  我想問大家不知道
[00:01:58.320 --> 00:02:00.680]  你知不知道什麼叫RFID?
[00:02:00.680 --> 00:02:02.560]  不知道的
[00:02:02.560 --> 00:02:05.520]  但是很多人是不知道八達通的原理
[00:02:05.520 --> 00:02:07.280]  但是你天天都用的
[00:02:07.280 --> 00:02:08.640]  你經常都用的
[00:02:08.640 --> 00:02:09.080]  是不是?
[00:02:09.080 --> 00:02:12.120]  其實在生活上我們有很多東西
[00:02:12.120 --> 00:02:12.840]  是這樣的
[00:02:12.840 --> 00:02:14.600]  你不知道背後的原理
[00:02:14.600 --> 00:02:16.360]  可能你讀中學的時候
[00:02:16.360 --> 00:02:19.480]  你都學過什麼叫磁力產生電力
[00:02:19.480 --> 00:02:21.240]  磁生電電生磁那些東西
[00:02:21.240 --> 00:02:24.200]  但其實你那張八達通是有這樣的東西在的
[00:02:24.200 --> 00:02:26.080]  你那張八達通裡面有個線圈
[00:02:26.080 --> 00:02:27.560]  你放在那部機上
[00:02:27.560 --> 00:02:29.880]  那些磁力就會導致那個線圈有電
[00:02:29.880 --> 00:02:31.520]  那你那張卡就可以讀寫了
[00:02:31.520 --> 00:02:33.280]  但是我講得出這些
[00:02:33.280 --> 00:02:35.400]  其實我都不是完全明白整個原理的
[00:02:35.400 --> 00:02:38.520]  我只是知道八達通背後有一個原理
[00:02:38.520 --> 00:02:41.400]  你不知道沒所謂的
[00:02:41.400 --> 00:02:42.680]  你一樣這樣用而已
[00:02:42.680 --> 00:02:45.240]  你生活你知道怎樣去增值就可以了
[00:02:45.240 --> 00:02:49.840]  其實很多時候我們回教會聽到
[00:02:50.360 --> 00:02:53.280]  我們都是抱著一種用家心理
[00:02:53.280 --> 00:02:55.320]  我們是使用者而已
[00:02:55.320 --> 00:02:57.400]  我不用知道背後的原理
[00:02:57.400 --> 00:02:59.440]  我知道使用什麼就可以了
[00:02:59.440 --> 00:03:00.960]  但英哲會回來聽到
[00:03:00.960 --> 00:03:03.280]  可能就會期望傳道你告訴我
[00:03:03.280 --> 00:03:04.720]  這段經文怎麼解釋
[00:03:04.720 --> 00:03:05.880]  怎麼應用
[00:03:05.880 --> 00:03:07.960]  我在生活裡面怎麼用就可以了
[00:03:07.960 --> 00:03:10.400]  背後的如何識經
[00:03:10.400 --> 00:03:11.640]  原文是什麼
[00:03:11.640 --> 00:03:15.680]  說完一串那些蛇仔之後
[00:03:15.680 --> 00:03:17.480]  你是不知道他在說什麼
[00:03:17.480 --> 00:03:18.880]  但是傳道這樣說你
[00:03:18.880 --> 00:03:20.280]  我就這樣相信了
[00:03:20.400 --> 00:03:23.120]  其實可能都是抱著一種心態
[00:03:23.120 --> 00:03:26.560]  回來想著可以拿一個道理
[00:03:26.560 --> 00:03:28.280]  可以在生活裡面應用
[00:03:28.280 --> 00:03:29.240]  這樣就夠了
[00:03:29.240 --> 00:03:31.680]  你不要在背後說那些原理給我聽了
[00:03:31.680 --> 00:03:34.200]  其實也不是太大問題的
[00:03:34.200 --> 00:03:35.240]  坦白說
[00:03:35.240 --> 00:03:38.160]  很多人都是這樣去到生活思一想
[00:03:38.160 --> 00:03:41.560]  不可能每一個基督徒都去讀神學
[00:03:41.560 --> 00:03:45.960]  也不可能每一個都每天去看那些
[00:03:45.960 --> 00:03:47.360]  當枕頭就很舒服
[00:03:47.360 --> 00:03:49.520]  打開來看就很痛苦的書
[00:03:49.520 --> 00:03:50.800]  那些識經書
[00:03:50.800 --> 00:03:51.880]  是不會的
[00:03:51.880 --> 00:03:55.600]  很多時候大家只是上班下班
[00:03:55.600 --> 00:03:57.080]  然後回到家
[00:03:57.080 --> 00:03:59.880]  有時間可能打開聖經看兩頁
[00:03:59.880 --> 00:04:00.760]  或者靈修
[00:04:00.760 --> 00:04:05.120]  已經是很奢侈的一件事了
[00:04:05.120 --> 00:04:07.640]  而事實上傳道人的工作
[00:04:07.640 --> 00:04:11.880]  我們都是應該好好去梳理聖經的知識
[00:04:11.880 --> 00:04:14.160]  然後告訴弟兄姊妹
[00:04:14.160 --> 00:04:16.600]  這是我們的責任
[00:04:16.600 --> 00:04:18.440]  一般情況下
[00:04:18.440 --> 00:04:19.960]  我們其實是沒有問題的
[00:04:19.960 --> 00:04:20.760]  這樣運作
[00:04:20.760 --> 00:04:22.920]  大家回來教會都是這樣的
[00:04:22.920 --> 00:04:25.200]  但是問題就是
[00:04:25.200 --> 00:04:27.800]  當你沒有遇到剛才說的
[00:04:27.800 --> 00:04:29.480]  伯特通都市傳說的時候
[00:04:29.480 --> 00:04:31.360]  你沒有遇到的時候
[00:04:31.360 --> 00:04:33.560]  一切都是很正常的運作
[00:04:33.560 --> 00:04:36.320]  基督教有沒有一些都市傳說呢?
[00:04:36.320 --> 00:04:38.040]  有的
[00:04:38.040 --> 00:04:40.440]  例如基督徒不應該看鬼片
[00:04:40.440 --> 00:04:41.840]  是不是?
[00:04:41.840 --> 00:04:43.520]  基督徒不要看哈利波特
[00:04:43.520 --> 00:04:44.680]  有沒有聽過那時候?
[00:04:44.680 --> 00:04:45.760]  有的
[00:04:45.760 --> 00:04:47.360]  不要看哈利波特的時候
[00:04:47.360 --> 00:04:48.880]  我信耶穌
[00:04:48.880 --> 00:04:50.720]  我不知道看了多少
[00:04:50.720 --> 00:04:53.680]  那套書我翻看了六七次
[00:04:53.680 --> 00:04:57.200]  有些人說基督徒不可以拜祖先
[00:04:57.200 --> 00:04:59.200]  家裡不可以裝香
[00:04:59.200 --> 00:05:01.440]  甚至有些人說
[00:05:01.440 --> 00:05:02.480]  我不拜
[00:05:02.480 --> 00:05:04.840]  我家人拿著祭品上山
