
[00:00:00.000 --> 00:00:03.000]  再一次我們感謝神
[00:00:03.000 --> 00:00:05.000]  晚上的茶經班
[00:00:05.000 --> 00:00:08.000]  我們有一班固定的弟兄姊妹
[00:00:08.000 --> 00:00:11.000]  很想對聖經有深入的認識
[00:00:11.000 --> 00:00:14.000]  我們盼望這樣來逐段逐字
[00:00:14.000 --> 00:00:17.000]  這樣來研讀的時候
[00:00:17.000 --> 00:00:21.000]  能夠找到作者寫作的企圖
[00:00:21.000 --> 00:00:23.000]  知道他的佈局
[00:00:23.000 --> 00:00:25.000]  和能夠明白
[00:00:25.000 --> 00:00:27.000]  他在他的時代
[00:00:27.000 --> 00:00:30.000]  要讓讀者能夠掌握的
[00:00:30.000 --> 00:00:33.000]  對主、對基督的認識
[00:00:33.000 --> 00:00:36.000]  幫助我們在21世紀
[00:00:36.000 --> 00:00:38.000]  我們充斥著的
[00:00:38.000 --> 00:00:41.000]  都是有很多的社會問題
[00:00:41.000 --> 00:00:43.000]  但是幫助我們能夠
[00:00:43.000 --> 00:00:44.000]  真的追本逐源的
[00:00:44.000 --> 00:00:47.000]  回到信仰、神學
[00:00:47.000 --> 00:00:49.000]  去看看主耶穌
[00:00:49.000 --> 00:00:51.000]  能夠賦予我們這個時代
[00:00:51.000 --> 00:00:55.000]  什麼的生命的轉化
[00:00:55.000 --> 00:00:57.000]  使我們能夠認識你
[00:00:57.000 --> 00:00:59.000]  聖靈開我們心靈的眼睛
[00:00:59.000 --> 00:01:03.000]  這是神應許在信徒的內心
[00:01:03.000 --> 00:01:07.000]  居住、引導、光照的聖靈
[00:01:07.000 --> 00:01:08.000]  我們等候你
[00:01:08.000 --> 00:01:12.000]  我們的禱告奉耶穌基督的名
[00:01:12.000 --> 00:01:13.000]  阿們
[00:01:13.000 --> 00:01:15.000]  回顧上一個星期
[00:01:15.000 --> 00:01:21.000]  我們主耶穌在這個住棚節
[00:01:21.000 --> 00:01:24.000]  最大那天就是第八天
[00:01:24.000 --> 00:01:26.000]  節期完結了
[00:01:26.000 --> 00:01:28.000]  講了一篇很重要的信息
[00:01:28.000 --> 00:01:30.000]  他是世界的光
[00:01:30.000 --> 00:01:34.000]  或者說他可以賜活水
[00:01:34.000 --> 00:01:36.000]  接著節期完結
[00:01:36.000 --> 00:01:38.000]  大家都回家了
[00:01:38.000 --> 00:01:42.000]  如果我們相信經文的
[00:01:42.000 --> 00:01:46.000]  上下文的起承轉合
[00:01:46.000 --> 00:01:49.000]  即是說自然的分段
[00:01:49.000 --> 00:01:52.000]  如果我們相信是自然的
[00:01:52.000 --> 00:01:54.000]  大家都回家了
[00:01:54.000 --> 00:01:57.000]  第二天耶穌又再上聖殿
[00:01:57.000 --> 00:02:00.000]  是普通的日子來教訓人
[00:02:00.000 --> 00:02:03.000]  很快聖經就告訴我們
[00:02:03.000 --> 00:02:06.000]  這是主耶穌在聖殿裡面的庫房
[00:02:06.000 --> 00:02:08.000]  來教訓
[00:02:08.000 --> 00:02:11.000]  就是世界的光
[00:02:11.000 --> 00:02:13.000]  我們上個星期也講過
[00:02:13.000 --> 00:02:18.000]  有一段不是所有權威的抄本都有的
[00:02:18.000 --> 00:02:22.000]  行淫時被捉拿的婦人
[00:02:22.000 --> 00:02:25.000]  被帶到聖殿
[00:02:25.000 --> 00:02:31.000]  要耶穌表態應該怎樣治她罪
[00:02:31.000 --> 00:02:34.000]  主耶穌就在地上畫字
[00:02:34.000 --> 00:02:36.000]  當然有很多解經家認為
[00:02:36.000 --> 00:02:38.000]  就是在寫律法
[00:02:38.000 --> 00:02:40.000]  我們未必需要這樣去理解
[00:02:40.000 --> 00:02:44.000]  總之就是他很不拾不鎚地
[00:02:44.000 --> 00:02:47.000]  彎腰在地上畫字
[00:02:47.000 --> 00:02:51.000]  接著那些人就繼續去質問
[00:02:51.000 --> 00:02:54.000]  要得到一個很清晰的答案
[00:02:54.000 --> 00:02:56.000]  這個很清楚的
[00:02:56.000 --> 00:02:58.000]  那個微妙之處
[00:02:58.000 --> 00:03:01.000]  就是他們沒有刑法的審判權
[00:03:01.000 --> 00:03:04.000]  因為只能夠是羅馬的法庭
[00:03:04.000 --> 00:03:06.000]  即是比拉多
[00:03:06.000 --> 00:03:09.000]  或者比拉多庫雨的刑事法庭
[00:03:09.000 --> 00:03:12.000]  所以他們只是宗教上
[00:03:12.000 --> 00:03:16.000]  禮儀上的一些法規
[00:03:16.000 --> 00:03:18.000]  你們的律法
[00:03:18.000 --> 00:03:20.000]  比拉多經常說的
[00:03:20.000 --> 00:03:23.000]  照著你們的律法去審判她
[00:03:23.000 --> 00:03:25.000]  我查不到耶穌有什麼罪
[00:03:25.000 --> 00:03:28.000]  這個往後十九章會說的
[00:03:28.000 --> 00:03:31.000]  所以在這樣的情況下
[00:03:31.000 --> 00:03:34.000]  他們是要逼耶穌表態治罪
[00:03:34.000 --> 00:03:37.000]  即是行私刑
[00:03:37.000 --> 00:03:42.000]  耶穌就會被帶到羅馬那裡
[00:03:42.000 --> 00:03:44.000]  會來被追究的
[00:03:44.000 --> 00:03:46.000]  沒有罪
[00:03:46.000 --> 00:03:49.000]  又違反了摩西的律法書
[00:03:49.000 --> 00:03:51.000]  所以很
[00:03:51.000 --> 00:03:53.000]  不是叫吊詭
[00:03:53.000 --> 00:03:54.000]  是很詭詐的
[00:03:54.000 --> 00:03:56.000]  所以耶穌就說
[00:03:56.000 --> 00:03:58.000]  你們當中沒有罪的
[00:03:58.000 --> 00:04:00.000]  可以用石頭打他
[00:04:00.000 --> 00:04:02.000]  這樣的說話
[00:04:02.000 --> 00:04:07.000]  好像是光入到一些黑暗的良心裡面
[00:04:07.000 --> 00:04:11.000]  而使這些人沒有人敢
[00:04:11.000 --> 00:04:13.000]  因為說明了
[00:04:13.000 --> 00:04:15.000]  要用三個人作見證
[00:04:15.000 --> 00:04:18.000]  才可以用石頭打的
[00:04:18.000 --> 00:04:19.000]  你想想
[00:04:19.000 --> 00:04:21.000]  我們上個星期也分析過
[00:04:21.000 --> 00:04:24.000]  如果那段聖經是真實的話
[00:04:24.000 --> 00:04:29.000]  首先摩西的律法書不是這樣說的
[00:04:29.000 --> 00:04:34.000]  是要帶到官長的面前
[00:04:34.000 --> 00:04:35.000]  長老的面前
[00:04:35.000 --> 00:04:37.000]  是要審問的
[00:04:37.000 --> 00:04:39.000]  還有不同的案例
[00:04:39.000 --> 00:04:41.000]  有不同的處境
