
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 早安
[00:00:02.000 --> 00:00:09.000]  首先在此感謝曾牧師的邀請
[00:00:09.000 --> 00:00:12.000]  讓我能夠來到貴堂會
[00:00:12.000 --> 00:00:16.000]  跟大家一齊分享上帝的說話
[00:00:16.000 --> 00:00:21.000]  亦代表觀塘塘的弟兄姊妹向你們問安
[00:00:21.000 --> 00:00:26.000]  在貴堂的網頁上 我知道
[00:00:26.000 --> 00:00:32.000]  今年是你們四十週年的堂慶
[00:00:32.000 --> 00:00:37.000]  我相信堂會的成長
[00:00:37.000 --> 00:00:40.000]  其實和我們每個人都一樣
[00:00:40.000 --> 00:00:43.000]  是一個過程來的
[00:00:43.000 --> 00:00:48.000]  有一個奧地利很著名的心理學家
[00:00:48.000 --> 00:00:51.000]  叫做弗洛伊德
[00:00:51.000 --> 00:00:55.000]  他曾經提出過一個這樣的理論
[00:00:55.000 --> 00:01:00.000]  他說其實人可以根據
[00:01:00.000 --> 00:01:07.000]  他身體獲得滿足的不同位置
[00:01:07.000 --> 00:01:12.000]  去區分心性發展的過程
[00:01:12.000 --> 00:01:17.000]  而最早的就是口腔期
[00:01:17.000 --> 00:01:18.000]  即是怎樣呢
[00:01:18.000 --> 00:01:22.000]  其實在這個階段
[00:01:22.000 --> 00:01:26.000]  嬰兒一路成長
[00:01:26.000 --> 00:01:32.000]  就會喜歡用他的口去嘗試不同的東西
[00:01:32.000 --> 00:01:36.000]  然後就覺得很滿足
[00:01:36.000 --> 00:01:40.000]  去到大概兩三歲左右
[00:01:40.000 --> 00:01:45.000]  才會發展用他的手去觸摸
[00:01:45.000 --> 00:01:49.000]  探索身邊的世界
[00:01:49.000 --> 00:01:51.000]  其實作為父母的
[00:01:51.000 --> 00:01:55.000]  我相信我們不用那麼多理論
[00:01:55.000 --> 00:01:57.000]  我們都曾經觀察過
[00:01:57.000 --> 00:02:02.000]  或者我們自己的小朋友在他成長的時候
[00:02:02.000 --> 00:02:05.000]  都會記得可能他們喜歡將東西
[00:02:05.000 --> 00:02:09.000]  放進自己的口裡
[00:02:09.000 --> 00:02:13.000]  包括自己的小腳
[00:02:13.000 --> 00:02:15.000]  拿來吃
[00:02:15.000 --> 00:02:18.000]  挺有趣的
[00:02:18.000 --> 00:02:22.000]  我太太是一個很記性的人
[00:02:22.000 --> 00:02:24.000]  今天她也有來
[00:02:24.000 --> 00:02:27.000]  我們一起敬拜
[00:02:27.000 --> 00:02:35.000]  有一天我跟她聊了小朋友小時候的一件經歷
[00:02:35.000 --> 00:02:37.000]  現在兩個兒子都長大了
[00:02:37.000 --> 00:02:40.000]  所以很久之前了
[00:02:40.000 --> 00:02:45.000]  我的小兒子在嬰兒的時候
[00:02:45.000 --> 00:02:49.000]  很喜歡將不同的東西放進口裡
[00:02:49.000 --> 00:02:52.000]  當然包括他的玩具
[00:02:52.000 --> 00:02:55.000]  所以我們選擇玩具
