
[00:00:00.000 --> 00:00:03.000]  多謝天父給我們一直都有機會
[00:00:03.000 --> 00:00:05.000]  去將宗教改革
[00:00:05.000 --> 00:00:08.980]  相當重要的兩位神學家
[00:00:08.980 --> 00:00:12.580]  他們的人生、他們的主張
[00:00:12.580 --> 00:00:16.840]  和當時他們為著要將信徒
[00:00:16.840 --> 00:00:19.180]  帶進聖經的真理
[00:00:19.180 --> 00:00:22.180]  他們高舉的是聖經的重要性
[00:00:22.180 --> 00:00:25.180]  和唯獨聖經在那個時候
[00:00:25.180 --> 00:00:28.720]  就很認真地被確立
[00:00:28.720 --> 00:00:32.500]  而圍繞著的是那個唯獨信心
[00:00:32.500 --> 00:00:36.000]  和透過基督這個完整的
[00:00:36.000 --> 00:00:38.000]  無條件的救贖
[00:00:38.000 --> 00:00:40.000]  我們很盼望能夠
[00:00:40.000 --> 00:00:42.500]  承傳這些前人
[00:00:42.500 --> 00:00:44.500]  他們在非常時期
[00:00:44.500 --> 00:00:48.500]  他們所帶進的那個對真理的尋索
[00:00:48.500 --> 00:00:52.500]  以致不是為了要反對天主教
[00:00:52.500 --> 00:00:54.500]  而是要將信徒
[00:00:54.500 --> 00:00:58.500]  帶回神的真理和救恩裏面
[00:00:58.500 --> 00:01:00.500]  這些是非常難得的
[00:01:00.500 --> 00:01:02.500]  所以我們都很盼望
[00:01:02.500 --> 00:01:05.500]  其實一開始我們都去思考
[00:01:05.500 --> 00:01:09.500]  宗教改革過去和未來
[00:01:09.500 --> 00:01:11.500]  我們一直都用了八堂的時間
[00:01:11.500 --> 00:01:13.500]  去看過去的歷史
[00:01:13.500 --> 00:01:17.500]  和種種的神學的主張
[00:01:17.500 --> 00:01:19.500]  但都盼望我們能夠
[00:01:19.500 --> 00:01:22.500]  可以有一些空間去想一下
[00:01:22.500 --> 00:01:24.500]  在21世紀的香港
[00:01:24.500 --> 00:01:27.500]  當我們去跟隨主的時候
[00:01:27.500 --> 00:01:32.500]  有什麼我們需要去堅持去探索
[00:01:32.500 --> 00:01:34.500]  和去一直去傳承
[00:01:34.500 --> 00:01:37.500]  使我們的下一代
[00:01:37.500 --> 00:01:40.500]  或者有更多人認識真理
[00:01:40.500 --> 00:01:44.500]  不會被一個時代扭曲了
[00:01:44.500 --> 00:01:47.500]  譬如現在我們看到的個人主義
[00:01:47.500 --> 00:01:52.500]  個人那種絕對的無上自由的選擇權
[00:01:52.500 --> 00:01:55.500]  已經在歐美是非常嚴重
[00:01:55.500 --> 00:02:00.500]  他們在性別的差異已經完全沒有界線
[00:02:00.500 --> 00:02:04.500]  我們很盼望我們在我們這個時代
[00:02:04.500 --> 00:02:08.500]  特別是消費主義已經是無孔不入的
[00:02:08.500 --> 00:02:12.500]  在我們每一個層面來滲透
[00:02:12.500 --> 00:02:15.500]  我們想到其實在中世紀時代
[00:02:15.500 --> 00:02:18.500]  根本沒有所謂這些消費主義
[00:02:18.500 --> 00:02:21.500]  我們想到時代的確是有不同
[00:02:21.500 --> 00:02:23.500]  但都盼望我們能夠
[00:02:23.500 --> 00:02:26.500]  看到有哪些是我們需要去堅持的真理
[00:02:26.500 --> 00:02:28.500]  有哪些可能是相對的
[00:02:28.500 --> 00:02:30.500]  我們未必需要這麼執著的
[00:02:30.500 --> 00:02:32.500]  願神都幫助我們
[00:02:32.500 --> 00:02:36.500]  在我們最後一兩堂的神學課程
[00:02:36.500 --> 00:02:38.500]  都能夠想一想
[00:02:38.500 --> 00:02:40.500]  好像一個盤點那樣
[00:02:40.500 --> 00:02:42.500]  幫助我們對信仰更加的認真
[00:02:42.500 --> 00:02:45.500]  更加的對一些要認真的真理
[00:02:45.500 --> 00:02:47.500]  我們無論如何都要捍衛
[00:02:47.500 --> 00:02:49.500]  願神幫助
[00:02:49.500 --> 00:02:51.500]  我們今天晚上在你面前等候
[00:02:51.500 --> 00:02:54.500]  禱告奉耶穌基督的名
[00:02:54.500 --> 00:02:56.500]  阿們
[00:02:56.500 --> 00:02:59.500]  一直都說第二代的嘉爾文
[00:02:59.500 --> 00:03:03.500]  就是真正將整個宗教改革
[00:03:03.500 --> 00:03:06.500]  不再是為了反對天主教
[00:03:06.500 --> 00:03:10.500]  而去做種種的舉措
[00:03:10.500 --> 00:03:13.500]  而是真的要沉澱下來
[00:03:13.500 --> 00:03:17.500]  確立為什麼需要脫離天主教
[00:03:17.500 --> 00:03:19.500]  固然那個現實就是
[00:03:19.500 --> 00:03:21.500]  天主教已經不要你了
[00:03:21.500 --> 00:03:23.500]  你要走就能走
[00:03:23.500 --> 00:03:25.500]  要不然你就回來
[00:03:25.500 --> 00:03:27.500]  必須要跟足我們天主教的
[00:03:27.500 --> 00:03:29.500]  全套的綱領
[00:03:29.500 --> 00:03:32.500]  全套神學的範圍
[00:03:32.500 --> 00:03:35.500]  否則你根本就不能在教會
[00:03:35.500 --> 00:03:39.500]  大公教會裏面聚會立足
[00:03:39.500 --> 00:03:42.500]  所以是全盤的一個套餐
[00:03:42.500 --> 00:03:45.500]  所以嘉爾文的重要性
[00:03:45.500 --> 00:03:47.500]  和他的開創性
[00:03:47.500 --> 00:03:54.500]  就是不再沉溺在恐懼的對抗
[00:03:54.500 --> 00:03:57.500]  而是真的要大進
[00:03:57.500 --> 00:03:59.500]  到底為什麼要改革
[00:03:59.500 --> 00:04:01.500]  這個是最重要的
[00:04:01.500 --> 00:04:06.500]  所以是帶信徒回到聖經這個大方向
[00:04:06.500 --> 00:04:13.500]  回到對神的唯一的救贖的專注
[00:04:13.500 --> 00:04:16.500]  這些就是真的很開創性
[00:04:16.500 --> 00:04:22.500]  讓當時的信徒有一個很大的心靈
[00:04:22.500 --> 00:04:26.500]  所以引進了一次得救
[00:04:26.500 --> 00:04:29.500]  永遠得救的預定論
[00:04:29.500 --> 00:04:33.500]  後人當然將他再去到極端
[00:04:33.500 --> 00:04:35.500]  極化
[00:04:35.500 --> 00:04:37.500]  你沒有被揀選自然就不得救
[00:04:37.500 --> 00:04:41.500]  變成會給人一種錯誤的理解
[00:04:41.500 --> 00:04:44.500]  你們嘉爾文主義這麼霸道
[00:04:44.500 --> 00:04:46.500]  我沒有被揀選
[00:04:46.500 --> 00:04:47.500]  不關我的事
[00:04:47.500 --> 00:04:49.500]  神不揀我
[00:04:49.500 --> 00:04:51.500]  那你就說我注定要滅亡
[00:04:51.500 --> 00:04:54.500]  其實那個意思就不是這樣的
[00:04:54.500 --> 00:04:56.500]  我看回一些著作
[00:04:56.500 --> 00:05:00.500]  一些對嘉爾文神學的描述
[00:05:00.500 --> 00:05:02.500]  有些宗教
[00:05:02.500 --> 00:05:04.500]  特別是教會歷史的書
[00:05:04.500 --> 00:05:06.500]  其實預定論
[00:05:06.500 --> 00:05:08.500]  其實在當時的提出
[00:05:08.500 --> 00:05:12.500]  是基於一份很人道的模樣
[00:05:12.500 --> 00:05:15.500]  因為天主教就很清楚
[00:05:15.500 --> 00:05:18.500]  給了一個最後通牒
[00:05:18.500 --> 00:05:21.500]  你離開教會就沒有救恩
[00:05:21.500 --> 00:05:23.500]  沒有救恩就是說你會沉淪
[00:05:23.500 --> 00:05:25.500]  去到永恆的火湖
[00:05:25.500 --> 00:05:30.500]  那嘉爾文和他們的同路人
[00:05:30.500 --> 00:05:33.500]  要帶領這幫人離開了教會
[00:05:33.500 --> 00:05:36.500]  其實很多是一些一般的普通平民百姓
[00:05:36.500 --> 00:05:40.500]  那他哪有空理你這麼多的神學
[00:05:40.500 --> 00:05:42.500]  你給我一個信心
[00:05:42.500 --> 00:05:46.500]  到底我現在跟你們這幫神學家
[00:05:46.500 --> 00:05:48.500]  離開天主教
[00:05:48.500 --> 00:05:50.500]  跟隨你們去信基督教
[00:05:50.500 --> 00:05:52.500]  那我有什麼保障呢
[00:05:52.500 --> 00:05:55.500]  這個就是在那個模樣上
[00:05:55.500 --> 00:05:58.500]  嘉爾文真的要回到聖經那裡
[00:05:58.500 --> 00:06:00.500]  看到神的那個預定
[00:06:00.500 --> 00:06:03.500]  當然他有很多聖經的支持
[00:06:03.500 --> 00:06:05.500]  我剛才來的時候
[00:06:05.500 --> 00:06:08.500]  很趕就印了一份筆記
[00:06:08.500 --> 00:06:11.500]  就去到前面我們看到
[00:06:11.500 --> 00:06:13.500]  嘉爾文怎樣看經濟
[00:06:13.500 --> 00:06:16.500]  怎樣看一個信徒
[00:06:16.500 --> 00:06:18.500]  信了主耶穌
[00:06:18.500 --> 00:06:20.500]  既然現在是預定論
[00:06:20.500 --> 00:06:22.500]  神預定了我們得救
[00:06:22.500 --> 00:06:23.500]  我們是被揀選
[00:06:23.500 --> 00:06:25.500]  那到底我們在人生
[00:06:25.500 --> 00:06:28.500]  應該怎樣來看自己呢
[00:06:28.500 --> 00:06:30.500]  那裡我就直接
[00:06:30.500 --> 00:06:33.500]  因為我真的看基督教要義
[00:06:33.500 --> 00:06:36.500]  就整個章節關於經濟
