
[00:00:00.000 --> 00:00:02.880]  今晚我們在203這裡
[00:00:02.880 --> 00:00:07.000]  也有些桌子方便在現場的兄弟姐妹
[00:00:07.000 --> 00:00:09.080]  可以寫筆記等等
[00:00:09.080 --> 00:00:11.560]  我們一起有同心禱告
[00:00:11.560 --> 00:00:13.560]  多謝天父的恩典
[00:00:13.560 --> 00:00:16.240]  我們能夠可以行上
[00:00:16.240 --> 00:00:17.840]  逢星期四晚
[00:00:17.840 --> 00:00:20.000]  來去研讀聖經
[00:00:20.000 --> 00:00:22.280]  我們盼望我們一直累積
[00:00:22.280 --> 00:00:24.480]  對每一卷書的認識
[00:00:24.480 --> 00:00:28.360]  深化我們對神的真理啟示
[00:00:28.360 --> 00:00:31.880]  其實就是對神的屬性的認識
[00:00:31.880 --> 00:00:34.520]  以致我們在靈命上
[00:00:34.520 --> 00:00:38.280]  因為我們明白了很多的真理
[00:00:38.280 --> 00:00:40.960]  使我們的生命能夠豐富
[00:00:40.960 --> 00:00:42.680]  對屬靈的國度
[00:00:42.680 --> 00:00:44.440]  我們不感到陌生
[00:00:44.440 --> 00:00:47.320]  甚至我們極渴望
[00:00:47.320 --> 00:00:50.800]  在我們有限的人生完成之後
[00:00:50.800 --> 00:00:52.800]  將來去到永恆
[00:00:52.800 --> 00:00:54.360]  求主帶領我們
[00:00:54.360 --> 00:00:57.800]  我們今天晚上會再看《馬拉基書》
[00:00:57.800 --> 00:00:59.600]  這四章的經文
[00:00:59.600 --> 00:01:01.280]  其實很短的
[00:01:01.280 --> 00:01:06.240]  但是幫助我們能夠有系統地去研讀
[00:01:06.240 --> 00:01:11.080]  特別是一些可能跟神學有關聯的課題
[00:01:11.080 --> 00:01:13.480]  譬如我們提到的《簡選論》
[00:01:13.480 --> 00:01:16.960]  都讓我們可以透過聖經去掌握
[00:01:16.960 --> 00:01:18.080]  去明白
[00:01:18.080 --> 00:01:20.040]  我們仰望禱告
[00:01:20.040 --> 00:01:22.240]  奉耶穌基督的名
[00:01:22.240 --> 00:01:23.160]  阿們
[00:01:23.160 --> 00:01:23.680]  好
[00:01:23.680 --> 00:01:26.280]  上一個星期剛剛開始了
[00:01:26.280 --> 00:01:29.320]  大家在網上看到
[00:01:29.320 --> 00:01:30.520]  不好意思
[00:01:30.520 --> 00:01:34.840]  背景就是牆壁和電視
[00:01:34.840 --> 00:01:36.960]  大家忍耐一下
[00:01:36.960 --> 00:01:38.360]  或者你不用開著
[00:01:38.360 --> 00:01:40.200]  就這樣聽著一邊寫都可以
[00:01:40.200 --> 00:01:41.480]  不用看著我
[00:01:41.480 --> 00:01:43.480]  反正我也不會看著鏡頭的
[00:01:43.480 --> 00:01:45.480]  上一次
[00:01:45.480 --> 00:01:47.480]  即是前一個星期
[00:01:47.480 --> 00:01:50.840]  或者可能我要講得慢一點
[00:01:50.840 --> 00:01:52.680]  因為現在沒有麥克風
[00:01:52.680 --> 00:01:54.360]  可能聲音夠的
[00:01:54.360 --> 00:01:55.880]  錄音那裡是沒有問題的
[00:01:55.880 --> 00:01:59.800]  所以我可能就盡量減低聲浪
[00:01:59.800 --> 00:02:02.720]  因為怕喉嚨還是比較癢
[00:02:02.720 --> 00:02:06.440]  就是我們上一次提過
[00:02:06.440 --> 00:02:09.000]  因為以色列人
[00:02:09.000 --> 00:02:13.160]  他們來質疑神
[00:02:13.160 --> 00:02:16.560]  其實還愛不愛我們這個民族呢?
[00:02:16.560 --> 00:02:19.640]  這些是一些很大的課題
[00:02:19.640 --> 00:02:25.640]  居然聖經會觸碰到這些深層次的問題
[00:02:25.640 --> 00:02:28.360]  神到底還眷顧不眷顧
[00:02:28.360 --> 00:02:31.240]  這個祂揀選的民族呢?
[00:02:31.240 --> 00:02:35.840]  還有作者才知道
[00:02:35.840 --> 00:02:38.040]  祂挑起這個問題
[00:02:38.040 --> 00:02:46.080]  接著百姓當然會問一個很實際的問題
[00:02:46.080 --> 00:02:50.160]  就是何以見得呢?
[00:02:50.160 --> 00:02:53.080]  這是要解答的
[00:02:53.080 --> 00:02:55.440]  那你有沒有什麼充分的理據
[00:02:55.440 --> 00:02:59.600]  說神愛我們這個民族呢?
[00:02:59.600 --> 00:03:03.560]  這個愛是古代的時候
[00:03:03.560 --> 00:03:06.760]  還是現在還在愛呢?
[00:03:06.760 --> 00:03:10.880]  現在在愛是很重要的進行式
[00:03:10.880 --> 00:03:13.560]  那將來還愛不愛呢?
[00:03:13.560 --> 00:03:15.080]  這個問題
[00:03:15.080 --> 00:03:19.520]  其實如果我們從來都不敢問的時候
[00:03:19.520 --> 00:03:22.920]  原來聖經有這樣的問題
[00:03:22.920 --> 00:03:25.960]  甚至乎有解答
[00:03:25.960 --> 00:03:27.320]  不過那個解答
[00:03:27.320 --> 00:03:30.280]  比我們更加難以理解
[00:03:30.280 --> 00:03:34.320]  正正就是觸碰到一個絕對的揀選
[00:03:34.320 --> 00:03:36.680]  很有趣地
[00:03:36.680 --> 00:03:38.280]  我們上一個星期
[00:03:38.280 --> 00:03:43.160]  上一次就曾經開始看到羅馬書的經文
[00:03:43.160 --> 00:03:46.680]  其實在新約有四段聖經
[00:03:46.680 --> 00:03:52.640]  關係到這個耳掃的經文
[00:03:52.640 --> 00:03:55.160]  我們可以先看第一段
[00:03:55.160 --> 00:03:57.320]  其實都很清楚的分段
[00:03:57.320 --> 00:03:58.520]  第一個段落
[00:03:58.520 --> 00:04:01.200]  上個星期我們講過那個題材
[00:04:01.200 --> 00:04:02.560]  作者的寫作
[00:04:02.560 --> 00:04:04.640]  就不是說「而言而言」
[00:04:04.640 --> 00:04:06.880]  接著就講一些審判的話
[00:04:06.880 --> 00:04:08.960]  或者好像這個
[00:04:08.960 --> 00:04:12.040]  撒加利亞書那樣講一些將來的預言
[00:04:12.040 --> 00:04:12.880]  等等
[00:04:12.880 --> 00:04:16.640]  或者透過一些神蹟
[00:04:16.640 --> 00:04:18.840]  或者一些比喻來講
[00:04:18.840 --> 00:04:21.240]  這裡是一個好像議論題那樣
[00:04:21.240 --> 00:04:24.240]  用一些議論的文章的題材
[00:04:24.240 --> 00:04:26.960]  就是說我提出了一個東西
[00:04:26.960 --> 00:04:28.440]  你們認不認同呢?
[00:04:28.440 --> 00:04:30.920]  那些收信的讀者說
[00:04:30.920 --> 00:04:32.400]  我們當然不認同
[00:04:32.400 --> 00:04:35.360]  如果認同我們就不會這樣的狀態
[00:04:35.360 --> 00:04:41.720]  其實作者透過一個這樣的切文的問題
[00:04:41.720 --> 00:04:44.160]  來點出他們現在的狀態
[00:04:44.160 --> 00:04:46.800]  不是神所喜悅的狀態
[00:04:46.800 --> 00:04:49.720]  當然是說屬靈的狀況
[00:04:49.720 --> 00:04:52.080]  和神的關係的狀況
