
[00:00:00.000 --> 00:00:03.480]  記住我們今天有我們的牧師
[00:00:03.480 --> 00:00:05.040]  生銳桂牧師
[00:00:05.040 --> 00:00:08.560]  我們本堂的堂主任在我們中間靜悟
[00:00:08.560 --> 00:00:13.280]  他今天和我們分享的題目叫「盡神的國」
[00:00:13.280 --> 00:00:15.320]  今天的經文記載在
[00:00:15.320 --> 00:00:20.000]  《路加福音》第十八章
[00:00:20.000 --> 00:00:23.440]  十五至二十六節
[00:00:23.440 --> 00:00:27.440]  如果大家用我們教會的聖經的話
[00:00:27.440 --> 00:00:34.640]  是在新約的第一百二十二頁
[00:00:34.640 --> 00:00:38.160]  找到的時候請聽我讀出第十八章第十五節
[00:00:38.160 --> 00:00:41.640]  有人甚至連嬰孩也帶來見耶穌
[00:00:41.640 --> 00:00:43.360]  要他摸他們
[00:00:43.360 --> 00:00:47.080]  門徒看見就責備那些人
[00:00:47.080 --> 00:00:50.560]  耶穌卻叫他們來說
[00:00:50.560 --> 00:00:52.640]  讓小孩子到我這裡來
[00:00:52.640 --> 00:00:54.000]  不要阻止他們
[00:00:54.000 --> 00:00:58.320]  因為在神國的正是這樣的人
[00:00:58.320 --> 00:01:00.080]  我實在告訴你們
[00:01:00.080 --> 00:01:02.360]  凡要接受神國的
[00:01:02.360 --> 00:01:04.120]  若不像小孩子
[00:01:04.120 --> 00:01:07.000]  絕不能進去
[00:01:07.000 --> 00:01:09.360]  有一個官問耶穌說
[00:01:09.360 --> 00:01:10.520]  「善良的老師啊
[00:01:10.520 --> 00:01:14.320]  我該做什麼事才能夠承受永生呢?」
[00:01:14.320 --> 00:01:15.680]  耶穌對他說
[00:01:15.680 --> 00:01:18.400]  「你為什麼稱我是善良呢?
[00:01:18.400 --> 00:01:20.200]  除了神一位之外
[00:01:20.200 --> 00:01:22.560]  再沒有善良的
[00:01:22.560 --> 00:01:24.160]  誡命你是知道的
[00:01:24.160 --> 00:01:25.120]  不可姦淫
[00:01:25.120 --> 00:01:26.040]  不可殺人
[00:01:26.040 --> 00:01:26.880]  不可偷渡
[00:01:26.880 --> 00:01:28.400]  不可作假見證
[00:01:28.400 --> 00:01:31.320]  當孝順父母」
[00:01:31.320 --> 00:01:32.800]  那個人就回答
[00:01:32.800 --> 00:01:35.240]  「這一切我從小都遵守」
[00:01:35.240 --> 00:01:37.000]  耶穌聽到就對他說
[00:01:37.000 --> 00:01:39.280]  「你還缺少了一件
[00:01:39.280 --> 00:01:41.920]  要變賣你一切所有
[00:01:41.920 --> 00:01:43.560]  分給窮人
[00:01:43.560 --> 00:01:45.760]  就必有財寶在天上
[00:01:45.760 --> 00:01:47.920]  你還要來跟隨我?」
[00:01:47.920 --> 00:01:49.560]  他聽到這個話
[00:01:49.560 --> 00:01:50.680]  就非常憂愁
[00:01:50.680 --> 00:01:53.160]  因為他很富有
[00:01:53.160 --> 00:01:55.440]  耶穌見他變得憂愁
[00:01:55.440 --> 00:01:56.560]  就說
[00:01:56.560 --> 00:01:58.760]  「有錢財的人進神的國
[00:01:58.760 --> 00:02:00.680]  是何等的難呢?
[00:02:00.680 --> 00:02:03.000]  駱駝穿過針眼
[00:02:03.000 --> 00:02:06.440]  比財主進神的國還容易呢?」
[00:02:06.440 --> 00:02:08.400]  聽見的人說
[00:02:08.400 --> 00:02:12.120]  這樣誰能得救呢?
[00:02:12.120 --> 00:02:14.120]  將時間交給曾牧師
[00:02:19.840 --> 00:02:21.840]  各位弟兄姊妹早晨
[00:02:21.840 --> 00:02:24.120]  我們一起祈禱
[00:02:24.120 --> 00:02:25.640]  多謝主
[00:02:25.640 --> 00:02:27.760]  我們能夠聚集
[00:02:27.760 --> 00:02:30.200]  這一切都是恩典
[00:02:30.200 --> 00:02:33.080]  是祢將我們來到去拯救
[00:02:33.080 --> 00:02:37.240]  亦都讓我們能夠有這個永恆的價值觀
[00:02:37.240 --> 00:02:40.680]  我們知道我們是屬於耶穌基督的人
[00:02:40.680 --> 00:02:43.280]  我們將來就會進入天國
[00:02:43.280 --> 00:02:45.200]  幫助我們能夠明白
[00:02:45.200 --> 00:02:47.280]  背後的那個原委
[00:02:47.280 --> 00:02:49.160]  為何我們會信到耶穌
[00:02:49.160 --> 00:02:50.960]  得到神的救恩
[00:02:50.960 --> 00:02:53.240]  亦都為何有人
[00:02:53.240 --> 00:02:56.480]  一生過著很好的生活
[00:02:56.480 --> 00:02:58.880]  但是又信不到耶穌
[00:02:58.880 --> 00:03:01.280]  幫助我們透過這一大段聖經
[00:03:01.280 --> 00:03:04.120]  認識主耶穌祢的教導
[00:03:04.120 --> 00:03:06.120]  我們一起在祢面前等候
[00:03:06.120 --> 00:03:09.400]  禱告奉耶穌基督的名
[00:03:09.400 --> 00:03:10.400]  阿們
[00:03:10.400 --> 00:03:14.040]  其實由上個星期十六章近尾
[00:03:14.040 --> 00:03:16.880]  大家如果還有印象的財主
[00:03:16.880 --> 00:03:19.120]  拉撒路的比喻
[00:03:19.120 --> 00:03:22.960]  財主一生奢華艷樂
[00:03:22.960 --> 00:03:27.880]  但是原來人不是一生一世
[00:03:27.880 --> 00:03:29.640]  不是死後
[00:03:29.640 --> 00:03:31.920]  好像我們中國人所說的
[00:03:31.920 --> 00:03:33.720]  人死如燈滅
[00:03:33.720 --> 00:03:37.040]  有永恆的幕簾打開
[00:03:37.040 --> 00:03:42.720]  他見到阿伯拉罕和拉撒路
[00:03:42.720 --> 00:03:44.520]  他就驚恐
[00:03:44.520 --> 00:03:47.800]  來到去求阿伯拉罕
[00:03:47.800 --> 00:03:51.640]  打發拉撒路回去凡間
[00:03:51.640 --> 00:03:53.720]  告訴他幾個兄弟
[00:03:53.720 --> 00:03:57.600]  不要來我這個地方陰間
[00:03:57.600 --> 00:04:02.720]  阿伯拉罕說了一句相當語重心長的話
[00:04:02.720 --> 00:04:05.000]  猶太人
[00:04:05.000 --> 00:04:08.160]  你們有甚麼?
[00:04:08.160 --> 00:04:11.040]  有摩西的律法
[00:04:11.040 --> 00:04:15.640]  和先知的書他們可以聽從
[00:04:15.640 --> 00:04:19.440]  就算是從死復活的拉撒路
[00:04:19.440 --> 00:04:20.960]  都沒有用
[00:04:20.960 --> 00:04:23.360]  心靈不肯改變
[00:04:23.360 --> 00:04:28.000]  是不能夠得到神的恩典
[00:04:28.000 --> 00:04:30.240]  就是一個這樣的總結
[00:04:30.240 --> 00:04:32.360]  接著第十七章
[00:04:32.360 --> 00:04:34.520]  當然有好幾個的教訓
[00:04:34.520 --> 00:04:39.680]  很快立即又提到十七章的二十節
[00:04:39.680 --> 00:04:41.840]  伯利賽人就問
[00:04:41.840 --> 00:04:44.600]  神的國何時來?
[00:04:44.600 --> 00:04:46.280]  耶穌怎樣回答?
[00:04:46.280 --> 00:04:49.840]  就用了一個比喻來跟他們說
[00:04:49.840 --> 00:04:51.280]  神的國來到
[00:04:51.280 --> 00:04:54.640]  不是你們的眼睛能夠看到的
[00:04:54.640 --> 00:04:58.200]  因為神的國度就在你們的心裡
[00:04:58.200 --> 00:05:00.520]  詳細不說這一大段經文
[00:05:00.520 --> 00:05:03.760]  因為我們十八章、十九章
[00:05:03.760 --> 00:05:06.960]  還有更多講神的國度
[00:05:06.960 --> 00:05:09.400]  在這幾章裏面
[00:05:09.400 --> 00:05:11.080]  只是一個主題
[00:05:11.080 --> 00:05:15.880]  怎樣可以進入神的國度
[00:05:15.880 --> 00:05:19.760]  其實應該更加是一個對比
[00:05:19.760 --> 00:05:25.000]  哪些人怎樣都不能夠進入神的國度
[00:05:25.000 --> 00:05:27.040]  平衡地去講
[00:05:27.040 --> 00:05:28.800]  待會我給大家看到
[00:05:28.800 --> 00:05:31.680]  在整個段落的鋪排裏面
[00:05:31.680 --> 00:05:35.480]  盧家醫生將兩個平衡擺出來
[00:05:35.480 --> 00:05:38.400]  講了那個很大的原則
[00:05:38.400 --> 00:05:41.840]  怎樣可以得到神國度的人的特質
[00:05:41.840 --> 00:05:44.560]  然後就給我們一些例子
[00:05:44.560 --> 00:05:47.920]  怎樣的人不能夠得到神的國
[00:05:47.920 --> 00:05:50.840]  怎樣的人又可以得到神的國
[00:05:50.840 --> 00:05:52.440]  在這幾段經文裏面
[00:05:52.440 --> 00:05:54.200]  都這樣去講
[00:05:54.200 --> 00:05:57.080]  首先十八章第一個比喻
[00:05:57.080 --> 00:06:00.600]  就是主耶穌告訴我們
[00:06:00.600 --> 00:06:02.760]  叫我們常常祈禱
[00:06:02.760 --> 00:06:04.000]  不要灰心
[00:06:04.000 --> 00:06:08.320]  用了一個很極端的例子、比喻
[00:06:08.320 --> 00:06:09.960]  一個寡婦
[00:06:09.960 --> 00:06:11.880]  在當時的世界甚麼都沒有
[00:06:11.880 --> 00:06:15.040]  她一定要來求官幫助
[00:06:15.040 --> 00:06:18.200]  求的是一個不義的官
[00:06:18.200 --> 00:06:20.280]  不懼怕神
[00:06:20.280 --> 00:06:22.960]  也不愛世人
[00:06:22.960 --> 00:06:25.120]  你求他是沒有用的
[00:06:25.120 --> 00:06:26.280]  但是耶穌說
[00:06:26.280 --> 00:06:28.560]  這個寡婦
[00:06:28.560 --> 00:06:33.880]  每天都去纏磨這個官
[00:06:33.880 --> 00:06:35.320]  怎樣纏呢?
[00:06:35.320 --> 00:06:37.920]  死纏爛打的纏
[00:06:37.920 --> 00:06:39.240]  怎樣磨呢?
[00:06:39.240 --> 00:06:41.280]  說每天都去纏她
[00:06:41.280 --> 00:06:43.040]  叫纏磨
[00:06:43.040 --> 00:06:46.160]  聖經用得很精美的這些說話
[00:06:46.160 --> 00:06:48.480]  這樣去跟這個官說
[00:06:48.480 --> 00:06:50.720]  最終這個官都聽他的話
[00:06:50.720 --> 00:06:52.040]  為他申冤
[00:06:52.040 --> 00:06:55.760]  接著十八章的第六節
[00:06:55.760 --> 00:06:59.080]  你們聽這個不義的官所說的話
[00:06:59.080 --> 00:07:02.440]  神的選民整個段落
[00:07:02.440 --> 00:07:06.000]  不是想教我們怎樣去告狀
[00:07:06.000 --> 00:07:07.480]  你去消委會
[00:07:07.480 --> 00:07:09.120]  記得寫信寫得好一點
[00:07:09.120 --> 00:07:09.920]  投訴呢?
[00:07:09.920 --> 00:07:11.640]  你要這樣投訴會好一點
[00:07:11.640 --> 00:07:13.600]  不是教我們這些
[00:07:13.600 --> 00:07:16.760]  是教我們神國道
[00:07:16.760 --> 00:07:19.560]  千萬不要灰心
[00:07:19.560 --> 00:07:23.040]  你如果不持續去祈禱
[00:07:23.040 --> 00:07:26.720]  敏銳於神的工作
[00:07:26.720 --> 00:07:30.400]  你一定會灰心失望
[00:07:30.400 --> 00:07:32.880]  是耶穌保證的
[00:07:32.880 --> 00:07:36.600]  人面對神國道的進行
[00:07:36.600 --> 00:07:38.600]  你不持續祈禱
[00:07:38.600 --> 00:07:41.360]  敏銳於神的價值觀
[00:07:41.360 --> 00:07:44.000]  看到神在地上的工作
[00:07:44.000 --> 00:07:46.600]  你一定會灰心失望
[00:07:46.600 --> 00:07:48.200]  留意第六節
[00:07:48.200 --> 00:07:50.160]  你們聽這個不義的官所說
[00:07:50.160 --> 00:07:53.080]  神的選民晝夜去呼籲他
[00:07:53.080 --> 00:07:56.520]  他豈不會言詞不給他們申冤嗎?
[00:07:56.520 --> 00:07:57.520]  我告訴你們
[00:07:57.520 --> 00:07:59.600]  他很快就要給他們申冤
[00:07:59.600 --> 00:08:02.280]  然而
[00:08:02.280 --> 00:08:03.200]  耶穌說了
[00:08:03.200 --> 00:08:05.800]  就是這個比喻的目的
[00:08:05.800 --> 00:08:08.000]  人子來的時候
[00:08:08.000 --> 00:08:11.280]  在世界上找得到有信心的
[00:08:11.280 --> 00:08:13.520]  得恨的人還沒有
[00:08:13.520 --> 00:08:16.880]  即是說耶穌來到他已經提出了一個
[00:08:16.880 --> 00:08:20.760]  很認真的勸勉
[00:08:20.760 --> 00:08:23.480]  你等待神的國道
[00:08:23.480 --> 00:08:25.040]  你的生活
[00:08:25.040 --> 00:08:26.600]  你要面對
[00:08:26.600 --> 00:08:28.880]  可能是無止盡
[00:08:28.880 --> 00:08:34.280]  當神未對應那些成就的事情的時候
[00:08:34.280 --> 00:08:38.960]  或者你不持續敏銳於神的工作的時候
[00:08:38.960 --> 00:08:41.960]  你是會灰心失望的
[00:08:41.960 --> 00:08:43.640]  人子來的時候
[00:08:43.640 --> 00:08:45.400]  會不會找到呢?
[00:08:45.400 --> 00:08:47.840]  是一個公開切問的問題
[00:08:47.840 --> 00:08:49.680]  歷世歷代的信徒
[00:08:49.680 --> 00:08:51.000]  必須學習
[00:08:51.000 --> 00:08:53.200]  耶穌這個比喻的教導
[00:08:53.200 --> 00:08:56.040]  使叫人常常禱告
[00:08:56.040 --> 00:08:58.560]  不可灰心
[00:08:58.560 --> 00:09:01.680]  就用一個例子的比喻
[00:09:01.680 --> 00:09:05.120]  寡婦求一個不義的官
[00:09:05.120 --> 00:09:07.800]  尚且那個官都被她的說話
[00:09:07.800 --> 00:09:11.040]  被她的坦誠打動了
[00:09:11.040 --> 00:09:14.520]  何況這一位做物主愛世人的神
[00:09:14.520 --> 00:09:16.000]  怎會不聽呢?
[00:09:16.000 --> 00:09:17.560]  不是神不聽
[00:09:17.560 --> 00:09:20.400]  是我們自己灰心了
[00:09:20.400 --> 00:09:22.920]  是我們慢慢越來越
[00:09:22.920 --> 00:09:25.760]  跟神的國的敏銳
[00:09:25.760 --> 00:09:27.840]  來到越來越遠了
[00:09:27.840 --> 00:09:29.840]  弟子們
[00:09:29.840 --> 00:09:32.840]  你今天熱誠的侍奉
[00:09:32.840 --> 00:09:36.360]  是否一如既往的初心呢?
[00:09:36.360 --> 00:09:39.000]  還是很多的事件令到你
[00:09:39.000 --> 00:09:41.520]  正正就是這個比喻的勸勉
[00:09:41.520 --> 00:09:45.560]  你已經離開了侍奉的行列呢?
[00:09:45.560 --> 00:09:48.520]  你已經有很多的理由
[00:09:48.520 --> 00:09:51.040]  而且是非常合理的理由
[00:09:51.040 --> 00:09:53.640]  你已經慢慢地退後呢?
[00:09:53.640 --> 00:09:56.240]  這個比喻就是這樣勸我們
[00:09:56.240 --> 00:10:00.280]  常常禱告不可灰心
[00:10:00.280 --> 00:10:02.400]  禱告不是令我們
[00:10:02.400 --> 00:10:05.200]  見到事情立即在你面前發生
[00:10:05.200 --> 00:10:08.360]  禱告是使我們見到神
[00:10:08.360 --> 00:10:10.280]  默默地在做事
[00:10:10.280 --> 00:10:13.040]  你不需要擔心
[00:10:13.040 --> 00:10:14.920]  神正在做事
[00:10:14.920 --> 00:10:17.320]  神的國度的指引
[00:10:17.320 --> 00:10:18.760]  第二個比喻
[00:10:18.760 --> 00:10:21.760]  有兩個人去聖殿祈禱
[00:10:21.760 --> 00:10:24.640]  耶穌說了一個比喻的原因
[00:10:24.640 --> 00:10:26.560]  那些自以為異的人
[00:10:26.560 --> 00:10:28.960]  就會藐視別人
[00:10:28.960 --> 00:10:32.680]  耶穌說有兩個人上去聖殿祈禱
[00:10:32.680 --> 00:10:35.000]  通常這樣兩個人是很少的
[00:10:35.000 --> 00:10:36.400]  一個是法利塞人
[00:10:36.400 --> 00:10:38.520]  一個是聚人
[00:10:38.520 --> 00:10:41.560]  很少聖經這樣說
[00:10:41.560 --> 00:10:44.960]  瑞利和法利塞人會一起的
[00:10:44.960 --> 00:10:47.960]  基本上在福音書給我們見到
[00:10:47.960 --> 00:10:51.480]  法利塞人見到瑞利就會自己走的
[00:10:51.480 --> 00:10:52.880]  不會一起的
[00:10:52.880 --> 00:10:55.600]  沒理由兩個人上去聖殿祈禱
[00:10:55.600 --> 00:10:56.840]  耶穌又告訴我們
[00:10:56.840 --> 00:10:59.200]  這是一個比喻
[00:10:59.200 --> 00:11:01.640]  接著就說兩個人的祈禱
[00:11:01.640 --> 00:11:03.400]  法利塞人怎樣祈禱
[00:11:03.400 --> 00:11:04.800]  瑞利怎樣祈禱
[00:11:04.800 --> 00:11:05.680]  說出來了
[00:11:05.680 --> 00:11:10.160]  說完之後第十四節
[00:11:10.160 --> 00:11:12.240]  十八章的十四節
[00:11:12.240 --> 00:11:13.520]  我告訴你們
[00:11:13.520 --> 00:11:15.360]  這個人回家
[00:11:15.360 --> 00:11:18.800]  被那個人保算為二
[00:11:18.800 --> 00:11:20.360]  嘩
[00:11:20.360 --> 00:11:23.400]  耶穌幫我們做了一個
[00:11:23.400 --> 00:11:28.760]  神廳祈禱的樣板
[00:11:28.760 --> 00:11:30.120]  我們就想想
[00:11:30.120 --> 00:11:32.680]  這個人是誰呢
[00:11:32.680 --> 00:11:34.800]  那個人又是誰呢
[00:11:34.800 --> 00:11:35.920]  只有兩個
[00:11:35.920 --> 00:11:36.840]  不是A就是B
[00:11:36.840 --> 00:11:38.080]  或者不是法利塞人
[00:11:38.080 --> 00:11:40.000]  就是瑞利
[00:11:40.000 --> 00:11:40.680]  是不是
[00:11:40.680 --> 00:11:43.400]  你猜一下
