
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹早安
[00:00:02.000 --> 00:00:05.000]  今天很感謝曾牧師
[00:00:05.000 --> 00:00:08.000]  也感謝富哥邀請我來到大家中間
[00:00:08.000 --> 00:00:10.000]  難得來到大家中間
[00:00:10.000 --> 00:00:13.000]  我在眼前只有幾個人
[00:00:13.000 --> 00:00:17.000]  其實在這個疫情上很不習慣
[00:00:17.000 --> 00:00:20.000]  很不習慣經常對著幾個人
[00:00:20.000 --> 00:00:23.000]  甚至有時對著螢幕來錄影
[00:00:23.000 --> 00:00:24.000]  像現在這樣
[00:00:24.000 --> 00:00:25.000]  我對著大家
[00:00:25.000 --> 00:00:26.000]  又要看著廣場
[00:00:26.000 --> 00:00:27.000]  又要對著那裡
[00:00:27.000 --> 00:00:30.000]  我也不知道看哪裡好
[00:00:30.000 --> 00:00:31.000]  在這裡打個招呼
[00:00:31.000 --> 00:00:34.000]  特別要和我的和平團友打個招呼
[00:00:34.000 --> 00:00:37.000]  很難得來到大家常來崇拜的地方
[00:00:37.000 --> 00:00:40.000]  雖然隔著螢幕是挺不情願的
[00:00:40.000 --> 00:00:42.000]  不過也不要緊
[00:00:42.000 --> 00:00:44.000]  分享上帝的道
[00:00:44.000 --> 00:00:47.000]  我是不是需要脫下口罩
[00:00:47.000 --> 00:00:50.000]  OK的
[00:00:50.000 --> 00:00:53.000]  免得大家
[00:00:53.000 --> 00:00:56.000]  今天我來到跟大家分享
[00:00:56.000 --> 00:00:58.000]  其實我是被見面
[00:00:58.000 --> 00:01:00.000]  你看到我,我就看不到你
[00:01:00.000 --> 00:01:02.000]  我在哪裡來的呢?
[00:01:02.000 --> 00:01:04.000]  就是中華基督教會望角堂
[00:01:04.000 --> 00:01:06.000]  一個很小的教會
[00:01:06.000 --> 00:01:07.000]  在鬧市中間
[00:01:07.000 --> 00:01:09.000]  所以有機會來到
[00:01:09.000 --> 00:01:10.000]  可能你不知道在哪裡
[00:01:10.000 --> 00:01:12.000]  其實就在基督那棟樓
[00:01:12.000 --> 00:01:14.000]  你來到就有機會碰到面
[00:01:14.000 --> 00:01:17.000]  又見到一個像我一樣的養人
[00:01:17.000 --> 00:01:18.000]  應該是我
[00:01:18.000 --> 00:01:20.000]  你可以打個招呼
[00:01:20.000 --> 00:01:21.000]  今天我們這段經文
[00:01:21.000 --> 00:01:24.000]  希望大家不要蓋過
[00:01:24.000 --> 00:01:28.000]  不明白我們現在去酒樓吃飯
[00:01:28.000 --> 00:01:30.000]  找個餐牌點完菜
[00:01:30.000 --> 00:01:31.000]  點完菜之後
[00:01:31.000 --> 00:01:32.000]  餐牌就不要了
[00:01:32.000 --> 00:01:33.000]  就放在一旁
[00:01:33.000 --> 00:01:35.000]  看看那些東西好不好吃
[00:01:35.000 --> 00:01:36.000]  不要
[00:01:36.000 --> 00:01:38.000]  是講聖經的
[00:01:38.000 --> 00:01:39.000]  所以一會兒
[00:01:39.000 --> 00:01:42.000]  大家無論如何都翻開你的聖經
[00:01:42.000 --> 00:01:44.000]  我只是講聖經
[00:01:44.000 --> 00:01:46.000]  沒有笑話聽
[00:01:46.000 --> 00:01:47.000]  不好意思
[00:01:47.000 --> 00:01:48.000]  我們就在聖經裡面
[00:01:48.000 --> 00:01:49.000]  集中去看看
[00:01:49.000 --> 00:01:52.000]  到底今天這段經文給我們有什麼體會呢?
[00:01:52.000 --> 00:01:57.000]  在哥林多前書第六章第十二至二十節
[00:01:57.000 --> 00:01:58.000]  這段經文
