
[00:00:00.000 --> 00:00:02.000]  我們一起同心禱告
[00:00:02.000 --> 00:00:05.000]  多謝主讓我們晚上
[00:00:05.000 --> 00:00:11.000]  雖然天氣有陰沉、下雨和少許寒冷
[00:00:11.000 --> 00:00:13.000]  但也幫助我們
[00:00:13.000 --> 00:00:19.000]  特別是弟兄姊妹安在家中安靜地讀經
[00:00:19.000 --> 00:00:23.000]  盼望學習能夠打開聖經
[00:00:23.000 --> 00:00:27.000]  逐段認真地去研讀的時候
[00:00:27.000 --> 00:00:30.000]  得到心靈的啟發
[00:00:30.000 --> 00:00:35.000]  和對主、對舊恩有全面真理的掌握
[00:00:35.000 --> 00:00:41.000]  以致我們的信仰能夠非常確實地相信
[00:00:41.000 --> 00:00:43.000]  而且在這個相信中
[00:00:43.000 --> 00:00:47.000]  也會影響我們對很多事物的價值觀的看法
[00:00:47.000 --> 00:00:51.000]  求主帶領來到最後的兩章
[00:00:51.000 --> 00:00:58.000]  特別是耶穌基督的犧牲十誡上的對話
[00:00:58.000 --> 00:01:01.000]  和二十章的復活
[00:01:01.000 --> 00:01:04.000]  都是很特別在《約翰福音》的記載
[00:01:04.000 --> 00:01:07.000]  也幫助我們能夠掌握、明白
[00:01:07.000 --> 00:01:10.000]  我們今天晚上在您面前等候禱告
[00:01:10.000 --> 00:01:12.000]  奉耶穌基督的名
[00:01:12.000 --> 00:01:13.000]  阿們
[00:01:13.000 --> 00:01:19.000]  我們可以先由第十九章第二十三節
[00:01:19.000 --> 00:01:21.000]  再重新讀起
[00:01:21.000 --> 00:01:23.000]  上個星期我們說過一點點
[00:01:23.000 --> 00:01:29.000]  上個星期集中處理最後的比拉多和耶穌
[00:01:29.000 --> 00:01:33.000]  和祭司長就是以該亞法做單位
[00:01:33.000 --> 00:01:35.000]  整個集團
[00:01:35.000 --> 00:01:38.000]  這樣來到要置耶穌於死地
[00:01:38.000 --> 00:01:41.000]  比拉多有他的身份的尷尬
[00:01:41.000 --> 00:01:42.000]  有他要避嫌
[00:01:42.000 --> 00:01:46.000]  有他要置身於事外的那種推搪
[00:01:46.000 --> 00:01:53.000]  但是最終也是基於政治
[00:01:53.000 --> 00:01:59.000]  一涉及到對付背叛該殺的人
[00:01:59.000 --> 00:02:01.000]  你自己就要背叛該殺
[00:02:01.000 --> 00:02:03.000]  那就沒辦法了
[00:02:03.000 --> 00:02:09.000]  耶穌就要被比拉多下命令
[00:02:09.000 --> 00:02:10.000]  他要來到死
[00:02:10.000 --> 00:02:12.000]  二十三節
[00:02:12.000 --> 00:02:16.000]  冰釘既然將耶穌釘在十字架上
[00:02:16.000 --> 00:02:19.000]  就拿他的衣服分為四份
[00:02:19.000 --> 00:02:20.000]  每兵一份
[00:02:20.000 --> 00:02:22.000]  又拿他的女衣
[00:02:22.000 --> 00:02:27.000]  這件女衣原來沒有縫而是上下一片織成的
[00:02:27.000 --> 00:02:31.000]  這裡沒有特別像其他的三卷福音書那樣說
[00:02:31.000 --> 00:02:35.000]  有兩個強盜一起去到那個情境
[00:02:35.000 --> 00:02:39.000]  其中一個就呼求耶穌拯救他
[00:02:39.000 --> 00:02:42.000]  另一個嘲笑他等等
[00:02:42.000 --> 00:02:46.000]  此類在約翰福音沒有強調
[00:02:46.000 --> 00:02:48.000]  不過待會你看到那些細節
[00:02:48.000 --> 00:02:53.000]  你就知道其實是有一起釘十字架的強盜
[00:02:53.000 --> 00:02:56.000]  接著就是第二十四節
[00:02:56.000 --> 00:03:00.000]  他們彼此說:我們不要撕開
[00:03:00.000 --> 00:03:05.000]  只要抽籤看誰得著
[00:03:05.000 --> 00:03:08.000]  這要應嚴經上的話說
[00:03:08.000 --> 00:03:10.000]  他們分了我的外衣
[00:03:10.000 --> 00:03:13.000]  為我的女衣捏扣
[00:03:13.000 --> 00:03:15.000]  這是詩篇的經文
[00:03:15.000 --> 00:03:18.000]  就是那首尼塞亞壽苦詩
[00:03:18.000 --> 00:03:20.000]  詩篇的二十二篇
[00:03:20.000 --> 00:03:23.000]  冰釘果然作了這事
[00:03:23.000 --> 00:03:25.000]  站在耶穌十字架旁邊的
[00:03:25.000 --> 00:03:29.000]  與他母親的姐妹
[00:03:29.000 --> 00:03:32.000]  並格羅巴的妻子瑪利亞
[00:03:32.000 --> 00:03:37.000]  原來耶穌的母親有一個妹妹
[00:03:37.000 --> 00:03:39.000]  這個妹妹有解經家說
[00:03:39.000 --> 00:03:42.000]  可能是約翰的媽媽
[00:03:42.000 --> 00:03:44.000]  所以約翰在現場
[00:03:44.000 --> 00:03:46.000]  即是這個作者
[00:03:46.000 --> 00:03:48.000]  是一點都不奇怪的
[00:03:48.000 --> 00:03:49.000]  有親戚關係
[00:03:49.000 --> 00:03:50.000]  是表兄弟
[00:03:50.000 --> 00:03:51.000]  都不奇怪的
[00:03:51.000 --> 00:03:54.000]  雖然聖經很少強調
[00:03:54.000 --> 00:03:58.000]  其中一個原因很簡單
[00:03:58.000 --> 00:04:01.000]  正正就是要凸顯
[00:04:01.000 --> 00:04:05.000]  耶穌在這三年裡
[00:04:05.000 --> 00:04:08.000]  尼塞亞的身份
[00:04:08.000 --> 00:04:12.000]  和他救贖世人的職事
[00:04:12.000 --> 00:04:14.000]  所以作者就比較有興趣
[00:04:14.000 --> 00:04:17.000]  特別是我所指的是約翰福音作者
[00:04:17.000 --> 00:04:19.000]  特別強調又強調
[00:04:19.000 --> 00:04:22.000]  已經充斥著整卷約翰福音
[00:04:22.000 --> 00:04:26.000]  他是受神差遣來到這個世界的道
[00:04:26.000 --> 00:04:30.000]  所以不記載他地上的身份
[00:04:30.000 --> 00:04:32.000]  地上的人倫關係
[00:04:32.000 --> 00:04:34.000]  某程度上都很合理的
[00:04:34.000 --> 00:04:37.000]  甚至耶穌出來傳道的三年
[00:04:37.000 --> 00:04:43.000]  是刻意和媽媽和家庭切割關係
[00:04:43.000 --> 00:04:46.000]  其實不是他大逆不道
[00:04:46.000 --> 00:04:48.000]  而是他要強調
[00:04:48.000 --> 00:04:51.000]  他自己這個屬天的身份
[00:04:51.000 --> 00:04:53.000]  這是約翰福音的特色
[00:04:53.000 --> 00:04:57.000]  我們就多了一點線索
[00:04:57.000 --> 00:05:01.000]  原來瑪利亞也有自己的家庭
[00:05:01.000 --> 00:05:03.000]  這個格羅巴的妻子
[00:05:03.000 --> 00:05:05.000]  我們就不太清楚
[00:05:05.000 --> 00:05:07.000]  但末大拉的瑪利亞
[00:05:07.000 --> 00:05:10.000]  作者又給我們一個伏筆
[00:05:10.000 --> 00:05:13.000]  因為二十章就顯著記載
[00:05:13.000 --> 00:05:15.000]  末大拉的瑪利亞
[00:05:15.000 --> 00:05:18.000]  首先見到耶穌復活的對話
[00:05:18.000 --> 00:05:22.000]  二十章是很詳盡的記載
[00:05:22.000 --> 00:05:24.000]  是獨特的記載
[00:05:24.000 --> 00:05:26.000]  是約翰福音特別的記載
[00:05:26.000 --> 00:05:28.000]  末大拉的瑪利亞
[00:05:28.000 --> 00:05:31.000]  在路加分第八章就有記載他
[00:05:31.000 --> 00:05:33.000]  曾經他有八個鬼
[00:05:33.000 --> 00:05:36.000]  在他裏面來搞擾他
[00:05:36.000 --> 00:05:38.000]  耶穌就趕走那些鬼
[00:05:38.000 --> 00:05:41.000]  末大拉的瑪利亞
[00:05:41.000 --> 00:05:44.000]  就開始跟隨耶穌
[00:05:44.000 --> 00:05:46.000]  服侍耶穌
[00:05:46.000 --> 00:05:50.000]  用經濟去支持耶穌的傳道
[00:05:50.000 --> 00:05:53.000]  所以這些婦女就變成
[00:05:53.000 --> 00:05:58.000]  像現代人所說的粉絲、追隨者
[00:05:58.000 --> 00:06:00.000]  但那些所謂的狂熱追隨者
[00:06:00.000 --> 00:06:04.000]  是明星有些東西吸引了她
[00:06:04.000 --> 00:06:06.000]  當然會
[00:06:06.000 --> 00:06:10.000]  但這些婦女相信是對主耶穌的傳道
[00:06:10.000 --> 00:06:12.000]  他的生命
[00:06:12.000 --> 00:06:15.000]  未必他們懂得那麼多關於尼塞亞
[00:06:15.000 --> 00:06:16.000]  或者那麼多聖經
[00:06:16.000 --> 00:06:18.000]  因為他們都是很普通的婦女
[00:06:18.000 --> 00:06:22.000]  但他們很衷心地在這幾年裏面
[00:06:22.000 --> 00:06:24.000]  一直跟隨耶穌
[00:06:24.000 --> 00:06:27.000]  所以現在他們在十字架下
[00:06:27.000 --> 00:06:29.000]  其實你要冒一個風險
[00:06:29.000 --> 00:06:32.000]  就是你是不是受牽連呢?
[00:06:32.000 --> 00:06:34.000]  你是不是耶穌的同黨呢?
[00:06:34.000 --> 00:06:38.000]  你們是一些很普通的平民百姓
[00:06:38.000 --> 00:06:42.000]  你基本上很難夠膽進去觀祥
[00:06:42.000 --> 00:06:44.000]  古代
[00:06:44.000 --> 00:06:45.000]  你可以想而知
[00:06:45.000 --> 00:06:46.000]  你就明白
[00:06:46.000 --> 00:06:51.000]  這些婦女要記一筆在歷史裏面
[00:06:51.000 --> 00:06:54.000]  作者要將這些現場觀眾
[00:06:54.000 --> 00:06:57.000]  有實名制地記錄
[00:06:57.000 --> 00:06:59.000]  必然有它的作用
[00:06:59.000 --> 00:07:03.000]  那個作用慢慢地就會浮現出來
[00:07:03.000 --> 00:07:04.000]  就是很想告訴我們
[00:07:04.000 --> 00:07:06.000]  那個案發現場
[00:07:06.000 --> 00:07:08.000]  是真人真事
[00:07:08.000 --> 00:07:11.000]  主耶穌的死不是一個幻覺
[00:07:11.000 --> 00:07:14.000]  是一個真人
[00:07:14.000 --> 00:07:18.000]  來到被毒打
[00:07:18.000 --> 00:07:20.000]  鞭傷
[00:07:20.000 --> 00:07:21.000]  釘十架
