
[00:00:00.000 --> 00:00:02.000]   各位網友 本堂的義務傳道
[00:00:02.000 --> 00:00:03.640]   今日的講題是
[00:00:03.640 --> 00:00:07.280]   聆聽 分析 合宜地表達立場
[00:00:07.280 --> 00:00:12.240]   相關經文在《雅各書》一章十八至二十節
[00:00:12.240 --> 00:00:15.800]   新約聖經第三百六十三頁
[00:00:15.800 --> 00:00:20.000]   《雅各書》一章十八至二十節
[00:00:20.000 --> 00:00:26.280]   十八節
[00:00:26.520 --> 00:00:30.480]   祂按自己的旨意 用真理的道 生了我們
[00:00:30.480 --> 00:00:35.200]   使我們在祂所做的萬物中 成為初熟的果子
[00:00:35.200 --> 00:00:38.800]   我親愛的弟兄們 你們要明白
[00:00:38.800 --> 00:00:41.840]   你們每一個人要快快地聽
[00:00:41.840 --> 00:00:44.960]   慢慢地說 慢慢地動腦
[00:00:44.960 --> 00:00:48.600]   因為人的怒氣 並不能實現神的義
[00:00:48.600 --> 00:00:50.680]   終於將時間交給郭博士
[00:00:50.680 --> 00:00:52.680]   請郭博士上台
[00:00:52.680 --> 00:00:54.680]   請郭博士上台
[00:00:54.680 --> 00:00:56.680]   請郭博士上台
[00:00:57.680 --> 00:00:59.680]   我們一起同心祈禱
[00:00:59.680 --> 00:01:03.680]   我們親愛的天父上帝
[00:01:03.680 --> 00:01:05.680]   我們願意祢
[00:01:05.680 --> 00:01:07.680]   祢向我們啟迪
[00:01:07.680 --> 00:01:11.680]   從祢而來的智慧 祢的真理
[00:01:11.680 --> 00:01:16.680]   在一個大家都覺得自己對 人家錯的時候
[00:01:16.680 --> 00:01:18.680]   求祢讓我們看到
[00:01:18.680 --> 00:01:22.680]   我們真的要在神祢的面前謙卑
[00:01:22.680 --> 00:01:25.680]   好好的來去從不同的角度去思想
[00:01:26.680 --> 00:01:28.680]   更加重要的
[00:01:28.680 --> 00:01:30.680]   來去如何去化解
[00:01:30.680 --> 00:01:34.680]   人與人之間的不同意見和對立
[00:01:34.680 --> 00:01:36.680]   矛盾 衝突
[00:01:36.680 --> 00:01:38.680]   求主祢幫助我們
[00:01:38.680 --> 00:01:40.680]   在這些事上神思明辨
[00:01:40.680 --> 00:01:44.680]   讓我們能夠真的成為和平之子
[00:01:44.680 --> 00:01:46.680]   祈禱奉耶穌基督的名
[00:01:46.680 --> 00:01:48.680]   阿們
[00:01:48.680 --> 00:01:50.680]   好好感謝神的恩典
[00:01:50.680 --> 00:01:52.680]   讓我和弟兄姊妹分享聖經的訊息
[00:01:52.680 --> 00:01:54.680]   經過禱告和思考
[00:01:54.680 --> 00:01:56.680]   我決定今天講到的題目
[00:01:56.680 --> 00:02:01.680]   就是聆聽分析合宜的表達立場
[00:02:01.680 --> 00:02:05.680]   講到經文就是亞國書第一章十八到二十節
[00:02:05.680 --> 00:02:08.680]   我會將講到分三個部份
[00:02:08.680 --> 00:02:11.680]   第一個部份就是客觀的去聆聽
[00:02:11.680 --> 00:02:13.680]   第二個部份是中肯的分析
[00:02:13.680 --> 00:02:17.680]   第三個部份就是合宜地表達立場
[00:02:17.680 --> 00:02:20.680]   剛才經文已經讀過了
[00:02:20.680 --> 00:02:22.680]   其實最近幾個月
[00:02:22.680 --> 00:02:26.680]   我們香港人的內心都很沉重
[00:02:26.680 --> 00:02:31.680]   有人自殺、失望、絕望的情緒
[00:02:31.680 --> 00:02:33.680]   是影響很多人的
[00:02:33.680 --> 00:02:36.680]   目者和信徒領袖的責任
[00:02:36.680 --> 00:02:39.680]   是要將人帶到神的面前
[00:02:39.680 --> 00:02:43.680]   但是很多時候我們很多同道都不知道
[00:02:43.680 --> 00:02:46.680]   應該講些甚麼或者做些甚麼
[00:02:46.680 --> 00:02:48.680]   有些同道講了一些意見
[00:02:48.680 --> 00:02:49.680]   做了一些事
[00:02:49.680 --> 00:02:52.680]   就會被其他的同道反對
[00:02:52.680 --> 00:02:57.680]   究竟我們怎樣去分辨是非對錯呢
[00:02:57.680 --> 00:03:00.680]   我所見所聞的個案都不少
[00:03:00.680 --> 00:03:02.680]   很難一概而論
[00:03:02.680 --> 00:03:06.680]   不過《雅各書》一章18到20節講了一個原則
[00:03:06.680 --> 00:03:10.680]   就是我們首先要謙卑在神的面前
[00:03:10.680 --> 00:03:12.680]   聆聽神的話
[00:03:12.680 --> 00:03:14.680]   客觀地分析不同的意見
[00:03:14.680 --> 00:03:18.680]   讓聖靈去檢查我們自己的想法
[00:03:18.680 --> 00:03:20.680]   找出我們自己的立場
[00:03:20.680 --> 00:03:22.680]   每個人都可以不同的
[00:03:22.680 --> 00:03:25.680]   同時我們要尊重其他人的看法
[00:03:25.680 --> 00:03:29.680]   還有在家庭 在家族的圈裏面
[00:03:29.680 --> 00:03:31.680]   你要保持你自己
[00:03:31.680 --> 00:03:34.680]   同時你又保持一個和諧的關係
[00:03:34.680 --> 00:03:35.680]   在工作的環境
[00:03:35.680 --> 00:03:37.680]   你又要保持你自己
[00:03:37.680 --> 00:03:40.680]   又要保持同事和諧的關係
[00:03:40.680 --> 00:03:42.680]   在教會裏面
[00:03:42.680 --> 00:03:43.680]   你又要保持你自己
[00:03:43.680 --> 00:03:47.680]   又要同其他人和諧的關係
[00:03:47.680 --> 00:03:49.680]   如果遇到關於聖經真理的問題
[00:03:49.680 --> 00:03:51.680]   那應該怎樣處理呢
[00:03:51.680 --> 00:03:54.680]   如果你有看我的facebook的頻道
[00:03:54.680 --> 00:03:56.680]   其實都有很多人在裏面
[00:03:56.680 --> 00:03:58.680]   都應該知道我
[00:03:58.680 --> 00:04:03.680]   將支持和反對修訂逃犯條例的法律意見發放
[00:04:03.680 --> 00:04:07.680]   又將關於612事件的各種片段比較
[00:04:07.680 --> 00:04:09.680]   又有信仰反省的資料
[00:04:09.680 --> 00:04:13.680]   我一直用客觀的態度對待不同的觀點
[00:04:13.680 --> 00:04:15.680]   中肯地去分析
[00:04:15.680 --> 00:04:18.680]   與不同的立場的對比
[00:04:18.680 --> 00:04:21.680]   盡可能去對話達致和解
[00:04:21.680 --> 00:04:26.680]   在七一有示威者衝入了垃圾會大樓的時候
[00:04:26.680 --> 00:04:28.680]   當然是說錯了
[00:04:28.680 --> 00:04:31.680]   不是那個想這樣
[00:04:31.680 --> 00:04:32.680]   真是
[00:04:32.680 --> 00:04:34.680]   不過現在的事情就變成了
[00:04:34.680 --> 00:04:37.680]   真是裏面有很多垃圾
[00:04:37.680 --> 00:04:42.680]   我就想究竟衝入去垃圾會大樓這個行為
[00:04:42.680 --> 00:04:43.680]   是對還是錯
[00:04:43.680 --> 00:04:46.680]   大家要聽清楚這個行為本身是對還是錯
[00:04:46.680 --> 00:04:48.680]   我是教幾多個倫理的
[00:04:48.680 --> 00:04:51.680]   我是知道不同的倫理學的理論的
[00:04:51.680 --> 00:04:53.680]   現在很流行說
[00:04:53.680 --> 00:04:56.680]   對和錯之間有很大的光譜
[00:04:56.680 --> 00:04:59.680]   有些叫做錯得來可以原諒
[00:04:59.680 --> 00:05:00.680]   錯得來可以接納
[00:05:00.680 --> 00:05:02.680]   通常我們在甚麼地方說呢
[00:05:02.680 --> 00:05:04.680]   就是在離婚的個案裏面
[00:05:04.680 --> 00:05:05.680]   其實錯就是錯
[00:05:05.680 --> 00:05:06.680]   不過你錯得來
[00:05:06.680 --> 00:05:08.680]   他都值得接納他的
[00:05:08.680 --> 00:05:09.680]   好了
[00:05:09.680 --> 00:05:12.680]   我自己都明白這些的說法
[00:05:12.680 --> 00:05:14.680]   不過我有個自己的看法就是
[00:05:14.680 --> 00:05:18.680]   我覺得衝右立法會這個行為本身是錯的
[00:05:18.680 --> 00:05:20.680]   一方面他是違法
[00:05:20.680 --> 00:05:23.680]   第二方面他在倫理上
[00:05:23.680 --> 00:05:26.680]   就違反了和平理性非暴力的原則
[00:05:26.680 --> 00:05:29.680]   所以我就寫了一個帖文
[00:05:29.680 --> 00:05:30.680]   錯就是錯
[00:05:30.680 --> 00:05:34.680]   大家可能覺得你這麼硬
[00:05:34.680 --> 00:05:35.680]   不是
[00:05:35.680 --> 00:05:37.680]   而是說行為本身錯就是錯
[00:05:37.680 --> 00:05:39.680]   但是你考慮那個人
[00:05:39.680 --> 00:05:41.680]   其實應該是另一個層次的事
[00:05:41.680 --> 00:05:44.680]   即是這個人的動機或背景
[00:05:44.680 --> 00:05:46.680]   但如果我們抽離了行為
[00:05:46.680 --> 00:05:48.680]   去說那個人值得從情
[00:05:48.680 --> 00:05:51.680]   那你變成一個行為很難去處理
[00:05:51.680 --> 00:05:54.680]   等於你在學校兩個學生打架
[00:05:54.680 --> 00:05:57.680]   那你哪個有道理都好
[00:05:57.680 --> 00:05:59.680]   你動手打人就是不對
[00:05:59.680 --> 00:06:00.680]   你還手也是不對
[00:06:00.680 --> 00:06:02.680]   就行為來說其實都是不對的
[00:06:02.680 --> 00:06:05.680]   那你的動機原來是被人罵的
[00:06:05.680 --> 00:06:07.680]   那你可以說你有情有可原
[00:06:07.680 --> 00:06:09.680]   情有可原是第二個層次的事
[00:06:09.680 --> 00:06:12.680]   我就很明白那些激進示威者的想法
[00:06:12.680 --> 00:06:16.680]   他們就說有二百萬人和平示威都沒有用
[00:06:16.680 --> 00:06:18.680]   所以他們覺得沒有其他方法了
[00:06:18.680 --> 00:06:19.680]   時間緊迫了
[00:06:19.680 --> 00:06:21.680]   所以要用激烈的方法表達
[00:06:21.680 --> 00:06:23.680]   這個是他們的想法
[00:06:23.680 --> 00:06:27.680]   所以我就譴責衝入立法會大樓這個行為是暴行
[00:06:27.680 --> 00:06:29.680]   其實都很爆炸的說這些
[00:06:29.680 --> 00:06:31.680]   我其實沒有說他們是暴徒
[00:06:31.680 --> 00:06:33.680]   我說這個行為是暴行
[00:06:33.680 --> 00:06:37.680]   大家可能都沒有辦法像我這樣預計到
[00:06:37.680 --> 00:06:41.680]   很多很多不同的同道是回應我的
[00:06:41.680 --> 00:06:45.680]   是反對我的意見才過癮
[00:06:45.680 --> 00:06:51.680]   我都不知道為什麼我突然間變了很深藍色
[00:06:51.680 --> 00:06:54.680]   但很感謝神的恩典讓我很平安
[00:06:54.680 --> 00:06:56.680]   也給我有靈感
[00:06:56.680 --> 00:06:58.680]   我很理性地和你們溝通
[00:06:58.680 --> 00:07:00.680]   如果你在我看過Facebook的都知道
[00:07:00.680 --> 00:07:03.680]   因為我7月10日有兩堂課
[00:07:03.680 --> 00:07:04.680]   我要預備
[00:07:04.680 --> 00:07:06.680]   又要預備今天的講章
[00:07:06.680 --> 00:07:08.680]   所以我停止了Facebook幾天
[00:07:08.680 --> 00:07:13.680]   我發現原來我自己太過專注Facebook的互動
[00:07:13.680 --> 00:07:15.680]   影響我的睡眠
[00:07:15.680 --> 00:07:16.680]   心情
[00:07:16.680 --> 00:07:21.680]   感謝神的恩典讓我發現我情緒上負荷得太重
[00:07:21.680 --> 00:07:23.680]   承擔不了 應付不了
[00:07:23.680 --> 00:07:25.680]   那就應該放手
[00:07:25.680 --> 00:07:30.680]   所以我是很關心很多感到絕望和失望的人
[00:07:30.680 --> 00:07:32.680]   其實我們都不想有人自殺
[00:07:32.680 --> 00:07:35.680]   我明白很多弟兄姊妹都好像我上個禮拜一樣
[00:07:35.680 --> 00:07:38.680]   覺得每天都環繞著同一個課題
[00:07:38.680 --> 00:07:40.680]   每次看新聞電視都是那個題目
[00:07:40.680 --> 00:07:43.680]   在一個被局限的空間裏面
[00:07:43.680 --> 00:07:47.680]   我曾經有想過可能大家寧可今天聽個棟篤笑
[00:07:47.680 --> 00:07:49.680]   都不要聽又是同一個題目
[00:07:49.680 --> 00:07:51.680]   不過我又不懂得講棟篤笑
[00:07:51.680 --> 00:07:56.680]   所以我希望大家不要感覺到很疲累很厭煩
[00:07:56.680 --> 00:07:58.680]   今天我講到的
[00:07:58.680 --> 00:08:00.680]   我為今天講到的事去祈禱
[00:08:00.680 --> 00:08:01.680]   應該怎樣講
[00:08:01.680 --> 00:08:05.680]   我知道無論怎樣講都不能滿足每一個人的要求
[00:08:05.680 --> 00:08:07.680]   這樣你又講
[00:08:07.680 --> 00:08:11.680]   因為回到牧者的身份和召命的原始點
[00:08:11.680 --> 00:08:12.680]   領受神的說話
[00:08:12.680 --> 00:08:15.680]   牧者要講神要他講的話
[00:08:15.680 --> 00:08:17.680]   如果有人先入為主
[00:08:17.680 --> 00:08:20.680]   按了人的意思定下了喜歡聽甚麼
[00:08:20.680 --> 00:08:22.680]   不喜歡聽甚麼
[00:08:22.680 --> 00:08:24.680]   其實我們真的要問
[00:08:24.680 --> 00:08:26.680]   聖經的權威在哪裏
[00:08:26.680 --> 00:08:28.680]   神的主權在哪裏
[00:08:28.680 --> 00:08:30.680]   我都問自己
[00:08:30.680 --> 00:08:33.680]   我為大家祈禱得到聖靈的能力
[00:08:33.680 --> 00:08:35.680]   在神的話語面前謙卑
[00:08:35.680 --> 00:08:38.680]   跳出平日我們思想的框框
[00:08:38.680 --> 00:08:40.680]   不要只是用人的眼光去看
[00:08:40.680 --> 00:08:43.680]   要用神的眼光去看人生百態
[00:08:43.680 --> 00:08:45.680]   你會看到很多東西
[00:08:45.680 --> 00:08:47.680]   第一我們進入內容
[00:08:47.680 --> 00:08:49.680]   客觀聆聽
[00:08:49.680 --> 00:08:51.680]   經文那裏我不重覆了
[00:08:51.680 --> 00:08:53.680]   其實我們是屬靈上的人
[00:08:53.680 --> 00:08:55.680]   好像鷹孩般去成長
[00:08:55.680 --> 00:08:57.680]   所以第十八節說我們
[00:08:57.680 --> 00:08:59.680]   道裏面是被生出來
[00:08:59.680 --> 00:09:01.680]   是初熟的果子
[00:09:01.680 --> 00:09:03.680]   其實我們是剛剛長大
[00:09:03.680 --> 00:09:05.680]   我們的分辨能力很有限
[00:09:05.680 --> 00:09:07.680]   因為我們不是神
[00:09:07.680 --> 00:09:09.680]   亞國書一章第五節說
[00:09:09.680 --> 00:09:11.680]   你們中間若有缺少智慧
[00:09:11.680 --> 00:09:14.680]   當求那個厚賜給眾人
[00:09:14.680 --> 00:09:16.680]   也不斥責人的神
[00:09:16.680 --> 00:09:18.680]   主就必賜給他
[00:09:18.680 --> 00:09:20.680]   即是說我們要承認我不夠智慧
[00:09:20.680 --> 00:09:22.680]   我們要謙卑
[00:09:22.680 --> 00:09:24.680]   承認我們所知的有限
[00:09:24.680 --> 00:09:26.680]   全都要全面的了
[00:09:26.680 --> 00:09:28.680]   我亦都缺乏智慧
[00:09:28.680 --> 00:09:30.680]   所以求神給我們有個智慧的心
[00:09:30.680 --> 00:09:32.680]   我們人有軟弱的
[00:09:32.680 --> 00:09:34.680]   是會偏聽喜歡聽我喜歡聽的東西
[00:09:34.680 --> 00:09:36.680]   喜歡說我自己喜歡說的東西
[00:09:36.680 --> 00:09:40.680]   我是拒絕聽那些自己不想聽的東西
[00:09:40.680 --> 00:09:42.680]   我會過濾了它
[00:09:42.680 --> 00:09:44.680]   我就想起孔子的論語的遺政篇
[00:09:44.680 --> 00:09:46.680]   大家可能都很熟
[00:09:46.680 --> 00:09:48.680]   只若五十有五而知以學
[00:09:48.680 --> 00:09:50.680]   三十而立
[00:09:50.680 --> 00:09:52.680]   四十而不華
[00:09:52.680 --> 00:09:54.680]   五十之天命 六十而以信
[00:09:54.680 --> 00:09:56.680]   七十而從心所欲不越具
[00:09:56.680 --> 00:09:58.680]   用白話文去翻譯
[00:09:58.680 --> 00:10:00.680]   我十五歲立志去學習
[00:10:00.680 --> 00:10:02.680]   三十歲就叫做有些見書
[00:10:02.680 --> 00:10:04.680]   四十歲就不困惑
[00:10:04.680 --> 00:10:06.680]   五十歲就理解天的自然規律
[00:10:06.680 --> 00:10:08.680]   六十歲就明辨自非
[00:10:08.680 --> 00:10:10.680]   七十歲就隨心所欲不違規
[00:10:10.680 --> 00:10:12.680]   其實我們看下我們很多時候
[00:10:12.680 --> 00:10:14.680]   四十歲都很疑惑
[00:10:14.680 --> 00:10:16.680]   五十歲都不明白天的自然規律
[00:10:16.680 --> 00:10:18.680]   六十歲都不敢講自己識辨是非
[00:10:18.680 --> 00:10:20.680]   其實我們在學習的過程中
[00:10:20.680 --> 00:10:22.680]   我們在成長
[00:10:22.680 --> 00:10:24.680]   當你人生經驗越來越豐富
[00:10:24.680 --> 00:10:26.680]   你會明白大自然有規律
[00:10:26.680 --> 00:10:28.680]   人生是有規律的
[00:10:28.680 --> 00:10:30.680]   事非判斷方面
[00:10:30.680 --> 00:10:32.680]   你越來越有深度
[00:10:32.680 --> 00:10:34.680]   我們年紀開始大的時候
[00:10:34.680 --> 00:10:36.680]   看東西會闊一點
[00:10:36.680 --> 00:10:38.680]   看透人生很多的局限
[00:10:38.680 --> 00:10:40.680]   很多無奈
[00:10:40.680 --> 00:10:42.680]   不過你在人生的局限裏
[00:10:42.680 --> 00:10:44.680]   你可以從心所欲
[00:10:44.680 --> 00:10:46.680]   你的境界就很高了
[00:10:46.680 --> 00:10:48.680]   你不會越過人生的局限
[00:10:48.680 --> 00:10:50.680]   界限的規矩
[00:10:50.680 --> 00:10:52.680]   你就真的很自在了
[00:10:52.680 --> 00:10:54.680]   你再想想孔子講的人生智慧是很高的
[00:10:54.680 --> 00:10:56.680]   很值得我們安靜去思考
[00:10:56.680 --> 00:10:58.680]   同樣《雅各書》第一章
[00:10:58.680 --> 00:11:00.680]   十八到二十節他講的都是很重要的
[00:11:00.680 --> 00:11:02.680]   就是說我們現在在屬靈生命裏成長
[00:11:02.680 --> 00:11:04.680]   但是你想想
[00:11:04.680 --> 00:11:06.680]   我們的成長是社會塑造著
[00:11:06.680 --> 00:11:08.680]   我們的人生的生活
[00:11:08.680 --> 00:11:10.680]   世界觀和價值觀
[00:11:10.680 --> 00:11:12.680]   幾十年這些塑造是很深影響的
[00:11:12.680 --> 00:11:14.680]   雖然我們成為基督徒
[00:11:14.680 --> 00:11:16.680]   但是我們有沒有察覺
[00:11:16.680 --> 00:11:18.680]   我們本身的人生觀
[00:11:18.680 --> 00:11:20.680]   世界觀價值觀
[00:11:20.680 --> 00:11:22.680]   都需要被基督化的呢
