
[00:00:00.000 --> 00:00:02.540]  我們一起看神的話語之前
[00:00:02.540 --> 00:00:04.540]  我們一起祈禱讓望神
[00:00:04.540 --> 00:00:09.000]  我們的主 我們的神
[00:00:09.000 --> 00:00:11.000]  我們何等的卑微
[00:00:11.000 --> 00:00:14.680]  但祢仍然無論是怎樣的情況
[00:00:14.680 --> 00:00:19.520]  祢都讓我們有機會聚集到祢面前
[00:00:19.520 --> 00:00:23.120]  我們知道我們與大兄姐妹相見都不是必然的
[00:00:23.120 --> 00:00:25.120]  但主也求祢在其中
[00:00:25.120 --> 00:00:26.800]  去彰顯祢的大能
[00:00:26.800 --> 00:00:28.560]  用聖靈去感動我們
[00:00:28.560 --> 00:00:30.560]  若然我們有些不蒙祢如立的
[00:00:30.560 --> 00:00:31.760]  求祢剔除
[00:00:31.760 --> 00:00:33.760]  以致我們專一地去仰望祢
[00:00:33.760 --> 00:00:35.760]  讓孩子口中的言語
[00:00:35.760 --> 00:00:37.760]  心中的意念蒙祢如立
[00:00:37.760 --> 00:00:39.760]  奉主耶穌基督的名求
[00:00:39.760 --> 00:00:41.760]  阿門
[00:00:41.760 --> 00:00:45.760]  海誓山盟
[00:00:45.760 --> 00:00:49.360]  大家都應該很清楚這個字句
[00:00:49.360 --> 00:00:53.960]  很多時候都是形容男女相愛
[00:00:53.960 --> 00:00:55.960]  他們立下的誓言
[00:00:55.960 --> 00:01:01.360]  表示愛情就像山河海一樣
[00:01:01.360 --> 00:01:03.360]  是不改變的
[00:01:03.360 --> 00:01:07.560]  其實這句子也有一個典故
[00:01:07.560 --> 00:01:12.160]  原來他之前是河蒙山誓
[00:01:12.160 --> 00:01:14.560]  漢高祖漢邦
[00:01:14.560 --> 00:01:16.560]  就是劉邦那個時候
[00:01:16.560 --> 00:01:18.560]  在平定天下
[00:01:18.560 --> 00:01:21.960]  之後他對有功的君臣
[00:01:21.960 --> 00:01:24.760]  就去講了誓言
[00:01:24.760 --> 00:01:26.760]  使河如帶
[00:01:26.760 --> 00:01:28.760]  泰山如利
[00:01:28.760 --> 00:01:30.760]  國以永齡
[00:01:30.760 --> 00:01:32.760]  緩及苗裔
[00:01:32.760 --> 00:01:34.760]  就是說只要國家安定
[00:01:34.760 --> 00:01:36.760]  所有的功臣
[00:01:36.760 --> 00:01:38.760]  你們的勳爵
[00:01:38.760 --> 00:01:40.760]  必定會傳到你的下代
[00:01:40.760 --> 00:01:42.760]  這些子孫孫孫永遠
[00:01:42.760 --> 00:01:47.760]  其實今天到了我們這些年代
[00:01:47.760 --> 00:01:49.760]  其實你會發現
[00:01:49.760 --> 00:01:51.760]  世事有沒有絕對的
[00:01:51.760 --> 00:01:56.760]  我們以前65歲就有兩班車
[00:01:56.760 --> 00:01:59.760]  現在60歲就可以申請落遊卡
[00:01:59.760 --> 00:02:01.760]  多特別
[00:02:01.760 --> 00:02:03.760]  每個年代都不同
[00:02:03.760 --> 00:02:06.760]  到底愛情是否真的永恆呢?
[00:02:06.760 --> 00:02:09.760]  當你談情說愛的時候
[00:02:09.760 --> 00:02:12.760]  大家都很愛對方
[00:02:12.760 --> 00:02:14.760]  但若干年後
[00:02:14.760 --> 00:02:16.760]  是否真的這樣維持呢?
[00:02:16.760 --> 00:02:17.760]  或者是白頭偕老呢?
[00:02:17.760 --> 00:02:19.760]  我們不知道的
[00:02:19.760 --> 00:02:21.760]  我們今天就來看看
[00:02:21.760 --> 00:02:25.760]  到底什麼是永恆不變的呢?
[00:02:25.760 --> 00:02:28.760]  我們來看看這兩個探子
[00:02:28.760 --> 00:02:31.760]  他們去探路
[00:02:31.760 --> 00:02:33.760]  其實這兩個探子
[00:02:33.760 --> 00:02:37.760]  是由約書亞派來的
[00:02:37.760 --> 00:02:39.760]  回想一下
[00:02:39.760 --> 00:02:41.760]  回想40年前
[00:02:41.760 --> 00:02:44.760]  摩西派了12個探子
[00:02:44.760 --> 00:02:49.760]  但不是每個都有同樣的想法
[00:02:49.760 --> 00:02:53.760]  原來約書亞當年是少數民族
[00:02:53.760 --> 00:02:56.760]  兩個人贊成去迦南
[00:02:56.760 --> 00:02:58.760]  但10個是反對的
[00:02:58.760 --> 00:03:04.760]  今天他又安靜地派了兩個人去探路
[00:03:04.760 --> 00:03:06.760]  正正就是去探什麼呢?
[00:03:06.760 --> 00:03:08.760]  就是去探耶利哥
[00:03:08.760 --> 00:03:11.760]  你看到地圖裏面
[00:03:11.760 --> 00:03:14.760]  這個集庭和耶利哥的距離
[00:03:14.760 --> 00:03:17.760]  一個在約旦河的東
[00:03:17.760 --> 00:03:19.760]  是7里
[00:03:19.760 --> 00:03:22.760]  而耶利哥又是在約旦河的西
[00:03:22.760 --> 00:03:23.760]  又是7里
[00:03:23.760 --> 00:03:27.760]  你會發現他們的距離大概是14里
[00:03:27.760 --> 00:03:33.760]  而這個地域是很重要的
[00:03:33.760 --> 00:03:36.760]  因為這個迦南的地勢
[00:03:36.760 --> 00:03:40.760]  你會看到在這個猶大山地
[00:03:40.760 --> 00:03:43.760]  一個很遼闊的肥沃的地方
[00:03:43.760 --> 00:03:45.760]  在耶利哥
[00:03:45.760 --> 00:03:47.760]  我正在指著的地方
[00:03:47.760 --> 00:03:51.760]  它向西去到伯達利
[00:03:51.760 --> 00:03:55.760]  而向西南去到耶路撒冷
[00:03:55.760 --> 00:03:58.760]  你會發現這個地區
[00:03:58.760 --> 00:04:00.760]  軍事一定要經過
[00:04:00.760 --> 00:04:02.760]  是很重要的位置
[00:04:02.760 --> 00:04:05.760]  所以它是一個很重要的要塞
[00:04:05.760 --> 00:04:06.760]  那你說
[00:04:06.760 --> 00:04:08.760]  是不是要進迦南
[00:04:08.760 --> 00:04:10.760]  一定要先攻擊耶利哥才可以呢?
[00:04:10.760 --> 00:04:12.760]  所以要去探路了
[00:04:12.760 --> 00:04:15.760]  看看裏面的情況如何
[00:04:15.760 --> 00:04:16.760]  亦都是耶利哥
[00:04:16.760 --> 00:04:18.760]  不要小看它
[00:04:18.760 --> 00:04:20.760]  你看它那些
[00:04:20.760 --> 00:04:22.760]  在當年
[00:04:22.760 --> 00:04:25.760]  這些是很豐富的文化層
[00:04:25.760 --> 00:04:26.760]  你會看到
[00:04:26.760 --> 00:04:29.760]  原來那個時候已經很厲害
[00:04:29.760 --> 00:04:33.760]  有一些陶瓷石器的東西出現了
[00:04:33.760 --> 00:04:34.760]  所以你會看到
[00:04:34.760 --> 00:04:36.760]  他們當時是繁盛一時的
[00:04:36.760 --> 00:04:37.760]  但大家不知道
[00:04:37.760 --> 00:04:42.760]  耶利哥在耶穌出生前的7300年左右
[00:04:42.760 --> 00:04:45.760]  就突然間沒落了
[00:04:45.760 --> 00:04:47.760]  我們看看今天
[00:04:47.760 --> 00:04:48.760]  看到經文
[00:04:48.760 --> 00:04:51.760]  在約瑟雅的時代
[00:04:51.760 --> 00:04:53.760]  這兩個探子
[00:04:53.760 --> 00:04:55.760]  他們在做什麼呢?
[00:04:55.760 --> 00:04:57.760]  當然他們有任務
[00:04:57.760 --> 00:04:59.760]  通常我們看的西片
[00:04:59.760 --> 00:05:01.760]  都會有007
[00:05:01.760 --> 00:05:03.760]  或者是Mission Impossible
[00:05:03.760 --> 00:05:06.760]  我們看到那些人是很聰明的
[00:05:06.760 --> 00:05:09.760]  但你覺得這兩個探子是怎樣呢?
[00:05:09.760 --> 00:05:11.760]  當你看經文的時候
[00:05:11.760 --> 00:05:13.760]  他們可能很年輕
[00:05:13.760 --> 00:05:15.760]  但可能他們沒有什麼經驗
[00:05:15.760 --> 00:05:18.760]  你要去到那個地方
[00:05:18.760 --> 00:05:20.760]  又要扮演那裡的人
[00:05:20.760 --> 00:05:23.760]  其實如果那條村的人
[00:05:23.760 --> 00:05:24.760]  看慣了
[00:05:24.760 --> 00:05:25.760]  看熟悉那些人
[00:05:25.760 --> 00:05:26.760]  他都很清楚
[00:05:26.760 --> 00:05:27.760]  有什麼三寶人出現的時候
[00:05:27.760 --> 00:05:28.760]  人家已經看到了
[00:05:28.760 --> 00:05:29.760]  所以你發現了
[00:05:29.760 --> 00:05:31.760]  人家很快就已經發現了她
[00:05:31.760 --> 00:05:35.760]  但她又好像不知道人家發現了她
[00:05:35.760 --> 00:05:37.760]  你看到她的行蹤
[00:05:37.760 --> 00:05:41.760]  是被人家發現了
[00:05:41.760 --> 00:05:43.760]  而這個拉合
[00:05:43.760 --> 00:05:45.760]  她是聰明女
[00:05:45.760 --> 00:05:49.760]  她知道這兩個人不簡單
[00:05:49.760 --> 00:05:52.760]  但她又不會不接待她
[00:05:52.760 --> 00:05:54.760]  當地的人當然不敢接待她
[00:05:54.760 --> 00:05:57.760]  但她是一些寬敞女子
[00:05:57.760 --> 00:06:00.760]  這兩個探子又很聰明
[00:06:00.760 --> 00:06:01.760]  找這個地方
[00:06:01.760 --> 00:06:03.760]  人家不會那麼注意她
[00:06:03.760 --> 00:06:05.760]  因為女人要做生意
[00:06:05.760 --> 00:06:08.760]  她一定是來者不拒
[00:06:08.760 --> 00:06:13.760]  這個拉合的身份是很卑微的
[00:06:13.760 --> 00:06:15.760]  是一個妓女
[00:06:15.760 --> 00:06:17.760]  但她是很機警的
[00:06:17.760 --> 00:06:20.760]  雖然耶利哥王收到消息
[00:06:20.760 --> 00:06:21.760]  有人告訴她
[00:06:21.760 --> 00:06:23.760]  有人來探路了
[00:06:23.760 --> 00:06:26.760]  看我們的軍情
[00:06:26.760 --> 00:06:28.760]  你看到這個女子
[00:06:28.760 --> 00:06:41.760]  馬上將牙梗藏著這兩個人
[00:06:41.760 --> 00:06:43.760]  她已經知道發生什麼事
[00:06:43.760 --> 00:06:45.760]  她將牙梗藏著
[00:06:45.760 --> 00:06:47.760]  馬上有人來查
[00:06:47.760 --> 00:06:49.760]  有人來查
[00:06:49.760 --> 00:06:51.760]  她就不動聲色
[00:06:51.760 --> 00:06:53.760]  你看到她很聰明
[00:06:53.760 --> 00:06:55.760]  人家說明了
[00:06:55.760 --> 00:06:58.760]  這些人是來窺探我們的地方
[00:06:58.760 --> 00:07:00.760]  叫她交出一個人來
[00:07:00.760 --> 00:07:04.760]  但這個女人果然厲害
[00:07:04.760 --> 00:07:05.760]  這個女人
[00:07:05.760 --> 00:07:08.760]  她是你講什麼我都講什麼
[00:07:08.760 --> 00:07:09.760]  她真的有來過
[00:07:09.760 --> 00:07:10.760]  我見到她來過
[00:07:10.760 --> 00:07:13.760]  不過我都不知道她從哪裡來
[00:07:13.760 --> 00:07:15.760]  現在她已經離開了
[00:07:15.760 --> 00:07:17.760]  在城門關之前已經走了
[00:07:17.760 --> 00:07:19.760]  我不知道她去哪裡
[00:07:19.760 --> 00:07:22.760]  你見到她承認
[00:07:22.760 --> 00:07:24.760]  好像跟你演戲一樣
[00:07:24.760 --> 00:07:26.760]  好像跟你很合作
[00:07:26.760 --> 00:07:30.760]  但她說的話可以推到一乾二淨
[00:07:30.760 --> 00:07:33.760]  你又以為她說的是真的
[00:07:33.760 --> 00:07:35.760]  你見到這個女人
[00:07:35.760 --> 00:07:38.760]  她真的很厲害
[00:07:38.760 --> 00:07:42.760]  她會處理事情不當一回事
[00:07:42.760 --> 00:07:45.760]  她後面說的全部是假資料
[00:07:45.760 --> 00:07:48.760]  但人家以為她說的是真的
[00:07:48.760 --> 00:07:50.760]  因為她演戲演得很真
[00:07:50.760 --> 00:07:54.760]  當這些人追出去的時候
[00:07:54.760 --> 00:07:56.760]  城門就關了
[00:07:56.760 --> 00:07:58.760]  當城門關了的時候
[00:07:58.760 --> 00:08:00.760]  發生什麼事呢
[00:08:00.760 --> 00:08:03.760]  城門關了的時候
[00:08:03.760 --> 00:08:07.760]  這個女人就可以放下心頭大石
[00:08:07.760 --> 00:08:09.760]  離開了抓她的人
[00:08:09.760 --> 00:08:13.760]  然後她立刻上去找這兩個人
[00:08:13.760 --> 00:08:15.760]  找這兩個人做什麼呢
[00:08:15.760 --> 00:08:21.760]  她開始跟他們說
[00:08:21.760 --> 00:08:23.760]  說什麼呢
[00:08:23.760 --> 00:08:27.760]  她說全城的人都很怕你們以色列人
[00:08:27.760 --> 00:08:31.760]  由這個女人告訴他們發生的情形
[00:08:31.760 --> 00:08:36.760]  然後她就由聖經的第二章第九節
[00:08:36.760 --> 00:08:38.760]  開始說到十一節
[00:08:38.760 --> 00:08:40.760]  她說什麼呢
[00:08:40.760 --> 00:08:41.760]  原來她就說
[00:08:41.760 --> 00:08:44.760]  我知道耶和華已經把地賜給你們
[00:08:44.760 --> 00:08:47.760]  並且我們很懼怕你們
[00:08:47.760 --> 00:08:51.760]  因為他們所有的居民都在你們面前融化了
[00:08:51.760 --> 00:08:54.760]  怕到你們了
[00:08:54.760 --> 00:08:58.760]  第十節她就說出海及的時候
[00:08:58.760 --> 00:09:01.760]  人們過紅海
[00:09:01.760 --> 00:09:03.760]  紅海分開了
[00:09:03.760 --> 00:09:05.760]  地變成乾地他們可以過去
[00:09:05.760 --> 00:09:10.760]  而且他們就可以消滅了兩個亞摩利和
[00:09:10.760 --> 00:09:12.760]  西橫和鶴
[00:09:12.760 --> 00:09:15.760]  在這兩個地方消滅了他們
[00:09:15.760 --> 00:09:18.760]  這是不簡單的事情
[00:09:18.760 --> 00:09:22.760]  亞摩利和他們是在迦南的
[00:09:22.760 --> 00:09:25.760]  他們進迦南之前
[00:09:25.760 --> 00:09:27.760]  他們都不知道是怎樣的情況
[00:09:27.760 --> 00:09:29.760]  但是神竟然幫助他們
[00:09:29.760 --> 00:09:31.760]  可以消滅他們
[00:09:31.760 --> 00:09:33.760]  所以人們就很害怕
[00:09:33.760 --> 00:09:35.760]  為什麼要把我們燒到那裡
[00:09:35.760 --> 00:09:37.760]  我們看到就是很恐懼
[00:09:37.760 --> 00:09:41.760]  十一節我們一聽見就膽戰心驚
[00:09:41.760 --> 00:09:45.760]  人人因你們的緣故勇氣全失
[00:09:45.760 --> 00:09:48.760]  又說你們的神是天上地下的神
[00:09:48.760 --> 00:09:51.760]  她跟他們說這些事情的時候
[00:09:51.760 --> 00:09:54.760]  你會看到這是外邦女子
[00:09:54.760 --> 00:09:56.760]  但她看到的是事實
[00:09:56.760 --> 00:09:59.760]  她看到的是神的作為
[00:09:59.760 --> 00:10:03.760]  所以她跟探子說他們看到的情形
[00:10:03.760 --> 00:10:07.760]  同時他們城內的人的心聲是怎樣的
[00:10:07.760 --> 00:10:14.760]  然後她就很大膽的向探子提出要求
[00:10:14.760 --> 00:10:19.760]  她終於說出她的來意
[00:10:19.760 --> 00:10:21.760]  是一個女人
[00:10:21.760 --> 00:10:24.760]  你會看到她是很有機心的
[00:10:24.760 --> 00:10:27.760]  她說既然我恩待你們
[00:10:27.760 --> 00:10:30.760]  求你都指著耶和華向我起誓
[00:10:30.760 --> 00:10:35.760]  這個女人跟探子提出
[00:10:35.760 --> 00:10:37.760]  是很大膽的
[00:10:37.760 --> 00:10:39.760]  她提出很多條件
[00:10:39.760 --> 00:10:41.760]  她說我恩待你們
[00:10:41.760 --> 00:10:43.760]  恩待什麼呢
[00:10:43.760 --> 00:10:45.760]  如果你有十六節
[00:10:45.760 --> 00:10:49.760]  她就說你們去山上
[00:10:49.760 --> 00:10:51.760]  山上是向西走的
[00:10:51.760 --> 00:10:53.760]  剛才那些人問路
[00:10:53.760 --> 00:10:55.760]  她叫他們向東走
[00:10:55.760 --> 00:10:57.760]  所以叫他們向西走
[00:10:57.760 --> 00:10:59.760]  去山那裡
[00:10:59.760 --> 00:11:02.760]  然後你才回去
[00:11:02.760 --> 00:11:04.760]  因為她怕那些人回來就撞到
[00:11:04.760 --> 00:11:07.760]  所以她叫他們向西走
[00:11:07.760 --> 00:11:13.760]  然後在22節就說到追果人要回來了
[00:11:13.760 --> 00:11:15.760]  她說出了計劃
[00:11:15.760 --> 00:11:17.760]  我恩待你們
[00:11:17.760 --> 00:11:22.760]  但你會看到雙方的地位似乎不平等
[00:11:22.760 --> 00:11:24.760]  是敵軍
[00:11:24.760 --> 00:11:26.760]  你跟我說條件
[00:11:26.760 --> 00:11:28.760]  你這麼大膽
[00:11:28.760 --> 00:11:30.760]  她是外邦人
[00:11:30.760 --> 00:11:32.760]  我們想想
[00:11:32.760 --> 00:11:34.760]  平時你的傳福音是怎樣的呢
[00:11:34.760 --> 00:11:40.760]  我想你不會跟這個女人傳福音
[00:11:40.760 --> 00:11:42.760]  她在做生意
[00:11:42.760 --> 00:11:45.760]  她也沒心機聽你講耶穌是怎樣的
[00:11:45.760 --> 00:11:47.760]  她可能敷衍你
[00:11:47.760 --> 00:11:49.760]  你也不會找她
[00:11:49.760 --> 00:11:51.760]  或者你是一個剛剛信主
[00:11:51.760 --> 00:11:54.760]  我今天去受訓練
[00:11:54.760 --> 00:11:56.760]  你剛剛出去講的時候
