
[00:00:00.000 --> 00:00:03.520]  願因平安 從我們天父上帝並救主耶穌
[00:00:03.520 --> 00:00:06.000]  歸於在座的每一位弟兄姊妹
[00:00:06.000 --> 00:00:08.000]  阿們
[00:00:08.000 --> 00:00:09.500]  你陌生的面孔
[00:00:09.500 --> 00:00:14.500]  我是第一次在大家當中分享上帝的話語
[00:00:14.500 --> 00:00:18.500]  戴皓輝是我的名字
[00:00:18.500 --> 00:00:23.500]  我是兩個成年的女兒的爸爸
[00:00:23.500 --> 00:00:26.500]  我有兩個孫
[00:00:26.500 --> 00:00:31.500]  我人生下一年就到一生的年日了
[00:00:31.500 --> 00:00:35.500]  大家知道什麼叫一生的年日嗎
[00:00:35.500 --> 00:00:38.500]  七十歲
[00:00:38.500 --> 00:00:40.500]  很感恩
[00:00:40.500 --> 00:00:43.500]  如果我是強壯的話
[00:00:43.500 --> 00:00:46.500]  是不是可以活到八十 我不知道
[00:00:46.500 --> 00:00:50.500]  但是上帝的恩典夠我用
[00:00:50.500 --> 00:00:54.500]  什麼時候我說不到就說不到
[00:00:54.500 --> 00:00:57.500]  今天很想和大家分享一個題目
[00:00:57.500 --> 00:01:00.500]  叫做同行共創主角度
[00:01:00.500 --> 00:01:06.500]  是分享新命記的第一章1到18節
[00:01:06.500 --> 00:01:08.500]  在過去幾年
[00:01:08.500 --> 00:01:15.500]  我們好像摩西走去曠野帶著以色列人
[00:01:15.500 --> 00:01:16.500]  為什麼呢
[00:01:16.500 --> 00:01:20.500]  因為我們面對疫情 社會事件
[00:01:20.500 --> 00:01:22.500]  很多的政策改變了
[00:01:22.500 --> 00:01:28.500]  加上我們現在開始面對很多經濟上的困難
[00:01:28.500 --> 00:01:31.500]  有時候我們自己覺得我們不知所措
[00:01:31.500 --> 00:01:35.500]  按我自己教會
[00:01:35.500 --> 00:01:39.500]  至少我自己是屬於信義會的
[00:01:39.500 --> 00:01:44.500]  我們有很多人其實都離開了
[00:01:44.500 --> 00:01:48.500]  那些侍奉人員就大減了
[00:01:48.500 --> 00:01:52.500]  經濟當然都開始出問題
[00:01:52.500 --> 00:01:59.500]  當我們在今天去思考同行共創主角度的時候
[00:01:59.500 --> 00:02:01.500]  可能我們都會看到
[00:02:01.500 --> 00:02:06.500]  是不是過去這幾年才令到香港是這樣的呢
[00:02:06.500 --> 00:02:09.500]  我們的教會是不是因為過去幾年的原故意戰
[00:02:09.500 --> 00:02:11.500]  它開始是這樣呢
[00:02:11.500 --> 00:02:14.500]  我告訴大家其實不是的
[00:02:14.500 --> 00:02:18.500]  或者我們可以看一下這個統計表
[00:02:18.500 --> 00:02:20.500]  如果你看到這個統計表
[00:02:20.500 --> 00:02:22.500]  從2014年開始
[00:02:22.500 --> 00:02:27.500]  應該就是我們說香港教會崇拜人數最高的時候
[00:02:27.500 --> 00:02:29.500]  有30萬多一點
[00:02:29.500 --> 00:02:32.500]  如果你看看其實在2009年
[00:02:32.500 --> 00:02:34.500]  它還是29萬
[00:02:34.500 --> 00:02:37.500]  但是2014年就30萬
[00:02:37.500 --> 00:02:42.500]  不過可以說那個趨勢一直一直這樣跌下來
[00:02:42.500 --> 00:02:47.500]  包括了2019年已經跌到26萬
[00:02:47.500 --> 00:02:52.500]  2021年5月的統計已經跌到只有18萬
[00:02:52.500 --> 00:02:59.500]  我們這裡其實都還沒有計算那些在過去幾年的當中
[00:02:59.500 --> 00:03:02.500]  移民的弟兄姊妹
[00:03:02.500 --> 00:03:07.500]  其實很多都是年青的青壯年的
[00:03:07.500 --> 00:03:11.500]  有家庭的多於移民的
[00:03:11.500 --> 00:03:15.500]  我再看一下一個年齡的分佈圖
[00:03:15.500 --> 00:03:19.500]  你就會體會在這個分佈圖當中告訴我們
[00:03:19.500 --> 00:03:27.500]  香港教會的人已經踏入老年的時刻
[00:03:27.500 --> 00:03:30.500]  你可以看一下1999年
[00:03:30.500 --> 00:03:33.500]  那個15歲至44歲
[00:03:33.500 --> 00:03:37.500]  加起來的時候差不多是60%
[00:03:37.500 --> 00:03:40.500]  但是在2019年的時候
[00:03:40.500 --> 00:03:43.500]  加起來的時候只有3%
[00:03:43.500 --> 00:03:46.500]  即是退了25%
[00:03:46.500 --> 00:03:50.500]  相反的45歲至65歲以上
[00:03:50.500 --> 00:03:55.500]  你就會看到本來只有25%
[00:03:55.500 --> 00:04:00.500]  但是在2019年已經進入超過一半
[00:04:00.500 --> 00:04:05.500]  從這個統計當中告訴我們一件事
[00:04:05.500 --> 00:04:11.500]  香港教會一直都是衰敗
[00:04:11.500 --> 00:04:13.500]  數字不講大話
[00:04:13.500 --> 00:04:17.500]  我們香港教會你可以說正在衰落
[00:04:17.500 --> 00:04:20.500]  我們很多青壯年的人
[00:04:20.500 --> 00:04:23.500]  他們就離開了
[00:04:23.500 --> 00:04:25.500]  連同他們的家庭換句話來說
[00:04:25.500 --> 00:04:32.500]  下一代甚至連零到14歲的人都可能減少
[00:04:32.500 --> 00:04:34.500]  在這樣的情況當中
[00:04:34.500 --> 00:04:39.500]  教會的支柱特別是侍奉的人都沒有了
[00:04:39.500 --> 00:04:42.500]  經濟上很大的可能
[00:04:42.500 --> 00:04:45.500]  我們開始面對慢慢的困難
[00:04:45.500 --> 00:04:47.500]  這個是香港教會的現象
[00:04:47.500 --> 00:04:49.500]  我不知道桂堂是不是這樣
[00:04:49.500 --> 00:04:54.500]  但是我想至少香港的教會現象是很普遍的
[00:04:54.500 --> 00:04:57.500]  在這個困惑的時代
[00:04:57.500 --> 00:05:02.500]  有些人去比喻香港現在好像是一個被擄的時候
[00:05:02.500 --> 00:05:04.500]  教會被擄的時候
[00:05:04.500 --> 00:05:08.500]  不過我很想不是那麼消極去看這件事
[00:05:08.500 --> 00:05:10.500]  我很想看香港的教會
[00:05:10.500 --> 00:05:18.500]  其實就好像摩西進入迦南之前的那個情況
[00:05:18.500 --> 00:05:20.500]  換言之我要看到的是
[00:05:20.500 --> 00:05:24.500]  究竟上帝給我們的未來是怎樣的呢
[00:05:24.500 --> 00:05:28.500]  換言之就是我們好像摩西帶領以色列民
[00:05:28.500 --> 00:05:31.500]  經過了曠野的掙扎
[00:05:31.500 --> 00:05:35.500]  到了摩西這個摩亞的平原
[00:05:35.500 --> 00:05:39.500]  準備進入迦南美地
[00:05:39.500 --> 00:05:42.500]  當以色列人到了摩亞地
[00:05:42.500 --> 00:05:47.500]  準備要進入上帝所應許的地方的時候
[00:05:47.500 --> 00:05:49.500]  他們需要些甚麼呢
[00:05:49.500 --> 00:05:53.500]  如果我們說今天我們是一個那麼衰敗
[00:05:53.500 --> 00:05:56.500]  好像在曠野的時候
[00:05:56.500 --> 00:05:58.500]  我們需要些甚麼可以進入到
[00:05:58.500 --> 00:06:02.500]  上帝應許給我們美好的地方
[00:06:02.500 --> 00:06:05.500]  換言之我們怎樣可以真是
[00:06:05.500 --> 00:06:08.500]  同行共託主的國度呢
[00:06:08.500 --> 00:06:13.500]  今天我們讀新命記的第一章
[00:06:13.500 --> 00:06:16.500]  1到18節可以說是新命記的開始
[00:06:16.500 --> 00:06:20.500]  其實在這裡提醒了我們有三個方向
[00:06:20.500 --> 00:06:23.500]  我們可以看到我們怎樣可以
[00:06:23.500 --> 00:06:25.500]  同行共託主的國度
[00:06:25.500 --> 00:06:28.500]  第一件事 以史為鑑
[00:06:28.500 --> 00:06:32.500]  新命記是五經的最後一卷
[00:06:32.500 --> 00:06:36.500]  五經有些人翻譯為律法書
[00:06:36.500 --> 00:06:42.500]  其實它在希伯來的意思就是
[00:06:42.500 --> 00:06:46.500]  「陀拉」意思就是指導的意思
[00:06:46.500 --> 00:06:48.500]  換句話來說
[00:06:48.500 --> 00:06:50.500]  五經或者律法書
[00:06:50.500 --> 00:06:52.500]  它是直接律法
[00:06:52.500 --> 00:06:54.500]  直接勸告、祝福、奏助
[00:06:54.500 --> 00:06:59.500]  來指導將來要進入應許之地
[00:06:59.500 --> 00:07:03.500]  得為業的上帝的子民
[00:07:03.500 --> 00:07:04.500]  在這個新命記當中
[00:07:04.500 --> 00:07:10.500]  你可以說也是摩西臨終的時候的叮嚀
[00:07:10.500 --> 00:07:13.500]  好像新命記你讀到尾的話
[00:07:13.500 --> 00:07:16.500]  你會讀到摩西死的
[00:07:16.500 --> 00:07:19.500]  由頭到尾都是摩西的講話
[00:07:19.500 --> 00:07:21.500]  在這一切的講話當中
[00:07:21.500 --> 00:07:24.500]  好像最後的叮嚀一樣
[00:07:24.500 --> 00:07:26.500]  但是同樣的
[00:07:26.500 --> 00:07:31.500]  這是一個歷史的回顧
[00:07:31.500 --> 00:07:32.500]  英文有一句說話
[00:07:32.500 --> 00:07:39.500]  (英文)
[00:07:39.500 --> 00:07:43.500]  中文就是那些沒有從歷史當中學習的人
[00:07:43.500 --> 00:07:47.500]  會注定重蹈覆轍
[00:07:47.500 --> 00:07:50.500]  當我們看聖經第一節至第五節的時候
[00:07:50.500 --> 00:07:52.500]  我再讀一次
[00:07:52.500 --> 00:08:17.500]  (英文)
[00:08:17.500 --> 00:08:37.500]  (英文)
[00:08:37.500 --> 00:08:40.500]  我們讀舊約聖經
[00:08:40.500 --> 00:08:45.500]  有一個不是很中意的例子
[00:08:45.500 --> 00:08:47.500]  在第五節裏面
[00:08:47.500 --> 00:08:52.500]  那些名字太多
[00:08:52.500 --> 00:08:54.500]  在第一節、第二節
[00:08:54.500 --> 00:08:56.500]  詳細記錄地名
[00:08:56.500 --> 00:08:58.500]  不單單給信徒會覺得
[00:08:58.500 --> 00:09:00.500]  都不知道它在哪裏
[00:09:00.500 --> 00:09:02.500]  都不知道在講甚麼
[00:09:02.500 --> 00:09:04.500]  甚至很多解經家
[00:09:04.500 --> 00:09:06.500]  其實都面對過困難
[00:09:06.500 --> 00:09:07.500]  因為這些名字
[00:09:07.500 --> 00:09:09.500]  如果你說現在的考古學
[00:09:09.500 --> 00:09:13.500]  根本你對不到在哪個位置
[00:09:13.500 --> 00:09:15.500]  在教學當中
[00:09:15.500 --> 00:09:19.500]  那究竟這個生命記的開始
[00:09:19.500 --> 00:09:23.500]  它是不是只是說了一些地名呢
[00:09:23.500 --> 00:09:27.500]  還是這些地名有其他的意思在裏面呢
[00:09:27.500 --> 00:09:29.500]  當我們細心去想的時候
[00:09:29.500 --> 00:09:32.500]  我們就不難發現到
[00:09:32.500 --> 00:09:35.500]  其實這些地名
[00:09:35.500 --> 00:09:40.500]  都是歷史的背景
[00:09:40.500 --> 00:09:41.500]  是甚麼歷史
[00:09:41.500 --> 00:09:43.500]  是成功和失敗的歷史
[00:09:43.500 --> 00:09:45.500]  交織而成的一個背景
[00:09:45.500 --> 00:09:50.500]  你可以說是上帝指紋歷史的回顧
[00:09:50.500 --> 00:09:54.500]  就以巴蘭哈西路為例
[00:09:54.500 --> 00:09:55.500]  其實代表了甚麼呢
[00:09:55.500 --> 00:09:59.500]  如果我們詳細去讀文素記的
[00:09:59.500 --> 00:10:01.500]  十一章到十四章的話
[00:10:01.500 --> 00:10:03.500]  我們就知道這兩個地方
[00:10:03.500 --> 00:10:07.500]  其實是以色列失敗的歷史場景
[00:10:07.500 --> 00:10:09.500]  在哈西路
[00:10:09.500 --> 00:10:14.500]  因為米利安和亞倫心裏面驕傲
[00:10:14.500 --> 00:10:16.500]  不滿意摩西的大寧
[00:10:16.500 --> 00:10:20.500]  於是米利安就長了大麻蜂
[00:10:20.500 --> 00:10:23.500]  所以這個地名哈西路
[00:10:23.500 --> 00:10:27.500]  其實你可以說有另一個意思
[00:10:27.500 --> 00:10:31.500]  就是要謙卑
[00:10:31.500 --> 00:10:37.500]  另外巴蘭在以色列人探子回來的時候
[00:10:37.500 --> 00:10:39.500]  他們報告
[00:10:39.500 --> 00:10:40.500]  他們做甚麼
[00:10:40.500 --> 00:10:42.500]  沒有信心
[00:10:42.500 --> 00:10:45.500]  沒有信心去承繼這個英許之地
[00:10:45.500 --> 00:10:47.500]  他們發怨言
[00:10:47.500 --> 00:10:50.500]  所以巴蘭某程度上
[00:10:50.500 --> 00:10:54.500]  亦都提醒以色列人信心的功課
[00:10:54.500 --> 00:11:00.500]  最終只有迦勒和約書亞能夠進去
[00:11:00.500 --> 00:11:04.500]  還有底薩哈這個詞
[00:11:04.500 --> 00:11:09.500]  底薩哈在希伯來語意思就是金
[00:11:09.500 --> 00:11:13.500]  在猶太人解經的書叫做Midrash
[00:11:13.500 --> 00:11:19.500]  它就說底薩哈是指以色列人拜金牛讀的事件
[00:11:19.500 --> 00:11:21.500]  第二節它說
[00:11:21.500 --> 00:11:25.500]  由荷列山西爾山的路
[00:11:25.500 --> 00:11:27.500]  到迦底斯巴尼亞
[00:11:27.500 --> 00:11:30.500]  有十一日的路程
[00:11:30.500 --> 00:11:33.500]  不少解經家都認為這個是正確的
[00:11:33.500 --> 00:11:37.500]  所以是二百五十六公里左右
[00:11:37.500 --> 00:11:39.500]  不過問題就是
[00:11:39.500 --> 00:11:42.500]  從西乃山
[00:11:42.500 --> 00:11:47.500]  從它的路線來說
