
[00:00:00.000 --> 00:00:01.000]  靜靜萬安
[00:00:01.000 --> 00:00:05.640]  大家準備好了嗎?
[00:00:05.640 --> 00:00:09.580]  為什麼我會這樣問呢?
[00:00:09.580 --> 00:00:12.080]  當每一次我們去崇拜的時候
[00:00:12.080 --> 00:00:15.080]  我經常都覺得有一個很重要的就是
[00:00:15.080 --> 00:00:17.080]  我們準備好了嗎?
[00:00:17.080 --> 00:00:20.580]  準備好去聽上帝的話了嗎?
[00:00:20.580 --> 00:00:25.080]  我們準備好我們要去行神的道了嗎?
[00:00:25.080 --> 00:00:29.580]  我們準備好我們的心將我們自己交給上帝了嗎?
[00:00:29.580 --> 00:00:31.580]  這個很重要
[00:00:31.580 --> 00:00:32.080]  為什麼呢?
[00:00:32.080 --> 00:00:35.580]  因為今晚這個主題就叫做順著聖靈而行
[00:00:35.580 --> 00:00:38.580]  如果當時剛才有聽主席去讀這段經文
[00:00:38.580 --> 00:00:40.580]  其實好像是一段很平凡的經文
[00:00:40.580 --> 00:00:45.580]  但其實裡面有一樣很不平凡的地方
[00:00:45.580 --> 00:00:49.580]  就是裡面在保羅整個記載當中
[00:00:49.580 --> 00:00:56.580]  很少會出現兩次就是聖靈不讓他這樣
[00:00:56.580 --> 00:00:57.580]  很少的
[00:00:57.580 --> 00:01:00.580]  在裡面的時候很短時間出現了兩次
[00:01:00.580 --> 00:01:06.580]  那我想透過一張地圖給大家去看一看
[00:01:06.580 --> 00:01:09.580]  就是今次的行程裡面一些很有趣的東西
[00:01:09.580 --> 00:01:15.580]  如果大家剛才其實這裡是由第十六章第一節開始的
[00:01:15.580 --> 00:01:20.580]  他就講到保羅去到那個地方叫做特肥
[00:01:20.580 --> 00:01:22.580]  在特肥的時候
[00:01:22.580 --> 00:01:25.580]  然後他就向上走
[00:01:25.580 --> 00:01:28.580]  去到一個地方叫做勞斯德
[00:01:28.580 --> 00:01:30.580]  這個地方在聖經當中就講了
[00:01:30.580 --> 00:01:33.580]  他第一次遇到提摩泰
[00:01:33.580 --> 00:01:35.580]  提摩泰很重要的
[00:01:35.580 --> 00:01:40.580]  因為提摩泰是在他的生命當中一個很重要的徒弟
[00:01:40.580 --> 00:01:43.580]  你會發覺之後其實他是幫忙了
[00:01:43.580 --> 00:01:46.580]  留下了在保羅建立的教會當中去做牧者
[00:01:46.580 --> 00:01:49.580]  而提摩泰有一個很特別的身份
[00:01:49.580 --> 00:01:52.580]  就是他媽媽是猶太人
[00:01:52.580 --> 00:01:54.580]  他爸爸是希臘人
[00:01:54.580 --> 00:01:56.580]  有什麼這麼重要呢
[00:01:56.580 --> 00:01:58.580]  因為今次這個行程當中
[00:01:58.580 --> 00:02:03.580]  其實聖靈是將他整個侍奉的轉向扭轉了
[00:02:03.580 --> 00:02:06.580]  這個人物的出現很重要
[00:02:06.580 --> 00:02:10.580]  無論是在勞斯德還是以哥廉
[00:02:10.580 --> 00:02:12.580]  人們都非常讚賞這個人
[00:02:12.580 --> 00:02:14.580]  他非常愛主
[00:02:14.580 --> 00:02:15.580]  我想大家留意
[00:02:15.580 --> 00:02:18.580]  上帝所揀選的人是一種這樣的人
[00:02:18.580 --> 00:02:20.580]  然後他就加入了保羅這個團隊
[00:02:20.580 --> 00:02:22.580]  他就向上去了
[00:02:22.580 --> 00:02:26.580]  所以他們由以哥廉之後去到安提摩
[00:02:26.580 --> 00:02:28.580]  其實在這個行程當中的時候
[00:02:28.580 --> 00:02:32.580]  安提摩才是他們真真正正的起點
[00:02:32.580 --> 00:02:34.580]  由那裏開始出發
[00:02:34.580 --> 00:02:36.580]  其實某程度上是當時
[00:02:36.580 --> 00:02:39.580]  這段經文有趣的地方是什麼呢
[00:02:39.580 --> 00:02:42.580]  就是先後改了兩次行程
[00:02:42.580 --> 00:02:46.580]  即是說其實保羅他在出發的時候
[00:02:46.580 --> 00:02:49.580]  他是應該有一個很清楚的計劃
[00:02:49.580 --> 00:02:50.580]  他要去哪裏
[00:02:50.580 --> 00:02:52.580]  即是他要去哪裏做
[00:02:52.580 --> 00:02:54.580]  他要去哪裏走
[00:02:54.580 --> 00:02:56.580]  但很特別的地方就是你看這條路線
[00:02:56.580 --> 00:02:59.580]  就是他一去到上面的時候
[00:02:59.580 --> 00:03:02.580]  Yuri可以幫我放大
[00:03:02.580 --> 00:03:04.580]  你會發覺就是在他
[00:03:04.580 --> 00:03:06.580]  我特意圈了給大家
[00:03:06.580 --> 00:03:08.580]  有一個不是突然間繞了個圈
[00:03:08.580 --> 00:03:10.580]  那裏就是聖經所說
[00:03:10.580 --> 00:03:14.580]  原本他們要向著東面去做工作
[00:03:14.580 --> 00:03:17.580]  但是他說聖靈禁止他
[00:03:17.580 --> 00:03:19.580]  然後他就轉了彎
[00:03:19.580 --> 00:03:23.580]  然後就下去佛女家那個地方
[00:03:23.580 --> 00:03:24.580]  經過佛女家
[00:03:24.580 --> 00:03:28.580]  其實去到佛女家和美西亞的邊界
[00:03:28.580 --> 00:03:31.580]  原本他們是想向上面
[00:03:31.580 --> 00:03:33.580]  那個比推尼那裏去的
[00:03:33.580 --> 00:03:37.580]  但是他說耶穌的靈又禁止他
[00:03:37.580 --> 00:03:39.580]  然後他就沒有去那裏
[00:03:39.580 --> 00:03:41.580]  就向前繼續走
[00:03:41.580 --> 00:03:43.580]  就穿過了美西亞
[00:03:43.580 --> 00:03:46.580]  就去到在這段經文當中
[00:03:46.580 --> 00:03:47.580]  十六章八節
[00:03:47.580 --> 00:03:50.580]  特羅亞的地方就是一個海邊
[00:03:50.580 --> 00:03:53.580]  然後聖經之後再延伸下去之後
[00:03:53.580 --> 00:03:54.580]  就做什麼事呢
[00:03:54.580 --> 00:03:55.580]  就是他們後來就坐船
[00:03:55.580 --> 00:04:00.580]  他就在特羅亞的地方見到那個異象
[00:04:00.580 --> 00:04:02.580]  見到那個馬其頓人的異象
[00:04:02.580 --> 00:04:04.580]  就叫他來幫助我
[00:04:04.580 --> 00:04:07.580]  後來他們就一起出發
[00:04:07.580 --> 00:04:08.580]  就坐船
[00:04:08.580 --> 00:04:11.580]  最後就抵達了他們對岸
[00:04:11.580 --> 00:04:12.580]  有一個很重要的地方
[00:04:12.580 --> 00:04:16.580]  就是馬其頓的第一個駐防城
[00:04:16.580 --> 00:04:18.580]  就是菲臘比
[00:04:18.580 --> 00:04:20.580]  我想大家留意的就是
[00:04:20.580 --> 00:04:25.580]  其實他有兩次的轉向
[00:04:25.580 --> 00:04:28.580]  為什麼我今天的主題就叫做
[00:04:28.580 --> 00:04:31.580]  按著順著聖靈而行呢
[00:04:31.580 --> 00:04:33.580]  當大家看這段聖經的時候
[00:04:33.580 --> 00:04:34.580]  其實我想形容
[00:04:34.580 --> 00:04:36.580]  如果你是一個很認真的讀者
[00:04:36.580 --> 00:04:39.580]  你是會覺得不夠的
[00:04:39.580 --> 00:04:43.580]  其實我不知道大家會不會一定是很想知道
[00:04:43.580 --> 00:04:45.580]  寫詳細一點
[00:04:45.580 --> 00:04:48.580]  究竟保羅有什麼計劃
[00:04:48.580 --> 00:04:50.580]  為什麼他要向東走
[00:04:50.580 --> 00:04:53.580]  聖靈怎樣禁止他
[00:04:53.580 --> 00:04:55.580]  我想大家最想知道的就是
[00:04:55.580 --> 00:04:57.580]  你不如告訴我聖靈怎樣禁止他
[00:04:57.580 --> 00:05:00.580]  接著的時間他去到前面又有什麼計劃
[00:05:00.580 --> 00:05:03.580]  耶穌的靈又怎樣禁止他
[00:05:03.580 --> 00:05:05.580]  這個是我們作為讀者
[00:05:05.580 --> 00:05:06.580]  作為一個基督徒
[00:05:06.580 --> 00:05:07.580]  我們最關注的
[00:05:07.580 --> 00:05:08.580]  我們很想知道的
[00:05:08.580 --> 00:05:10.580]  這個也有很多弟兄姐妹
[00:05:10.580 --> 00:05:12.580]  經常問我的問題
[00:05:12.580 --> 00:05:14.580]  什麼叫做神的心意
[00:05:14.580 --> 00:05:16.580]  我很想知道神的心意
[00:05:16.580 --> 00:05:18.580]  但是弟兄姐妹我想告訴你
[00:05:18.580 --> 00:05:21.580]  這段經文是完全沒有講到
[00:05:21.580 --> 00:05:25.580]  其實是違反了這段經文的邏輯
[00:05:25.580 --> 00:05:27.580]  這段經文的作者是誰
[00:05:27.580 --> 00:05:29.580]  是盧嘉
[00:05:29.580 --> 00:05:30.580]  盧嘉是醫生
[00:05:30.580 --> 00:05:33.580]  出了名他在盧嘉的方案裡面
[00:05:33.580 --> 00:05:35.580]  他所寫的資料是最詳細的
[00:05:35.580 --> 00:05:37.580]  他是考證過的
[00:05:37.580 --> 00:05:41.580]  按著一個這麼有邏輯思維的人
[00:05:41.580 --> 00:05:42.580]  一個這麼細心的人
[00:05:42.580 --> 00:05:45.580]  他不可能會漏了這麼重要的
[00:05:45.580 --> 00:05:47.580]  連《理體聖經》都會認為重要的資料
[00:05:47.580 --> 00:05:48.580]  他漏了
[00:05:48.580 --> 00:05:49.580]  他不講
[00:05:49.580 --> 00:05:50.580]  還有最特別
[00:05:50.580 --> 00:05:52.580]  當他去到特羅亞的時候
[00:05:52.580 --> 00:05:53.580]  如果大家看回剛才那段經文
[00:05:53.580 --> 00:05:56.580]  他是由他們轉為我們
[00:05:56.580 --> 00:05:59.580]  就是說在那個地方開始
[00:05:59.580 --> 00:06:02.580]  其實盧嘉是在當中的
[00:06:02.580 --> 00:06:06.580]  他是參與了在保羅的團隊裡面
[00:06:06.580 --> 00:06:09.580]  但是奇妙的地方就是這樣
[00:06:09.580 --> 00:06:11.580]  原來你會發覺
[00:06:11.580 --> 00:06:14.580]  這個作者很特別的地方
[00:06:14.580 --> 00:06:16.580]  告訴你就是什麼呢
[00:06:16.580 --> 00:06:19.580]  他就是不讓你知道
[00:06:19.580 --> 00:06:21.580]  為什麼不讓你知道呢
[00:06:21.580 --> 00:06:23.580]  第一件事剛才我說的
[00:06:23.580 --> 00:06:24.580]  這段經文特別的地方就是
[00:06:24.580 --> 00:06:29.580]  上帝是介入在保羅的行程當中
[00:06:29.580 --> 00:06:31.580]  其實我想告訴你聽
[00:06:31.580 --> 00:06:35.580]  當你願意去為上帝去做工作
[00:06:35.580 --> 00:06:38.580]  你想做上帝的工作的時候
[00:06:38.580 --> 00:06:43.580]  聖靈是很樂意介入在你生命裡面
[00:06:43.580 --> 00:06:46.580]  祂是很樂意的跟你去溝通
[00:06:46.580 --> 00:06:47.580]  跟你去阻止你
[00:06:47.580 --> 00:06:49.580]  告訴你應該怎樣去做
[00:06:49.580 --> 00:06:51.580]  其實我經常都說的一件事
[00:06:51.580 --> 00:06:52.580]  就是最重要的是你的心裡面
[00:06:52.580 --> 00:06:56.580]  究竟你是否想做神的工作
[00:06:56.580 --> 00:06:58.580]  如果你純粹是一個好奇
[00:06:58.580 --> 00:07:02.580]  你純粹只是想去走你自己的路的話
[00:07:02.580 --> 00:07:06.580]  你不會得到保羅這種經歷
[00:07:06.580 --> 00:07:07.580]  所以你就會發覺這個作者
[00:07:07.580 --> 00:07:10.580]  他特意有很多細節沒有說
[00:07:10.580 --> 00:07:12.580]  為什麼他不說呢
[00:07:12.580 --> 00:07:14.580]  其實你會發覺
[00:07:14.580 --> 00:07:17.580]  聖靈跟人的溝通
[00:07:17.580 --> 00:07:20.580]  是沒有一個固定架式的
[00:07:20.580 --> 00:07:22.580]  請大家記住我這句話
[00:07:22.580 --> 00:07:24.580]  聖靈跟你的溝通
[00:07:24.580 --> 00:07:27.580]  是沒有一個固定架式的
[00:07:27.580 --> 00:07:31.580]  不是他跟A是這樣溝通
[00:07:31.580 --> 00:07:33.580]  跟B就是這樣
[00:07:33.580 --> 00:07:35.580]  就是說他不想你掉進一個
[00:07:35.580 --> 00:07:38.580]  很重要的誤區
[00:07:38.580 --> 00:07:39.580]  這個誤區是什麼呢
[00:07:39.580 --> 00:07:43.580]  如果這樣就是聖靈的提醒
[00:07:43.580 --> 00:07:45.580]  如果不是這樣
[00:07:45.580 --> 00:07:48.580]  就不是聖靈的提醒
[00:07:48.580 --> 00:07:53.580]  他不想大家有一個這樣的誤區
[00:07:53.580 --> 00:07:54.580]  為什麼呢
[00:07:54.580 --> 00:07:57.580]  因為如果你將你的信仰
[00:07:57.580 --> 00:07:59.580]  變成格式化的話
