
[00:00:00.000 --> 00:00:02.560]  各位弟兄姊妹主里面平安
[00:00:02.560 --> 00:00:07.080]  今天能够跟大家分享神的话语
[00:00:07.080 --> 00:00:09.960]  第一个礼拜在红恩堂讲道
[00:00:09.960 --> 00:00:13.500]  第二个礼拜,上个礼拜就在
[00:00:13.500 --> 00:00:16.040]  嘉恩,今天终于回来
[00:00:16.040 --> 00:00:17.880]  感宣我们的座堂
[00:00:17.880 --> 00:00:23.240]  一月份应该讲一些很勵志的经文
[00:00:23.240 --> 00:00:26.540]  来到去,是一年的开始
[00:00:26.540 --> 00:00:29.180]  我们来到去,怎么来到去
[00:00:29.180 --> 00:00:32.240]  靠主,但是心里面有一个很重的
[00:00:32.240 --> 00:00:35.200]  心愿,我们这个时代需要
[00:00:35.200 --> 00:00:38.260]  勇气,两段圣经
[00:00:38.260 --> 00:00:40.640]  都是在一个困难
[00:00:40.640 --> 00:00:43.480]  逆境,逼迫
[00:00:43.480 --> 00:00:46.600]  和一个极大的群体的
[00:00:46.600 --> 00:00:49.600]  失败的一个开始,怎么能够
[00:00:49.600 --> 00:00:52.520]  这些领袖,他们靠勇气
[00:00:52.520 --> 00:00:55.360]  靠着神,可以有一条
[00:00:55.360 --> 00:00:58.000]  新的路开始走呢
[00:00:58.480 --> 00:01:01.020]  想和大家先有一个简单祈祷
[00:01:01.020 --> 00:01:04.360]  我们将整个的讲道
[00:01:04.360 --> 00:01:07.040]  仰望天父,你的恩典
[00:01:07.040 --> 00:01:09.800]  你的怜悯,圣灵的感动
[00:01:09.800 --> 00:01:12.960]  在我们每一位的弟兄姊妹
[00:01:12.960 --> 00:01:16.440]  或者日后有机会听这个讲道的
[00:01:16.440 --> 00:01:19.600]  一起的护面,一起的在神面前
[00:01:19.600 --> 00:01:22.160]  有反思
[00:01:22.160 --> 00:01:25.800]  有悔改,在神面前一起来到去
[00:01:26.000 --> 00:01:28.720]  有这个时代需要的勇气
[00:01:28.720 --> 00:01:32.020]  去依靠主,我们这样祷告
[00:01:32.020 --> 00:01:35.540]  奉耶稣基督的名,阿们
[00:01:35.540 --> 00:01:39.300]  使徒行传十二章
[00:01:39.300 --> 00:01:42.160]  记载彼得面对一个
[00:01:42.160 --> 00:01:45.180]  第二天就要被处决的
[00:01:45.180 --> 00:01:47.040]  危机
[00:01:47.040 --> 00:01:50.280]  其实第一节已经告诉我们
[00:01:50.280 --> 00:01:52.380]  希律王
[00:01:52.380 --> 00:01:54.820]  欢喜犹太人
[00:01:55.340 --> 00:01:58.360]  当然是拒绝和
[00:01:58.360 --> 00:02:00.820]  敌党福音的犹太人
[00:02:00.820 --> 00:02:03.780]  要讨好他们
[00:02:03.780 --> 00:02:06.540]  又要让他们看到希律是
[00:02:06.540 --> 00:02:08.080]  站在他们那边的
[00:02:08.080 --> 00:02:11.440]  就杀了雅各
[00:02:11.440 --> 00:02:15.580]  是约翰,使徒约翰的哥哥
[00:02:15.580 --> 00:02:19.100]  也就是说又有第二轮的大逼迫了
[00:02:19.100 --> 00:02:21.800]  因为第七章的司提反
[00:02:21.800 --> 00:02:24.620]  已经殉道了,第八章
[00:02:24.620 --> 00:02:27.560]  有大逼迫在耶路撒冷
[00:02:27.560 --> 00:02:30.380]  所以除了使徒之外,信徒
[00:02:30.380 --> 00:02:33.200]  门徒全部分散
[00:02:33.200 --> 00:02:36.200]  去到各处,特别记载
[00:02:36.200 --> 00:02:39.540]  肥利,就是耶路撒冷其中一位的执事
[00:02:39.540 --> 00:02:42.420]  带着一些门徒去到
[00:02:42.420 --> 00:02:44.380]  撒玛尼亚,在那里
[00:02:44.380 --> 00:02:46.880]  不是逃难这么简单
[00:02:46.880 --> 00:02:50.020]  而是将神的恩典福音
[00:02:50.020 --> 00:02:52.840]  带到他未听闻
[00:02:52.840 --> 00:02:55.420]  很大规模的教会的地方
[00:02:55.420 --> 00:02:57.000]  他们去传福音
[00:02:57.000 --> 00:03:00.320]  在撒玛尼亚城去传道
[00:03:00.320 --> 00:03:03.620]  那个城因为信了耶稣
[00:03:03.620 --> 00:03:06.020]  就有大的起落
[00:03:06.020 --> 00:03:09.600]  接着辗转,讲肥利
[00:03:09.600 --> 00:03:12.140]  神差遣他,来到去
[00:03:12.140 --> 00:03:15.120]  在旷野带领了一个叫埃提阿伯的
[00:03:15.120 --> 00:03:16.920]  太监信主
[00:03:16.920 --> 00:03:19.320]  然后去到第九章
[00:03:20.400 --> 00:03:23.420]  再一次记载大璧伯
[00:03:23.420 --> 00:03:26.440]  就是使徒保罗,未信耶稣之前
[00:03:26.440 --> 00:03:28.700]  他去大马士革
[00:03:28.700 --> 00:03:31.220]  抓基督徒,要下监
[00:03:31.220 --> 00:03:34.740]  神向他显现,耶稣改变他的生命
[00:03:34.740 --> 00:03:38.400]  信了主,所以第九章的结尾就是说
[00:03:38.400 --> 00:03:40.760]  那个时候耶路撒冷
[00:03:40.760 --> 00:03:42.220]  就得平安了
[00:03:42.220 --> 00:03:46.480]  去到一个阶段描述,就是使徒彼得
[00:03:46.480 --> 00:03:49.580]  他可以离开耶路撒冷
[00:03:49.780 --> 00:03:52.000]  去到盖撒尼亚
[00:03:52.000 --> 00:03:55.560]  最终就记载他在约伯这个地方
[00:03:55.560 --> 00:03:58.100]  近海的盖撒尼亚一个地方
[00:03:58.100 --> 00:04:00.500]  在那里就住在一个
[00:04:00.500 --> 00:04:03.240]  烧皮像叫做
[00:04:03.240 --> 00:04:08.160]  第十章的
[00:04:08.160 --> 00:04:17.620]  十章这里,就住在
[00:04:17.620 --> 00:04:20.180]  这个地方,这个
[00:04:20.180 --> 00:04:23.880]  西门的家,在那里来到去
[00:04:23.880 --> 00:04:26.340]  探望当地的教会
[00:04:26.340 --> 00:04:28.840]  就有一个异象
[00:04:28.840 --> 00:04:31.380]  临到哥利留这个伯夫长
[00:04:31.380 --> 00:04:34.220]  就叫伯夫长猜测他的僕人
[00:04:34.220 --> 00:04:37.620]  去找彼得,然后去到盖撒尼亚
[00:04:37.620 --> 00:04:40.260]  带领了整个盖撒尼亚
[00:04:40.260 --> 00:04:42.900]  特别是哥利留的一家人信主
[00:04:42.900 --> 00:04:46.460]  十一章,再记载
[00:04:46.720 --> 00:04:50.260]  这个彼得回到耶路撒冷之后
[00:04:50.260 --> 00:04:52.860]  有人就质问他,为什么你要向
[00:04:52.860 --> 00:04:54.860]  外邦人传福音
[00:04:54.860 --> 00:04:57.740]  彼得说完之后,他们明白了
[00:04:57.740 --> 00:05:00.520]  接着就开始告诉我们
[00:05:00.520 --> 00:05:03.940]  就记载这一位使徒彼得
[00:05:03.940 --> 00:05:07.260]  和当时的有一个叫巴拿巴
[00:05:07.260 --> 00:05:11.120]  就去探望这个安提阿的教会
[00:05:11.120 --> 00:05:14.500]  因为安提阿有很多人信耶稣
[00:05:14.700 --> 00:05:18.400]  使徒猜测巴拿巴去到安提阿
[00:05:18.400 --> 00:05:21.160]  见到一个很大的福兴
[00:05:21.160 --> 00:05:24.060]  接着,因为他自己一个人
[00:05:24.060 --> 00:05:26.680]  做不及这么多工作,就在
[00:05:26.680 --> 00:05:28.960]  大扫城找到扫罗
[00:05:28.960 --> 00:05:31.860]  即是保罗,一起在安提阿
[00:05:31.860 --> 00:05:33.420]  来到去传道
[00:05:33.420 --> 00:05:36.520]  这个就是由第九章
[00:05:36.520 --> 00:05:39.160]  一路去到第十一章
[00:05:39.160 --> 00:05:42.320]  第十二章刚才主席已经读了
[00:05:42.680 --> 00:05:45.680]  第一节说,希律王下手
[00:05:45.680 --> 00:05:48.620]  辅导教会中的一些人
[00:05:48.620 --> 00:05:52.560]  用王的权
[00:05:52.560 --> 00:05:55.620]  下手去辅导教会
[00:05:55.620 --> 00:05:58.760]  一些人,然后用刀
[00:05:58.760 --> 00:06:01.900]  杀了约翰的哥哥雅各
[00:06:01.900 --> 00:06:04.840]  第三节他说,见到犹太人
[00:06:04.840 --> 00:06:06.280]  喜欢这件事
[00:06:06.280 --> 00:06:09.900]  喜欢信耶稣的
[00:06:09.900 --> 00:06:12.040]  没有社会地位的
[00:06:12.400 --> 00:06:15.260]  也都不被犹太教所接纳的
[00:06:15.260 --> 00:06:17.460]  说信一个耶稣
[00:06:17.460 --> 00:06:21.040]  就是神的儿子,就是尼塞亚
[00:06:21.040 --> 00:06:23.300]  就是旧约所等待
[00:06:23.300 --> 00:06:25.920]  引颈以待的那个救世主
[00:06:25.920 --> 00:06:28.880]  对犹太教的犹太人来说
[00:06:28.880 --> 00:06:30.600]  是没办法接受的
[00:06:30.600 --> 00:06:33.100]  所以就假借希律王
[00:06:33.100 --> 00:06:35.220]  政权的迫害
[00:06:35.220 --> 00:06:37.620]  对教会行使
[00:06:37.620 --> 00:06:40.160]  这样的一个武力
[00:06:41.080 --> 00:06:43.400]  手无寸铁的使徒
[00:06:43.400 --> 00:06:46.340]  雅各首先殉道
[00:06:46.340 --> 00:06:47.700]  其实不是他首先
[00:06:47.700 --> 00:06:50.160]  因为斯提反已经殉道了
[00:06:50.160 --> 00:06:52.160]  不过斯提反不是使徒
[00:06:52.160 --> 00:06:55.240]  现在跟过耶稣的这些使徒
[00:06:55.240 --> 00:06:58.940]  终于要面对为信仰受逼迫了
[00:06:58.940 --> 00:07:01.240]  希律王要杀他
[00:07:01.240 --> 00:07:05.140]  然后第三节就已经告诉我们
[00:07:05.140 --> 00:07:07.180]  见到犹太人喜欢
[00:07:07.180 --> 00:07:09.440]  再捉了彼得
[00:07:09.920 --> 00:07:12.080]  擒贼先擒王
[00:07:12.080 --> 00:07:14.940]  擒使徒就对了
[00:07:14.940 --> 00:07:16.640]  因为是领袖
[00:07:16.640 --> 00:07:18.300]  彼得过去
[00:07:18.300 --> 00:07:21.660]  那么喜欢凝聚大
[00:07:21.660 --> 00:07:24.300]  现在就要抓你,就要锁你
[00:07:24.300 --> 00:07:25.660]  就要杀你
[00:07:25.660 --> 00:07:27.840]  跟你那个好同伴雅各
[00:07:27.840 --> 00:07:29.600]  一起去见耶稣
[00:07:29.600 --> 00:07:33.220]  这个就是当时的描述
[00:07:33.220 --> 00:07:35.800]  很平铺直叙的描述
[00:07:36.580 --> 00:07:40.900]  教会切切为彼得祈祷
[00:07:40.900 --> 00:07:44.320]  这里让我们看到
[00:07:44.320 --> 00:07:47.020]  彼得唯一剩下要有的
[00:07:47.020 --> 00:07:49.440]  就是一个认耶稣
[00:07:49.440 --> 00:07:52.240]  不敢否认耶稣的勇气
[00:07:52.240 --> 00:07:54.400]  有什么结果呢
[00:07:54.400 --> 00:07:55.620]  没人知道
[00:07:55.620 --> 00:07:58.160]  因为自己的好同伴
[00:07:58.160 --> 00:08:00.960]  战友已经死了
[00:08:02.080 --> 00:08:05.080]  希律王是欢喜
[00:08:05.080 --> 00:08:07.080]  迫害教会
[00:08:07.080 --> 00:08:09.520]  去讨好犹太人
[00:08:09.520 --> 00:08:13.800]  这一章圣经的大半章圣经
[00:08:13.800 --> 00:08:15.320]  都是描述
[00:08:15.320 --> 00:08:17.320]  希律王
[00:08:17.320 --> 00:08:20.000]  由欢喜迫害教徒
[00:08:20.000 --> 00:08:22.680]  到被一条虫咬死
[00:08:22.680 --> 00:08:24.560]  你看到
[00:08:24.560 --> 00:08:28.360]  神的管理主权
[00:08:28.360 --> 00:08:30.560]  彼得要有的
[00:08:30.560 --> 00:08:33.840]  就是在逆境困难的时候
[00:08:33.840 --> 00:08:35.840]  需要的勇气
[00:08:35.840 --> 00:08:39.840]  神可以用神迹
[00:08:39.840 --> 00:08:44.560]  改变整个人想不到的环境
[00:08:44.560 --> 00:08:48.040]  没有教会的祈祷会
[00:08:48.040 --> 00:08:50.040]  会想到彼得会放监
[00:08:50.040 --> 00:08:51.640]  接着敲门
[00:08:51.640 --> 00:08:54.560]  使女罗大开门
[00:08:54.560 --> 00:08:55.360]  吓一跳
[00:08:55.360 --> 00:08:56.920]  哇 见到彼得
[00:08:56.920 --> 00:09:00.600]  明明就是为彼得不用死祈祷
[00:09:00.600 --> 00:09:01.600]  没多久
[00:09:01.600 --> 00:09:04.200]  彼得半夜来敲门
[00:09:04.200 --> 00:09:06.800]  教会讨告
[00:09:06.800 --> 00:09:08.800]  有没有这样的信心
[00:09:08.800 --> 00:09:10.400]  有没有这样的勇气
[00:09:10.400 --> 00:09:11.200]  神啊
[00:09:11.200 --> 00:09:13.800]  如果你要收彼得的性命
[00:09:13.800 --> 00:09:16.400]  就让他作美好的见证吧
[00:09:16.400 --> 00:09:19.600]  可以带领希律信耶稣吧
[00:09:19.600 --> 00:09:21.600]  不知道有没有这样的祈祷
[00:09:21.600 --> 00:09:22.800]  不过
[00:09:22.800 --> 00:09:24.600]  当时的描述就是
[00:09:24.600 --> 00:09:27.080]  这个罗大很害怕
[00:09:27.080 --> 00:09:30.080]  他们还以为见到鬼魂
[00:09:30.080 --> 00:09:32.080]  以为是什么事等等
[00:09:32.080 --> 00:09:34.080]  这是下面的描述
[00:09:34.080 --> 00:09:35.280]  但是
[00:09:35.280 --> 00:09:37.880]  对当事人彼得来说
[00:09:37.880 --> 00:09:40.480]  他需要的是一个
[00:09:40.480 --> 00:09:42.680]  承认耶稣
[00:09:42.680 --> 00:09:45.880]  负代价的勇气
[00:09:45.880 --> 00:09:47.480]  那个代价就是
[00:09:47.480 --> 00:09:50.880]  跟随耶稣十字架的路
[00:09:50.880 --> 00:09:53.280]  如果神要收去他的性命
[00:09:53.280 --> 00:09:56.280]  藉着这次为耶稣作见证
[00:09:56.280 --> 00:09:58.680]  而死在希律王的手
[00:09:58.680 --> 00:10:01.080]  这是必然的
[00:10:01.080 --> 00:10:03.080]  也是预料了的
[00:10:03.080 --> 00:10:06.480]  如果我们有这个预定的心志
[00:10:06.480 --> 00:10:08.480]  我们感孙家的弟兄姊妹
[00:10:08.480 --> 00:10:10.080]  在年头
[00:10:10.080 --> 00:10:11.280]  目者
[00:10:11.280 --> 00:10:12.480]  劝勉
[00:10:12.480 --> 00:10:14.680]  和我们一起去面对
