
[00:00:00.000 --> 00:00:04.320]  多謝敬拜隊給我們一個很美好的敬拜
[00:00:04.320 --> 00:00:11.920]  亦帶領我們一起去察驗上帝在我們生命當中的大靈
[00:00:11.920 --> 00:00:12.920]  這也很重要
[00:00:12.920 --> 00:00:21.200]  我們要去能夠定時有時間空間去細察上帝
[00:00:21.200 --> 00:00:23.600]  在我們生命當中的足跡的引靈
[00:00:23.600 --> 00:00:26.000]  我們去看回內心裏面
[00:00:26.000 --> 00:00:33.520]  其實我們自己能夠觸摸上帝在我們之中一些微小的聲音
[00:00:33.520 --> 00:00:38.880]  一些每一個步伐當中的提示
[00:00:38.880 --> 00:00:43.920]  讓我們能夠每一步去緊緊的跟從祂
[00:00:43.920 --> 00:00:47.000]  其實這種生命的察驗
[00:00:47.000 --> 00:00:51.840]  其實對於我們今天開始講到第三次亞國的生命
[00:00:51.840 --> 00:00:55.280]  在創世記的經文中間
[00:00:55.280 --> 00:00:57.720]  如果大家還記得上次有講
[00:00:57.720 --> 00:01:03.120]  我們提到上帝
[00:01:03.120 --> 00:01:09.040]  即是亞國他自己經驗到上帝親身帶領他
[00:01:09.040 --> 00:01:11.000]  在伯特利當中
[00:01:11.000 --> 00:01:14.560]  他親自向上帝顯現
[00:01:14.560 --> 00:01:16.440]  如果在聖經當中這是第一次
[00:01:16.440 --> 00:01:21.480]  這是從前他可能在以撒
[00:01:21.480 --> 00:01:25.920]  即是去尼伯加的家庭之中聽了很多
[00:01:25.920 --> 00:01:29.800]  但他真的親自去經歷上帝
[00:01:29.800 --> 00:01:32.800]  其實就是在伯特利的路上
[00:01:32.800 --> 00:01:38.560]  他在夢中見到上帝
[00:01:38.560 --> 00:01:41.240]  從此對他的人生是不同了
[00:01:41.240 --> 00:01:44.640]  即是說亞國他經驗上帝的介入
[00:01:44.640 --> 00:01:47.320]  是由伯特利開始
[00:01:47.320 --> 00:01:48.600]  所以剛才讀經文
[00:01:48.600 --> 00:01:51.240]  如果大家還記得是伯特利的神
[00:01:51.240 --> 00:01:53.480]  這是亞國他很獨特
[00:01:53.480 --> 00:01:57.800]  他自己一個很獨有的一種和上帝的經歷
[00:01:57.800 --> 00:02:00.240]  是上帝在生命當中的帶領
[00:02:00.240 --> 00:02:02.760]  我常常說亞國不是一個很屬靈的人
[00:02:02.760 --> 00:02:04.440]  亞國是一個很現實
[00:02:04.440 --> 00:02:10.440]  很世界之中很實在的人
[00:02:10.440 --> 00:02:12.320]  他和上帝許願還記得嗎
[00:02:12.320 --> 00:02:15.360]  如果你不讓我平平安安回到家裡
[00:02:15.360 --> 00:02:16.720]  沒有破破爛爛
[00:02:16.720 --> 00:02:18.200]  可以吃可以住
[00:02:18.200 --> 00:02:21.160]  回到家裡我才敬拜你
[00:02:21.160 --> 00:02:22.960]  我才稱你為我的上帝
[00:02:22.960 --> 00:02:24.840]  這是亞國
[00:02:24.840 --> 00:02:27.280]  他未經歷上帝就跪下痛哭
[00:02:27.280 --> 00:02:28.240]  然後說這是你
[00:02:28.240 --> 00:02:29.360]  我上帝將生命交給你
[00:02:29.360 --> 00:02:35.560]  他不是一個這樣向上帝納願的人
[00:02:35.560 --> 00:02:36.360]  他是很現實的
[00:02:36.360 --> 00:02:37.960]  他看上帝怎樣對他
[00:02:37.960 --> 00:02:39.000]  上帝對他好
[00:02:39.000 --> 00:02:41.080]  他真的覺得上帝信得過
[00:02:41.080 --> 00:02:43.720]  他就將生命交給上帝
[00:02:43.720 --> 00:02:45.320]  每個人的經歷都不同
[00:02:45.320 --> 00:02:48.240]  每個人的遭遇性格都不同
[00:02:48.240 --> 00:02:49.880]  我都說過第一次的時候
[00:02:49.880 --> 00:02:52.120]  亞國是一個先天不足
[00:02:52.120 --> 00:02:55.800]  他永遠都不能夠在血脈之中
[00:02:55.800 --> 00:02:57.760]  能夠超越哥哥
[00:02:57.760 --> 00:03:01.480]  這是要多虧他媽媽李伯嘉
[00:03:01.480 --> 00:03:06.160]  和他一起去押了長子的祝福
[00:03:06.160 --> 00:03:10.600]  但換來他要孤身上路
[00:03:10.600 --> 00:03:12.320]  來到這段經文
[00:03:12.320 --> 00:03:14.200]  第三次
[00:03:14.200 --> 00:03:15.920]  第三段經文
[00:03:15.920 --> 00:03:18.600]  我很快在這裡交代少許
[00:03:18.600 --> 00:03:20.680]  經文的背景
[00:03:20.680 --> 00:03:22.240]  在三十一章之前的背景
[00:03:22.240 --> 00:03:26.160]  上次我們看到他二十八章
[00:03:26.160 --> 00:03:28.280]  到了第二十九章的時候
[00:03:28.280 --> 00:03:30.920]  你可以說他離開了伯達利
[00:03:30.920 --> 00:03:34.880]  聖經就提起腳步上路
[00:03:34.880 --> 00:03:36.640]  在第一次的時候
[00:03:36.640 --> 00:03:38.640]  真的好像大踏步向前走
[00:03:38.640 --> 00:03:39.960]  剛才說勇敢走出去
[00:03:39.960 --> 00:03:42.320]  那種心情
[00:03:42.320 --> 00:03:45.760]  他真真正正要向北
[00:03:45.760 --> 00:03:47.360]  要向東北
[00:03:47.360 --> 00:03:50.520]  回到阿蘭的地方
[00:03:50.520 --> 00:03:52.960]  即是投靠他舅父的地方
[00:03:52.960 --> 00:03:55.240]  伯達利可以說是最後一個
[00:03:55.240 --> 00:03:59.520]  他能夠離開迦林地的補給站
[00:03:59.520 --> 00:04:01.880]  在那裡休息夠了
[00:04:01.880 --> 00:04:03.400]  裝備夠了就上路
[00:04:03.400 --> 00:04:06.320]  這是第二十九章第一節的時候
[00:04:06.320 --> 00:04:07.920]  那種表達
[00:04:07.920 --> 00:04:10.440]  他真的孤身上路
[00:04:10.440 --> 00:04:13.240]  沒有了家裡的投靠
[00:04:13.240 --> 00:04:14.240]  但他很有趣
[00:04:14.240 --> 00:04:18.680]  上帝在未上路之前
[00:04:18.680 --> 00:04:21.680]  顯現 應許他
[00:04:21.680 --> 00:04:23.080]  他生命開始不同了
[00:04:23.080 --> 00:04:25.400]  他帶著上帝的同在
[00:04:25.400 --> 00:04:26.880]  上帝的應許
[00:04:26.880 --> 00:04:29.600]  去走這條不知道的路
[00:04:29.600 --> 00:04:30.200]  很簡單
[00:04:30.200 --> 00:04:33.080]  在背景裡的日蜀地主很快說
[00:04:33.080 --> 00:04:38.960]  阿哥在井旁遇上他心愛的女人拉結
[00:04:38.960 --> 00:04:42.160]  後來為了服侍
[00:04:42.160 --> 00:04:46.240]  這是他舅父拉班的小女兒
[00:04:46.240 --> 00:04:50.000]  於是住在拉班的房子裡
[00:04:50.000 --> 00:04:51.240]  本來住一個月而已
[00:04:51.240 --> 00:04:56.160]  你還記得李伯家跟阿哥說
[00:04:56.160 --> 00:04:57.520]  他舅父只是一會兒
[00:04:57.520 --> 00:04:59.920]  等阿哥風頭過了之後
[00:04:59.920 --> 00:05:01.560]  他自己氣消了之後
[00:05:01.560 --> 00:05:02.800]  就回來了
[00:05:02.800 --> 00:05:04.800]  他也不知道要去多久
[00:05:04.800 --> 00:05:07.280]  可能他想著很快就回家了
[00:05:07.280 --> 00:05:09.360]  一住就住一個月
[00:05:09.360 --> 00:05:12.240]  然後十五節
[00:05:12.240 --> 00:05:14.080]  如果大家有機會看回經文就說
[00:05:14.080 --> 00:05:15.640]  拉班就跟阿哥說
[00:05:15.640 --> 00:05:20.040]  我怎麼能夠讓你白白地服侍我呢
[00:05:20.040 --> 00:05:21.360]  serve for nothing
[00:05:21.360 --> 00:05:22.840]  你只是服侍我
[00:05:22.840 --> 00:05:24.160]  沒有回報給你
[00:05:24.160 --> 00:05:25.200]  沒有工資
[00:05:25.200 --> 00:05:26.800]  你想想這種關係
[00:05:26.800 --> 00:05:28.160]  很有趣吧
[00:05:28.160 --> 00:05:30.160]  本來是舅父
[00:05:30.160 --> 00:05:32.400]  一去到的時候
[00:05:32.400 --> 00:05:33.600]  阿哥也傾心吐意
[00:05:33.600 --> 00:05:36.240]  把所有事情都告訴舅父
[00:05:36.240 --> 00:05:37.400]  他以為自己是親人
