
[00:00:00.000 --> 00:00:02.000]  請主內平安
[00:00:02.000 --> 00:00:03.320]  (主內平安)
[00:00:03.320 --> 00:00:06.200]  進入農曆新的一年
[00:00:06.200 --> 00:00:08.200]  感恩
[00:00:08.200 --> 00:00:12.000]  我們不用好像道聽途說
[00:00:12.000 --> 00:00:14.000]  說甚麼農年
[00:00:14.000 --> 00:00:18.000]  聖經裏面說農
[00:00:18.000 --> 00:00:20.000]  說魔鬼的
[00:00:20.000 --> 00:00:22.000]  那就慘了 明年是甚麼年
[00:00:22.000 --> 00:00:24.000]  蛇年
[00:00:24.000 --> 00:00:26.000]  農蛇馬羊
[00:00:26.000 --> 00:00:28.000]  你背下十二生肖
[00:00:28.000 --> 00:00:30.000]  鼠牛虎兔龍蛇馬羊
[00:00:30.000 --> 00:00:32.000]  猴雞犬豬
[00:00:32.000 --> 00:00:34.000]  沒有甚麼好
[00:00:34.000 --> 00:00:36.000]  唯一一個是聖經沒有提的
[00:00:36.000 --> 00:00:38.000]  你知道是哪一個嗎
[00:00:38.000 --> 00:00:40.000]  全本聖經都沒有的動物
[00:00:40.000 --> 00:00:42.000]  老虎
[00:00:42.000 --> 00:00:44.000]  巴勒斯坦 迦南地
[00:00:44.000 --> 00:00:46.000]  是沒有老虎的
[00:00:46.000 --> 00:00:48.000]  所以唯一好的年度就是虎年
[00:00:48.000 --> 00:00:50.000]  這樣是迷信
[00:00:50.000 --> 00:00:53.000]  我們比普通人還要迷信得多
[00:00:53.000 --> 00:00:55.000]  聖經用這些動物
[00:00:55.000 --> 00:00:57.000]  其實是比喻
[00:00:57.000 --> 00:00:59.000]  好像羊走迷
[00:00:59.000 --> 00:01:01.000]  各人偏行幾路
[00:01:01.000 --> 00:01:05.000]  不是教我們去討厭那隻羊
[00:01:05.000 --> 00:01:07.000]  比德三次不認主
[00:01:07.000 --> 00:01:09.000]  雞就叫了
[00:01:09.000 --> 00:01:11.000]  以後不吃雞
[00:01:11.000 --> 00:01:15.000]  做基督徒其實不是這樣做法的
[00:01:15.000 --> 00:01:17.000]  所以小心
[00:01:17.000 --> 00:01:21.000]  有很多時候我們聽到一些似是而非的說法
[00:01:21.000 --> 00:01:23.000]  我們真的需要神的說話
[00:01:23.000 --> 00:01:28.000]  來幫助我們去分辨清楚
[00:01:28.000 --> 00:01:31.000]  所以今天我們跟大家讀的經文
[00:01:31.000 --> 00:01:33.000]  是施洗約翰
[00:01:33.000 --> 00:01:35.000]  傳道
[00:01:35.000 --> 00:01:37.000]  在約旦河
[00:01:37.000 --> 00:01:39.000]  施洗
[00:01:39.000 --> 00:01:42.000]  他所說天國近了
[00:01:42.000 --> 00:01:46.000]  按照馬太福音的記載
[00:01:46.000 --> 00:01:50.000]  天國的福音
[00:01:50.000 --> 00:01:55.000]  不是耶穌第一個來傳揚的
[00:01:55.000 --> 00:01:57.000]  大家知道吧
[00:01:57.000 --> 00:02:03.000]  是施洗約翰先傳講天國的福音
[00:02:03.000 --> 00:02:06.000]  然後耶穌接著出來傳道
[00:02:06.000 --> 00:02:08.000]  他重複同一句說話
[00:02:08.000 --> 00:02:10.000]  天國近了
[00:02:10.000 --> 00:02:13.000]  然後馬太福音第十章告訴我們
[00:02:13.000 --> 00:02:17.000]  當耶穌差遣他的門徒
[00:02:17.000 --> 00:02:19.000]  無論是十二個也好
[00:02:19.000 --> 00:02:21.000]  七十個
[00:02:21.000 --> 00:02:23.000]  兩個兩個出去也好
[00:02:23.000 --> 00:02:26.000]  你留心聖經的記載
[00:02:26.000 --> 00:02:28.000]  耶穌都是教導他們
[00:02:28.000 --> 00:02:32.000]  傳天國近了
[00:02:32.000 --> 00:02:36.000]  這個福音的訊息沒有改變
[00:02:36.000 --> 00:02:39.000]  天國的福音我們很少聽到
[00:02:39.000 --> 00:02:41.000]  我們比較熟悉的是
[00:02:41.000 --> 00:02:45.000]  保羅書信裏面所講解
[00:02:45.000 --> 00:02:47.000]  耶穌釘十字架
[00:02:47.000 --> 00:02:50.000]  耶穌為罪人死
[00:02:50.000 --> 00:02:52.000]  神的愛向我們顯明
[00:02:52.000 --> 00:02:55.000]  所以福音書的記載
[00:02:55.000 --> 00:02:57.000]  我們很少提
[00:02:57.000 --> 00:02:59.000]  於是很容易誤會
[00:02:59.000 --> 00:03:02.000]  我剛剛最近看到
[00:03:02.000 --> 00:03:08.000]  《經濟學人》這本周刊
[00:03:08.000 --> 00:03:11.000]  報導美國有教會
[00:03:11.000 --> 00:03:13.000]  靈恩的教會
[00:03:13.000 --> 00:03:15.000]  保守信仰的教會
[00:03:15.000 --> 00:03:17.000]  但他們說天國的福音
[00:03:17.000 --> 00:03:20.000]  就是要去投票選特朗普
[00:03:20.000 --> 00:03:22.000]  嘩
[00:03:22.000 --> 00:03:24.000]  是呀
[00:03:24.000 --> 00:03:28.000]  很認真的查經的結論
[00:03:28.000 --> 00:03:30.000]  你領頭也好
[00:03:30.000 --> 00:03:32.000]  他們覺得今年十一月
[00:03:32.000 --> 00:03:35.000]  就是天國和魔鬼的決戰
[00:03:35.000 --> 00:03:37.000]  我們做基督徒的
[00:03:37.000 --> 00:03:41.000]  就要去實踐天國的福音
[00:03:41.000 --> 00:03:44.000]  這篇文章逼我想一想
[00:03:44.000 --> 00:03:46.000]  弟兄姊妹明不明白
[00:03:46.000 --> 00:03:50.000]  甚麼叫做天國的福音呢
[00:03:50.000 --> 00:03:52.000]  有人說
[00:03:52.000 --> 00:03:55.000]  其實福音書亦都告訴我們
[00:03:55.000 --> 00:04:00.000]  天國和神的國是相同的
[00:04:00.000 --> 00:04:04.000]  不過猶太人被毀
[00:04:04.000 --> 00:04:06.000]  馬太是猶太人
[00:04:06.000 --> 00:04:08.000]  所以他用天
[00:04:08.000 --> 00:04:10.000]  他不用神
[00:04:10.000 --> 00:04:13.000]  這個被毀是正確的
[00:04:13.000 --> 00:04:15.000]  有這樣的傳統
[00:04:15.000 --> 00:04:17.000]  到今天
[00:04:17.000 --> 00:04:19.000]  猶太人如果在美國
[00:04:19.000 --> 00:04:21.000]  他們寫神
[00:04:21.000 --> 00:04:23.000]  這個英文字
[00:04:23.000 --> 00:04:24.000]  你認識的
[00:04:24.000 --> 00:04:26.000]  God
[00:04:26.000 --> 00:04:28.000]  他們不是整個寫出來的
[00:04:28.000 --> 00:04:32.000]  他們是寫G-I-V-E-N-D
[00:04:32.000 --> 00:04:34.000]  沒有了個VOW
[00:04:34.000 --> 00:04:35.000]  不能讀的
[00:04:35.000 --> 00:04:36.000]  是呀,這個是他們的傳統
[00:04:36.000 --> 00:04:38.000]  不過今天我們不是要講這件事
[00:04:38.000 --> 00:04:41.000]  馬太福音其實沒有這樣的被毀
[00:04:41.000 --> 00:04:43.000]  何以見得
[00:04:43.000 --> 00:04:45.000]  我們現在手上沒有聖經
[00:04:45.000 --> 00:04:48.000]  你可能不能馬上翻查
[00:04:48.000 --> 00:04:50.000]  我提醒大家
[00:04:50.000 --> 00:04:53.000]  馬太福音十二章二十八節
[00:04:53.000 --> 00:04:54.000]  同一卷福音書
[00:04:54.000 --> 00:04:55.000]  馬太福音
[00:04:55.000 --> 00:04:56.000]  沒錯,他說
[00:04:56.000 --> 00:04:58.000]  施洗約翰傳天國的福音
[00:04:58.000 --> 00:05:01.000]  沒錯,他說耶穌來傳天國的福音
[00:05:01.000 --> 00:05:03.000]  門徒出去傳天國的福音
[00:05:03.000 --> 00:05:05.000]  但是當他記載到
[00:05:05.000 --> 00:05:08.000]  耶穌和法利賽人辯論
[00:05:08.000 --> 00:05:12.000]  趕鬼的權柄
[00:05:12.000 --> 00:05:14.000]  法利賽人批評耶穌
[00:05:14.000 --> 00:05:17.000]  他靠鬼王別西卜趕鬼
[00:05:17.000 --> 00:05:18.000]  你聽過吧
[00:05:18.000 --> 00:05:19.000]  耶穌說不是的
[00:05:19.000 --> 00:05:23.000]  如果我是憑著神的靈趕鬼
[00:05:23.000 --> 00:05:25.000]  耶穌接著說甚麼
[00:05:25.000 --> 00:05:29.000]  那神的國就在你們中間
[00:05:29.000 --> 00:05:30.000]  就來到了
[00:05:30.000 --> 00:05:31.000]  所以馬太沒有被毀
[00:05:31.000 --> 00:05:35.000]  他照記載神的國
[00:05:35.000 --> 00:05:39.000]  其實說到神的國
[00:05:39.000 --> 00:05:41.000]  說到國道
[00:05:41.000 --> 00:05:43.000]  最多的地方是主禱文
[00:05:43.000 --> 00:05:47.000]  不過我們很少有這樣的留意
[00:05:47.000 --> 00:05:48.000]  剛才我們起立
[00:05:48.000 --> 00:05:51.000]  懂得背《使徒信教》
[00:05:51.000 --> 00:05:52.000]  你們不用背的
[00:05:52.000 --> 00:05:53.000]  看著就行了
[00:05:53.000 --> 00:05:55.000]  背的
[00:05:55.000 --> 00:05:57.000]  不過是哪個版本的意思
[00:05:57.000 --> 00:05:58.000]  我背的是宣導會
[00:05:58.000 --> 00:06:00.000]  生命聖詩的版本
[00:06:00.000 --> 00:06:03.000]  去到禮賢會閉上眼背就撞版了
[00:06:03.000 --> 00:06:05.000]  原來中文翻譯不同的
[00:06:05.000 --> 00:06:07.000]  翻譯可以不同
[00:06:07.000 --> 00:06:10.000]  不過主禱文應該大家都懂得背
[00:06:10.000 --> 00:06:14.000]  因為是閉上眼來祈禱的
[00:06:14.000 --> 00:06:17.000]  主禱文都有不同的版本
[00:06:17.000 --> 00:06:18.000]  有文言文的
[00:06:18.000 --> 00:06:20.000]  有白話文的
[00:06:20.000 --> 00:06:23.000]  白話文都有起碼三四個不同的翻譯
[00:06:23.000 --> 00:06:25.000]  你記得的
[00:06:25.000 --> 00:06:27.000]  主禱文開始的時候
[00:06:27.000 --> 00:06:31.000]  「與你的國降臨」
[00:06:31.000 --> 00:06:33.000]  為什麼呢
[00:06:33.000 --> 00:06:37.000]  因為國道權柄榮耀
[00:06:37.000 --> 00:06:38.000]  有貓子
[00:06:38.000 --> 00:06:41.000]  所以不如關掉PowerPoint
[00:06:41.000 --> 00:06:43.000]  不要通水
[00:06:43.000 --> 00:06:47.000]  「都是你的全是父的」
[00:06:47.000 --> 00:06:51.000]  主禱文首尾呼應
[00:06:51.000 --> 00:06:53.000]  「用神的國開始」
[00:06:53.000 --> 00:06:56.000]  「用神的國道結束」
[00:06:56.000 --> 00:06:58.000]  我們很少留意
[00:06:58.000 --> 00:07:00.000]  我們最記得的就是我們要用飲食
[00:07:00.000 --> 00:07:02.000]  父賜給我們
[00:07:02.000 --> 00:07:04.000]  待會兒爆位喝茶
[00:07:04.000 --> 00:07:06.000]  最重要留到好的位置
[00:07:06.000 --> 00:07:07.000]  不是不是不是
[00:07:07.000 --> 00:07:10.000]  聖經不是這樣記載的
[00:07:10.000 --> 00:07:11.000]  聖經怎麼說
[00:07:11.000 --> 00:07:15.000]  國道權柄榮耀
[00:07:15.000 --> 00:07:18.000]  三件事情一氣呵成
[00:07:18.000 --> 00:07:19.000]  幫助我們明白
[00:07:19.000 --> 00:07:24.000]  耶穌所說的神的國的福音
[00:07:24.000 --> 00:07:28.000]  到底是一件什麼事
[00:07:28.000 --> 00:07:32.000]  我們先從榮耀開始
[00:07:32.000 --> 00:07:33.000]  這句話
[00:07:33.000 --> 00:07:35.000]  不知道你們有沒有印象
[00:07:35.000 --> 00:07:40.000]  約翰福音十七章第一節
[00:07:40.000 --> 00:07:44.000]  耶穌知道他要上十字架
[00:07:44.000 --> 00:07:50.000]  他帶領門徒去喀西瑪尼
[00:07:50.000 --> 00:07:53.000]  三本《馬太馬可》路加
[00:07:53.000 --> 00:07:57.000]  記載喀西瑪尼耶穌和門徒祈禱的經過
[00:07:57.000 --> 00:08:01.000]  約翰福音特別在十七章開始
[00:08:01.000 --> 00:08:05.000]  記載了耶穌一段很長的祈禱
[00:08:05.000 --> 00:08:08.000]  似乎和其他福音書的記載不同
[00:08:08.000 --> 00:08:10.000]  是互相的補充
[00:08:10.000 --> 00:08:13.000]  約翰福音十七章第一節
[00:08:13.000 --> 00:08:15.000]  記載耶穌怎麼祈禱
[00:08:15.000 --> 00:08:18.000]  他說「父啊,時候到了」
[00:08:18.000 --> 00:08:19.000]  什麼時候
[00:08:19.000 --> 00:08:21.000]  我們大家知道了
[00:08:21.000 --> 00:08:24.000]  福音書記載到耶穌要上十字架
[00:08:24.000 --> 00:08:27.000]  但跟著耶穌祈禱的兩句說話
[00:08:27.000 --> 00:08:29.000]  你明不明白他在說什麼
[00:08:29.000 --> 00:08:34.000]  「願祢榮耀祢的兒子」
[00:08:34.000 --> 00:08:39.000]  也都讓兒子榮耀祢
[00:08:39.000 --> 00:08:42.000]  明明是上十字架
[00:08:42.000 --> 00:08:48.000]  痛苦、羞辱的記號
[00:08:48.000 --> 00:08:58.000]  但卻成為聖父、聖子得榮耀的時刻
[00:08:58.000 --> 00:09:00.000]  不需要等到復活
[00:09:00.000 --> 00:09:03.000]  不需要等到升天
[00:09:03.000 --> 00:09:08.000]  人子被高舉掛在木頭上
[00:09:08.000 --> 00:09:16.000]  就吸引萬人來歸向基督
[00:09:16.000 --> 00:09:22.000]  這是福音書很清楚的焦點
[00:09:22.000 --> 00:09:26.000]  什麼是神的榮耀
[00:09:26.000 --> 00:09:29.000]  不是我們心裏想的那些
[00:09:29.000 --> 00:09:33.000]  八個警察騎著摩托車開路
[00:09:33.000 --> 00:09:36.000]  有八個在後面威風瀾瀾
[00:09:36.000 --> 00:09:41.000]  不是,那些是人間的榮耀
[00:09:41.000 --> 00:09:45.000]  對,你和我從來都沒有機會這樣做
[00:09:45.000 --> 00:09:48.000]  後面有一輛跟著你就害怕了
[00:09:48.000 --> 00:09:50.000]  但耶穌祈禱
[00:09:50.000 --> 00:09:53.000]  他明白什麼是榮耀
[00:09:53.000 --> 00:09:56.000]  什麼是父神的榮耀
[00:09:56.000 --> 00:09:59.000]  什麼是耶穌基督的榮耀
[00:09:59.000 --> 00:10:05.000]  原來按照神拯救的計劃
[00:10:05.000 --> 00:10:12.000]  為罪人死在十字架上
[00:10:12.000 --> 00:10:21.000]  這個時刻不再是人間視為痛苦羞辱
[00:10:21.000 --> 00:10:25.000]  我們唱詩唱到今天都是這樣唱
[00:10:25.000 --> 00:10:28.000]  「各擱他十字架,痛苦羞辱」記號
[00:10:28.000 --> 00:10:30.000]  原來不是
[00:10:30.000 --> 00:10:32.000]  是一個榮耀的記號
[00:10:32.000 --> 00:10:35.000]  所以為什麼宣導會要將十字架
[00:10:35.000 --> 00:10:41.000]  放在我們回歸的第一個位置
[00:10:41.000 --> 00:10:47.000]  因為耶穌基督是拯救之主
[00:10:47.000 --> 00:10:50.000]  你們還將祂升上屋頂
[00:10:50.000 --> 00:10:54.000]  你知道「敢宣」的標誌嗎
[00:10:54.000 --> 00:11:02.000]  這是很重要對神的榮耀的理解
[00:11:02.000 --> 00:11:07.000]  神的榮耀就是天上出現長雲
[00:11:07.000 --> 00:11:10.000]  就是有異象顯現
[00:11:10.000 --> 00:11:14.000]  現在來到就跪拜就降伏
[00:11:14.000 --> 00:11:17.000]  完全不是這回事
[00:11:17.000 --> 00:11:19.000]  好像我們說十二生肖
[00:11:19.000 --> 00:11:21.000]  不要搞錯
[00:11:21.000 --> 00:11:23.000]  那是民間宗教
[00:11:23.000 --> 00:11:25.000]  使我們洗腦了
[00:11:25.000 --> 00:11:28.000]  覺得神的出現就一定是這樣
[00:11:28.000 --> 00:11:32.000]  原來聖經不是這樣教的
[00:11:32.000 --> 00:11:36.000]  十字架底下有沒有人跪拜耶穌
[00:11:36.000 --> 00:11:38.000]  有沒有人相信耶穌
[00:11:38.000 --> 00:11:41.000]  十字架上面的強度
[00:11:41.000 --> 00:11:42.000]  相信耶穌而已
[00:11:42.000 --> 00:11:44.000]  奇怪了
[00:11:44.000 --> 00:11:50.000]  上帝的榮耀按照聖經的教導
[00:11:50.000 --> 00:11:56.000]  原來是一個我們看不到的事實
[00:11:56.000 --> 00:11:58.000]  今天我們明白
[00:11:58.000 --> 00:12:01.000]  的確十字架是神的榮耀
[00:12:01.000 --> 00:12:04.000]  因為從主耶穌到今天
[00:12:04.000 --> 00:12:09.000]  多少人就是因為這個救恩福音
[00:12:09.000 --> 00:12:15.000]  上帝的慈愛生命扭轉過來
[00:12:15.000 --> 00:12:18.000]  但是你看著這個十字架
[00:12:18.000 --> 00:12:22.000]  你看著主耶穌在上面斷氣
[00:12:22.000 --> 00:12:25.000]  你看到神的榮耀嗎
[00:12:25.000 --> 00:12:27.000]  在場的人
[00:12:27.000 --> 00:12:30.000]  敬虔的婦女門徒
[00:12:30.000 --> 00:12:35.000]  他們隨著空很傷心的離去
[00:12:35.000 --> 00:12:36.000]  看不到
[00:12:36.000 --> 00:12:40.000]  但原來這個是榮耀
[00:12:40.000 --> 00:12:44.000]  所以彼得教導我們
[00:12:44.000 --> 00:12:47.000]  彼得前書第二章二十一節
[00:12:47.000 --> 00:12:49.000]  你不要現在找聖經了
[00:12:49.000 --> 00:12:51.000]  除非你有手機
[00:12:51.000 --> 00:12:53.000]  點它就出來
[00:12:53.000 --> 00:12:54.000]  否則你找不到
[00:12:54.000 --> 00:12:56.000]  我就背完了
[00:12:56.000 --> 00:12:59.000]  彼得提醒基督徒
[00:12:59.000 --> 00:13:01.000]  「患蒙召」
[00:13:01.000 --> 00:13:02.000]  甚麼?
[00:13:02.000 --> 00:13:05.000]  「原是為此」
[00:13:05.000 --> 00:13:07.000]  為甚麼蒙召?
[00:13:07.000 --> 00:13:08.000]  上帝呼召我
[00:13:08.000 --> 00:13:11.000]  叫我出人頭地
[00:13:11.000 --> 00:13:13.000]  叫我成功
[00:13:13.000 --> 00:13:15.000]  叫我別人逆境
[00:13:15.000 --> 00:13:17.000]  我們順境
[00:13:17.000 --> 00:13:19.000]  不是的
[00:13:19.000 --> 00:13:24.000]  彼得接著說的呼召
[00:13:24.000 --> 00:13:29.000]  是基督為我們受苦
[00:13:29.000 --> 00:13:33.000]  留下的腳踪
[00:13:33.000 --> 00:13:39.000]  原來耶穌基督呼召我們去受苦
[00:13:39.000 --> 00:13:44.000]  其他的宗教不會這樣說的
[00:13:44.000 --> 00:13:50.000]  是主耶穌先至夠膽這樣說的
[00:13:50.000 --> 00:13:54.000]  「你們蒙召原是為此」
[00:13:54.000 --> 00:13:58.000]  因為基督為我們受苦
[00:13:58.000 --> 00:14:03.000]  留下這個受苦的腳踪
[00:14:03.000 --> 00:14:05.000]  你願意跟隨的
[00:14:05.000 --> 00:14:11.000]  原來是一位受苦的耶穌基督
[00:14:11.000 --> 00:14:16.000]  不是你和我心目中的榮耀
[00:14:16.000 --> 00:14:17.000]  看清楚
[00:14:17.000 --> 00:14:19.000]  但他的確是這樣叫我們
[00:14:19.000 --> 00:14:20.000]  跟從我
[00:14:20.000 --> 00:14:23.000]  並且耶穌為誰受苦?
[00:14:23.000 --> 00:14:26.000]  耶穌不是為那些信祂的人受苦
[00:14:26.000 --> 00:14:28.000]  曾經有一段時間
[00:14:28.000 --> 00:14:31.000]  歐洲的神學認為
[00:14:31.000 --> 00:14:34.000]  耶穌基督的受苦、受死
[00:14:34.000 --> 00:14:38.000]  只是為那些信祂的人受苦、受死
[00:14:38.000 --> 00:14:40.000]  這是異端
[00:14:40.000 --> 00:14:43.000]  雖然是很保守的神學教導
[00:14:43.000 --> 00:14:45.000]  聖經不是這樣說
[00:14:45.000 --> 00:14:48.000]  聖經記載的是甚麼呢?
[00:14:48.000 --> 00:14:53.000]  在我們還作罪人的時候
[00:14:53.000 --> 00:14:56.000]  耶穌基督為我們死
[00:14:56.000 --> 00:14:57.000]  甚麼是罪人?
[00:14:57.000 --> 00:14:59.000]  希伯來書說得好
[00:14:59.000 --> 00:15:04.000]  他忍受罪人頂撞
[00:15:04.000 --> 00:15:09.000]  耶穌基督為那些頂撞他的人受苦
[00:15:09.000 --> 00:15:11.000]  我們很懂得頂撞他
[00:15:11.000 --> 00:15:13.000]  輕輕動一點點
[00:15:13.000 --> 00:15:14.000]  我們就叫了
[00:15:14.000 --> 00:15:16.000]  上帝去了哪裡?
