
[00:00:00.000 --> 00:00:02.000]  定智妹早晨
[00:00:02.000 --> 00:00:06.000]  今日我們會一起思考我們的未來
[00:00:06.000 --> 00:00:09.000]  藉著這篇訊息我們一起去想想我們的未來
[00:00:09.000 --> 00:00:12.000]  不單單是我們自己
[00:00:12.000 --> 00:00:13.000]  我們香港的未來
[00:00:13.000 --> 00:00:15.000]  我們這個世界的未來
[00:00:15.000 --> 00:00:17.000]  特別這幾年裏面
[00:00:17.000 --> 00:00:20.000]  大家都知道很多朋友親戚都移民
[00:00:20.000 --> 00:00:22.000]  移民言下之意
[00:00:22.000 --> 00:00:24.000]  其實可能對香港的未來
[00:00:24.000 --> 00:00:26.000]  似乎就不是太過明朗
[00:00:26.000 --> 00:00:28.000]  所以就離開
[00:00:28.000 --> 00:00:30.000]  就算我們今天不說香港社會也好
[00:00:30.000 --> 00:00:33.000]  今天我們面對自己的生命的時候
[00:00:33.000 --> 00:00:35.000]  想一下自己幾歲
[00:00:35.000 --> 00:00:37.000]  未來這十年之後怎樣
[00:00:37.000 --> 00:00:39.000]  想起都會有一點點
[00:00:39.000 --> 00:00:41.000]  都不容易想的這個未來
[00:00:41.000 --> 00:00:46.000]  所以今天我們一起來思考我們前面的未來
[00:00:46.000 --> 00:00:48.000]  不知道當中有沒有弟兄姊妹
[00:00:48.000 --> 00:00:52.000]  二十多年前回錦村
[00:00:52.000 --> 00:00:54.000]  我記得我小時候
[00:00:54.000 --> 00:00:59.000]  剛剛是2000年的時候回錦村的時候
[00:00:59.000 --> 00:01:04.000]  記得我們那時候是1999年除夕倒數
[00:01:04.000 --> 00:01:06.000]  有沒有去過這裏
[00:01:06.000 --> 00:01:08.000]  那時候我們還在幼稚園那邊
[00:01:08.000 --> 00:01:10.000]  一起一班弟兄姊妹
[00:01:10.000 --> 00:01:13.000]  倒數迎接2000年的時間
[00:01:13.000 --> 00:01:15.000]  不知道大家有沒有人在場
[00:01:15.000 --> 00:01:17.000]  記得那時候其實
[00:01:17.000 --> 00:01:18.000]  不知道大家都是這樣
[00:01:18.000 --> 00:01:21.000]  那時候2000年倒數
[00:01:21.000 --> 00:01:27.000]  是心裏面有一種興奮
[00:01:27.000 --> 00:01:29.000]  又少少的擔心
[00:01:29.000 --> 00:01:33.000]  我們那時候還記得2000年的時候
[00:01:33.000 --> 00:01:35.000]  有一樣東西叫做千年蟲
[00:01:35.000 --> 00:01:38.000]  那時候很奇怪
[00:01:38.000 --> 00:01:41.000]  很怕千年蟲令到我們世界沒有日子
[00:01:41.000 --> 00:01:45.000]  銀行系統電腦會壞掉
[00:01:45.000 --> 00:01:50.000]  那時候我們懷著一種心情
[00:01:50.000 --> 00:01:52.000]  迎接2000年
[00:01:52.000 --> 00:01:55.000]  特別是我們基督徒
[00:01:55.000 --> 00:01:57.000]  不知道你那時候2000年
[00:01:57.000 --> 00:01:58.000]  就算你不在錦村也好
[00:01:58.000 --> 00:02:00.000]  那時候你基督徒
[00:02:00.000 --> 00:02:02.000]  我不知道你是否在暗地裏有一份
[00:02:02.000 --> 00:02:04.000]  想過的
[00:02:04.000 --> 00:02:08.000]  2000年的時候會不會主在來呢
[00:02:08.000 --> 00:02:11.000]  你那時候倒數的時候
[00:02:11.000 --> 00:02:14.000]  5 4 3 2 1
[00:02:14.000 --> 00:02:16.000]  然後主就回來了
[00:02:16.000 --> 00:02:17.000]  有沒有想過這樣
[00:02:17.000 --> 00:02:19.000]  那時候都不敢跟別人說
[00:02:19.000 --> 00:02:20.000]  我這樣想是否會這樣
[00:02:20.000 --> 00:02:23.000]  但其實都有這樣的想法
[00:02:23.000 --> 00:02:26.000]  那時候我在錦村幼稚園
[00:02:26.000 --> 00:02:29.000]  當我們5 4 3 2 1
[00:02:29.000 --> 00:02:30.000]  Happy New Year的時候
[00:02:30.000 --> 00:02:31.000]  我都會看一看窗戶
[00:02:31.000 --> 00:02:33.000]  看看外面有沒有什麼發生
[00:02:33.000 --> 00:02:35.000]  所以我們對未來
[00:02:35.000 --> 00:02:39.000]  似乎是有一定的盼望
[00:02:39.000 --> 00:02:43.000]  但也有很多的未知之數
[00:02:43.000 --> 00:02:45.000]  很多的擔心
[00:02:45.000 --> 00:02:47.000]  所以究竟我們的未來是怎樣呢
[00:02:47.000 --> 00:02:51.000]  我們怎樣去看我們的未來
[00:02:51.000 --> 00:02:54.000]  無論是我們自己的未來
[00:02:54.000 --> 00:02:55.000]  香港的未來
[00:02:55.000 --> 00:02:58.000]  甚至是我們錦村家的未來
[00:02:58.000 --> 00:03:00.000]  所以我們就用這篇
[00:03:00.000 --> 00:03:02.000]  耶穌基督昔日在老家福音的比喻
[00:03:02.000 --> 00:03:04.000]  來一起思考
[00:03:04.000 --> 00:03:05.000]  一起去討論
[00:03:05.000 --> 00:03:06.000]  主祢求你幫助我們
[00:03:06.000 --> 00:03:09.000]  讓我們在當中去思想
[00:03:09.000 --> 00:03:12.000]  你昔日對門徒的比喻
[00:03:12.000 --> 00:03:18.000]  讓我們能夠掌握裡面的意思
[00:03:18.000 --> 00:03:22.000]  能夠應用在我們當下生活的處境
[00:03:22.000 --> 00:03:24.000]  無論是我們自己的生命
[00:03:24.000 --> 00:03:25.000]  無論是香港
[00:03:25.000 --> 00:03:26.000]  無論是我們教會
[00:03:26.000 --> 00:03:29.000]  求主祢讓我們能夠在當中學習
[00:03:29.000 --> 00:03:31.000]  你教導我們的功課
[00:03:31.000 --> 00:03:32.000]  求主幫助孩子
[00:03:32.000 --> 00:03:33.000]  孩子不配
[00:03:33.000 --> 00:03:36.000]  但願意你自己來宣講你的說話
[00:03:36.000 --> 00:03:37.000]  奉主明求 阿們
[00:03:37.000 --> 00:03:42.000]  今天經文是老家福音十九章十二到十三節經文
[00:03:42.000 --> 00:03:45.000]  經文如果看和本的標題的話
[00:03:45.000 --> 00:03:48.000]  就叫做十定銀子的比喻
[00:03:48.000 --> 00:03:51.000]  在這段經文有一段平衡的經文
[00:03:51.000 --> 00:03:54.000]  記載在馬太福音二十五章
[00:03:54.000 --> 00:03:56.000]  一個才幹的比喻
[00:03:56.000 --> 00:03:59.000]  你會發覺兩段經文其實都很相似
[00:03:59.000 --> 00:04:01.000]  差不多的故事橋段
[00:04:01.000 --> 00:04:03.000]  差不多的故事結構
[00:04:03.000 --> 00:04:04.000]  差不多的結局
[00:04:04.000 --> 00:04:06.000]  兩個很相似的比喻
[00:04:06.000 --> 00:04:10.000]  兩段經文都要說主人離開他的地方
[00:04:10.000 --> 00:04:14.000]  分別將他們的錢留給他的僕人
[00:04:14.000 --> 00:04:15.000]  叫他去投資
[00:04:15.000 --> 00:04:19.000]  回來之後第一個僕人賺了很多錢
[00:04:19.000 --> 00:04:21.000]  第二個僕人也賺了不少錢
[00:04:21.000 --> 00:04:24.000]  最後一個僕人收了主的錢
[00:04:24.000 --> 00:04:26.000]  最後被主人責備
[00:04:26.000 --> 00:04:28.000]  又惡又懶的僕人
[00:04:28.000 --> 00:04:35.000]  耶穌稱讚那些做生意投資得利的僕人
[00:04:35.000 --> 00:04:38.000]  叫做既良善又忠心的僕人
[00:04:38.000 --> 00:04:42.000]  兩個比喻都是差不多的套路
[00:04:42.000 --> 00:04:46.000]  不過如果你去留心兩段經文的話
[00:04:46.000 --> 00:04:49.000]  你會發現兩段經文有不少不同的地方
[00:04:49.000 --> 00:04:55.000]  我今天嘗試去關心兩段經文不同的地方
[00:04:55.000 --> 00:05:00.000]  今天特別去選擇路加的版本
[00:05:00.000 --> 00:05:03.000]  是因為要說出一些很特別的東西
[00:05:03.000 --> 00:05:05.000]  基本上我們不詳細看
[00:05:05.000 --> 00:05:06.000]  但我們看到
[00:05:06.000 --> 00:05:09.000]  如果你看回今天所說的經文的時候
[00:05:09.000 --> 00:05:14.000]  路加福音的故事和馬太的版本
[00:05:14.000 --> 00:05:18.000]  兩個人的僕人用錢的方法
[00:05:18.000 --> 00:05:21.000]  和他們所賺錢的回報
[00:05:21.000 --> 00:05:24.000]  是一個很特別的不同
[00:05:24.000 --> 00:05:26.000]  大家可能都知道投資
[00:05:26.000 --> 00:05:28.000]  我們說的reward ratio
[00:05:28.000 --> 00:05:30.000]  即是回報率是多少
[00:05:30.000 --> 00:05:35.000]  你會發現路加福音的回報率
[00:05:35.000 --> 00:05:37.000]  即是投資的回報率
[00:05:37.000 --> 00:05:41.000]  是對比起馬太是瘋狂地高
[00:05:41.000 --> 00:05:43.000]  大家還記得嗎
[00:05:43.000 --> 00:05:45.000]  馬福音那個是五千銀紙
[00:05:45.000 --> 00:05:47.000]  二千銀紙
