
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹,早安
[00:00:02.000 --> 00:00:03.520]  主佑你們平安
[00:00:03.520 --> 00:00:09.000]  今天這一段經文,耶穌這一段教導其實很難理解的
[00:00:09.000 --> 00:00:12.040]  因為說得好像很無情,是不是?
[00:00:12.040 --> 00:00:16.400]  一般如果你聽到這一段話都會覺得
[00:00:16.400 --> 00:00:21.000]  怎麼可以這樣呢?要跟親人斷絡親這樣
[00:00:21.000 --> 00:00:23.000]  而且要說得這麼白
[00:00:23.000 --> 00:00:25.000]  如果他只是說親人
[00:00:25.000 --> 00:00:28.000]  你可能也有些詮釋的空間,有些餘地,是不是?
[00:00:28.000 --> 00:00:32.000]  說得很明顯就是父母、妻子、兒女、兄弟、姐妹
[00:00:32.000 --> 00:00:36.000]  基本上所有的關係都要斷絕
[00:00:36.000 --> 00:00:40.000]  是不是要這樣做呢?實際上我們怎麼處理呢?
[00:00:40.000 --> 00:00:42.000]  不過我們要留意一下
[00:00:42.000 --> 00:00:47.000]  首先聖經其實對於家人是有其他的教導的
[00:00:47.000 --> 00:00:49.000]  有其他相對應的教導
[00:00:49.000 --> 00:00:53.000]  最明顯的就是十誡裡面有一誡是當孝敬父母
[00:00:53.000 --> 00:00:57.000]  也說得很明顯是一個大應許的誡命
[00:00:57.000 --> 00:01:02.000]  所以其實聖經是教導我們要孝敬我們的親人
[00:01:02.000 --> 00:01:04.000]  也是要愛人如己
[00:01:04.000 --> 00:01:09.000]  所以其實並不是說要你信耶穌就要斷絡親
[00:01:09.000 --> 00:01:12.000]  或者就是走去登報紙說要脫離關係
[00:01:12.000 --> 00:01:15.000]  其實這段經文我們需要看背景
[00:01:15.000 --> 00:01:17.000]  到底他跟什麼人在說話
[00:01:17.000 --> 00:01:19.000]  首先既然說要看背景
[00:01:19.000 --> 00:01:22.000]  我們要留意這番話的對象
[00:01:22.000 --> 00:01:24.000]  他的對象是什麼人呢?
[00:01:24.000 --> 00:01:28.000]  與耶穌同行的一大群人是什麼人呢?
[00:01:28.000 --> 00:01:30.000]  無端端為什麼有群人呢?
[00:01:30.000 --> 00:01:32.000]  如果按照上文
[00:01:32.000 --> 00:01:35.000]  上文是大賢直的比喻
[00:01:35.000 --> 00:01:37.000]  大家可以回去看一看
[00:01:37.000 --> 00:01:42.000]  其實那裡說的是有些人他們是不接受福音的
[00:01:42.000 --> 00:01:46.000]  他們被揀選去參加神國的賢直
[00:01:46.000 --> 00:01:48.000]  但是有很多各種的原因
[00:01:48.000 --> 00:01:51.000]  又說要試一下牛那些原因
[00:01:51.000 --> 00:01:54.000]  那些原因最終沒有去到
[00:01:54.000 --> 00:01:57.000]  而被其他人去取代
[00:01:57.000 --> 00:02:00.000]  其實這裡暗示著以色列人作為選民
[00:02:00.000 --> 00:02:04.000]  他竟然因為其他世俗的事情
[00:02:04.000 --> 00:02:08.000]  導致他們放棄了拒絕了上帝的賢直
[00:02:08.000 --> 00:02:12.000]  而最終救恩轉向了外邦人
[00:02:12.000 --> 00:02:17.000]  因此當時的背景是那些人不是很接受福音
[00:02:17.000 --> 00:02:19.000]  在路加福音裡面
[00:02:19.000 --> 00:02:22.000]  你會看到耶穌很多時候都不是很說
[00:02:22.000 --> 00:02:24.000]  或者很表明自己的身份
[00:02:24.000 --> 00:02:27.000]  有時候行完神蹟還叫人不要到處說
[00:02:27.000 --> 00:02:30.000]  我們要看回整本書的脈絡
[00:02:30.000 --> 00:02:32.000]  既然那些人不接受福音
[00:02:32.000 --> 00:02:34.000]  為什麼還有一群人跟著呢?
[00:02:34.000 --> 00:02:38.000]  跟著的那群人是不是很接受呢?
[00:02:38.000 --> 00:02:39.000]  又不是的
[00:02:39.000 --> 00:02:43.000]  你看回其實在耶穌一直傳道的時候
[00:02:43.000 --> 00:02:45.000]  其實有很多人跟著的
[00:02:45.000 --> 00:02:46.000]  有很多人跟著
[00:02:46.000 --> 00:02:48.000]  但是這群人跟著耶穌
[00:02:48.000 --> 00:02:53.000]  他似乎並不是因為知道耶穌是神
[00:02:53.000 --> 00:02:55.000]  用現在的說法可能是來吃花生的
[00:02:55.000 --> 00:03:00.000]  他們不是屬於一個耶穌的核心群體
[00:03:00.000 --> 00:03:01.000]  什麼叫核心群體呢?
[00:03:01.000 --> 00:03:02.000]  簡單來說
[00:03:02.000 --> 00:03:06.000]  耶穌並不認為整群跟著他的人裡面
[00:03:06.000 --> 00:03:09.000]  全部都是認真去跟著他
[00:03:09.000 --> 00:03:11.000]  認真去信他
[00:03:11.000 --> 00:03:13.000]  其實有一群核心的人
[00:03:13.000 --> 00:03:15.000]  為什麼這樣說呢?
[00:03:15.000 --> 00:03:16.000]  又是有根據的
[00:03:16.000 --> 00:03:19.000]  我們要看耶穌其實對著那群跟從者
[00:03:19.000 --> 00:03:20.000]  就是跟著他
[00:03:20.000 --> 00:03:22.000]  經常聽他去教訓講道
[00:03:22.000 --> 00:03:26.000]  看他行神蹟、醫病趕鬼那群人裡面
[00:03:26.000 --> 00:03:28.000]  他用一些比喻去教訓人
[00:03:28.000 --> 00:03:30.000]  多數講比喻
[00:03:30.000 --> 00:03:32.000]  《路加福音》有很多比喻
[00:03:32.000 --> 00:03:34.000]  如果大家有聽講《九培靈言經會》
[00:03:34.000 --> 00:03:36.000]  鮑威軍牧師也有講
[00:03:36.000 --> 00:03:38.000]  《路加福音》的比喻是很精彩的
[00:03:38.000 --> 00:03:40.000]  他用比喻去教訓人
[00:03:40.000 --> 00:03:43.000]  但是等到他和門徒獨處的時候
[00:03:43.000 --> 00:03:45.000]  他才會解明那些比喻的
[00:03:45.000 --> 00:03:49.000]  你看回《路加福音》八章九至十節有講
[00:03:49.000 --> 00:03:51.000]  耶穌用比喻的目的
[00:03:51.000 --> 00:03:54.000]  是要讓一些不專心聽他教訓的人
[00:03:54.000 --> 00:03:56.000]  聽了也不明白
[00:03:56.000 --> 00:03:58.000]  明顯門徒裡面
[00:03:58.000 --> 00:04:03.000]  有一群比較入室弟子的感覺
[00:04:03.000 --> 00:04:05.000]  那一群人一直跟著耶穌
[00:04:05.000 --> 00:04:08.000]  然後有一些屬於核心的外圍
[00:04:08.000 --> 00:04:11.000]  門徒或者認真的跟從人就是核心
[00:04:11.000 --> 00:04:13.000]  有一些在旁邊核心外圍
[00:04:13.000 --> 00:04:15.000]  在吃花生
[00:04:15.000 --> 00:04:17.000]  跟著耶穌的那些
[00:04:17.000 --> 00:04:19.000]  算不上是真正的基督徒
[00:04:19.000 --> 00:04:21.000]  那些人只是跟著耶穌
[00:04:21.000 --> 00:04:25.000]  跟著耶穌的人不一定是真正的基督徒
[00:04:25.000 --> 00:04:27.000]  他們可以因為很多原因
[00:04:27.000 --> 00:04:29.000]  去跟從
[00:04:29.000 --> 00:04:31.000]  可能因為八卦
[00:04:31.000 --> 00:04:32.000]  吃花生
[00:04:32.000 --> 00:04:34.000]  或者是因為有神跡體
[00:04:34.000 --> 00:04:37.000]  很厲害耶穌又醫病又趕鬼
[00:04:37.000 --> 00:04:39.000]  不夠東西吃的時候
[00:04:39.000 --> 00:04:41.000]  幾個餅幾條魚可以變成一餐
[00:04:41.000 --> 00:04:43.000]  跟著他有很多好處
[00:04:43.000 --> 00:04:45.000]  甚至文士和法理出行
