
[00:00:00.000 --> 00:00:03.000]  多謝天父再一次招聚我們
[00:00:03.000 --> 00:00:06.000]  能夠在這個平台
[00:00:06.000 --> 00:00:10.000]  有機會我們有系統地去研讀聖經
[00:00:10.000 --> 00:00:14.000]  來透過這樣的查考
[00:00:14.000 --> 00:00:17.000]  我們去明白一些歷史的書卷
[00:00:17.000 --> 00:00:19.000]  和一段相當長的
[00:00:19.000 --> 00:00:23.000]  秘魯歸回的以色列人的歷史
[00:00:23.000 --> 00:00:26.000]  都幫助我們能夠在這些
[00:00:26.000 --> 00:00:27.000]  雖然已經過去了
[00:00:27.000 --> 00:00:29.000]  但是在那些關鍵的時代
[00:00:29.000 --> 00:00:35.000]  波斯王朝好幾位重要的君王的時代
[00:00:35.000 --> 00:00:37.000]  以色列人 猶太人
[00:00:37.000 --> 00:00:39.000]  他們是怎樣來到去
[00:00:39.000 --> 00:00:41.000]  在那個秘魯的時間
[00:00:41.000 --> 00:00:43.000]  能夠歸回 重建
[00:00:43.000 --> 00:00:47.000]  聖殿 聖城 和聖文
[00:00:47.000 --> 00:00:49.000]  我們都盼望神給我們透過
[00:00:49.000 --> 00:00:50.000]  這些經卷
[00:00:50.000 --> 00:00:52.000]  去能夠掌握一些
[00:00:52.000 --> 00:00:53.000]  屬靈的教導
[00:00:53.000 --> 00:00:55.000]  今天我們都會多在
[00:00:55.000 --> 00:00:57.000]  先知書上面來探討
[00:00:57.000 --> 00:01:00.000]  求主都帶領我們大家的心靈
[00:01:00.000 --> 00:01:01.000]  我們這樣祈禱
[00:01:01.000 --> 00:01:05.000]  奉耶穌基督的名 阿們
[00:01:05.000 --> 00:01:08.000]  上一個禮拜我們開始有機會看了
[00:01:08.000 --> 00:01:11.000]  哈蓋書四篇的預言
[00:01:11.000 --> 00:01:13.000]  其實是默示
[00:01:13.000 --> 00:01:17.000]  或者是神的啟示給哈蓋先知
[00:01:17.000 --> 00:01:21.000]  他和撒加利亞同時期的先知
[00:01:21.000 --> 00:01:23.000]  還有沒有其他
[00:01:23.000 --> 00:01:25.000]  當然就沒有在
[00:01:25.000 --> 00:01:27.000]  聖經的舊約裏面出現
[00:01:27.000 --> 00:01:30.000]  有些可能是其他的領袖
[00:01:30.000 --> 00:01:31.000]  都不出奇的
[00:01:31.000 --> 00:01:33.000]  其中要問的
[00:01:33.000 --> 00:01:34.000]  上個禮拜都提過
[00:01:34.000 --> 00:01:36.000]  到底他們是不是跟隨
[00:01:36.000 --> 00:01:38.000]  秘魯歸回的呢
[00:01:38.000 --> 00:01:40.000]  他們是怎樣來的呢
[00:01:40.000 --> 00:01:42.000]  他們在一個關鍵的時候
[00:01:42.000 --> 00:01:44.000]  因為都拖了
[00:01:44.000 --> 00:01:47.000]  由古列王回去重建
[00:01:47.000 --> 00:01:49.000]  去到這個亞達斯西
[00:01:49.000 --> 00:01:51.000]  強令他們停工
[00:01:51.000 --> 00:01:54.000]  去到這個大利烏王的時候
[00:01:54.000 --> 00:01:57.000]  大概都有16年的時間
[00:01:57.000 --> 00:02:00.000]  停止了建造的工程
[00:02:00.000 --> 00:02:05.000]  可想而知那個方良
[00:02:05.000 --> 00:02:07.000]  就會帶來
[00:02:07.000 --> 00:02:10.000]  大家都不會有一個合一
[00:02:10.000 --> 00:02:14.000]  有一個一起為神的國度
[00:02:14.000 --> 00:02:15.000]  聖殿
[00:02:15.000 --> 00:02:18.000]  這樣來去同心的興建
[00:02:18.000 --> 00:02:20.000]  自然就會有很多的分化
[00:02:20.000 --> 00:02:23.000]  有很多的矛盾的出現
[00:02:23.000 --> 00:02:25.000]  固然十幾年
[00:02:25.000 --> 00:02:27.000]  那些憲制
[00:02:27.000 --> 00:02:31.000]  都是你有你做我有我做
[00:02:31.000 --> 00:02:33.000]  大家都不會有一個統一
[00:02:33.000 --> 00:02:35.000]  也都不會有一個一起
[00:02:35.000 --> 00:02:37.000]  守的一個大的節日
[00:02:37.000 --> 00:02:40.000]  直至到先知的出現
[00:02:40.000 --> 00:02:43.000]  先知的勸導
[00:02:43.000 --> 00:02:45.000]  勉勵的說話
[00:02:45.000 --> 00:02:48.000]  這樣來去激動了
[00:02:48.000 --> 00:02:49.000]  當時的省長
[00:02:49.000 --> 00:02:51.000]  同樣都是那個領袖
[00:02:51.000 --> 00:02:53.000]  索羅巴伯
[00:02:53.000 --> 00:03:01.000]  即是第七章所說的那個領袖
[00:03:01.000 --> 00:03:04.000]  一刻不記得他的名字
[00:03:04.000 --> 00:03:06.000]  就是
[00:03:06.000 --> 00:03:11.000]  可以說是波斯比的一個領袖省長
[00:03:11.000 --> 00:03:17.000]  帶來的就是一個民族
[00:03:17.000 --> 00:03:19.000]  真是一個同心的重建
[00:03:19.000 --> 00:03:21.000]  這是第六章
[00:03:21.000 --> 00:03:22.000]  近尾
[00:03:22.000 --> 00:03:24.000]  我們上個禮拜有機會看了那個
[00:03:24.000 --> 00:03:28.000]  第二個的詔書
[00:03:28.000 --> 00:03:32.000]  或者說是一個的上訴書
[00:03:32.000 --> 00:03:37.000]  是當地的猶太人的敵對
[00:03:37.000 --> 00:03:41.000]  其中以這個達賴
[00:03:41.000 --> 00:03:42.000]  這個河西的總督
[00:03:42.000 --> 00:03:45.000]  和這個士他波斯賴
[00:03:45.000 --> 00:03:46.000]  這些波斯的名字
[00:03:46.000 --> 00:03:49.000]  趙直譯
[00:03:49.000 --> 00:03:51.000]  和那些同黨
[00:03:51.000 --> 00:03:54.000]  來上書去到大理烏王
[00:03:54.000 --> 00:03:58.000]  反而這個上訴書
[00:03:58.000 --> 00:04:00.000]  即是控告書
[00:04:00.000 --> 00:04:02.000]  其實比第四章那個控告書
[00:04:02.000 --> 00:04:05.000]  那個告的狀詞
[00:04:05.000 --> 00:04:08.000]  相對溫和和持平一些
[00:04:08.000 --> 00:04:11.000]  第四章那篇的上訴書
[00:04:11.000 --> 00:04:13.000]  是相當針對性
[00:04:13.000 --> 00:04:15.000]  對猶太人的針對
[00:04:15.000 --> 00:04:17.000]  所以令到亞達舍西王
[00:04:17.000 --> 00:04:19.000]  改變了那個策略
[00:04:19.000 --> 00:04:23.000]  要強行猶太人要立即的停工
[00:04:23.000 --> 00:04:28.000]  反過來大理烏王收到這個告狀
[00:04:28.000 --> 00:04:30.000]  相對持平
[00:04:30.000 --> 00:04:32.000]  他就很客觀
[00:04:32.000 --> 00:04:34.000]  去尋查那些古籍
[00:04:34.000 --> 00:04:37.000]  果然找到先王古烈的時候
[00:04:37.000 --> 00:04:39.000]  頒布天下
[00:04:39.000 --> 00:04:41.000]  要將這些不同的
[00:04:41.000 --> 00:04:43.000]  避老的人
[00:04:43.000 --> 00:04:46.000]  回到他們原居地
[00:04:46.000 --> 00:04:48.000]  千萬不要得罪他們的神明
[00:04:48.000 --> 00:04:52.000]  就准許他們拿庫房的錢
[00:04:52.000 --> 00:04:55.000]  來買當地的材料
