
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹你好
[00:00:02.000 --> 00:00:04.000]  我們可以
[00:00:04.000 --> 00:00:06.000]  你有電話的聖經的話
[00:00:06.000 --> 00:00:08.000]  或者是手上有你帶回來的聖經的話
[00:00:08.000 --> 00:00:10.000]  你可以揭著這一頁
[00:00:10.000 --> 00:00:12.000]  我們一起低頭祈禱
[00:00:12.000 --> 00:00:14.000]  然後我們一起聆聽神的話語
[00:00:14.000 --> 00:00:16.000]  差天父上帶我們來
[00:00:16.000 --> 00:00:18.000]  我們要向你禱告祈求
[00:00:18.000 --> 00:00:20.000]  最後我們願意你
[00:00:20.000 --> 00:00:22.000]  恩典臨到我們每一個
[00:00:22.000 --> 00:00:24.000]  讓我們無論聽的
[00:00:24.000 --> 00:00:26.000]  講的都有你的恩典
[00:00:26.000 --> 00:00:28.000]  可以得著你的教導你的話語
[00:00:28.000 --> 00:00:30.000]  又願意你保守
[00:00:30.000 --> 00:00:32.000]  用講的
[00:00:32.000 --> 00:00:34.000]  沒有多餘的說話
[00:00:34.000 --> 00:00:36.000]  是上帝的心意
[00:00:36.000 --> 00:00:38.000]  才說的
[00:00:38.000 --> 00:00:40.000]  祈禱恩愛你奉主耶穌基督的聖名
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:44.000]  各位弟兄姊妹
[00:00:44.000 --> 00:00:46.000]  我們今天看的經文
[00:00:46.000 --> 00:00:48.000]  大家剛才讀了
[00:00:48.000 --> 00:00:50.000]  我覺得我們在侍奉當中
[00:00:50.000 --> 00:00:52.000]  我們每個人都有很多不同的角色
[00:00:52.000 --> 00:00:54.000]  其實在人生當中
[00:00:54.000 --> 00:00:56.000]  我們都有很多不同的角色
[00:00:56.000 --> 00:00:58.000]  我們從這段經文來看一看
[00:00:58.000 --> 00:01:00.000]  第一件事
[00:01:00.000 --> 00:01:02.000]  經文一開頭的時候
[00:01:02.000 --> 00:01:04.000]  就是西比太的兒子
[00:01:04.000 --> 00:01:06.000]  母親
[00:01:06.000 --> 00:01:08.000]  帶著兩個兒子來到
[00:01:08.000 --> 00:01:10.000]  耶穌基督的面前
[00:01:10.000 --> 00:01:12.000]  這兩位就是
[00:01:12.000 --> 00:01:14.000]  這兩位就是雅各和約翰
[00:01:14.000 --> 00:01:16.000]  不是施洗約翰
[00:01:16.000 --> 00:01:18.000]  這兩位就是雅各和雅各的兄弟約翰
[00:01:18.000 --> 00:01:20.000]  他們來到
[00:01:20.000 --> 00:01:22.000]  耶穌基督的面前的時候
[00:01:22.000 --> 00:01:24.000]  其實他們在路途當中走
[00:01:24.000 --> 00:01:26.000]  走的時候
[00:01:26.000 --> 00:01:28.000]  約翰和雅各的母親
[00:01:28.000 --> 00:01:30.000]  都在那裡
[00:01:30.000 --> 00:01:32.000]  他們找了耶穌
[00:01:32.000 --> 00:01:34.000]  來向耶穌求一件事
[00:01:34.000 --> 00:01:36.000]  求一件什麼事呢
[00:01:36.000 --> 00:01:38.000]  他們求了一件
[00:01:38.000 --> 00:01:40.000]  很隆重的事
[00:01:40.000 --> 00:01:44.000]  雅各和約翰都有這樣的心意
[00:01:44.000 --> 00:01:46.000]  向耶穌求
[00:01:46.000 --> 00:01:48.000]  他們的母親也幫忙求
[00:01:48.000 --> 00:01:50.000]  求什麼呢
[00:01:50.000 --> 00:01:52.000]  他們就求耶穌
[00:01:52.000 --> 00:01:54.000]  在他們的國裡面的時候
[00:01:54.000 --> 00:01:56.000]  幫他們預備
[00:01:56.000 --> 00:01:58.000]  一件事
[00:01:58.000 --> 00:02:00.000]  就是讓他們兩個兒子
[00:02:00.000 --> 00:02:02.000]  一個坐在他們的左邊
[00:02:02.000 --> 00:02:04.000]  一個坐在他們的右邊
[00:02:04.000 --> 00:02:06.000]  在國道當中
[00:02:06.000 --> 00:02:08.000]  在國家當中
[00:02:08.000 --> 00:02:10.000]  在耶穌基督的國光中
[00:02:10.000 --> 00:02:12.000]  一個在左邊
[00:02:12.000 --> 00:02:14.000]  一個在右邊
