
[00:00:00.000 --> 00:00:02.000]  我們一起祈禱一下
[00:00:02.000 --> 00:00:07.500]  多謝天父讓今天晚上我們再一次可以來聚集
[00:00:07.500 --> 00:00:10.300]  我們去聆聽神理的話語
[00:00:10.300 --> 00:00:13.500]  我們仔細去查考聖經
[00:00:13.500 --> 00:00:17.300]  都知道弟兄姊妹在工作有時都會比較忙碌
[00:00:17.300 --> 00:00:20.700]  可能在疫情期間會更加辛苦
[00:00:20.700 --> 00:00:24.700]  求主幫助我們有足夠的心靈
[00:00:24.700 --> 00:00:28.000]  有足夠的智慧和精神
[00:00:28.000 --> 00:00:32.000]  以致當我們去提到一些言習的時候
[00:00:32.000 --> 00:00:36.000]  可以讓我們對聖經的真理有明白
[00:00:36.000 --> 00:00:39.500]  而且能夠在心靈裏面有一個領受
[00:00:39.500 --> 00:00:41.000]  求主帶領我們
[00:00:41.000 --> 00:00:43.000]  我們一起在你面前有禱告等候
[00:00:43.000 --> 00:00:45.000]  奉耶穌基督的名
[00:00:45.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:49.000]  因為在這個星期內
[00:00:49.000 --> 00:00:52.000]  有弟兄問一個問題
[00:00:52.000 --> 00:00:55.500]  所以我很想藉著這樣去解答一下
[00:00:55.500 --> 00:00:58.000]  但是他暫時還沒有入線
[00:00:58.000 --> 00:01:00.000]  都不理了
[00:01:00.000 --> 00:01:02.000]  因為時間到了我們就開始
[00:01:02.000 --> 00:01:04.000]  他就去問一個問題
[00:01:04.000 --> 00:01:06.000]  因為我曾經引述過
[00:01:06.000 --> 00:01:07.500]  關於永生
[00:01:07.500 --> 00:01:10.000]  在路加福音第十六章
[00:01:10.000 --> 00:01:15.000]  特別是提到財主和拉薩路的比喻
[00:01:15.000 --> 00:01:18.000]  甚或有些人認為有一個真名
[00:01:18.000 --> 00:01:20.000]  未必是一個比喻
[00:01:20.000 --> 00:01:22.000]  可能是真人真事都不一定
[00:01:22.000 --> 00:01:24.000]  但是這個就有少許保留
[00:01:24.000 --> 00:01:26.000]  因為沒有那麼明確
[00:01:26.000 --> 00:01:28.000]  但是提到一樣東西
[00:01:28.000 --> 00:01:30.000]  弟兄問的問題就是
[00:01:30.000 --> 00:01:32.000]  到底拉薩路
[00:01:32.000 --> 00:01:36.000]  他落在一個極度貧窮患病的境況
[00:01:36.000 --> 00:01:39.000]  他沒有任何的怨言
[00:01:39.000 --> 00:01:42.000]  也沒有任何為要求續命
[00:01:42.000 --> 00:01:44.000]  而帶來一些不良的行為
[00:01:44.000 --> 00:01:50.000]  因為他是一個被人抬去財主門口的一個黑蓋
[00:01:50.000 --> 00:01:54.000]  似乎連行動都可能是不良都不一定
[00:01:54.000 --> 00:01:57.000]  發生在他身上的任何一件事
[00:01:57.000 --> 00:01:59.000]  都是極之不容易的
[00:01:59.000 --> 00:02:02.000]  是不是因為這樣而得到神的喜悅
[00:02:02.000 --> 00:02:03.000]  接納
[00:02:03.000 --> 00:02:04.000]  就是他的窮
[00:02:04.000 --> 00:02:05.000]  他的慘
[00:02:05.000 --> 00:02:07.000]  就得到神的喜悅
[00:02:07.000 --> 00:02:09.000]  當然更重要就是
[00:02:09.000 --> 00:02:11.000]  沒有任何的怨言
[00:02:11.000 --> 00:02:14.000]  沒有用任何的手段行為
[00:02:14.000 --> 00:02:18.000]  去尋求自己的生命的續命
[00:02:18.000 --> 00:02:20.000]  是不是因為這兩個原因
[00:02:20.000 --> 00:02:22.000]  就導致到神喜悅他
[00:02:22.000 --> 00:02:25.000]  因為這樣而他能夠上天堂
[00:02:25.000 --> 00:02:27.000]  就是去到阿伯拉罕的懷裡
[00:02:27.000 --> 00:02:30.000]  就是說天堂的前身
[00:02:30.000 --> 00:02:32.000]  就是那個樂園
[00:02:32.000 --> 00:02:34.000]  這個猶太人的用語
[00:02:34.000 --> 00:02:35.000]  阿伯拉罕的懷
[00:02:35.000 --> 00:02:37.000]  或者是一個樂園
[00:02:37.000 --> 00:02:39.000]  是不是因為這樣
[00:02:39.000 --> 00:02:41.000]  而令到拉薩路可以去到
[00:02:41.000 --> 00:02:44.000]  而財主不能夠去到呢
[00:02:44.000 --> 00:02:47.000]  這裡牽涉到那個比喻的解釋
[00:02:47.000 --> 00:02:50.000]  所以在我準備的時候
[00:02:50.000 --> 00:02:54.000]  也有一個想法就是
[00:02:54.000 --> 00:02:57.000]  比喻是一個很大的課題
[00:02:57.000 --> 00:02:59.000]  在福音書
[00:02:59.000 --> 00:03:01.000]  舊約也有的
[00:03:01.000 --> 00:03:04.000]  例如二次亞書第五章
[00:03:04.000 --> 00:03:07.000]  就說到以色列
[00:03:07.000 --> 00:03:09.000]  就是那個葡萄樹
[00:03:09.000 --> 00:03:11.000]  等等
[00:03:11.000 --> 00:03:13.000]  這些比喻在舊約也充斥的
[00:03:13.000 --> 00:03:15.000]  但是絕對沒有
[00:03:15.000 --> 00:03:17.000]  福音書的時候
[00:03:17.000 --> 00:03:19.000]  特別是耶穌說關於比喻
[00:03:19.000 --> 00:03:21.000]  是說這麼多的
[00:03:21.000 --> 00:03:23.000]  其他的書信很少會說比喻
[00:03:23.000 --> 00:03:25.000]  也不是沒有
[00:03:25.000 --> 00:03:27.000]  但是也很少
[00:03:27.000 --> 00:03:29.000]  但是在福音書是大量用這個題材的
[00:03:29.000 --> 00:03:31.000]  稍微去搜一下
[00:03:31.000 --> 00:03:33.000]  差不多在福音書裡面
[00:03:33.000 --> 00:03:35.000]  有55個的比喻
[00:03:35.000 --> 00:03:37.000]  是耶穌說的
[00:03:37.000 --> 00:03:39.000]  差不多絕大部分
[00:03:39.000 --> 00:03:41.000]  都是說關於天國的
[00:03:41.000 --> 00:03:43.000]  等等
[00:03:43.000 --> 00:03:45.000]  這是一個相當大的
[00:03:45.000 --> 00:03:47.000]  福音書的解經的課題
[00:03:47.000 --> 00:03:49.000]  一些的題材
[00:03:49.000 --> 00:03:51.000]  我們怎樣去處理
[00:03:51.000 --> 00:03:53.000]  這些題材
[00:03:53.000 --> 00:03:55.000]  這個也可能是我今天下半部
[00:03:55.000 --> 00:03:57.000]  都給機會
[00:03:57.000 --> 00:03:59.000]  反正都說到這些關於比喻的東西
[00:03:59.000 --> 00:04:01.000]  我們就不如處理一下
[00:04:01.000 --> 00:04:03.000]  怎樣解比喻
[00:04:03.000 --> 00:04:05.000]  都可以暫時
[00:04:05.000 --> 00:04:07.000]  將聖經人物的課題
[00:04:07.000 --> 00:04:09.000]  拆開一點
[00:04:09.000 --> 00:04:11.000]  會再回去
[00:04:11.000 --> 00:04:13.000]  下個星期就要停一停
[00:04:13.000 --> 00:04:15.000]  因為下個星期是壽苦節
[00:04:15.000 --> 00:04:17.000]  壽苦節崇拜
[00:04:17.000 --> 00:04:21.000]  聖經人物就會停一次
[00:04:21.000 --> 00:04:25.000]  跟大家看看第十六章的路加福音
[00:04:25.000 --> 00:04:33.000]  如果上個星期
[00:04:33.000 --> 00:04:35.000]  我們說得不夠詳細
[00:04:35.000 --> 00:04:37.000]  這個星期不如我們就很詳細
[00:04:37.000 --> 00:04:39.000]  去解釋
[00:04:39.000 --> 00:04:41.000]  這個比喻
[00:04:41.000 --> 00:04:43.000]  最終是指向什麼呢?
[00:04:43.000 --> 00:04:47.000]  如果大家不介意
[00:04:47.000 --> 00:04:49.000]  反而我們就要問一個問題
[00:04:49.000 --> 00:04:51.000]  比喻
[00:04:51.000 --> 00:04:53.000]  我們應該怎樣去讀
[00:04:53.000 --> 00:04:55.000]  是最好呢?
[00:04:55.000 --> 00:04:59.000]  首先就是比喻
[00:04:59.000 --> 00:05:01.000]  會有一個中心的思想
[00:05:01.000 --> 00:05:03.000]  尤其是
[00:05:03.000 --> 00:05:05.000]  剛才都說了
[00:05:05.000 --> 00:05:07.000]  凡是福音書出現的比喻
[00:05:07.000 --> 00:05:09.000]  都是和天國有關
[00:05:09.000 --> 00:05:11.000]  或者叫神的國
[00:05:11.000 --> 00:05:13.000]  有關的
[00:05:13.000 --> 00:05:15.000]  例如最出名的
[00:05:15.000 --> 00:05:17.000]  就是萬太福音的十三章
[00:05:17.000 --> 00:05:19.000]  有七個比喻
[00:05:19.000 --> 00:05:21.000]  每一個比喻的開始
[00:05:21.000 --> 00:05:23.000]  都是說天國
[00:05:23.000 --> 00:05:25.000]  好像什麼什麼
[00:05:25.000 --> 00:05:27.000]  是很清楚的
[00:05:27.000 --> 00:05:29.000]  主耶穌是這樣來引進
[00:05:29.000 --> 00:05:31.000]  關於天國的
[00:05:31.000 --> 00:05:33.000]  就是說天國就好像是這樣的
[00:05:33.000 --> 00:05:35.000]  就來講這些比喻
[00:05:35.000 --> 00:05:37.000]  另外就是
[00:05:37.000 --> 00:05:39.000]  比喻呢
[00:05:39.000 --> 00:05:41.000]  特別是主耶穌用的比喻
[00:05:41.000 --> 00:05:43.000]  全部是用一些
[00:05:43.000 --> 00:05:45.000]  當時因為是一個
[00:05:45.000 --> 00:05:47.000]  很普通的
[00:05:47.000 --> 00:05:49.000]  那個文字的世界
[00:05:49.000 --> 00:05:51.000]  不是那麼流行
[00:05:51.000 --> 00:05:53.000]  很多是文盲
[00:05:53.000 --> 00:05:55.000]  很多是社會的低下階層
[00:05:55.000 --> 00:05:57.000]  在福音書的年代
[00:05:57.000 --> 00:05:59.000]  很多文字的文字
[00:05:59.000 --> 00:06:01.000]  都不是很流行
[00:06:01.000 --> 00:06:03.000]  在福音書的年代
[00:06:03.000 --> 00:06:05.000]  很多人是不識字的
