
[00:00:00.000 --> 00:00:02.000]  鄭英姐妹平安
[00:00:02.000 --> 00:00:03.000]  平安
[00:00:03.000 --> 00:00:05.000]  上星期有四天
[00:00:05.000 --> 00:00:09.000]  我上了杜豐山退休
[00:00:09.000 --> 00:00:12.000]  其中兩天我和幾位同學
[00:00:12.000 --> 00:00:17.000]  去到杜豐山大十字架看日出
[00:00:17.000 --> 00:00:20.000]  這幅相是同學教我
[00:00:20.000 --> 00:00:22.000]  怎樣拍日出相
[00:00:22.000 --> 00:00:24.000]  是我拍的
[00:00:24.000 --> 00:00:26.000]  是很漂亮的
[00:00:26.000 --> 00:00:31.000]  不過後期加了工才有這麼漂亮的光彩
[00:00:31.000 --> 00:00:36.000]  有一天我們遇到一位老師
[00:00:36.000 --> 00:00:39.000]  他說杜豐山的童工
[00:00:39.000 --> 00:00:41.000]  最近在割草
[00:00:41.000 --> 00:00:43.000]  有些草越長越高
[00:00:43.000 --> 00:00:46.000]  發現了古蹟
[00:00:46.000 --> 00:00:50.000]  他叫我們一起去看古蹟
[00:00:50.000 --> 00:00:54.000]  於是跟著這位老師去看
[00:00:54.000 --> 00:00:56.000]  他說是最近才發現到的
[00:00:56.000 --> 00:00:58.000]  可能有幾十年
[00:00:58.000 --> 00:01:02.000]  甚至一百年跟著杜豐山一起建的時候
[00:01:02.000 --> 00:01:06.000]  在一個像塔的地方
[00:01:06.000 --> 00:01:08.000]  有四個面
[00:01:08.000 --> 00:01:13.000]  寫著一些鼓勵人祈禱的經文
[00:01:13.000 --> 00:01:15.000]  我們看完後很開心
[00:01:15.000 --> 00:01:17.000]  發現了新大陸
[00:01:17.000 --> 00:01:19.000]  於是就走了
[00:01:19.000 --> 00:01:21.000]  但走的時候
[00:01:21.000 --> 00:01:23.000]  我們發現到
[00:01:23.000 --> 00:01:26.000]  我們每一位同學的褲子
[00:01:26.000 --> 00:01:28.000]  都變成這樣
[00:01:28.000 --> 00:01:30.000]  很多的褒委
[00:01:30.000 --> 00:01:32.000]  我不知道叫什麼
[00:01:32.000 --> 00:01:34.000]  都黏在褲子上
[00:01:34.000 --> 00:01:36.000]  我更加是重災區
[00:01:36.000 --> 00:01:38.000]  無論是褲子還是鞋子
[00:01:38.000 --> 00:01:40.000]  還有鞋帶還有外套
[00:01:40.000 --> 00:01:42.000]  那件T恤
[00:01:42.000 --> 00:01:44.000]  全部黏滿了
[00:01:44.000 --> 00:01:46.000]  所以我們就要去做
[00:01:46.000 --> 00:01:50.000]  去撕掉這些針刺的行動
[00:01:50.000 --> 00:01:52.000]  有些同學說
[00:01:52.000 --> 00:01:54.000]  不行的一定要撕到全部清除
[00:01:54.000 --> 00:01:56.000]  否則會很痛
[00:01:56.000 --> 00:01:58.000]  如果撕不清
[00:01:58.000 --> 00:02:00.000]  有時撕不清根底
[00:02:00.000 --> 00:02:02.000]  那怎麼辦
[00:02:02.000 --> 00:02:04.000]  他說皮膚會敏感
[00:02:04.000 --> 00:02:06.000]  他看著我的褲子
[00:02:06.000 --> 00:02:08.000]  他說你的褲子
[00:02:08.000 --> 00:02:10.000]  可能要報銷了
[00:02:10.000 --> 00:02:12.000]  我說真的心痛
[00:02:12.000 --> 00:02:14.000]  但真的沒有辦法
[00:02:14.000 --> 00:02:16.000]  撕得完
[00:02:16.000 --> 00:02:18.000]  但又要去吃早餐
[00:02:18.000 --> 00:02:20.000]  又要去參加聚會
[00:02:20.000 --> 00:02:22.000]  所以都要走
[00:02:22.000 --> 00:02:24.000]  到下午的時候
[00:02:24.000 --> 00:02:26.000]  我都忘記了我的褲子
[00:02:26.000 --> 00:02:28.000]  有很多針刺的行動
[00:02:28.000 --> 00:02:30.000]  也不覺得我的腳有什麼敏感
[00:02:30.000 --> 00:02:32.000]  原來我發覺到
[00:02:32.000 --> 00:02:34.000]  到下午的時候
[00:02:34.000 --> 00:02:36.000]  這些褒委已經乾死了
[00:02:36.000 --> 00:02:38.000]  所以原本針刺人的行動
[00:02:38.000 --> 00:02:40.000]  就不再刺人
[00:02:40.000 --> 00:02:42.000]  也穿了褲子大半天
[00:02:42.000 --> 00:02:44.000]  我都不覺得有什麼
[00:02:44.000 --> 00:02:46.000]  皮膚不舒服
[00:02:46.000 --> 00:02:48.000]  有什麼問題
[00:02:48.000 --> 00:02:50.000]  我都不覺得有什麼問題
[00:02:50.000 --> 00:02:52.000]  我都不覺得有什麼皮膚敏感
[00:02:52.000 --> 00:02:54.000]  感謝主
[00:02:54.000 --> 00:02:56.000]  但又讓我們在整件事裡面
[00:02:56.000 --> 00:02:58.000]  我們不同的同學
[00:02:58.000 --> 00:03:00.000]  有不同的發現
[00:03:00.000 --> 00:03:02.000]  我自己發現了一樣東西
[00:03:02.000 --> 00:03:06.000]  當我們活在這個罪的權勢底下
[00:03:06.000 --> 00:03:08.000]  生命是痛的
[00:03:08.000 --> 00:03:10.000]  是腐敗的
[00:03:10.000 --> 00:03:12.000]  所以被這些蒙子
[00:03:12.000 --> 00:03:14.000]  扎實是很痛的
[00:03:14.000 --> 00:03:16.000]  也很擔心會有皮膚敏感
[00:03:16.000 --> 00:03:18.000]  但當我們
[00:03:18.000 --> 00:03:20.000]  藉著主耶穌基督的補血
[00:03:20.000 --> 00:03:22.000]  我們可以能夠
[00:03:22.000 --> 00:03:24.000]  離開了罪的權勢的時候
[00:03:24.000 --> 00:03:26.000]  生命就不會再痛
[00:03:26.000 --> 00:03:28.000]  也不會再壞
[00:03:28.000 --> 00:03:30.000]  所以當陽光一路曬下去
[00:03:30.000 --> 00:03:32.000]  當時間一路過的時候
[00:03:32.000 --> 00:03:34.000]  這些蒙草就死了
[00:03:34.000 --> 00:03:36.000]  它不再影響到我的身體
[00:03:36.000 --> 00:03:40.000]  可以繼續平平安安地過這幾天的營會
[00:03:40.000 --> 00:03:44.000]  所以靠著主耶穌基督的補血
[00:03:44.000 --> 00:03:46.000]  我們脫離罪的權勢
[00:03:46.000 --> 00:03:48.000]  上帝就說要去
[00:03:48.000 --> 00:03:50.000]  我們要去
[00:03:50.000 --> 00:03:54.000]  使萬邦能夠得到光明
[00:03:54.000 --> 00:03:57.000]  在這個以賽亞書裡面
[00:03:57.000 --> 00:04:01.000]  有四首我們稱為「獨人之歌」
[00:04:01.000 --> 00:04:04.000]  「獨人之歌」是預言到
[00:04:04.000 --> 00:04:06.000]  尼賽亞的身份
[00:04:06.000 --> 00:04:08.000]  尼賽亞的工作
[00:04:08.000 --> 00:04:10.000]  尼賽亞的身份
[00:04:10.000 --> 00:04:14.000]  尼賽亞的工作
[00:04:14.000 --> 00:04:18.000]  也藉著這四首詩歌
[00:04:18.000 --> 00:04:20.000]  教導我們信徒
[00:04:20.000 --> 00:04:23.000]  我們要去做一些事情
[00:04:23.000 --> 00:04:28.000]  剛才Patrick為我們讀到49章那裡
[00:04:28.000 --> 00:04:32.000]  是第二首「獨人之歌」
[00:04:32.000 --> 00:04:34.000]  是說到這個獨人
[00:04:34.000 --> 00:04:36.000]  他來到這個世界的使命
[00:04:36.000 --> 00:04:38.000]  是要將這個福音
[00:04:38.000 --> 00:04:41.000]  一路地去展現開
[00:04:41.000 --> 00:04:43.000]  而這個獨人呢
[00:04:43.000 --> 00:04:46.000]  這個獨人其實不只是指耶穌基督
[00:04:46.000 --> 00:04:49.000]  因為在聖經裡面
[00:04:49.000 --> 00:04:51.000]  他講這個獨人的時候
[00:04:51.000 --> 00:04:55.000]  一方面就真的指那些
[00:04:55.000 --> 00:04:59.000]  很卑微地位很低的奴隸
[00:04:59.000 --> 00:05:01.000]  但另外一方面
[00:05:01.000 --> 00:05:05.000]  是指到一些位高權重的大臣
[00:05:05.000 --> 00:05:08.000]  所以也是指到尼賽亞
[00:05:08.000 --> 00:05:11.000]  不過他那份謙卑
[00:05:11.000 --> 00:05:13.000]  在集體性來說
[00:05:13.000 --> 00:05:15.000]  就是指到以色列家
[00:05:15.000 --> 00:05:17.000]  一講到以色列家的時候
[00:05:17.000 --> 00:05:19.000]  就包括了你和我
[00:05:19.000 --> 00:05:21.000]  但也在個別性
[00:05:21.000 --> 00:05:24.000]  是專指到尼賽亞
[00:05:24.000 --> 00:05:26.000]  他謙卑
[00:05:26.000 --> 00:05:28.000]  甘願擺上生命
[00:05:28.000 --> 00:05:30.000]  完成了上帝
[00:05:30.000 --> 00:05:32.000]  差派他來到地上
[00:05:32.000 --> 00:05:35.000]  這個救贖的使命
[00:05:35.000 --> 00:05:37.000]  你看第一方面
[00:05:37.000 --> 00:05:42.000]  上帝選召他的獨人
[00:05:42.000 --> 00:05:46.000]  成為了這個萬邦之光
[00:05:46.000 --> 00:05:48.000]  在第一節
[00:05:48.000 --> 00:05:49.000]  在第一節是這樣說
[00:05:49.000 --> 00:05:51.000]  在中海島
[00:05:51.000 --> 00:05:55.000]  當聽從我遠方的眾民
[00:05:55.000 --> 00:05:57.000]  要留心聽
[00:05:57.000 --> 00:06:02.000]  上帝要這個以色列家
[00:06:02.000 --> 00:06:05.000]  留心聽他講說話
