
[00:00:00.000 --> 00:00:01.420]  各位大英姐妹晚安
[00:00:01.420 --> 00:00:03.420]  我們一起同心禱告
[00:00:03.420 --> 00:00:05.720]  再一次感謝天父
[00:00:05.720 --> 00:00:07.520]  讓我們今天晚上
[00:00:07.520 --> 00:00:12.180]  羅馬書可以繼續的來查考、講解
[00:00:12.180 --> 00:00:13.600]  一同的研讀
[00:00:13.600 --> 00:00:14.960]  我們很盼望
[00:00:14.960 --> 00:00:19.580]  無論是現場、在線、聆聽的、參與的
[00:00:19.580 --> 00:00:26.400]  還有當放上去社交媒體或者是YouTube的頻道
[00:00:26.400 --> 00:00:30.240]  能夠造就更加祝福更加多的人
[00:00:30.240 --> 00:00:36.380]  去對神的話語有一個基本的框架的明白
[00:00:36.380 --> 00:00:40.480]  對恩信稱義、對救恩、對神的義
[00:00:40.480 --> 00:00:44.840]  對神為什麼要將恩典賜給我們人類
[00:00:44.840 --> 00:00:47.140]  賜給我們犯罪的人類
[00:00:47.140 --> 00:00:50.260]  我們能夠去探索、去明白
[00:00:50.260 --> 00:00:52.480]  以致我們跟神的關係
[00:00:52.480 --> 00:00:55.940]  因為這樣而真的來到有一個恢復
[00:00:55.940 --> 00:00:58.960]  我們晚上在你面前等候、禱告
[00:00:58.960 --> 00:01:01.300]  奉耶穌基督的名
[00:01:01.300 --> 00:01:02.300]  阿們
[00:01:02.300 --> 00:01:06.700]  也有大英姐妹今晚同步了
[00:01:06.700 --> 00:01:07.540]  七點半
[00:01:07.540 --> 00:01:13.220]  在恩福堂又見到今天晚上的一個陪靈會、獻身會
[00:01:13.220 --> 00:01:15.460]  有大英姐妹又出去了聽
[00:01:15.460 --> 00:01:19.160]  盼望神也去祝福不同的時宮
[00:01:19.160 --> 00:01:20.520]  不同的聚會
[00:01:20.520 --> 00:01:24.620]  都能夠去叫神的兒女得到生命的建立
[00:01:24.620 --> 00:01:28.780]  我們去看看今天我們的範圍
[00:01:28.780 --> 00:01:30.360]  因為我們上一個星期
[00:01:30.360 --> 00:01:33.000]  上一次我們已經處理了
[00:01:33.000 --> 00:01:36.140]  一章十八至三章二十節
[00:01:36.140 --> 00:01:38.200]  就是那個題目
[00:01:38.200 --> 00:01:41.880]  就是萬民都被證明是有罪
[00:01:41.880 --> 00:01:43.820]  是有不同的形式
[00:01:43.820 --> 00:01:46.120]  不同的層次的犯罪
[00:01:46.120 --> 00:01:49.660]  是規缺了神的榮耀
[00:01:49.660 --> 00:01:51.820]  和即是欠缺神的義
[00:01:51.820 --> 00:01:55.540]  所以真正的解救的辦法
[00:01:55.540 --> 00:01:58.160]  就是三章的二十一節
[00:01:58.160 --> 00:01:59.820]  來告訴我們
[00:01:59.820 --> 00:02:01.820]  到底神的兒
[00:02:01.820 --> 00:02:04.700]  是怎樣用什麼渠道
[00:02:04.700 --> 00:02:07.960]  用什麼方式去賜給人呢?
[00:02:07.960 --> 00:02:09.140]  這裡就是
[00:02:09.140 --> 00:02:13.740]  今晚可能我們只能夠處理到三章的三十一節
[00:02:13.740 --> 00:02:14.740]  結尾
[00:02:14.740 --> 00:02:17.140]  四章可能說一點點
[00:02:17.140 --> 00:02:19.300]  但是看看我們的進度
[00:02:19.300 --> 00:02:23.100]  但是如果一個稍微大的段落
[00:02:23.100 --> 00:02:25.380]  去到五章第一節之前
[00:02:25.380 --> 00:02:28.260]  就是由三章的二十一
[00:02:28.260 --> 00:02:32.300]  你可以延伸到四章的二十五節
[00:02:32.300 --> 00:02:35.100]  都是想告訴我們
[00:02:35.100 --> 00:02:37.620]  什麼人可以得到神的義
[00:02:37.620 --> 00:02:39.100]  或者說神的義
[00:02:39.100 --> 00:02:40.660]  透過什麼方式
[00:02:40.660 --> 00:02:42.540]  透過什麼管道
[00:02:42.540 --> 00:02:44.620]  去輸送給人呢?
[00:02:44.620 --> 00:02:45.500]  所以
[00:02:45.500 --> 00:02:47.860]  涉及一個問題就是
[00:02:47.860 --> 00:02:53.500]  保羅很想在律法以下的猶太信徒
[00:02:53.500 --> 00:02:54.620]  都要明白
[00:02:54.620 --> 00:02:55.340]  其實
[00:02:55.340 --> 00:02:56.620]  恩信稱義
[00:02:56.620 --> 00:02:58.940]  絕對不是一些全新
[00:02:58.940 --> 00:03:00.020]  嶄新
[00:03:00.020 --> 00:03:04.340]  以及違背祖宗律法的一些事情
[00:03:04.340 --> 00:03:06.460]  這是至關重要的
[00:03:06.460 --> 00:03:07.180]  所以
[00:03:07.180 --> 00:03:09.020]  你很快就會看到
[00:03:09.020 --> 00:03:13.180]  四章突然間會說舊約的阿伯拉罕
[00:03:13.180 --> 00:03:16.900]  和大衛兩個重要的人物
[00:03:16.900 --> 00:03:18.500]  就是告訴我們
[00:03:18.500 --> 00:03:21.500]  其實他們不只是想說舊約
[00:03:21.500 --> 00:03:23.100]  而是告訴我們
[00:03:23.100 --> 00:03:24.420]  在舊約
[00:03:24.420 --> 00:03:26.860]  在神所閱立
[00:03:26.860 --> 00:03:29.700]  神所拯救的人
[00:03:29.700 --> 00:03:34.020]  他們都是靠恩信稱義
[00:03:34.020 --> 00:03:36.420]  來得到神的恩典的
[00:03:36.420 --> 00:03:38.700]  是這樣跟神納約的
[00:03:38.700 --> 00:03:39.460]  所以
[00:03:39.460 --> 00:03:40.980]  你可以想像得到
[00:03:40.980 --> 00:03:44.740]  保羅的辯論辯證
[00:03:44.740 --> 00:03:46.500]  是很細密的
[00:03:46.500 --> 00:03:48.300]  就讓我們看到
[00:03:48.300 --> 00:03:51.660]  原來萬民都必須恩信稱義
[00:03:51.660 --> 00:03:53.460]  無論是舊約的人
[00:03:53.460 --> 00:03:56.060]  就是耶穌還沒降生
[00:03:56.060 --> 00:03:57.620]  還沒來這個世界
[00:03:57.620 --> 00:04:04.020]  讓人看到他是耶穌救主的時候的人
[00:04:04.020 --> 00:04:08.380]  他們都是一樣恩信得到神的那個恩典的
[00:04:08.380 --> 00:04:10.460]  在耶穌降生之後
[00:04:10.460 --> 00:04:12.220]  就是現在的新約
[00:04:12.220 --> 00:04:13.700]  就是使徒們
[00:04:13.700 --> 00:04:17.260]  就是保羅開始傳這個新道
[00:04:17.260 --> 00:04:20.140]  這個就更加是恩信稱義
[00:04:20.140 --> 00:04:20.980]  所以
[00:04:20.980 --> 00:04:23.780]  保羅雖然說他當時代
[00:04:23.780 --> 00:04:25.580]  這個嶄新的
[00:04:25.580 --> 00:04:28.180]  叫萬民可以得救的福音
[00:04:28.180 --> 00:04:29.220]  但是原來
[00:04:29.220 --> 00:04:31.100]  福音在舊約
[00:04:31.100 --> 00:04:34.060]  已經是神透過信心
[00:04:34.060 --> 00:04:35.780]  去將人拯救
[00:04:35.780 --> 00:04:37.620]  這就告訴我們
[00:04:37.620 --> 00:04:39.340]  我們就要留心
[00:04:39.340 --> 00:04:43.780]  這個恩信稱義這麼重要的課題
[00:04:43.780 --> 00:04:46.300]  什麼人可以得到神的義
[00:04:46.300 --> 00:04:48.620]  我們先讀一讀經文
[00:04:48.620 --> 00:04:51.700]  就是三章的二十一節
[00:04:51.700 --> 00:04:53.500]  去到三十一節
[00:04:53.500 --> 00:04:55.980]  這裡告訴我們
[00:04:55.980 --> 00:04:57.340]  但如今
[00:04:57.340 --> 00:05:00.620]  神的義在律法以外
[00:05:00.620 --> 00:05:02.460]  已經顯明出來
[00:05:02.460 --> 00:05:05.700]  有律法和先知為證
[00:05:05.700 --> 00:05:07.820]  就是神的義
[00:05:07.820 --> 00:05:09.860]  因信耶穌基督
[00:05:09.860 --> 00:05:12.420]  加給一切相信的人
[00:05:12.420 --> 00:05:14.300]  並沒有分別
[00:05:14.300 --> 00:05:17.260]  因為世人都犯了罪
[00:05:17.260 --> 00:05:20.100]  虧缺了神的榮耀
[00:05:20.100 --> 00:05:23.380]  如今卻蒙神的恩典
[00:05:23.380 --> 00:05:25.980]  因基督耶穌的救贖
[00:05:25.980 --> 00:05:28.340]  就白白的稱義
[00:05:28.340 --> 00:05:30.540]  神設立耶穌
[00:05:30.540 --> 00:05:32.260]  作挽回制
[00:05:32.260 --> 00:05:34.900]  是憑著耶穌的血
[00:05:34.900 --> 00:05:36.900]  藉著人的信
[00:05:36.900 --> 00:05:39.380]  要顯明神的義
[00:05:39.380 --> 00:05:43.380]  因為祂用忍耐的心
[00:05:43.380 --> 00:05:46.300]  寬容人先時所犯的罪
[00:05:46.300 --> 00:05:47.700]  這個「他」就是神
[00:05:47.700 --> 00:05:51.780]  好在今時顯明祂的義
[00:05:51.780 --> 00:05:55.140]  使人知道祂自己為義
[00:05:55.140 --> 00:05:57.300]  也稱信耶穌
[00:05:57.300 --> 00:05:59.740]  就是祂的愛子的人為義
[00:05:59.740 --> 00:06:01.340]  既是這樣
[00:06:01.340 --> 00:06:03.420]  那裡能誇口呢?
[00:06:03.420 --> 00:06:06.060]  這很明顯是針對那些
[00:06:06.060 --> 00:06:07.260]  自以為義
[00:06:07.260 --> 00:06:09.700]  或者有律法的猶太人
[00:06:09.700 --> 00:06:12.060]  以為可以憑著自己
[00:06:12.060 --> 00:06:14.860]  肉身一些宗教的傳統
[00:06:14.860 --> 00:06:17.980]  以為可以得到神的救恩
[00:06:17.980 --> 00:06:20.180]  得到神的閱立
[00:06:20.180 --> 00:06:21.300]  其實是不行的
[00:06:21.300 --> 00:06:24.820]  所以是沒有人可以誇口的
