
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 主女便平安
[00:00:02.000 --> 00:00:03.000]  感謝神的恩典
[00:00:03.000 --> 00:00:06.000]  今天能夠回來舞堂講道
[00:00:06.000 --> 00:00:09.000]  待會也會在嘉欣堂講道
[00:00:09.000 --> 00:00:11.000]  一起祈禱吧
[00:00:11.000 --> 00:00:13.000]  多謝天父的恩典
[00:00:13.000 --> 00:00:18.000]  我們能夠在禮拜堂敬拜你 朝見你
[00:00:18.000 --> 00:00:21.000]  我們大家都有自己的人生
[00:00:21.000 --> 00:00:24.000]  今早很盼望能夠藉著
[00:00:24.000 --> 00:00:28.000]  聖經創世紀記載的雅各
[00:00:28.000 --> 00:00:32.000]  祂的人生如何在祂的生活裏面
[00:00:32.000 --> 00:00:35.000]  祂的遭遇 祂的人生際遇
[00:00:35.000 --> 00:00:37.000]  來去敬拜神
[00:00:37.000 --> 00:00:40.000]  剛才的經文
[00:00:40.000 --> 00:00:44.000]  祂是在臨終扶著像頭
[00:00:44.000 --> 00:00:47.000]  來去敬拜這位真神
[00:00:47.000 --> 00:00:49.000]  一生牧養祂的真神
[00:00:49.000 --> 00:00:51.000]  幫助我們明白
[00:00:51.000 --> 00:00:53.000]  什麼叫做一生的牧養
[00:00:53.000 --> 00:00:55.000]  幫助我們能夠明白
[00:00:55.000 --> 00:00:58.000]  如何能夠在我們的生活
[00:00:58.000 --> 00:01:00.000]  尤其是困難時候的生活
[00:01:00.000 --> 00:01:03.000]  來去經歷牧養
[00:01:03.000 --> 00:01:04.000]  我們大家都有
[00:01:04.000 --> 00:01:07.000]  我們自己生活的困難
[00:01:07.000 --> 00:01:09.000]  但是心信上主
[00:01:09.000 --> 00:01:13.000]  是在我們每個弟兄姊妹的心靈裏面
[00:01:13.000 --> 00:01:17.000]  有計劃 而且是美好的計劃
[00:01:17.000 --> 00:01:19.000]  我們就等候仰望
[00:01:19.000 --> 00:01:21.000]  藉著經文給我們的啟發
[00:01:21.000 --> 00:01:23.000]  使我們能夠有一個
[00:01:23.000 --> 00:01:25.000]  畜類旁通
[00:01:25.000 --> 00:01:27.000]  來去在我們自己的場景
[00:01:27.000 --> 00:01:30.000]  去應用 這樣禱告
[00:01:30.000 --> 00:01:34.000]  奉耶穌基督的名 阿門
[00:01:34.000 --> 00:01:37.000]  教會在說聖經人物
[00:01:37.000 --> 00:01:41.000]  就編到我要說雅各
[00:01:41.000 --> 00:01:43.000]  稍後五堂
[00:01:43.000 --> 00:01:46.000]  詩源姑娘都會說雅各的人生
[00:01:46.000 --> 00:01:48.000]  不過就不同的焦點
[00:01:48.000 --> 00:01:52.000]  在座早堂
[00:01:52.000 --> 00:01:56.000]  都應該有足夠對人生的體會
[00:01:56.000 --> 00:01:59.000]  如果年青的 暫時聽一下
[00:01:59.000 --> 00:02:02.000]  你的人生還沒有這麼多困難
[00:02:02.000 --> 00:02:04.000]  可能今早的講道
[00:02:04.000 --> 00:02:06.000]  你要慢慢再思考一下
[00:02:06.000 --> 00:02:10.000]  但是在座都老人家了
[00:02:10.000 --> 00:02:13.000]  這篇道 包括我自己
[00:02:13.000 --> 00:02:15.000]  都已經兩元了
[00:02:15.000 --> 00:02:19.000]  那就應該非常之合聽
[00:02:19.000 --> 00:02:23.000]  人生充滿了困難
[00:02:23.000 --> 00:02:26.000]  剛才我們提到
[00:02:26.000 --> 00:02:28.000]  有一個很美麗的圖畫
[00:02:28.000 --> 00:02:32.000]  雅各扶著拐杖敬拜神
[00:02:32.000 --> 00:02:34.000]  其實他是跛的
[00:02:34.000 --> 00:02:37.000]  被天使弄跛了
[00:02:37.000 --> 00:02:39.000]  創世紀的三十二章
[00:02:39.000 --> 00:02:42.000]  他在這個叫比魯伊勒的地方
[00:02:42.000 --> 00:02:44.000]  來遇見神的使者
[00:02:44.000 --> 00:02:46.000]  整晚的摔跤
[00:02:46.000 --> 00:02:49.000]  摔跤完之後 天使要走了
[00:02:49.000 --> 00:02:52.000]  我不准你走 你要賜福給我
[00:02:52.000 --> 00:02:55.000]  天使就一摸他的大腿
[00:02:55.000 --> 00:02:58.000]  大腿窩就蹺腿了
[00:02:58.000 --> 00:03:01.000]  從此就不良於行
[00:03:01.000 --> 00:03:03.000]  那時候沒有輪椅了
[00:03:03.000 --> 00:03:05.000]  有拐杖的
[00:03:05.000 --> 00:03:07.000]  他的人生就是帶著拐杖
[00:03:07.000 --> 00:03:09.000]  這樣過他的人生
[00:03:09.000 --> 00:03:12.000]  三十二章去到五十章
[00:03:12.000 --> 00:03:16.000]  有很多章經文介紹這個雅各
[00:03:16.000 --> 00:03:22.000]  還有說很多很多的年期
[00:03:22.000 --> 00:03:25.000]  他幾歲 發生什麼事
[00:03:25.000 --> 00:03:27.000]  說了很多
[00:03:27.000 --> 00:03:30.000]  所以整個創世紀五十章
[00:03:30.000 --> 00:03:34.000]  雅各是記載最多的男主角
[00:03:34.000 --> 00:03:37.000]  由二十五章開始出世
[00:03:37.000 --> 00:03:40.000]  和哥哥一起出世 是媽仔
[00:03:40.000 --> 00:03:43.000]  一路去到五十章都說他
[00:03:43.000 --> 00:03:46.000]  說他很多很多的遭遇
[00:03:46.000 --> 00:03:51.000]  當然今早我們只能夠收窄了範圍
[00:03:51.000 --> 00:03:54.000]  他的後半段的人生
[00:03:54.000 --> 00:03:57.000]  後半段才是最精彩的人生
[00:03:57.000 --> 00:03:59.000]  由三十二章
[00:03:59.000 --> 00:04:02.000]  神就說我為你祝福
[00:04:02.000 --> 00:04:04.000]  你的名字不要再叫雅各了
[00:04:04.000 --> 00:04:06.000]  雅各就是抓住
[00:04:06.000 --> 00:04:08.000]  我現在幫你改名天使
[00:04:08.000 --> 00:04:12.000]  三十二章摸到他攝取後
[00:04:12.000 --> 00:04:14.000]  幫他改一個名字
[00:04:14.000 --> 00:04:16.000]  叫做以色列
[00:04:16.000 --> 00:04:21.000]  所以以色列人就是由這個雅各而出
[00:04:21.000 --> 00:04:23.000]  叫做以色列
[00:04:23.000 --> 00:04:27.000]  希伯來文就是神的兒子的意思
[00:04:27.000 --> 00:04:30.000]  天使 王子
[00:04:30.000 --> 00:04:32.000]  這樣的意思
[00:04:32.000 --> 00:04:35.000]  不過他開始要回歸
[00:04:35.000 --> 00:04:38.000]  回到迦南地
[00:04:38.000 --> 00:04:41.000]  輾轉要面對自己的哥哥
[00:04:41.000 --> 00:04:45.000]  這個耳掃
[00:04:45.000 --> 00:04:47.000]  他很害怕
[00:04:47.000 --> 00:04:51.000]  後來輾轉終於要面對哥哥
[00:04:51.000 --> 00:04:53.000]  這樣來相認
[00:04:53.000 --> 00:04:56.000]  因為二十八章的時候
[00:04:56.000 --> 00:04:59.000]  他搶了 用非法手段
[00:04:59.000 --> 00:05:03.000]  搶了哥哥的兒子的名分
[00:05:03.000 --> 00:05:07.000]  媽媽怕他遭遇不測
[00:05:07.000 --> 00:05:09.000]  叫他回外家
[00:05:09.000 --> 00:05:11.000]  回巴旦阿蘭 寇府
[00:05:11.000 --> 00:05:15.000]  即是他的媽媽利伯加的地方
[00:05:15.000 --> 00:05:19.000]  就是巴旦阿蘭寇府拉班那裏
[00:05:19.000 --> 00:05:21.000]  輾轉過了二十年
[00:05:21.000 --> 00:05:24.000]  雅各這個叫做以色列
[00:05:24.000 --> 00:05:26.000]  從此由三十二章開始
[00:05:26.000 --> 00:05:31.000]  大部分的經文不再叫雅各
[00:05:31.000 --> 00:05:35.000]  只剩下很少經文會再叫雅各
[00:05:35.000 --> 00:05:37.000]  由三十二章開始
[00:05:37.000 --> 00:05:38.000]  聖經記載
[00:05:38.000 --> 00:05:42.000]  作者叫做雅各 叫以色列
[00:05:42.000 --> 00:05:45.000]  你可以回去再看一看那些經文
[00:05:45.000 --> 00:05:48.000]  不過剛才我都講了
[00:05:48.000 --> 00:05:50.000]  他的人生是一個
[00:05:50.000 --> 00:05:52.000]  由比魯伊勒開始
[00:05:52.000 --> 00:05:54.000]  他就要去一個敬拜的人生
[00:05:54.000 --> 00:05:56.000]  但敬拜的人生
[00:05:56.000 --> 00:05:59.000]  是否就是一帆風順的暢順
[00:05:59.000 --> 00:06:02.000]  從此我是神的王子 神的兒子
[00:06:02.000 --> 00:06:04.000]  我是否就是一帆風順
[00:06:04.000 --> 00:06:08.000]  很多很多的祝福無奏助呢
[00:06:08.000 --> 00:06:10.000]  不過我們揭聖經
[00:06:10.000 --> 00:06:15.000]  有很多很多他的生活際遇
[00:06:15.000 --> 00:06:17.000]  有些是關他事
[00:06:17.000 --> 00:06:19.000]  更多是不關他事
[00:06:19.000 --> 00:06:21.000]  但是他要一一的
[00:06:21.000 --> 00:06:24.000]  作為家主 他要承受
[00:06:24.000 --> 00:06:26.000]  你想想這些傷痛
[00:06:26.000 --> 00:06:29.000]  如果你每一樣都和他一樣
[00:06:29.000 --> 00:06:33.000]  你的人生是非常的痛
[00:06:33.000 --> 00:06:37.000]  所以原來痛苦的人生
[00:06:37.000 --> 00:06:39.000]  如果有神
[00:06:39.000 --> 00:06:41.000]  如果你的敬拜
[00:06:41.000 --> 00:06:46.000]  是和這位神同步來接軌
[00:06:46.000 --> 00:06:49.000]  多痛你的人生就精彩了
[00:06:49.000 --> 00:06:52.000]  但沒有神同在同步
[00:06:52.000 --> 00:06:55.000]  好像WhatsApp突然間沒有WiFi
[00:06:55.000 --> 00:06:57.000]  同步不到
[00:06:57.000 --> 00:06:59.000]  有了WiFi之後
[00:06:59.000 --> 00:07:01.000]  那些WhatsApp有沒有經歷過
[00:07:01.000 --> 00:07:03.000]  就是這樣
[00:07:03.000 --> 00:07:07.000]  我們的人生如果沒有神和你同步
[00:07:07.000 --> 00:07:10.000]  你和我面對的痛苦
[00:07:10.000 --> 00:07:12.000]  你一樣要面對
[00:07:12.000 --> 00:07:17.000]  但是神的力量 神的同在
[00:07:17.000 --> 00:07:19.000]  就和你沒有關
[00:07:19.000 --> 00:07:21.000]  因為你沒有同步
[00:07:21.000 --> 00:07:23.000]  似乎那個WhatsApp還沒有到
[00:07:23.000 --> 00:07:25.000]  其實是有的 給了你
[00:07:25.000 --> 00:07:27.000]  不過你沒有WiFi 收不到
[00:07:27.000 --> 00:07:29.000]  當你一有WiFi
[00:07:29.000 --> 00:07:31.000]  他就來了 噓噓聲的來
[00:07:31.000 --> 00:07:33.000]  特別我們做目者就是
[00:07:33.000 --> 00:07:35.000]  一去完這個地方 出來
[00:07:35.000 --> 00:07:37.000]  噓噓聲的那些WiFi就來了
[00:07:37.000 --> 00:07:39.000]  那些WhatsApp的群組
[00:07:39.000 --> 00:07:41.000]  因為太多人找我們
[00:07:42.000 --> 00:07:48.000]  我們看看35章第16節
[00:07:48.000 --> 00:07:51.000]  他們從伯特利起行
[00:07:51.000 --> 00:07:55.000]  來以法他還有一段路程
[00:07:55.000 --> 00:07:59.000]  拉傑臨產 甚是艱難
[00:07:59.000 --> 00:08:01.000]  在曠野野外
[00:08:01.000 --> 00:08:04.000]  這一位他最愛的拉傑
[00:08:04.000 --> 00:08:10.000]  為他來服侍舅父拉班二十年
[00:08:10.000 --> 00:08:13.000]  現在要回歸了
[00:08:13.000 --> 00:08:17.000]  回到迦南地 神應許之地
[00:08:17.000 --> 00:08:20.000]  拉傑臨產第17節
[00:08:20.000 --> 00:08:22.000]  正在艱難的時候
[00:08:22.000 --> 00:08:24.000]  修生婆對他說
[00:08:24.000 --> 00:08:28.000]  不要怕 你又要得一個兒子
[00:08:28.000 --> 00:08:31.000]  因為他的第一個兒子就是弱失
[00:08:31.000 --> 00:08:35.000]  第18節 他將近於死
[00:08:35.000 --> 00:08:37.000]  真是難產了
[00:08:37.000 --> 00:08:40.000]  古代根本不會趕上救護車
[00:08:40.000 --> 00:08:42.000]  立即打三條狗
[00:08:42.000 --> 00:08:44.000]  立即進去趕緊的
[00:08:44.000 --> 00:08:47.000]  來到去有最好的醫療
[00:08:47.000 --> 00:08:49.000]  是沒有這回事
[00:08:49.000 --> 00:08:51.000]  生產就是一個危險
[00:08:51.000 --> 00:08:53.000]  你在曠野生產
[00:08:53.000 --> 00:08:55.000]  很快就去到伯利衡
[00:08:55.000 --> 00:08:57.000]  但是都去不到
[00:08:57.000 --> 00:08:58.000]  在這裡的時候
[00:08:58.000 --> 00:09:00.000]  他說靈魂要走的時候
[00:09:00.000 --> 00:09:02.000]  就是死了
[00:09:02.000 --> 00:09:04.000]  就幫他的兒子改名叫做
[00:09:04.000 --> 00:09:07.000]  變俄尼
[00:09:07.000 --> 00:09:10.000]  希伯來文就是兒子的意思
[00:09:10.000 --> 00:09:12.000]  變俄尼
[00:09:12.000 --> 00:09:16.000]  俄尼就是艱難痛苦的意思
[00:09:16.000 --> 00:09:20.000]  這個兒子是令我艱難痛苦
[00:09:20.000 --> 00:09:22.000]  而且是死了
[00:09:22.000 --> 00:09:25.000]  真是生這個兒子難產而死
[00:09:25.000 --> 00:09:29.000]  雅各就幫這個兒子改名
[00:09:29.000 --> 00:09:31.000]  就不要叫變俄尼
[00:09:31.000 --> 00:09:33.000]  叫變雅文
[00:09:33.000 --> 00:09:37.000]  變雅文就是右手之子的意思
[00:09:37.000 --> 00:09:39.000]  拉傑死了
[00:09:39.000 --> 00:09:41.000]  葬在爾法他的路旁
[00:09:41.000 --> 00:09:43.000]  爾法他就是伯利衡
[00:09:43.000 --> 00:09:46.000]  即是很快就進城了
[00:09:46.000 --> 00:09:47.000]  都等不到
[00:09:47.000 --> 00:09:49.000]  就難產死了
[00:09:49.000 --> 00:09:54.000]  是自己四個老婆最愛的太太拉傑
[00:09:54.000 --> 00:09:58.000]  神的王子受打擊了
[00:09:58.000 --> 00:10:00.000]  沒多久
[00:10:00.000 --> 00:10:02.000]  第22節
[00:10:02.000 --> 00:10:05.000]  以色列住在那地的時候
[00:10:05.000 --> 00:10:10.000]  劉弁去與他父親的妾皮拉同寢
[00:10:10.000 --> 00:10:13.000]  以色列也聽見了
[00:10:13.000 --> 00:10:16.000]  自己的大兒子劉弁
[00:10:16.000 --> 00:10:18.000]  12個兒子最大的兒子
[00:10:18.000 --> 00:10:20.000]  同一個妾侍
[00:10:20.000 --> 00:10:21.000]  即是比較年輕
[00:10:21.000 --> 00:10:23.000]  你不會娶一個很大
[00:10:23.000 --> 00:10:26.000]  自己的元配的女士做老婆
[00:10:26.000 --> 00:10:29.000]  通常男士都是找一些年輕的
[00:10:29.000 --> 00:10:30.000]  妾侍
[00:10:30.000 --> 00:10:31.000]  小三
[00:10:31.000 --> 00:10:33.000]  這個妾侍和劉弁
[00:10:33.000 --> 00:10:35.000]  可能青梅竹馬
[00:10:35.000 --> 00:10:37.000]  相同年歲都不一定
[00:10:37.000 --> 00:10:39.000]  劉弁這個大兒子
[00:10:39.000 --> 00:10:44.000]  去與妾侍同床
[00:10:44.000 --> 00:10:46.000]  聖經很有趣
[00:10:46.000 --> 00:10:47.000]  以色列
[00:10:47.000 --> 00:10:50.000]  即是雅國聽見
[00:10:50.000 --> 00:10:54.000]  家丑聽見
[00:10:54.000 --> 00:10:57.000]  接著就是爸爸死了
[00:10:57.000 --> 00:10:58.000]  35章
[00:10:58.000 --> 00:11:01.000]  就是以薩180歲
[00:11:01.000 --> 00:11:05.000]  即是當時雅國已經120歲
[00:11:05.000 --> 00:11:08.000]  因為是60歲生這對雙胞胎
[00:11:08.000 --> 00:11:11.000]  接著告訴我們
[00:11:11.000 --> 00:11:13.000]  去到37章
[00:11:13.000 --> 00:11:19.000]  很詳細記載雅國最愛的太太拉潔
[00:11:19.000 --> 00:11:22.000]  最愛的太太的兒子
[00:11:22.000 --> 00:11:24.000]  因為辯雅文很小
[00:11:24.000 --> 00:11:28.000]  這個約瑟是爸爸最愛的
[00:11:28.000 --> 00:11:30.000]  一來就是太太都死了
[00:11:30.000 --> 00:11:36.000]  所以約瑟就出現在聖經的舞台
[00:11:36.000 --> 00:11:38.000]  不過好景不常
[00:11:38.000 --> 00:11:41.000]  約瑟被自己的哥哥
[00:11:41.000 --> 00:11:42.000]  不喜歡
[00:11:42.000 --> 00:11:43.000]  仇恨
[00:11:43.000 --> 00:11:45.000]  嫉妒
[00:11:45.000 --> 00:11:47.000]  以致將他賣了
[00:11:47.000 --> 00:11:49.000]  聖經告訴我們
[00:11:49.000 --> 00:11:53.000]  在第37章
[00:11:53.000 --> 00:11:55.000]  下面的經文就是說
[00:11:55.000 --> 00:11:57.000]  第14節
[00:11:57.000 --> 00:11:58.000]  因為突然之間
[00:11:58.000 --> 00:12:02.000]  眾兄弟報一個惡訊
[00:12:02.000 --> 00:12:06.000]  本來爸爸叫約瑟帶一些食物
[00:12:06.000 --> 00:12:08.000]  去到曠野
[00:12:08.000 --> 00:12:10.000]  放羊的哥哥
[00:12:10.000 --> 00:12:11.000]  去探望他們
[00:12:11.000 --> 00:12:14.000]  可能希望關係緩和
[00:12:14.000 --> 00:12:17.000]  誰知遠遠見到約瑟來的時候
[00:12:17.000 --> 00:12:20.000]  這個弟弟就要來下手
[00:12:20.000 --> 00:12:22.000]  想陷害他
[00:12:22.000 --> 00:12:23.000]  其中兩兄弟
[00:12:23.000 --> 00:12:24.000]  劉辯和尤大
[00:12:24.000 --> 00:12:25.000]  千萬不要
[00:12:25.000 --> 00:12:28.000]  我們不可以殺自己兄弟
[00:12:28.000 --> 00:12:29.000]  這個罪很大
[00:12:29.000 --> 00:12:32.000]  輾轉就將他扔到坑裡
[00:12:32.000 --> 00:12:34.000]  接著有些以實瑪利人
[00:12:34.000 --> 00:12:37.000]  去埃及做買賣
[00:12:37.000 --> 00:12:41.000]  反正見他見過一次
[00:12:41.000 --> 00:12:44.000]  都想打他一次
[00:12:44.000 --> 00:12:46.000]  見一次打一次
[00:12:46.000 --> 00:12:47.000]  這樣的意思
[00:12:47.000 --> 00:12:48.000]  那些兄弟
[00:12:48.000 --> 00:12:52.000]  就索性把心一橫
[00:12:52.000 --> 00:12:54.000]  將這個弟弟
[00:12:54.000 --> 00:12:55.000]  請上來
[00:12:55.000 --> 00:12:58.000]  賣了給以實瑪利人
[00:12:58.000 --> 00:12:59.000]  去埃及
[00:12:59.000 --> 00:13:02.000]  接著回來說一個這樣的消息
[00:13:02.000 --> 00:13:03.000]  給爸爸聽
[00:13:03.000 --> 00:13:04.000]  天衣無縫
[00:13:04.000 --> 00:13:06.000]  因為都走了去埃及
[00:13:06.000 --> 00:13:08.000]  回不了頭
[00:13:08.000 --> 00:13:10.000]  那個時代哪有這麼先進
[00:13:10.000 --> 00:13:14.000]  你可以隨時去監控他的行蹤
[00:13:14.000 --> 00:13:16.000]  你去找尋人
[00:13:16.000 --> 00:13:18.000]  沒有的
[00:13:18.000 --> 00:13:19.000]  十四節
[00:13:19.000 --> 00:13:21.000]  告訴他們
[00:13:21.000 --> 00:13:24.000]  藥室被撕碎了
[00:13:24.000 --> 00:13:26.000]  你看看這些衣服
[00:13:26.000 --> 00:13:27.000]  是不是你的兒子的
[00:13:27.000 --> 00:13:29.000]  那件彩衣
[00:13:29.000 --> 00:13:32.000]  爸爸幫兒子做的彩衣
[00:13:32.000 --> 00:13:35.000]  彩衣染了血
[00:13:35.000 --> 00:13:37.000]  有那些衣服在
[00:13:37.000 --> 00:13:38.000]  都不用驗DNA
[00:13:38.000 --> 00:13:39.000]  兒子的衣服
[00:13:39.000 --> 00:13:41.000]  現在染了血
[00:13:41.000 --> 00:13:42.000]  其實是野獸的血
[00:13:42.000 --> 00:13:44.000]  不是他自己的血
[00:13:44.000 --> 00:13:45.000]  那時不能驗DNA
[00:13:45.000 --> 00:13:47.000]  所以爸爸不知道
[00:13:47.000 --> 00:13:48.000]  兒子這樣說
[00:13:48.000 --> 00:13:49.000]  眾兄弟這樣說
[00:13:49.000 --> 00:13:51.000]  當然這樣相信
[00:13:51.000 --> 00:13:52.000]  接著告訴我們
[00:13:52.000 --> 00:13:54.000]  十四節
[00:13:54.000 --> 00:13:55.000]  三十七章
[00:13:55.000 --> 00:13:58.000]  瓦國便撕裂衣服
[00:13:58.000 --> 00:14:00.000]  腰間圍上麻布
[00:14:00.000 --> 00:14:03.000]  為他兒子悲哀了多日
[00:14:03.000 --> 00:14:07.000]  他的兒女都起來安慰他
[00:14:07.000 --> 00:14:10.000]  他卻不肯受安慰
[00:14:10.000 --> 00:14:13.000]  說我必悲哀著下陰間
[00:14:13.000 --> 00:14:15.000]  到我兒子那裡
[00:14:15.000 --> 00:14:17.000]  弱勢的父親
[00:14:17.000 --> 00:14:20.000]  就為他哀哭
[00:14:20.000 --> 00:14:22.000]  實際上作者告訴我們
[00:14:22.000 --> 00:14:26.000]  米顛人這個以實瑪利人
[00:14:26.000 --> 00:14:28.000]  帶了弱勢在埃及
[00:14:28.000 --> 00:14:31.000]  將他埋了給法老的內臣
[00:14:31.000 --> 00:14:34.000]  這個護衛長波提弗
[00:14:34.000 --> 00:14:35.000]  所以我們讀者
[00:14:35.000 --> 00:14:38.000]  完全知道整件事
[00:14:38.000 --> 00:14:40.000]  但是當事人瓦國
[00:14:40.000 --> 00:14:42.000]  這位老人家
[00:14:42.000 --> 00:14:44.000]  是什麼都不知道
[00:14:44.000 --> 00:14:46.000]  兒子最愛的兒子
[00:14:46.000 --> 00:14:48.000]  最愛的太太的最愛的兒子
[00:14:48.000 --> 00:14:51.000]  這個弱勢死了
[00:14:51.000 --> 00:14:54.000]  只有血衣
[00:14:54.000 --> 00:14:57.000]  請問各位
[00:14:57.000 --> 00:15:00.000]  你遭遇接連的打擊
[00:15:00.000 --> 00:15:02.000]  你會怎樣呢
[00:15:02.000 --> 00:15:05.000]  那件血衣你是不是燒了它呢
[00:15:05.000 --> 00:15:07.000]  還是保留
[00:15:07.000 --> 00:15:11.000]  時時拿出來去懷緬呢
[00:15:11.000 --> 00:15:14.000]  男性的眼淚未必很多
[00:15:14.000 --> 00:15:16.000]  但是那個心痛
[00:15:16.000 --> 00:15:19.000]  好像刺入心那種痛
[00:15:19.000 --> 00:15:21.000]  女士可能未必明白
[00:15:21.000 --> 00:15:22.000]  男士那種痛
[00:15:22.000 --> 00:15:24.000]  如果痛入你的心肺
[00:15:24.000 --> 00:15:26.000]  那些未必有眼淚
[00:15:26.000 --> 00:15:28.000]  女士容易一些
[00:15:28.000 --> 00:15:30.000]  不開心就流眼淚
[00:15:30.000 --> 00:15:32.000]  那個痛容易抒發
[00:15:32.000 --> 00:15:34.000]  男士難的
[00:15:34.000 --> 00:15:37.000]  在座不知道有沒有共鳴的弟兄
[00:15:37.000 --> 00:15:39.000]  有些好痛的事
[00:15:39.000 --> 00:15:40.000]  刺入你的心裡面
[00:15:40.000 --> 00:15:44.000]  那種痛是疏解不了的
[00:15:44.000 --> 00:15:49.000]  雅各回歸返迦南地
[00:15:49.000 --> 00:15:54.000]  太太在路上難產而死
[00:15:54.000 --> 00:15:56.000]  自己的大兒子和妾侍
[00:15:56.000 --> 00:16:01.000]  來去搞這些不倫關係
[00:16:01.000 --> 00:16:03.000]  最愛的兒子
[00:16:03.000 --> 00:16:08.000]  一下子這樣離世
[00:16:08.000 --> 00:16:10.000]  接連的打擊
[00:16:10.000 --> 00:16:16.000]  到底雅各是不是應該問一個問題
[00:16:16.000 --> 00:16:18.000]  為什麼是我呢
[00:16:18.000 --> 00:16:20.000]  Why me
[00:16:20.000 --> 00:16:24.000]  相信每個人遭遇這樣的不測
[00:16:24.000 --> 00:16:27.000]  自己的家庭的切膚之痛
[00:16:27.000 --> 00:16:30.000]  都一定會問Why me
[00:16:30.000 --> 00:16:35.000]  不過我們剛才看到的47張
[00:16:35.000 --> 00:16:41.000]  似乎雅各不僅僅問Why me
[00:16:41.000 --> 00:16:45.000]  如果一個人有信仰有神
[00:16:45.000 --> 00:16:48.000]  而持續都是問Why me的時候
[00:16:48.000 --> 00:16:50.000]  他沒有出路
[00:16:50.000 --> 00:16:54.000]  他的生命不能有更好的突破
[00:16:54.000 --> 00:16:56.000]  今天的講道
[00:16:56.000 --> 00:16:59.000]  是很想和大家一起去探討
[00:16:59.000 --> 00:17:01.000]  怎樣可以從Why me
