
[00:00:00.000 --> 00:00:02.640]  親愛的天父,我們再次感恩
[00:00:02.640 --> 00:00:06.080]  我們星期四晚再一次聚集
[00:00:06.080 --> 00:00:12.680]  我們可以透過在禮拜堂的講解聖經
[00:00:12.680 --> 00:00:18.600]  和善祥的弟兄姊妹在家中一同去研讀
[00:00:18.600 --> 00:00:21.400]  我們真的很盼望神的話語
[00:00:21.400 --> 00:00:25.040]  繼續在我們的生命裏發揮功效
[00:00:25.040 --> 00:00:26.840]  讓我們聆聽
[00:00:26.840 --> 00:00:31.280]  讓我們在內心有聖靈工作
[00:00:31.280 --> 00:00:33.800]  也讓我們有謙卑
[00:00:33.800 --> 00:00:38.720]  進行神心意的內心和行動
[00:00:38.720 --> 00:00:39.840]  求主幫助
[00:00:39.840 --> 00:00:42.800]  今天晚上我們回去看聖經人物
[00:00:42.800 --> 00:00:45.160]  願主帶領我們大家的心靈
[00:00:45.160 --> 00:00:48.560]  我們禱告奉耶穌基督的名
[00:00:48.560 --> 00:00:50.560]  阿們
[00:00:50.560 --> 00:00:55.200]  我們也答應了要各自講
[00:00:55.200 --> 00:00:58.360]  上星期我們啟示錄
[00:00:58.360 --> 00:01:00.520]  我們講到頭四人
[00:01:00.520 --> 00:01:02.200]  我們會繼續
[00:01:02.200 --> 00:01:04.760]  不過很想回去
[00:01:04.760 --> 00:01:09.240]  起初我們由創世紀開始
[00:01:09.240 --> 00:01:11.120]  去講聖經人物
[00:01:11.120 --> 00:01:15.680]  偶然間會跳到新約、舊約
[00:01:15.680 --> 00:01:19.000]  或者有一段時間有感動的人物
[00:01:19.000 --> 00:01:21.560]  跟大家跳去講
[00:01:21.560 --> 00:01:25.640]  我們慢慢離開創世紀比較遠
[00:01:25.640 --> 00:01:32.680]  其實我們講完以洛與神同行的以洛之後
[00:01:32.680 --> 00:01:36.160]  我們沒有再講創世紀順序的人物
[00:01:36.160 --> 00:01:39.160]  特別羅亞是一個很重要的人物
[00:01:39.160 --> 00:01:42.520]  新約也有好幾段重要的聖經
[00:01:42.520 --> 00:01:44.600]  耶穌基督自己引述
[00:01:44.600 --> 00:01:46.600]  來講關於羅亞
[00:01:46.600 --> 00:01:48.400]  所以我很想今晚
[00:01:48.400 --> 00:01:52.080]  跟大家去看羅亞
[00:01:52.080 --> 00:01:53.720]  和整個方舟
[00:01:53.720 --> 00:01:56.520]  由六章的九節
[00:01:56.520 --> 00:01:58.280]  一直到九章
[00:01:58.280 --> 00:02:02.200]  所以其實篇章在創世紀也相當多
[00:02:02.200 --> 00:02:04.840]  也是相當重要的人物
[00:02:04.840 --> 00:02:10.360]  今晚應該講不完
[00:02:10.360 --> 00:02:12.480]  所以我們可能要分開兩堂
[00:02:12.480 --> 00:02:14.680]  我不知道時間足不足
[00:02:14.680 --> 00:02:16.520]  可能要三堂等等
[00:02:16.520 --> 00:02:20.400]  我們有系統地去看羅亞
[00:02:20.400 --> 00:02:23.160]  經文是很清楚的
[00:02:23.160 --> 00:02:26.080]  不過在敘述裏面
[00:02:26.080 --> 00:02:29.000]  特別創世紀是一個敘事文體
[00:02:29.000 --> 00:02:32.560]  作者是有一個目的
[00:02:32.560 --> 00:02:35.480]  去記載一些人物
[00:02:35.480 --> 00:02:40.720]  然後帶出一個很重要的關係
[00:02:40.720 --> 00:02:45.000]  特別是那個時代和神的關係
[00:02:45.000 --> 00:02:49.920]  這是一個很重要的創世紀脈絡
[00:02:49.920 --> 00:02:52.400]  因為
[00:02:52.400 --> 00:02:55.880]  我們先看第六章
[00:02:55.880 --> 00:02:57.880]  第六章
[00:02:57.880 --> 00:03:00.880]  嚴格來說應該由第五章的
[00:03:00.880 --> 00:03:04.080]  第28節開始看
[00:03:04.080 --> 00:03:05.760]  五章的28節
[00:03:05.760 --> 00:03:10.240]  因為這個段落是和上文第四第五章有關連的
[00:03:10.240 --> 00:03:11.680]  和下文
[00:03:11.680 --> 00:03:16.520]  到第六章的一到第四節有一個緊密的關連
[00:03:16.520 --> 00:03:19.560]  然後第六章的第五節
[00:03:19.560 --> 00:03:21.560]  羅亞的敘事
[00:03:21.560 --> 00:03:27.040]  是一個新的段落
[00:03:27.040 --> 00:03:28.560]  其實應該是第六章的九節
[00:03:28.560 --> 00:03:31.560]  因為標題是很清楚的
[00:03:31.560 --> 00:03:34.680]  五章的28節
[00:03:34.680 --> 00:03:37.360]  就是羅亞的父親
[00:03:37.360 --> 00:03:40.440]  拉密活到182歲
[00:03:40.440 --> 00:03:41.960]  生了一個兒子
[00:03:41.960 --> 00:03:43.960]  給他起名叫羅亞
[00:03:43.960 --> 00:03:51.320]  說這個兒子必為我們的操作和手中的奴婦安慰我們
[00:03:51.320 --> 00:03:55.840]  所以羅亞的希伯來文的意思就是安慰
[00:03:55.840 --> 00:04:00.360]  或者是帶來的一種安息
[00:04:00.360 --> 00:04:08.760]  他說必定會使到我們的操作和手中的奴婦安慰我們的
[00:04:08.760 --> 00:04:12.440]  他何德何能可以安慰當時那個世代
[00:04:12.440 --> 00:04:14.440]  那個操作奴婦
[00:04:14.440 --> 00:04:16.440]  大家都記得那個印象
[00:04:16.440 --> 00:04:19.640]  是神就坐大地
[00:04:19.640 --> 00:04:23.160]  汗流滿面才可以糊口
[00:04:23.160 --> 00:04:27.440]  還有該人殺了阿伯之後
[00:04:27.440 --> 00:04:30.440]  又再有一個很重的就坐
[00:04:30.440 --> 00:04:33.440]  地不再為你效力
[00:04:33.440 --> 00:04:38.160]  你要來到奴婦的耕種
[00:04:38.160 --> 00:04:42.760]  但都不會有什麼大大的倍數的增長
[00:04:42.760 --> 00:04:46.760]  四章是這麼說的
[00:04:46.760 --> 00:04:48.760]  第四章的十一節
[00:04:48.760 --> 00:04:50.760]  十二節
[00:04:50.760 --> 00:04:53.360]  你必從這地受就坐
[00:04:53.360 --> 00:04:54.360]  你種地
[00:04:54.360 --> 00:04:56.360]  地不會再給你效力
[00:04:56.360 --> 00:04:59.960]  你必留來飄蕩在地上
[00:04:59.960 --> 00:05:04.960]  你就知道那個刑罰是加倍了
[00:05:04.960 --> 00:05:07.560]  現在去到第五章
[00:05:07.560 --> 00:05:10.760]  作者就再帶我們去看
[00:05:10.760 --> 00:05:14.360]  有一個人會扭轉那個就坐
[00:05:14.360 --> 00:05:17.360]  會令到手中的奴婦
[00:05:17.360 --> 00:05:21.160]  那個操作可以減輕
[00:05:21.160 --> 00:05:23.160]  後面都已經很清楚了
[00:05:23.160 --> 00:05:26.960]  這個是五章的二十九節
[00:05:26.960 --> 00:05:31.760]  操作奴婦是因為耶和華就坐地
[00:05:31.760 --> 00:05:33.360]  很清楚
[00:05:33.360 --> 00:05:36.560]  作者都不用我們去推敲去想
[00:05:36.560 --> 00:05:38.560]  已經告訴我們
[00:05:38.560 --> 00:05:42.360]  叫我們回想第三章的就坐
[00:05:42.360 --> 00:05:45.560]  第四章該人的就坐
[00:05:45.560 --> 00:05:47.560]  第三十節
[00:05:47.560 --> 00:05:49.960]  拉麥生羅亞之後
[00:05:49.960 --> 00:05:52.360]  又活了五百九十五年
[00:05:52.360 --> 00:05:54.360]  並且生兒養女
[00:05:54.360 --> 00:05:57.760]  拉麥共活了七百七十歲就死了
[00:05:57.760 --> 00:06:00.760]  這些是和上文拉上關係的
[00:06:00.760 --> 00:06:02.760]  所以我們不說上文
[00:06:02.760 --> 00:06:05.160]  就不詳細再和大家做分析了
[00:06:05.160 --> 00:06:06.960]  三十二節
[00:06:06.960 --> 00:06:12.560]  羅亞五百歲生了閃、含、瓦忽三個兒子
[00:06:12.560 --> 00:06:14.760]  接著就沒有再提了
[00:06:14.760 --> 00:06:21.760]  接著就說神為什麼要來毀滅大地
[00:06:21.760 --> 00:06:25.160]  是祂所做捍衛好的大地
