
[00:00:00.000 --> 00:00:03.800]  今晚我們一齊來禱告
[00:00:03.800 --> 00:00:04.800]  多謝天父
[00:00:04.800 --> 00:00:07.300]  再一次我們可以在晚上
[00:00:07.300 --> 00:00:09.900]  大家來讀聖經
[00:00:09.900 --> 00:00:12.300]  貼撒羅尼加的前後書
[00:00:12.300 --> 00:00:18.500]  以及關乎到末世主再來的一些神學的討論
[00:00:18.500 --> 00:00:21.600]  無論是一些千禧年
[00:00:21.600 --> 00:00:29.100]  或者是不同的前遷或者是後遷的討論
[00:00:29.100 --> 00:00:31.800]  一些系統神學
[00:00:31.800 --> 00:00:36.400]  都盼望我們能夠慢慢掌握一些概念
[00:00:36.400 --> 00:00:39.400]  歷史歷代都有不同的神學家
[00:00:39.400 --> 00:00:42.200]  對於主耶穌的再回來
[00:00:42.200 --> 00:00:44.400]  都有不同的討論
[00:00:44.400 --> 00:00:46.400]  或者有不同的結論
[00:00:46.400 --> 00:00:48.500]  都幫助我們認識
[00:00:48.500 --> 00:00:50.400]  無論哪一個派別
[00:00:50.400 --> 00:00:52.200]  大家都肯定的就是
[00:00:52.200 --> 00:00:54.800]  主耶穌一定會肉身回來
[00:00:54.800 --> 00:00:59.600]  這是我們每一個基督徒很重要的盼望
[00:00:59.600 --> 00:01:03.100]  願神都讓我們透過看貼撒羅尼加的前書
[00:01:03.100 --> 00:01:06.800]  都能夠掌握這個重要的真理
[00:01:06.800 --> 00:01:09.300]  也都真是透過這樣的形式
[00:01:09.300 --> 00:01:13.500]  去在我們的生活裏面帶來一個改變
[00:01:13.500 --> 00:01:19.300]  就是我們有意識地知道主耶穌會回來迎接教會
[00:01:19.300 --> 00:01:22.300]  使我們能夠在地上的生活
[00:01:22.300 --> 00:01:25.300]  都能夠貼近主的心意
[00:01:25.300 --> 00:01:27.200]  我們一起在祢面前等候
[00:01:27.200 --> 00:01:30.300]  禱告奉耶穌基督的名
[00:01:30.300 --> 00:01:36.300]  很感謝主我們能夠一齊來去再讀聖經
[00:01:36.300 --> 00:01:39.300]  上一次第四章
[00:01:39.300 --> 00:01:41.300]  貼前的第四章
[00:01:41.300 --> 00:01:43.800]  我們就大概講了
[00:01:43.800 --> 00:01:48.300]  聖傑的生活和彼此相愛兩方面
[00:01:48.300 --> 00:01:54.300]  是使徒保羅來對教會的勸勉
[00:01:54.300 --> 00:01:57.300]  我們可以由第九節
[00:01:57.300 --> 00:02:01.300]  四章的九節再讀下去
[00:02:01.300 --> 00:02:04.300]  大家可以看看那些經文
[00:02:04.300 --> 00:02:07.300]  他說:論到弟兄們相愛
[00:02:07.300 --> 00:02:11.300]  不用人寫信給你們
[00:02:11.300 --> 00:02:14.300]  因為你們自己蒙了神的教訓
[00:02:14.300 --> 00:02:17.300]  叫你們彼此相愛
[00:02:17.300 --> 00:02:21.300]  弟兄們向馬其頓傳遞的傳遞卿
[00:02:21.300 --> 00:02:23.300]  固然是這樣行
[00:02:23.300 --> 00:02:27.300]  但我勸弟兄們要更加勉勵
[00:02:27.300 --> 00:02:30.300]  又要立志作光正人
[00:02:30.300 --> 00:02:32.300]  辦自己的事
[00:02:32.300 --> 00:02:34.300]  親手作功
[00:02:34.300 --> 00:02:37.300]  正如我們從前所吩咐你們的
[00:02:37.300 --> 00:02:41.300]  叫你們可以向外人行事端正
[00:02:41.300 --> 00:02:45.300]  自己也就沒有什麼缺乏
[00:02:45.300 --> 00:02:50.300]  沒有缺乏就是他們自己勞力作功
[00:02:50.300 --> 00:02:53.300]  自己來到去
[00:02:53.300 --> 00:02:55.300]  信了主之後
[00:02:55.300 --> 00:03:01.300]  有一些務實的生活的改變
[00:03:01.300 --> 00:03:03.300]  這裡是正面的
[00:03:03.300 --> 00:03:08.300]  如果已不所書第五章
[00:03:08.300 --> 00:03:13.300]  那裡又叫人勤力工作
[00:03:13.300 --> 00:03:16.300]  那些是比較負面的
[00:03:16.300 --> 00:03:19.300]  他說你從前偷東西的那些小偷
[00:03:19.300 --> 00:03:20.300]  不要再偷了
[00:03:20.300 --> 00:03:22.300]  信了主耶穌之後
[00:03:22.300 --> 00:03:25.300]  那就要勤力工作
[00:03:25.300 --> 00:03:27.300]  你就會有餘了
[00:03:27.300 --> 00:03:30.300]  就可以知道怎樣去分配給其他人
[00:03:30.300 --> 00:03:36.300]  就是說不單單是不可以再偷東西
[00:03:36.300 --> 00:03:39.300]  就是說要改變你的行為你的習慣
[00:03:39.300 --> 00:03:41.300]  有些人是習慣偷東西的
[00:03:41.300 --> 00:03:43.300]  習慣的反而是
[00:03:43.300 --> 00:03:46.300]  我有一段時間在中學的時候
[00:03:46.300 --> 00:03:49.300]  中四中五可能中四的時候
[00:03:49.300 --> 00:03:53.300]  有其中一個同學很喜歡去七級市場偷東西
[00:03:53.300 --> 00:03:56.300]  後來我也跟了他一段時間
[00:03:56.300 --> 00:04:02.300]  真的會有一種滿足感
[00:04:02.300 --> 00:04:05.300]  你能夠偷了放在袋子裡
[00:04:05.300 --> 00:04:06.300]  當然是那些小的
[00:04:06.300 --> 00:04:08.300]  不是拿尿片那些
[00:04:08.300 --> 00:04:12.300]  是拿小的朱古力、糖果
[00:04:12.300 --> 00:04:16.300]  那些放在袋子裡或者放在書包裡
[00:04:16.300 --> 00:04:21.300]  那時候又不會有防盜
[00:04:21.300 --> 00:04:24.300]  基本上你出去了就可以了
[00:04:24.300 --> 00:04:27.300]  所以也維持了一段時間
[00:04:27.300 --> 00:04:31.300]  我不知道最後那個同學有沒有被抓到
[00:04:31.300 --> 00:04:35.300]  會有這樣的慣性
[00:04:35.300 --> 00:04:37.300]  偷偷有一個人
[00:04:37.300 --> 00:04:39.300]  那個《耳筆所書》
[00:04:39.300 --> 00:04:42.300]  保羅就直接教導信徒主耶穌的
[00:04:42.300 --> 00:04:44.300]  《耳筆所》裡面的弟兄姊妹
[00:04:44.300 --> 00:04:46.300]  你從前是偷東西的
[00:04:46.300 --> 00:04:48.300]  現在不可以再偷了
[00:04:48.300 --> 00:04:49.300]  這樣也很醜
