
[00:00:00.000 --> 00:00:02.000]  我們一起同心禱告
[00:00:02.000 --> 00:00:06.200]  感恩天父讓我們能聚集 敬拜祢
[00:00:06.200 --> 00:00:09.200]  我們可以聆聽聖經的真理
[00:00:09.200 --> 00:00:12.800]  還有我們剛才用詩歌來頌揚
[00:00:12.800 --> 00:00:15.300]  我們這位三一的上主
[00:00:15.300 --> 00:00:17.000]  我們獻上感謝
[00:00:17.000 --> 00:00:21.000]  很盼望整個會場充滿一份平安
[00:00:21.000 --> 00:00:23.500]  充滿一份屬天的福樂
[00:00:23.500 --> 00:00:26.800]  我們帶著一份開放的心靈
[00:00:26.800 --> 00:00:31.600]  來等候我們的上主、教導、差遣
[00:00:31.600 --> 00:00:33.100]  我們這樣祈禱
[00:00:33.100 --> 00:00:35.500]  奉耶穌基督的名
[00:00:35.500 --> 00:00:36.600]  阿們
[00:00:36.600 --> 00:00:40.100]  不知道在大家的經驗裡
[00:00:40.100 --> 00:00:45.100]  有什麼選擇是你覺得很寶貴
[00:00:45.100 --> 00:00:47.100]  到今天還記得的呢
[00:00:47.100 --> 00:00:49.100]  我在五年級的時候
[00:00:49.100 --> 00:00:50.600]  五年級小時候
[00:00:50.600 --> 00:00:52.100]  幾十年前
[00:00:52.100 --> 00:00:54.600]  很開心
[00:00:54.600 --> 00:00:56.600]  有運動比賽
[00:00:56.600 --> 00:00:59.600]  原來是選拔代表學校
[00:00:59.600 --> 00:01:01.600]  當時我是讀巴富街小學
[00:01:01.600 --> 00:01:07.600]  代表學校參加香港小學的校運會
[00:01:07.600 --> 00:01:09.600]  我又很矮
[00:01:09.600 --> 00:01:12.600]  一個選拔
[00:01:12.600 --> 00:01:17.600]  拼了命跑一個籃球場的長度
[00:01:17.600 --> 00:01:21.600]  最終得到第六名
[00:01:21.600 --> 00:01:25.600]  選拔五個
[00:01:25.600 --> 00:01:27.600]  後來第五名的那個
[00:01:27.600 --> 00:01:29.600]  不知道什麼原因
[00:01:29.600 --> 00:01:31.600]  被淘汰了
[00:01:31.600 --> 00:01:33.600]  我就自動補上第五名
[00:01:33.600 --> 00:01:38.600]  可以代表學校去比賽
[00:01:38.600 --> 00:01:39.600]  很開心
[00:01:39.600 --> 00:01:41.600]  整晚睡不著
[00:01:41.600 --> 00:01:46.600]  誰知道那個是四人的接力賽
[00:01:46.600 --> 00:01:48.600]  只不過是後備
[00:01:48.600 --> 00:01:50.600]  當中的後備
[00:01:50.600 --> 00:01:52.600]  最終都沒有參賽
[00:01:52.600 --> 00:01:54.600]  我已經感覺很開心
