
[00:00:00.000 --> 00:00:03.760]  以下是宣導的時間
[00:00:03.760 --> 00:00:06.440]  請聽我讀出以下相關的經文
[00:00:06.440 --> 00:00:15.000]  經文是記載在彼得前書第五章第十七至十一節
[00:00:15.000 --> 00:00:21.160]  彼得前書第五章第七至十一節
[00:00:21.160 --> 00:00:35.320]  是記載在我們教會聖經新約的第三百七十四頁
[00:00:35.320 --> 00:00:38.280]  彼得前書五章第七節
[00:00:38.280 --> 00:00:41.840]  你們要將一切的憂慮卸給神
[00:00:41.840 --> 00:00:44.520]  因為祂顧念你們
[00:00:44.520 --> 00:00:47.840]  務要謹慎要警醒
[00:00:47.840 --> 00:00:52.760]  因為你們的仇敵魔鬼如同咆哮的獅子
[00:00:52.760 --> 00:00:57.920]  走來走去尋找可吞吃的人
[00:00:57.920 --> 00:01:01.880]  你們要用堅固的信心抵擋它
[00:01:01.880 --> 00:01:08.440]  因為知道你們在世上的眾弟兄也正在經歷這樣的苦難
[00:01:08.440 --> 00:01:14.360]  那次一切恩典的神曾在基督裡照料你們
[00:01:14.360 --> 00:01:17.480]  得享祂永遠的榮耀
[00:01:17.480 --> 00:01:21.160]  在你們暫受苦難之後
[00:01:21.160 --> 00:01:24.000]  必要親自承傳你們
[00:01:24.000 --> 00:01:25.880]  堅固你們
[00:01:25.880 --> 00:01:28.000]  賜力量給你們
[00:01:28.000 --> 00:01:30.080]  建立你們
[00:01:30.080 --> 00:01:33.880]  願權能歸給祂直到永遠
[00:01:33.880 --> 00:01:35.440]  阿們
[00:01:35.440 --> 00:01:41.640]  很高興今天有我們本堂的傳道人陳牧師在我們中間靜悼
[00:01:41.640 --> 00:01:45.320]  而他今天的講題是「靠著耶穌得勝」
[00:01:45.320 --> 00:01:47.320]  現在就請陳牧師
[00:01:47.320 --> 00:01:58.840]  請姐妹平安
[00:01:58.840 --> 00:02:00.560]  平安
[00:02:00.560 --> 00:02:05.200]  今天講到彼得前書的第五章
[00:02:05.200 --> 00:02:10.680]  又講回關於彼得的一支事情
[00:02:10.680 --> 00:02:17.600]  彼得一直都在努力地為主工作
[00:02:17.600 --> 00:02:21.040]  在那個時代裡面我們都知道
