
[00:00:00.000 --> 00:00:08.000]  歡迎各位弟兄姊妹回到天崇的崇拜
[00:00:08.000 --> 00:00:09.500]  崇拜即將開始
[00:00:09.500 --> 00:00:12.000]  請大家預備好我們的心
[00:00:12.000 --> 00:00:14.000]  敬拜上帝
[00:00:14.000 --> 00:00:21.000]  詩篇146篇一至二節
[00:00:21.000 --> 00:00:23.000]  Hallelujah 我的心啊
[00:00:23.000 --> 00:00:25.000]  你要讚美耶和華
[00:00:25.000 --> 00:00:27.000]  我一生要讚美耶和華
[00:00:27.000 --> 00:00:31.000]  我還活著的時候要歌頌我的神
[00:00:31.000 --> 00:00:37.000]  雖然我們現在不可以面對面一起敬拜上帝
[00:00:37.000 --> 00:00:40.000]  但其實也很感恩我們還有好這個渠道
[00:00:40.000 --> 00:00:43.000]  可以跟大家一起敬拜
[00:00:43.000 --> 00:00:47.000]  就讓我們一起敬拜歌唱我們的神
[00:00:52.000 --> 00:00:58.000]  神傑耶穌
[00:00:58.000 --> 00:01:05.000]  你寶座在這裡
[00:01:05.000 --> 00:01:13.000]  Hallelujah
[00:01:13.000 --> 00:01:18.000]  你榮耀在這裡
[00:01:18.000 --> 00:01:22.000]  君王就在這裡
[00:01:22.000 --> 00:01:26.000]  我們華人先進
[00:01:26.000 --> 00:01:29.000]  用盡你為我
[00:01:29.000 --> 00:01:33.000]  榮耀都歸於你
[00:01:33.000 --> 00:01:36.000]  君王就在這裡
[00:01:36.000 --> 00:01:40.000]  他能彰顯徹底
[00:01:40.000 --> 00:01:43.000]  勒索那鬼魚
[00:01:43.000 --> 00:01:48.000]  祈禱神助耶穌
[00:01:48.000 --> 00:01:55.000]  神傑耶穌
[00:01:55.000 --> 00:02:02.000]  你寶座在這裡
[00:02:02.000 --> 00:02:09.000]  Hallelujah
[00:02:09.000 --> 00:02:14.000]  你榮耀在這裡
[00:02:14.000 --> 00:02:17.000]  君王就在這裡
[00:02:17.000 --> 00:02:21.000]  我們華人先進
[00:02:21.000 --> 00:02:24.000]  用盡你為我
[00:02:24.000 --> 00:02:27.000]  榮耀都歸於你
[00:02:27.000 --> 00:02:30.000]  君王就在這裡
[00:02:30.000 --> 00:02:34.000]  他能彰顯徹底
[00:02:34.000 --> 00:02:37.000]  勒索那鬼魚
[00:02:37.000 --> 00:02:41.000]  祈禱神助耶穌
[00:02:41.000 --> 00:02:44.000]  更多更多
[00:02:44.000 --> 00:02:47.000]  來告知你的名
[00:02:47.000 --> 00:02:50.000]  更多更多
[00:02:50.000 --> 00:02:53.000]  來呼喚你的名
[00:02:53.000 --> 00:02:56.000]  更多更多
[00:02:56.000 --> 00:03:00.000]  來承認你的事主
[00:03:00.000 --> 00:03:02.000]  直到那日
[00:03:02.000 --> 00:03:06.000]  我再見你的面
[00:03:06.000 --> 00:03:09.000]  更多更多
[00:03:09.000 --> 00:03:12.000]  來告知你的名
[00:03:12.000 --> 00:03:15.000]  更多更多
[00:03:15.000 --> 00:03:18.000]  來呼喚你的名
[00:03:18.000 --> 00:03:21.000]  更多更多
[00:03:21.000 --> 00:03:24.000]  來承認你的事主
[00:03:24.000 --> 00:03:27.000]  直到那日
[00:03:27.000 --> 00:03:30.000]  我再見你的面
[00:03:30.000 --> 00:03:33.000]  君王就在這裡
[00:03:33.000 --> 00:03:37.000]  我們華人先進
[00:03:37.000 --> 00:03:40.000]  用盡你為我
[00:03:40.000 --> 00:03:43.000]  榮耀都歸於你
[00:03:43.000 --> 00:03:46.000]  君王就在這裡
[00:03:46.000 --> 00:03:49.000]  他能彰顯徹底
[00:03:49.000 --> 00:03:52.000]  勒索那鬼魚
[00:03:52.000 --> 00:03:55.000]  祈禱神助耶穌
[00:03:55.000 --> 00:03:58.000]  君王就在這裡
[00:03:58.000 --> 00:04:02.000]  我們華人先進
[00:04:02.000 --> 00:04:05.000]  用盡你為我
[00:04:05.000 --> 00:04:08.000]  榮耀都歸於你
[00:04:08.000 --> 00:04:11.000]  君王就在這裡
[00:04:11.000 --> 00:04:14.000]  他能彰顯徹底
[00:04:14.000 --> 00:04:17.000]  勒索那鬼魚
[00:04:17.000 --> 00:04:22.000]  祈禱神助耶穌
[00:04:22.000 --> 00:04:29.000]  神賤耶穌
[00:04:29.000 --> 00:04:36.000]  你寶座在這裡
[00:04:36.000 --> 00:04:42.000]  阿彌陀佛
[00:04:42.000 --> 00:04:50.000]  你榮耀在這裡
[00:04:50.000 --> 00:05:15.000]  《君王》 詞:陳家麗 曲:陳家麗
[00:05:15.000 --> 00:05:21.000]  是你注射我醉 給我新開幕
[00:05:21.000 --> 00:05:26.000]  是你注入來潔淨我心靈
[00:05:26.000 --> 00:05:31.000]  在愛中能知了 給我真快樂
[00:05:31.000 --> 00:05:37.000]  讓我口上贊助你一位
[00:05:37.000 --> 00:05:43.000]  感激教主 愛我為我死
[00:05:43.000 --> 00:05:47.000]  賜身上如教恩
[00:05:47.000 --> 00:05:53.000]  感激教主 令我道謝心
[00:05:53.000 --> 00:05:58.000]  我將心獻給你
[00:05:58.000 --> 00:06:00.000]  我們一起祈禱
[00:06:00.000 --> 00:06:01.000]  神愛的天父
[00:06:01.000 --> 00:06:03.000]  感謝你因為愛我們
[00:06:03.000 --> 00:06:05.000]  除去世人的罪
[00:06:05.000 --> 00:06:06.000]  潔淨我們的心靈
[00:06:06.000 --> 00:06:08.000]  讓我們可以在你裡面
[00:06:08.000 --> 00:06:09.000]  得到新的盼望
[00:06:09.000 --> 00:06:11.000]  我們要因而敬拜你
[00:06:11.000 --> 00:06:13.000]  讚頌你的大愛
[00:06:13.000 --> 00:06:14.000]  願意你讓更加多人
[00:06:14.000 --> 00:06:15.000]  知道你的大能
[00:06:15.000 --> 00:06:17.000]  從你身上得著力量
[00:06:17.000 --> 00:06:20.000]  奉主明給 阿們
[00:06:20.000 --> 00:06:29.000]  是你注射我醉 給我新開幕
[00:06:29.000 --> 00:06:34.000]  是你注入來潔淨我心靈
[00:06:34.000 --> 00:06:39.000]  在愛中能知了 給我真快樂
[00:06:39.000 --> 00:06:44.000]  讓我口上贊助你一位
[00:06:44.000 --> 00:06:50.000]  感激教主 愛我為我死
[00:06:50.000 --> 00:06:54.000]  賜身上如教恩
[00:06:54.000 --> 00:07:00.000]  感激教主 令我道謝心
[00:07:00.000 --> 00:07:05.000]  我將心獻給你
[00:07:05.000 --> 00:07:10.000]  是你注射偏禮 使我不退後
[00:07:10.000 --> 00:07:15.000]  是你注入來搜救我心靈
[00:07:15.000 --> 00:07:20.000]  由你受來引導 走過幽暗路
[00:07:20.000 --> 00:07:22.000]  讓我毫無畏懼
[00:07:22.000 --> 00:07:25.000]  笑風雨
[00:07:25.000 --> 00:07:31.000]  感激教主 愛我為我死
[00:07:31.000 --> 00:07:35.000]  賜身上如教恩
[00:07:35.000 --> 00:07:41.000]  感激教主 令我道謝心
[00:07:41.000 --> 00:07:45.000]  我將心獻給你
[00:07:45.000 --> 00:07:51.000]  感激教主 愛我為我死
[00:07:51.000 --> 00:07:55.000]  賜身上如教恩
[00:07:55.000 --> 00:08:01.000]  感激教主 令我道謝心
[00:08:01.000 --> 00:08:06.000]  我將心獻給你
[00:08:06.000 --> 00:08:11.000]  《願我的心信從我的主》
[00:08:11.000 --> 00:08:16.000]  詞:陳家麗 曲:陳家麗
[00:08:16.000 --> 00:08:30.000]  願我的心信從我的主
[00:08:30.000 --> 00:08:37.000]  願唱出讚美感恩的話語
[00:08:37.000 --> 00:08:44.000]  在你引導中 記憶多的保存
[00:08:44.000 --> 00:08:50.000]  清早到晚上也未停止
[00:08:50.000 --> 00:08:57.000]  藏在你擇目的隱密處
[00:08:57.000 --> 00:09:04.000]  可信吉心尋覓待絕
[00:09:04.000 --> 00:09:07.000]  也許一生的困苦
[00:09:07.000 --> 00:09:10.000]  被世間掩起幸福
[00:09:10.000 --> 00:09:13.000]  但你總愛護 我的心腹
[00:09:13.000 --> 00:09:16.000]  受完開膽變作豐富
[00:09:16.000 --> 00:09:19.000]  人人開宗都不愛為戶
[00:09:19.000 --> 00:09:22.000]  但我的心始終堅固
[00:09:22.000 --> 00:09:28.000]  有靠你 便當一天豐富
[00:09:29.000 --> 00:09:32.000]  不知道大家最近有沒有覺得
[00:09:32.000 --> 00:09:35.000]  很煩躁不安的時候呢?
[00:09:35.000 --> 00:09:37.000]  可能在學業方面
[00:09:37.000 --> 00:09:41.000]  現在停課要上Zoom覺得很累
[00:09:41.000 --> 00:09:44.000]  又或者明年要考公開試了
[00:09:44.000 --> 00:09:46.000]  覺得很大壓力
[00:09:46.000 --> 00:09:49.000]  另外可能又因為疫情的加劇
[00:09:49.000 --> 00:09:51.000]  衍生了很多煩惱
[00:09:51.000 --> 00:09:53.000]  多謝在這個時候
[00:09:53.000 --> 00:09:56.000]  不要忘記我們有上帝
[00:09:56.000 --> 00:09:59.000]  上帝是無時無刻都會看顧著我們
[00:09:59.000 --> 00:10:02.000]  祂很願意聽我們的祈求
[00:10:02.000 --> 00:10:05.000]  所以我們要緊緊依靠祂
[00:10:05.000 --> 00:10:08.000]  因為上帝永遠不會捨棄我們
[00:10:08.000 --> 00:10:10.000]  只要我們投靠祂
[00:10:10.000 --> 00:10:13.000]  就會得到最好的福氣
[00:10:13.000 --> 00:10:32.000]  (音樂)
[00:10:32.000 --> 00:10:38.000]  願我的心贊同我的主
[00:10:38.000 --> 00:10:45.000]  願唱出讚美感恩的話語
[00:10:45.000 --> 00:10:52.000]  在你欣賞中記憶多的那處
[00:10:52.000 --> 00:10:58.000]  清早到晚上也未停止
[00:10:58.000 --> 00:11:04.000]  藏在你沈默的隱密處
[00:11:04.000 --> 00:11:10.000]  我想一生盡力愛著你
[00:11:10.000 --> 00:11:13.000]  也許一生的辛苦
[00:11:13.000 --> 00:11:16.000]  必須肩而氣而活
[00:11:16.000 --> 00:11:19.000]  但你將我護 當作參附
[00:11:19.000 --> 00:11:22.000]  神怡愛譚別作匡扶
[00:11:22.000 --> 00:11:25.000]  雖然海中有困難迷惑
[00:11:25.000 --> 00:11:28.000]  但我的心始終堅固
[00:11:28.000 --> 00:11:34.000]  投靠你便當恩典豐富
[00:11:34.000 --> 00:11:37.000]  有人心中感困的
[00:11:37.000 --> 00:11:40.000]  甚至失去了力氣
[00:11:40.000 --> 00:11:44.000]  讓我將你熱烈的守備
[00:11:44.000 --> 00:11:47.000]  懷著我再振翅高飛
[00:11:47.000 --> 00:11:50.000]  有人海中雖已盼勞力
[00:11:50.000 --> 00:11:53.000]  但你仍去不捨不棄
[00:11:53.000 --> 00:11:59.000]  投靠你是最好的福氣
[00:11:59.000 --> 00:12:02.000]  有人心中感痛的
[00:12:02.000 --> 00:12:05.000]  甚至失去了力氣
[00:12:05.000 --> 00:12:08.000]  讓我將你熱烈的守備
[00:12:08.000 --> 00:12:11.000]  懷著我再振翅高飛
[00:12:11.000 --> 00:12:14.000]  有人海中雖已盼勞力
[00:12:14.000 --> 00:12:17.000]  但你仍去不捨不棄
[00:12:17.000 --> 00:12:23.000]  投靠你是最好的福氣
[00:12:23.000 --> 00:12:32.000]  全靠有著你才令這生極美
[00:12:33.000 --> 00:12:37.000]  讓我們一起祈禱
[00:12:37.000 --> 00:12:40.000]  親愛的天父
[00:12:40.000 --> 00:12:42.000]  我們感謝你的恩典
[00:12:42.000 --> 00:12:45.000]  感謝你在我們無助的時候幫助我們
[00:12:45.000 --> 00:12:47.000]  給予力量和溫暖我們
[00:12:47.000 --> 00:12:49.000]  讓我們緊靠你
[00:12:49.000 --> 00:12:51.000]  傳揚你的大愛
[00:12:51.000 --> 00:12:54.000]  另外求主保守接住我們的講道
[00:12:54.000 --> 00:12:58.000]  讓沉默詩可以將你的話語講得清楚
[00:12:58.000 --> 00:13:00.000]  也求你打開我們的心
[00:13:00.000 --> 00:13:02.000]  明白你的教導
[00:13:02.000 --> 00:13:04.000]  祈禱奉主明求
[00:13:04.000 --> 00:13:06.000]  阿門
[00:13:06.000 --> 00:13:10.000]  很高興今天有陳麗善牧師在當中為我們靜悟
[00:13:10.000 --> 00:13:14.000]  她的講題是「真光降世」
[00:13:14.000 --> 00:13:21.000]  經文是《老家福音》一章67,78-79節
[00:13:21.000 --> 00:13:27.000]  他父親撒加利亞被聖靈充滿了
[00:13:27.000 --> 00:13:29.000]  就予言說
[00:13:29.000 --> 00:13:31.000]  因我們神憐憫的心腸
[00:13:31.000 --> 00:13:35.000]  叫清晨的日光從高天臨到我們
[00:13:35.000 --> 00:13:39.000]  要照亮坐在黑暗中死淫裡的人
[00:13:39.000 --> 00:13:42.000]  把我們的腳引到平安的路上
[00:13:42.000 --> 00:13:44.000]  將時間交給陳牧師
[00:13:44.000 --> 00:14:08.000]  陳志全議員
[00:14:08.000 --> 00:14:12.000]  感謝主今天我們在網上高遊再見
[00:14:12.000 --> 00:14:14.000]  又可以用上帝的話語
[00:14:14.000 --> 00:14:18.000]  我們一齊來彼此勉勵
[00:14:18.000 --> 00:14:21.000]  先講一個故事
[00:14:21.000 --> 00:14:23.000]  可能大家都會聽過
[00:14:23.000 --> 00:14:26.000]  講了一個爸爸
[00:14:26.000 --> 00:14:29.000]  很想看他三個兒子裡邊
[00:14:29.000 --> 00:14:31.000]  哪一個是最聰明的
[00:14:31.000 --> 00:14:34.000]  所以他就找了他三個兒子來
[00:14:34.000 --> 00:14:37.000]  每人給他們五百元
[00:14:37.000 --> 00:14:40.000]  給他們七天的時間
[00:14:40.000 --> 00:14:44.000]  然後給了他們三間房
[00:14:44.000 --> 00:14:47.000]  叫他們在七天之內
[00:14:47.000 --> 00:14:54.000]  用那五百元買東西來填滿三間房
[00:14:54.000 --> 00:14:57.000]  誰用得最少錢
[00:14:57.000 --> 00:15:02.000]  又可以填滿整間房間的時候
[00:15:02.000 --> 00:15:04.000]  他就是最聰明的
[00:15:04.000 --> 00:15:09.000]  他說大兒子在七天之內
[00:15:09.000 --> 00:15:13.000]  經常去很辛苦地搬一些東西回來
[00:15:13.000 --> 00:15:17.000]  就填滿了整間房間
[00:15:17.000 --> 00:15:19.000]  第二兒子也是
[00:15:19.000 --> 00:15:22.000]  每天都做到身水身汗
[00:15:22.000 --> 00:15:24.000]  只有第三個兒子
[00:15:24.000 --> 00:15:28.000]  每天遊手好閒地不知道在做什麼
[00:15:28.000 --> 00:15:31.000]  那個爸爸就覺得
[00:15:31.000 --> 00:15:33.000]  這個只是個臭小子
[00:15:33.000 --> 00:15:36.000]  竟然這樣也有
[00:15:36.000 --> 00:15:40.000]  到了第七天
[00:15:40.000 --> 00:15:42.000]  那個爸爸就問
[00:15:42.000 --> 00:15:45.000]  大兒子你先帶他去看看
