
[00:00:00.000 --> 00:00:24.000]  律師事項
[00:00:24.000 --> 00:00:26.000]  素羅到了耶路撒冷
[00:00:26.000 --> 00:00:28.000]  想與門徒結交
[00:00:28.000 --> 00:00:30.000]  大家卻都怕他
[00:00:30.000 --> 00:00:32.000]  不信他是門徒
[00:00:32.000 --> 00:00:34.000]  已有巴拿巴接待他
[00:00:34.000 --> 00:00:36.000]  領他去見使徒
[00:00:36.000 --> 00:00:39.000]  把他在路上怎麼看見主
[00:00:39.000 --> 00:00:41.000]  主怎麼向他說話
[00:00:41.000 --> 00:00:44.000]  他在大馬士革怎麼奉耶穌的名
[00:00:44.000 --> 00:00:47.000]  放膽全道都述說出來
[00:00:47.000 --> 00:00:49.000]  於是素羅在耶路撒冷
[00:00:49.000 --> 00:00:52.000]  和門徒出入來往
[00:00:52.000 --> 00:00:55.000]  奉主的名放膽全道
[00:00:55.000 --> 00:00:57.000]  並和說希臘話的猶太人
[00:00:57.000 --> 00:00:59.000]  講論辯駁
[00:00:59.000 --> 00:01:01.000]  他們卻想法子要殺他
[00:01:01.000 --> 00:01:03.000]  弟兄們知道了
[00:01:03.000 --> 00:01:05.000]  就帶他下凱撒尼亞
[00:01:05.000 --> 00:01:07.000]  送他往大素去
[00:01:07.000 --> 00:01:10.000]  那時猶大、加利利、
[00:01:10.000 --> 00:01:12.000]  撒瑪利亞各處的教會
[00:01:12.000 --> 00:01:14.000]  都得平安建立起來
[00:01:14.000 --> 00:01:18.000]  凡是敬畏主蒙聖靈的安慰
[00:01:18.000 --> 00:01:20.000]  人數逐漸增多
[00:01:20.000 --> 00:01:22.000]  其實今天有本堂的
[00:01:22.000 --> 00:01:24.000]  代堂主任曾銳桂木施
[00:01:24.000 --> 00:01:26.000]  在我們當中靜悟
[00:01:26.000 --> 00:01:27.000]  今日的講題是
[00:01:27.000 --> 00:01:29.000]  生命中的白樂
[00:01:29.000 --> 00:01:31.000]  現在恭請曾木施
[00:01:31.000 --> 00:01:40.000]  各位弟兄姊妹早晨
[00:01:40.000 --> 00:01:44.000]  新年快樂
[00:01:44.000 --> 00:01:46.000]  事主蒙福
[00:01:46.000 --> 00:01:49.000]  都是我們每一年在農曆新年
[00:01:49.000 --> 00:01:53.000]  中國人傳統互相祝賀
[00:01:53.000 --> 00:01:55.000]  民安的說話
[00:01:55.000 --> 00:01:59.000]  大家如果細心看看程序表
[00:01:59.000 --> 00:02:02.000]  今日的講員應該是翠芝姑娘
[00:02:02.000 --> 00:02:04.000]  大家見到她戴著面膜
[00:02:04.000 --> 00:02:08.000]  突然間因為感染細菌
[00:02:08.000 --> 00:02:09.000]  喉嚨不能說話
[00:02:09.000 --> 00:02:12.000]  她昨天很早就打電話給我
[00:02:12.000 --> 00:02:13.000]  要我準備
[00:02:13.000 --> 00:02:15.000]  她今早如果真的不行
[00:02:15.000 --> 00:02:17.000]  就要我上台講道
[00:02:17.000 --> 00:02:18.000]  她很好
[00:02:18.000 --> 00:02:20.000]  今早給了我一整篇講章
[00:02:20.000 --> 00:02:22.000]  原來她真的有做功課
[00:02:22.000 --> 00:02:25.000]  不過我第一次
[00:02:25.000 --> 00:02:27.000]  用別人的經文
[00:02:27.000 --> 00:02:30.000]  用別人的題目去講道
[00:02:30.000 --> 00:02:35.000]  剛才是地上的祝福的說話
[00:02:35.000 --> 00:02:39.000]  很想在這個開始的時候
[00:02:39.000 --> 00:02:42.000]  真是快樂一個美好的日子
[00:02:42.000 --> 00:02:44.000]  也是美好的天氣
[00:02:44.000 --> 00:02:47.000]  也是我們一班屬神的兒女
[00:02:47.000 --> 00:02:49.000]  我們聚在一起
[00:02:49.000 --> 00:02:53.000]  我們有沒有一些更加重要的祝願呢
[00:02:53.000 --> 00:02:56.000]  我真的很想祝願每一位
[00:02:56.000 --> 00:02:59.000]  我們能夠在神的面前
[00:02:59.000 --> 00:03:02.000]  我自己的祝願就是
[00:03:02.000 --> 00:03:04.000]  包括我自己也很期望的
[00:03:04.000 --> 00:03:05.000]  主
[00:03:05.000 --> 00:03:07.000]  生命的主
[00:03:07.000 --> 00:03:08.000]  這一位
[00:03:08.000 --> 00:03:11.000]  我本來是屬於你的主
[00:03:11.000 --> 00:03:13.000]  我在這裏
[00:03:13.000 --> 00:03:15.000]  如果合你的心意
[00:03:15.000 --> 00:03:18.000]  請差遣我
[00:03:18.000 --> 00:03:21.000]  很重要的
[00:03:21.000 --> 00:03:23.000]  這一位可以一句說話
[00:03:23.000 --> 00:03:25.000]  就使得天地被創造的
[00:03:25.000 --> 00:03:27.000]  這一位的做物主
[00:03:27.000 --> 00:03:31.000]  她是不是真的要差遣你和我呢
[00:03:31.000 --> 00:03:34.000]  我們必須要不斷的去警醒
[00:03:34.000 --> 00:03:36.000]  其實今天的訊息
[00:03:36.000 --> 00:03:38.000]  這一位的仕途寶郎
[00:03:38.000 --> 00:03:42.000]  他真的遇到生命的白樂
[00:03:42.000 --> 00:03:44.000]  更重要的就是
[00:03:44.000 --> 00:03:47.000]  從一開始他被呼召之前
[00:03:47.000 --> 00:03:50.000]  神已經揀選他
[00:03:50.000 --> 00:03:53.000]  而且是和阿拿利亞說
[00:03:53.000 --> 00:03:57.000]  他是我所差遣的器皿
[00:03:57.000 --> 00:04:00.000]  要來到外邦當中
[00:04:00.000 --> 00:04:02.000]  來宣揚我的道
[00:04:02.000 --> 00:04:05.000]  但是他要受很多的苦
[00:04:05.000 --> 00:04:06.000]  為了我的名
[00:04:06.000 --> 00:04:07.000]  他要受很多的苦
[00:04:07.000 --> 00:04:09.000]  這一位是仕途寶郎
[00:04:09.000 --> 00:04:12.000]  原來他的DNA本身
[00:04:12.000 --> 00:04:15.000]  就已經在他被信主之前
[00:04:15.000 --> 00:04:17.000]  已經遇到生命的白樂
[00:04:17.000 --> 00:04:19.000]  就是這一位做物主
[00:04:19.000 --> 00:04:21.000]  和大家先看看經文
[00:04:21.000 --> 00:04:23.000]  剛才主席已經讀了第九章
[00:04:23.000 --> 00:04:25.000]  我們今天要講的經文
