
[00:00:00.000 --> 00:00:07.000]  經文是記載在《約翰福音》十七章二十至二十六節
[00:00:07.000 --> 00:00:29.500]  「我不但為這些人祈求,也為那些直著他們的話信我的人祈求,使他們都合而為一,正如父你在我裡面,我在你裡面,使他們也在我們裡面,好讓世人信奉你差我來的。」
[00:00:29.500 --> 00:00:57.500]  「你所賜給我的榮耀,我亦賜給他們,使他們合而為一,像我們合而為一。我在他們裡面,你在我裡面,使他們完完全全合而為一,讓世人知道是你差我來的,也知道你愛他們如同愛我一樣。」
[00:00:57.500 --> 00:01:13.500]  「父啊,我在哪裡,願你所賜給我的人也同我在哪裡,使他們看見你所賜給我的榮耀,因為創世以前,你已經愛我了。」
[00:01:13.500 --> 00:01:36.500]  「公義的父啊,世人未曾認識你,我卻認識你,這些人也知道是你差我來的,我已讓他們認識你的名,還要讓他們認識,好讓你愛我的愛在他們裡面,我也在他們裡面。」
[00:01:37.500 --> 00:01:40.500]  主席
[00:01:40.500 --> 00:01:54.500]  主席
[00:01:54.500 --> 00:02:19.500]  主席
[00:02:19.500 --> 00:02:25.500]  麥美娟議員
[00:02:25.500 --> 00:02:39.500]  麥美娟議員
[00:02:40.500 --> 00:02:48.500]  主席
[00:02:48.500 --> 00:02:54.500]  麥美娟議員
[00:02:55.500 --> 00:02:56.500]  麥美娟議員
[00:02:56.500 --> 00:03:25.500]  麥美娟議員
[00:03:25.500 --> 00:03:34.500]  主席
[00:03:35.500 --> 00:03:49.500]  主席
[00:03:50.500 --> 00:04:18.500]  主席
[00:04:18.500 --> 00:04:43.500]  主席
[00:04:43.500 --> 00:05:12.500]  主席
[00:05:13.500 --> 00:05:19.500]  主席
[00:05:20.500 --> 00:05:26.500]  主席
[00:05:26.500 --> 00:05:27.500]  麥美娟議員
[00:05:28.500 --> 00:05:29.500]  麥美娟議員
[00:05:30.500 --> 00:05:31.500]  主席
[00:05:32.500 --> 00:05:33.500]  主席
[00:05:34.500 --> 00:05:35.500]  主席
[00:05:36.500 --> 00:05:37.500]  主席
[00:05:38.500 --> 00:05:39.500]  主席
[00:05:40.500 --> 00:05:41.500]  主席
[00:05:42.500 --> 00:05:43.500]  主席
[00:05:43.500 --> 00:05:44.500]  主席
[00:05:45.500 --> 00:05:46.500]  主席
[00:05:47.500 --> 00:05:48.500]  主席
[00:05:49.500 --> 00:05:50.500]  主席
[00:05:51.500 --> 00:05:52.500]  主席
[00:05:52.500 --> 00:06:06.500]  主席
[00:06:07.500 --> 00:06:08.500]  主席
[00:06:09.500 --> 00:06:10.500]  主席
[00:06:11.500 --> 00:06:12.500]  主席
[00:06:13.500 --> 00:06:14.500]  主席
[00:06:15.500 --> 00:06:16.500]  主席
[00:06:17.500 --> 00:06:18.500]  主席
[00:06:19.500 --> 00:06:20.500]  主席
[00:06:21.500 --> 00:06:22.500]  主席
[00:06:23.500 --> 00:06:24.500]  主席
[00:06:24.500 --> 00:06:50.500]  主席
[00:06:51.500 --> 00:06:52.500]  主席
[00:06:52.500 --> 00:06:53.500]  主席
[00:06:54.500 --> 00:06:55.500]  主席
[00:06:56.500 --> 00:06:57.500]  主席
[00:06:58.500 --> 00:06:59.500]  主席
[00:06:59.500 --> 00:07:25.500]  主席
[00:07:25.500 --> 00:07:47.500]  主席
[00:07:47.500 --> 00:08:09.500]  主席
[00:08:09.500 --> 00:08:10.500]  主席
[00:08:10.500 --> 00:08:11.500]  主席
[00:08:12.500 --> 00:08:13.500]  主席
[00:08:14.500 --> 00:08:15.500]  主席
[00:08:15.500 --> 00:08:44.500]  主席
[00:08:44.500 --> 00:08:45.500]  主席
[00:08:46.500 --> 00:08:47.500]  主席
[00:08:47.500 --> 00:08:48.500]  主席
[00:08:48.500 --> 00:09:04.500]  時我們聽到他們說的見證,我們就信了主,原來耶穌那時已經為我們一起祈禱,也就是說耶穌是為整個教會去祈禱。
[00:09:04.500 --> 00:09:31.500]  日漢為何會強調寫這件事呢?原來當兩代的信徒,他坐著的信仰群體,有新的門徒加入的時候,就開始一起生活,一起敬拜,一起服事,會有些磨擦,會有些不同的意見,不同的看法,關係也開始緊張。
[00:09:31.500 --> 00:09:53.500]  所以教會容易陷入一個分裂的危機裏面。耶穌當然也預視到這個情況,當他的信仰群體慢慢去成長,越來越多人的時候,就自然會越來越多的磨擦,也會關係容易陷入一個分裂裏面。
[00:09:53.500 --> 00:10:10.500]  所以在臨別的禱告最後這個部分,在二十節已經很直接地說了,使他們都合而為一,就是他向天父為教會去請求的。
[00:10:10.500 --> 00:10:32.500]  二十至二十一節就是耶穌向天父的一個請求,使他們合而為一,也是我們今天這段經文一個很重要的重點,合而為一,就是教會的合一,是耶穌在這個祈禱裏面一個很重要的主題。
[00:10:32.500 --> 00:10:44.500]  他的禱告是希望所有的門徒,不單止是他正在帶領的十二個,而是包括當時的,將來的,都合而為一。
[00:10:44.500 --> 00:11:00.500]  而且這個合一,他繼續說,正如好像父你在我裏面,我在你裏面,使他們也在我們裏面,連續重覆了在XX裏面三次。
