
[00:00:00.000 --> 00:00:03.000]  各位晚安 我們一起有個祈禱
[00:00:03.000 --> 00:00:06.600]  感恩我們再一次來聚集
[00:00:06.600 --> 00:00:08.600]  去研讀《羅馬書》
[00:00:08.600 --> 00:00:11.400]  我們去到第四章的經文
[00:00:11.400 --> 00:00:14.600]  特別是關乎到阿伯拉罕
[00:00:14.600 --> 00:00:16.800]  在舊約的聖經人物
[00:00:16.800 --> 00:00:19.600]  他是怎樣能夠堅固律法
[00:00:19.600 --> 00:00:24.400]  以及和這個恩信清義有什麼關係
[00:00:24.400 --> 00:00:29.600]  都盼望我們能夠透過保羅他的展述
[00:00:29.600 --> 00:00:32.400]  能夠掌握、能夠認識
[00:00:32.400 --> 00:00:36.600]  以致我們能夠在整個神學的框架
[00:00:36.600 --> 00:00:39.400]  不會有一種錯誤的觀念
[00:00:39.400 --> 00:00:41.400]  舊約就是律法
[00:00:41.400 --> 00:00:43.800]  新約才是恩典
[00:00:43.800 --> 00:00:46.800]  我們很盼望神給我們認識
[00:00:46.800 --> 00:00:51.000]  整個聖經的那個救恩的歷史
[00:00:51.000 --> 00:00:54.000]  和神的救恩的那個計劃
[00:00:54.000 --> 00:00:56.000]  我們等候在你的面前
[00:00:56.000 --> 00:00:59.200]  我們會處理到相關的舊約的經文
[00:00:59.200 --> 00:01:03.600]  盼望神給我們能夠有一個明白的心去認識
[00:01:03.600 --> 00:01:05.600]  我們這樣感恩禱告
[00:01:05.600 --> 00:01:07.800]  奉耶穌基督的名
[00:01:07.800 --> 00:01:09.400]  阿們
[00:01:09.400 --> 00:01:12.000]  上個星期我們提過
[00:01:12.000 --> 00:01:14.600]  這個恩信清義
[00:01:14.600 --> 00:01:17.800]  其實只是一至四章的經文
[00:01:17.800 --> 00:01:21.400]  當然哪些人需要清義呢?
[00:01:21.400 --> 00:01:25.600]  就是萬民都欠缺神的榮耀、神的義
[00:01:25.600 --> 00:01:30.000]  所以其實每一個人都必須來信主
[00:01:30.000 --> 00:01:33.000]  藉著耶穌才能得到神的救恩
[00:01:33.000 --> 00:01:36.000]  所以恩信清義是說
[00:01:36.000 --> 00:01:38.800]  每一個人都需要去到神的面前
[00:01:38.800 --> 00:01:41.400]  得到這個白白的恩典
[00:01:41.400 --> 00:01:44.400]  但是在整個的羅馬書
[00:01:44.400 --> 00:01:46.800]  反而有一個很重要的主題
[00:01:46.800 --> 00:01:49.600]  既然萬民都需要救恩
