
[00:00:00.000 --> 00:00:08.580]  (陳唐人記者)
[00:00:08.580 --> 00:00:11.080]  (陳志全議員)
[00:00:11.080 --> 00:00:15.760]  今早我們能夠一起安靜在神的家裏
[00:00:15.760 --> 00:00:18.260]  我們在父親節的時間
[00:00:18.260 --> 00:00:22.680]  我們真的很盼望能夠在神的恩典裏
[00:00:22.680 --> 00:00:28.760]  去思想我們作為父親的責任
[00:00:28.760 --> 00:00:32.760]  亦都讓我們能夠在面對一些困難
[00:00:32.760 --> 00:00:36.180]  我們學習這位使徒保羅
[00:00:36.180 --> 00:00:39.640]  他能夠在面對這麼多的壓力
[00:00:39.640 --> 00:00:42.340]  他可以來到靠著主
[00:00:42.340 --> 00:00:47.220]  特別是他提到耶穌的印記在他的內心
[00:00:47.220 --> 00:00:52.060]  他帶著這個印記成為他事常提醒自己
[00:00:52.060 --> 00:00:54.260]  鞭策自己的動力
[00:00:54.260 --> 00:00:58.060]  我們很盼望主讓我們能夠在教會裏面
[00:00:58.060 --> 00:01:01.300]  我們得到的是靈性的滋養
[00:01:01.300 --> 00:01:04.420]  我們真的能夠面對生活的困難
[00:01:04.420 --> 00:01:06.600]  或者人生不同的變數
[00:01:06.600 --> 00:01:10.060]  我們真的能夠有主在我們的內心
[00:01:10.060 --> 00:01:11.800]  成為我們的力量
[00:01:11.800 --> 00:01:13.420]  成為我們的詩歌
[00:01:13.420 --> 00:01:15.140]  成為我們的盼望
[00:01:15.140 --> 00:01:19.460]  今早我們在你面前去思想這個題目
[00:01:19.460 --> 00:01:21.720]  擔子是否沉重
[00:01:21.720 --> 00:01:24.920]  其實哪一個人是不會沉重
[00:01:24.920 --> 00:01:27.720]  每一個人都有擔子
[00:01:27.720 --> 00:01:31.300]  但願我們的主你來到施恩幫助我們
[00:01:31.300 --> 00:01:34.180]  我們一起去恭敬、等候、聆聽
[00:01:34.180 --> 00:01:35.600]  求主的聖靈
[00:01:35.600 --> 00:01:38.100]  很自由的運行在我們中間
[00:01:38.100 --> 00:01:39.500]  我們這樣禱告
[00:01:39.500 --> 00:01:41.600]  奉耶穌基督的名
[00:01:41.600 --> 00:01:42.600]  阿們
[00:01:42.600 --> 00:01:45.800]  最近有一個片段很深很深
[00:01:45.800 --> 00:01:48.300]  觸動自己的眼淚
[00:01:48.300 --> 00:01:51.920]  有個同學問我
[00:01:51.920 --> 00:01:53.420]  他有一段經文
[00:01:53.500 --> 00:01:57.840]  問我有什麼可以幫他整理
[00:01:57.840 --> 00:02:01.000]  大家討論一下那個講道、講章
[00:02:01.000 --> 00:02:04.000]  講開的時候
[00:02:04.000 --> 00:02:08.000]  我突然間給他知道有一個例子
[00:02:08.000 --> 00:02:10.840]  大家不知道有沒有看世界盃
[00:02:10.840 --> 00:02:15.260]  你知不知道有一個很出名的
[00:02:15.260 --> 00:02:16.660]  叫做尼瑪
[00:02:16.660 --> 00:02:20.540]  他最近患了傷患
[00:02:20.540 --> 00:02:22.880]  他的腳受傷了
[00:02:22.880 --> 00:02:26.260]  有一段很長的時間他要休息
[00:02:26.260 --> 00:02:29.380]  在休息的時間
[00:02:29.380 --> 00:02:30.840]  前面是不是很熱?
[00:02:30.840 --> 00:02:32.380]  因為我
[00:02:32.380 --> 00:02:34.460]  好像沒有什麼冷氣在前面
[00:02:34.460 --> 00:02:36.380]  是啦,我很熱
[00:02:36.380 --> 00:02:38.880]  不知道是不是可以幫幫忙開一開
[00:02:38.880 --> 00:02:40.880]  或者我可以脫下外套
[00:02:40.880 --> 00:02:46.620]  當時他在巴西
[00:02:46.620 --> 00:02:50.260]  聖保羅有一間電視台
[00:02:50.260 --> 00:02:57.380]  邀請他去拍攝一套紀錄片
[00:02:57.380 --> 00:03:01.800]  邀請他去一個地方
[00:03:01.800 --> 00:03:05.260]  那個地方原來
[00:03:05.260 --> 00:03:07.180]  電視台沒有告訴他
[00:03:07.180 --> 00:03:10.180]  是邀請他的爸爸媽媽
[00:03:10.180 --> 00:03:11.340]  他的妹妹
[00:03:11.340 --> 00:03:12.640]  他的女朋友
[00:03:12.640 --> 00:03:17.340]  來預先幫他佈置好
[00:03:17.340 --> 00:03:21.960]  他童年成長的居所
[00:03:21.960 --> 00:03:23.960]  尼瑪是不知道的
[00:03:23.960 --> 00:03:26.500]  這位青年人他不知道
[00:03:26.500 --> 00:03:27.720]  他被邀請
[00:03:27.720 --> 00:03:30.000]  然後去到那個客廳
[00:03:30.000 --> 00:03:32.800]  為什麼那個客廳這麼相識呢?
[00:03:32.800 --> 00:03:37.220]  然後電視台的職員叫他開房門
[00:03:37.220 --> 00:03:39.220]  進去那個房間參觀
[00:03:39.220 --> 00:03:40.760]  進去之後
[00:03:40.760 --> 00:03:42.640]  他就不斷流眼淚
[00:03:42.640 --> 00:03:45.040]  因為原來那個房間的擺設
[00:03:45.040 --> 00:03:48.960]  就是他童年在貧民區的地方
[00:03:48.960 --> 00:03:50.460]  他成長的地方
[00:03:50.460 --> 00:03:55.960]  那個擺設是完全照足了他童年的時候的擺設
[00:03:55.960 --> 00:03:57.840]  他就很大的觸動
[00:03:57.840 --> 00:04:00.840]  因為他今天已經貴為差不多是球王
[00:04:00.840 --> 00:04:02.580]  住的是豪宅
[00:04:02.580 --> 00:04:04.800]  他有自己的飛機
[00:04:04.800 --> 00:04:08.340]  但是那個童年的成長
[00:04:08.340 --> 00:04:10.920]  勾起他很多很多的回憶
[00:04:10.920 --> 00:04:14.460]  但是原來電視台這樣拍這一套的紀錄片
[00:04:14.460 --> 00:04:16.460]  是想鼓勵他
[00:04:16.460 --> 00:04:18.460]  全國支持你
[00:04:18.460 --> 00:04:20.460]  今晚就是兩點鐘
[00:04:20.460 --> 00:04:21.460]  巴西
[00:04:21.460 --> 00:04:22.460]  不是米高伯
[00:04:22.460 --> 00:04:24.460]  不過告訴大家
[00:04:24.460 --> 00:04:26.460]  尼瑪
