
[00:00:00.000 --> 00:00:03.000]  感謝天父的豐厚恩典
[00:00:03.000 --> 00:00:06.000]  我們能夠用了很多的時間
[00:00:06.000 --> 00:00:09.500]  將歸回的歷史書和先知書
[00:00:09.500 --> 00:00:13.700]  今晚都是最後一章的馬拉基書的第四章
[00:00:13.700 --> 00:00:18.600]  雖然只有六節 但都給我們有很多的啟發
[00:00:18.600 --> 00:00:21.500]  尤其是去到那個日子
[00:00:21.500 --> 00:00:24.000]  耶和華大而可畏的日子
[00:00:24.000 --> 00:00:28.800]  都給我們能夠定精在神的國度
[00:00:28.800 --> 00:00:30.800]  一定是會成就的
[00:00:30.800 --> 00:00:34.000]  雖然未必在我們這一代去成就
[00:00:34.000 --> 00:00:38.400]  但是都給我們能夠有一個敬虔的心靈
[00:00:38.400 --> 00:00:40.400]  這樣來等候
[00:00:40.400 --> 00:00:42.900]  今天晚上我們仰望主
[00:00:42.900 --> 00:00:45.200]  給我們能夠有充足的精神
[00:00:45.200 --> 00:00:47.700]  有心靈的啟發
[00:00:47.700 --> 00:00:51.600]  也盼望信息能夠幫助很多的人
[00:00:51.600 --> 00:00:55.700]  我們仰望禱告奉耶穌基督的名
[00:00:55.700 --> 00:00:57.200]  阿們
[00:00:57.200 --> 00:01:01.300]  第四章和之前的三章的馬拉基書
[00:01:01.300 --> 00:01:03.300]  明顯有一些不同
[00:01:03.300 --> 00:01:06.100]  其中你發現到
[00:01:06.100 --> 00:01:09.100]  不再是一個提出一個問題
[00:01:09.100 --> 00:01:11.600]  接著自己解答
[00:01:11.600 --> 00:01:16.400]  來講百姓有什麼問題
[00:01:16.400 --> 00:01:20.500]  第四章這裡明顯主題就很清楚了
[00:01:20.500 --> 00:01:22.500]  耶和華的日子
[00:01:22.500 --> 00:01:24.100]  有兩個大重點
[00:01:24.100 --> 00:01:27.000]  就是提了很多次那天那天那天
[00:01:27.000 --> 00:01:29.200]  到那天提了好幾次了
[00:01:29.200 --> 00:01:32.600]  第二第三第四節都有提
[00:01:32.600 --> 00:01:36.200]  另外就是在這個日子來之前
[00:01:36.200 --> 00:01:38.700]  是會有一個徵兆的
[00:01:38.700 --> 00:01:40.300]  就是有一個人
[00:01:40.300 --> 00:01:45.200]  就是一個預備那個大日而來的使者
[00:01:45.200 --> 00:01:51.500]  就是第五節和第六節所講的
[00:01:51.500 --> 00:01:54.400]  這一位的施洗約翰
[00:01:54.400 --> 00:01:58.000]  因為新約當引述這段經文的時候
[00:01:58.000 --> 00:02:00.300]  是主耶穌去為我們解釋
[00:02:00.300 --> 00:02:02.700]  就是指到施洗約翰了
[00:02:02.700 --> 00:02:05.600]  所以這段聖經最後這一章
[00:02:05.600 --> 00:02:09.900]  就是作者一個很終極的宣告
[00:02:09.900 --> 00:02:12.700]  就是第三章我們上個禮拜講了
[00:02:12.700 --> 00:02:16.300]  有正反其實應該先講了反面
[00:02:16.300 --> 00:02:19.100]  就是那些不敬畏神的人
[00:02:19.100 --> 00:02:22.600]  最終都是要面對很大的審判
[00:02:22.600 --> 00:02:27.600]  但是三章的十六節開始
[00:02:27.600 --> 00:02:33.800]  就是有一些聽到馬拉基先知的預言
[00:02:33.800 --> 00:02:37.200]  和教訓而來進行的人
[00:02:37.200 --> 00:02:42.400]  他們會彼此談論耶和華的事
[00:02:42.400 --> 00:02:45.400]  就是說對神是很有興趣
[00:02:45.400 --> 00:02:48.600]  對認識神是很有抱負
[00:02:48.600 --> 00:02:51.700]  上個禮拜叫大家背
[00:02:51.700 --> 00:02:54.700]  那時敬畏耶和華的彼此談論
[00:02:54.700 --> 00:02:57.600]  在神的面前有一個紀念冊
[00:02:57.600 --> 00:02:59.400]  神是會紀念
[00:02:59.400 --> 00:03:02.300]  當然說笑了 神是不需要儲紀念冊
[00:03:02.300 --> 00:03:04.200]  對我們每一個人的生命
[00:03:04.200 --> 00:03:07.600]  祂是完全的掌握認識和明白
[00:03:07.600 --> 00:03:11.300]  也是掌管我們每一個人的出生
[00:03:11.300 --> 00:03:13.200]  那個成長
[00:03:13.200 --> 00:03:18.200]  和我們一生的人生都是在神的手中
[00:03:18.200 --> 00:03:20.700]  而且是一個美好的安排
[00:03:20.700 --> 00:03:23.500]  這個就告訴我們
[00:03:23.500 --> 00:03:27.500]  其實就是凸顯那個時代
[00:03:27.500 --> 00:03:31.100]  不是每一個猶太人
[00:03:31.100 --> 00:03:35.500]  都敬畏神進行摩西的律法書
[00:03:35.500 --> 00:03:37.400]  去到四章四節
[00:03:37.400 --> 00:03:40.700]  又再一次提摩西律法
[00:03:40.700 --> 00:03:45.200]  所以都是不斷的婦口婆心
[00:03:45.200 --> 00:03:50.600]  提到猶太人真正的認識神
[00:03:50.600 --> 00:03:52.400]  需要透過讀聖經
[00:03:52.400 --> 00:03:54.400]  不是靠傳統
[00:03:54.400 --> 00:03:59.500]  更加不是靠一些拉比的解釋
[00:03:59.500 --> 00:04:02.500]  而是需要摩西的律法書
[00:04:02.500 --> 00:04:05.000]  在自己的心靈裏面
[00:04:05.000 --> 00:04:07.900]  不斷的有聖靈的啟發
[00:04:07.900 --> 00:04:13.300]  又不斷的遵行而帶來的生命改變
[00:04:13.300 --> 00:04:16.800]  記住 舊約我們一而再都講過
[00:04:16.800 --> 00:04:21.100]  即使保羅這些這麼厲害的法律專家
[00:04:21.100 --> 00:04:24.700]  對摩西的律法 對舊約是這麼精通
[00:04:24.700 --> 00:04:28.400]  但是可以是讀死了那本舊約的
[00:04:28.400 --> 00:04:31.800]  當然我們要原諒的
[00:04:31.800 --> 00:04:33.900]  就是耶穌還沒有出現
[00:04:33.900 --> 00:04:39.100]  所以舊約都是很多東西好像蒙了一層沙一樣
[00:04:39.100 --> 00:04:41.300]  你只是守了字面
[00:04:41.300 --> 00:04:43.400]  你都以為自己是做了的
[00:04:43.400 --> 00:04:47.500]  但是的確有一些整個的舊約時代
[00:04:47.500 --> 00:04:54.100]  神是揀選一些有信心的先祖 先知
[00:04:54.100 --> 00:04:56.300]  或者一些跟隨神的人
[00:04:56.300 --> 00:04:58.600]  所以你可以想像到
[00:04:58.600 --> 00:05:01.100]  如果沒有新約的出現
[00:05:01.100 --> 00:05:05.900]  舊約就好像一個很大的一個牢籠
[00:05:05.900 --> 00:05:10.800]  令到人以為只需要按時按後的守律法
[00:05:10.800 --> 00:05:19.100]  守節旗 憲制 或者民間不要有太大的犯罪
[00:05:19.100 --> 00:05:21.500]  就已經是蒙神越立了
[00:05:21.500 --> 00:05:23.500]  但是原來我們發現
[00:05:23.500 --> 00:05:26.600]  去到新約主耶穌的降臨
[00:05:26.600 --> 00:05:28.400]  就是另外一回事了
[00:05:28.400 --> 00:05:32.900]  是真的去到一個很大的心靈上面的
[00:05:32.900 --> 00:05:35.400]  和神之間的接觸
[00:05:35.400 --> 00:05:38.300]  所以保羅的發言
[00:05:38.300 --> 00:05:41.100]  你可以說是一個很大的晴天霹靂
[00:05:41.100 --> 00:05:44.600]  他從來沒有想過自己是離開神這麼遠的
[00:05:44.600 --> 00:05:46.600]  他是一個教法師
[00:05:46.600 --> 00:05:48.400]  他是一個法利賽人
[00:05:48.400 --> 00:05:50.100]  他是一個拉比
[00:05:50.100 --> 00:05:52.600]  他是一個能夠精通舊約
[00:05:52.600 --> 00:05:56.100]  尤其是他引述的《二次亞書》
[00:05:56.100 --> 00:05:58.900]  詩篇 保羅引述很多的
[00:05:58.900 --> 00:06:04.800]  但是發現原來他在主耶穌的眼中
[00:06:04.800 --> 00:06:07.400]  在主耶穌的救恩裡面
[00:06:07.400 --> 00:06:09.700]  原來他一點都不認識舊約
[00:06:09.700 --> 00:06:12.900]  所以他當見到主耶穌
[00:06:12.900 --> 00:06:15.500]  他的生命就有一個很大的改變
[00:06:15.500 --> 00:06:17.500]  他整個人謙卑下來
[00:06:17.500 --> 00:06:20.800]  他要來到去再一次反思
[00:06:20.800 --> 00:06:23.600]  到底新約的這位耶穌
[00:06:23.600 --> 00:06:27.400]  是在舊約裡面怎樣來去預言呢?
[00:06:27.400 --> 00:06:30.700]  怎樣來去講述這位尼塞亞呢?
[00:06:30.700 --> 00:06:37.600]  所以保羅就變成一個對舊約重新去審閱
[00:06:37.600 --> 00:06:40.600]  重新去解釋的一個專家
[00:06:40.600 --> 00:06:44.300]  所以他的書信變得分外重要
[00:06:44.300 --> 00:06:46.200]  就是有這樣的原因
[00:06:46.200 --> 00:06:47.400]  你可以想像到
[00:06:47.400 --> 00:06:50.200]  神用一個這麼出色的人
[00:06:50.200 --> 00:06:53.700]  來解釋新約和寫新約
[00:06:53.700 --> 00:06:56.000]  使得我們後世的人
[00:06:56.000 --> 00:07:00.200]  對舊約都會多了一份的了解
[00:07:00.200 --> 00:07:04.500]  因為保羅是站在我們新約外邦人的角度
[00:07:04.500 --> 00:07:07.300]  幫我們寫這些書信
[00:07:07.300 --> 00:07:10.300]  所以我們就能夠對舊約
[00:07:10.300 --> 00:07:12.800]  我們一竅不通的外邦人
[00:07:12.800 --> 00:07:16.000]  我們能夠多了一份的了解
[00:07:16.000 --> 00:07:18.800]  所以我們讀通了保羅的書信
[00:07:18.800 --> 00:07:21.200]  是不會使得我們要死守律法
[00:07:21.200 --> 00:07:23.100]  因為讀通保羅的書信
[00:07:23.100 --> 00:07:25.600]  會使得我們知道是在乎零
[00:07:25.600 --> 00:07:27.000]  不是在乎疑問
[00:07:27.000 --> 00:07:31.100]  這是哥倫多後書的四章的經文
[00:07:31.100 --> 00:07:36.900]  所以馬拉基書一而再講
[00:07:36.900 --> 00:07:38.500]  那個標準
[00:07:38.500 --> 00:07:42.100]  你們離開那個標準是什麼呢?
[00:07:42.100 --> 00:07:45.100]  其實馬拉基書如果我們濃縮四章來說
[00:07:45.100 --> 00:07:49.500]  其實就是他們離開了摩西的律法書
[00:07:49.500 --> 00:07:54.700]  過去很大一部分的先知警告
[00:07:54.700 --> 00:07:59.600]  就是他們要回到摩西的律法書來進行
[00:07:59.600 --> 00:08:02.900]  這樣就會得到地土的祝福
[00:08:02.900 --> 00:08:05.900]  五穀的豐收
[00:08:05.900 --> 00:08:08.600]  生產的無論牛羊
[00:08:08.600 --> 00:08:10.600]  都會有豐收
[00:08:10.600 --> 00:08:13.000]  或者不會有天災
[00:08:13.000 --> 00:08:15.800]  不會有一些收成的問題
[00:08:15.800 --> 00:08:18.900]  但是當他們不肯去進行
[00:08:18.900 --> 00:08:21.900]  神就會透過先知的警告
[00:08:21.900 --> 00:08:27.400]  也會興起一些外邦的列國
[00:08:27.400 --> 00:08:29.900]  來審判以色列
[00:08:29.900 --> 00:08:32.600]  到了中後期
[00:08:32.600 --> 00:08:36.600]  尤其是到了最後的耶利米的年代
[00:08:36.600 --> 00:08:39.700]  就是講一些不再是悔改
[00:08:39.700 --> 00:08:44.700]  就可以得到拯救的教導和預言
[00:08:44.700 --> 00:08:48.200]  耶利米大部分的預言
[00:08:48.200 --> 00:08:50.800]  就是說不用悔改了
[00:08:50.800 --> 00:08:52.400]  神都不閱立了
[00:08:52.400 --> 00:08:54.800]  你們現在應該怎麼做呢?
[00:08:54.800 --> 00:08:59.200]  就是開開心心的秘魯去巴比倫
[00:08:59.200 --> 00:09:02.800]  去到巴比倫在那裡自買田地
[00:09:02.800 --> 00:09:05.700]  在那裡安居樂業
[00:09:05.700 --> 00:09:09.100]  你沒理由講這些這樣的信息的
[00:09:09.100 --> 00:09:12.700]  這些差不多是國安抓的
[00:09:12.700 --> 00:09:19.400]  叫猶太人不需要和巴比倫對抗
[00:09:19.400 --> 00:09:21.400]  要投降
[00:09:21.400 --> 00:09:23.800]  對當時的西底加王
[00:09:23.800 --> 00:09:25.300]  這個是叛國的
[00:09:25.300 --> 00:09:28.600]  所以耶利米就被那些領袖
[00:09:28.600 --> 00:09:31.100]  扔了進去一個枯井裡面
[00:09:31.100 --> 00:09:32.700]  又不讓他死
[00:09:32.700 --> 00:09:34.700]  要養著他
[00:09:34.700 --> 00:09:37.300]  來不及把餅掉下去
[00:09:37.300 --> 00:09:39.400]  你可以想像到
[00:09:39.400 --> 00:09:42.900]  其實我想講的是先知到了末期
[00:09:42.900 --> 00:09:45.500]  就是差不多到了秘魯的時候
[00:09:45.500 --> 00:09:49.100]  講的信息全部不再是責備了
[00:09:49.100 --> 00:09:52.300]  是投降了
[00:09:52.300 --> 00:09:54.700]  就是說無可救藥
[00:09:54.700 --> 00:09:58.200]  就是說神都已經不再理這個民族了
[00:09:58.200 --> 00:10:00.200]  是必須要秘魯
[00:10:00.200 --> 00:10:02.900]  去到外邦的70年
[00:10:02.900 --> 00:10:05.300]  所以現在這個時間
[00:10:05.300 --> 00:10:06.800]  馬拉基又不同了
[00:10:06.800 --> 00:10:09.100]  讀先知書就要留意這件事了
[00:10:09.100 --> 00:10:11.500]  不同的時代的那個預言
[00:10:11.500 --> 00:10:13.400]  那個大方向都不同的
[00:10:13.400 --> 00:10:16.400]  所以現在這個秘魯歸回了
[00:10:16.400 --> 00:10:18.600]  也有了自己的聖殿了
[00:10:18.600 --> 00:10:20.800]  有了自己的城牆了
[00:10:20.800 --> 00:10:23.400]  也開始有自己的憲制了
[00:10:23.400 --> 00:10:28.300]  不過現在不是外族對猶太人的
[00:10:28.300 --> 00:10:30.800]  那個武力的威嚇了
[00:10:30.800 --> 00:10:33.900]  現在是過了一段長時間
[00:10:33.900 --> 00:10:38.700]  沒有了那種心靈的那個敏銳
[00:10:38.700 --> 00:10:40.900]  對神的真理
[00:10:40.900 --> 00:10:44.400]  還有那個慣性的敬拜
[00:10:44.400 --> 00:10:47.900]  已經成為一種例行公事了
[00:10:47.900 --> 00:10:51.500]  沒有了那個真誠的心去敬拜神了
[00:10:51.500 --> 00:10:54.700]  很多時候就會在民生上
[00:10:54.700 --> 00:10:58.700]  就會有很多的疲乏
[00:10:58.700 --> 00:11:00.400]  厭倦
[00:11:00.400 --> 00:11:04.800]  很多對自己的生活的不滿
[00:11:04.800 --> 00:11:09.900]  就投射在那個信仰都變得很習慣性了
[00:11:09.900 --> 00:11:14.700]  所以那些憲制有殘疾
[00:11:14.700 --> 00:11:18.000]  不潔淨
[00:11:18.000 --> 00:11:20.000]  都帶到祭司那裡
[00:11:20.000 --> 00:11:23.500]  祭司也慢慢沒有了那種的謹守
[00:11:23.500 --> 00:11:26.500]  沒有了那種的標準
[00:11:26.500 --> 00:11:28.500]  摩西的規定的標準
[00:11:28.500 --> 00:11:34.000]  那就慢慢的大家得過且過
[00:11:34.000 --> 00:11:36.000]  獻的人隨便
[00:11:36.000 --> 00:11:40.000]  奉獻的百姓
[00:11:40.000 --> 00:11:42.300]  又是諸多的理由
[00:11:42.300 --> 00:11:45.700]  叫祭司不要那麼高要求
[00:11:45.700 --> 00:11:48.500]  有總會沒有的
[00:11:48.500 --> 00:11:51.300]  所以帶來就是
[00:11:51.300 --> 00:11:54.100]  出現了一個好像大家都很
[00:11:54.100 --> 00:11:56.500]  心靈很疲倦
[00:11:56.500 --> 00:11:58.500]  所以這種心靈疲倦
[00:11:58.500 --> 00:12:01.300]  哀莫大於心死
[00:12:01.300 --> 00:12:05.300]  那個心已經去到一種很靜止的狀態
[00:12:05.300 --> 00:12:07.900]  所以馬拉基你可以說
[00:12:07.900 --> 00:12:12.300]  就是透過一些很有趣的
[00:12:12.300 --> 00:12:14.300]  寫作的手法
[00:12:14.300 --> 00:12:16.800]  來提出那個問題
[00:12:16.800 --> 00:12:19.300]  你們是這樣的情況
[00:12:19.300 --> 00:12:22.600]  那些百姓就好像被撩起他們
[00:12:22.600 --> 00:12:25.100]  有一種憤怒
[00:12:25.100 --> 00:12:27.100]  我們什麼時候是這樣
[00:12:27.100 --> 00:12:29.100]  提出好幾個問題
[00:12:29.100 --> 00:12:32.100]  好像引起他們的思想
[00:12:32.100 --> 00:12:34.500]  引起他們的關注
[00:12:34.500 --> 00:12:38.500]  來和先知馬拉基有一個對答
[00:12:38.500 --> 00:12:41.500]  其實是不是真是百姓的對答呢?
[00:12:41.500 --> 00:12:44.100]  還是先知說完那個問題
[00:12:44.100 --> 00:12:48.100]  就點出那個癥結在哪裡呢?
[00:12:48.100 --> 00:12:51.100]  可能是這樣的一個寫作的手法
[00:12:51.100 --> 00:12:54.600]  所以一至三章就重複
[00:12:54.600 --> 00:12:56.600]  在這樣的一個模式裏面
[00:12:56.600 --> 00:12:59.100]  來去出現的
[00:12:59.100 --> 00:13:01.600]  接著我們上一次說過
[00:13:01.600 --> 00:13:04.100]  三章十六十七十八節
[00:13:04.100 --> 00:13:08.100]  是說到當神要再回來的時候
[00:13:08.100 --> 00:13:12.100]  那個世界是會有一個劇烈的改變
[00:13:12.100 --> 00:13:15.100]  不過他還沒回來之前
[00:13:15.100 --> 00:13:17.100]  他會有一本紀念冊
[00:13:17.100 --> 00:13:20.100]  紀念哪些人是敬畏他
[00:13:20.100 --> 00:13:22.100]  馬拉基可能不知道的
[00:13:22.100 --> 00:13:25.100]  馬拉基只是去傳神的信息
[00:13:25.100 --> 00:13:28.100]  可能會有些人喜歡聽他說
[00:13:28.100 --> 00:13:31.100]  接著會自己私下跟隨去做
[00:13:31.100 --> 00:13:34.100]  但是馬拉基都不是很能夠立體
[00:13:34.100 --> 00:13:35.100]  知道每一個家庭
[00:13:35.100 --> 00:13:39.100]  每一個猶太人是怎樣的心靈光景
[00:13:39.100 --> 00:13:42.100]  但是很多時候先知書難讀的地方就是
[00:13:42.100 --> 00:13:46.100]  突然間有時候會將天上的那個景象
[00:13:46.100 --> 00:13:47.100]  告訴我們
[00:13:47.100 --> 00:13:50.100]  用一些寫作的手法告訴我們
[00:13:50.100 --> 00:13:52.100]  原來在神的裏面
[00:13:52.100 --> 00:13:56.100]  神的天上是有一本紀念冊的
[00:13:56.100 --> 00:13:58.100]  要寫多少頁呢?
[00:13:58.100 --> 00:14:00.100]  所以那個一定是心靈了
[00:14:00.100 --> 00:14:02.100]  一定不是紙張了
[00:14:02.100 --> 00:14:04.100]  有一本紀念冊
[00:14:04.100 --> 00:14:06.100]  紀念冊就是很珍貴
[00:14:06.100 --> 00:14:09.100]  紀念一些你很值得紀念的東西
[00:14:09.100 --> 00:14:11.100]  所以小學的畢業
[00:14:11.100 --> 00:14:16.100]  以前的畢業紀念冊是很珍貴的
[00:14:16.100 --> 00:14:18.100]  因為你一個人會長大的
[00:14:18.100 --> 00:14:20.100]  那本紀念冊就伴隨著你
[00:14:20.100 --> 00:14:23.100]  是你最幼年的時間
[00:14:23.100 --> 00:14:25.100]  又不是幼稚園
[00:14:25.100 --> 00:14:26.100]  但又不是去中學
[00:14:26.100 --> 00:14:27.100]  是你剛剛懂事
[00:14:27.100 --> 00:14:29.100]  開始大家分道揚鑣了
[00:14:29.100 --> 00:14:32.100]  那本紀念冊就非常珍貴
[00:14:32.100 --> 00:14:33.100]  那份友情
[00:14:33.100 --> 00:14:35.100]  那些學習階段
[00:14:35.100 --> 00:14:38.100]  但是現在在永恆裏面
[00:14:38.100 --> 00:14:40.100]  三章十六節就說
[00:14:40.100 --> 00:14:42.100]  我們有這一本紀念冊
[00:14:42.100 --> 00:14:47.100]  那你和我在不在神的紀念冊呢?
[00:14:47.100 --> 00:14:49.100]  這個就要問了
[00:14:49.100 --> 00:14:52.100]  所以新約有生命冊
[00:14:52.100 --> 00:14:55.100]  在這個白色大寶座
